unit_id,ProductTiter,DissolvedOxygen,Temperature,do_FeedWaterFlowRate
0,34.20395480016664,69.04676931854192,37.435984741050426,20.0
1,32.670832172658784,67.92053067696096,67.98923766020604,20.0
2,22.4574266103148,62.646857348941566,51.88959740958977,20.0
3,35.32271562146381,72.758794155448,44.34848994888367,20.0
4,22.35394660908499,78.65457011741438,67.40676276617019,20.0
5,31.695699071200604,91.58591258344478,37.660547896941914,20.0
6,22.910570381226858,67.8797321488198,59.189219027942656,20.0
7,27.173781203853213,69.89415471769746,62.98860171706041,20.0
8,19.65968751909272,70.88224436707821,71.71333641096078,20.0
9,17.82977249176831,57.90006018746184,70.03663805160346,20.0
10,32.922758662442796,84.55230238377723,25.836930431518397,20.0
11,17.390635269900773,55.58299718011824,59.23640457692062,20.0
12,30.066629629168535,76.92144890686711,63.22897848402284,20.0
13,36.12948787749052,78.39188961201019,51.39183966034078,20.0
14,34.296604571700954,81.28326796250353,50.69000087735708,20.0
15,34.25120252865588,87.69158571160608,73.91738666351576,20.0
16,23.658579893864886,64.69018874476322,80.74949768060347,20.0
17,32.04971416813769,77.87912504325001,40.44864245360771,20.0
18,39.14385342357029,94.42654775283108,34.582456436252365,20.0
19,22.524810284350668,69.3982570559301,46.14259788004807,20.0
20,23.677035960366595,67.46523655369579,66.2245669369194,20.0
21,31.195542559415216,70.02364269543709,48.1254900591197,20.0
22,11.62157527715238,44.8909598105784,51.71895207425351,20.0
23,43.60352268762654,108.91352035601905,32.412669695268136,20.0
24,22.20275474885932,81.01175410232864,54.23122252596725,20.0
25,40.50392499549478,90.15318285502549,62.84387220960598,20.0
26,21.15102979583331,75.58857045636671,36.821921164268105,20.0
27,32.07044342353627,73.76275873479929,39.70512207029918,20.0
28,19.249247023374867,74.67174764512538,69.09429110307094,20.0
29,28.05566042529006,80.65889651921307,71.99728114139833,20.0
30,17.314045945068752,57.460480204268784,73.81668415754463,20.0
31,31.56191902164648,64.77900958319773,53.207710393453794,20.0
32,26.630390501479024,81.8532743351793,50.8613256544847,20.0
33,19.222566047119166,64.42053845987682,47.15584730244316,20.0
34,7.281994320812858,41.15524372302593,67.58271020575134,20.0
35,16.1314130508367,51.53621177384932,64.95066605924316,20.0
36,22.429788581120302,63.7649681347477,50.471156824277145,20.0
37,18.284023456992493,66.07828737064884,25.70752641820494,20.0
38,25.281442729864573,68.46185381019869,54.41444366518505,20.0
39,37.14238155223791,76.74813367365536,54.620806218365395,20.0
40,30.63309546265522,73.12359704327143,44.957322882739206,20.0
41,22.842275846087844,74.09381152649233,61.43229807857503,20.0
42,34.906733278124996,90.42502603685487,41.3078506317965,20.0
43,24.21115503945539,70.57623979934074,45.938576992777534,20.0
44,37.59228155866144,87.1641731159023,80.74204317099706,20.0
45,24.6961534236533,67.35617286421076,63.15515013730974,20.0
46,28.896560687663403,78.0710539699526,61.63249943727373,20.0
47,35.86912695293178,90.56480005697992,35.61701856961589,20.0
48,38.32879858386286,97.37014263027386,59.32896928151413,20.0
49,32.30243040125035,95.64449080351558,40.79062530273733,20.0
50,33.4136085337161,75.43126283518626,59.31761534824708,20.0
51,20.66531086850587,62.75741350631119,33.450615000654494,20.0
52,27.262562482370306,68.67889477357338,41.02367952605167,20.0
53,32.02923331172876,66.73872170418107,55.82383239215462,20.0
54,29.029786867362553,85.87380744955848,31.16737213276539,20.0
55,28.23080886708509,85.36335620298613,31.982673100370327,20.0
56,33.417273950731946,85.41908631610661,55.022179014329524,20.0
57,22.237233085590717,62.78251756661059,63.71994113988349,20.0
58,37.240282411628954,82.92263862284531,63.49501817726319,20.0
59,30.4782978033754,83.51333219362012,57.72825216755783,20.0
60,21.04581346514645,66.81837262334714,49.9580479035416,20.0
61,23.569224214933524,59.318455085356746,35.030409810498924,20.0
62,27.460237607928182,75.2678558951136,54.63694832701342,20.0
63,15.325394110198365,52.07130561927349,46.57236757214971,20.0
64,34.28378253124068,74.11218623618915,64.73482888400704,20.0
65,30.924961005858886,77.0620650957591,29.049208900218986,20.0
66,42.38844872901827,89.49142222489427,38.09271585866453,20.0
67,24.981156678017665,69.43692845957457,44.4111815687862,20.0
68,37.16815183076651,84.67304728822198,45.434166287371106,20.0
69,37.86982016230853,83.12250255980281,26.560328384709347,20.0
70,26.733088167485747,84.22170983257307,44.171015925213005,20.0
71,37.77672346775856,88.81883934442273,58.59025913086596,20.0
72,15.598876725120173,54.01622265709143,72.28687015378506,20.0
73,28.99295974773296,71.2920212645919,56.64062928467697,20.0
74,24.656536437266503,58.342506192457606,52.100987473076124,20.0
75,29.2649447748421,75.4214913046609,41.806521695476086,20.0
76,28.6310066673344,74.60568234875618,60.99432205975794,20.0
77,30.388287610909067,86.9774648974798,63.72019489030551,20.0
78,31.70966399612244,86.72371007547414,66.34333236287522,20.0
79,30.442641905103343,72.23919725493381,71.23158631340038,20.0
80,27.3042507353412,68.88676747501516,69.66746931435922,20.0
81,32.52723474443583,75.03843030382137,51.21828039488886,20.0
82,20.96839214310486,69.65731724473106,65.17956457856758,20.0
83,20.505812243810205,72.45714997381127,60.92895690544929,20.0
84,32.13219752678282,87.87974391453592,79.20998873219756,20.0
85,16.84535524241674,56.545154211171884,58.74698420703754,20.0
86,27.567812544100164,70.3166096712573,62.23332126806579,20.0
87,28.186746697752532,77.22412204543274,60.736267740655975,20.0
88,26.843965264884144,70.7594980640976,61.31837138720601,20.0
89,29.95693624479279,79.5615320825794,59.28469065813712,20.0
90,26.380198711213154,68.46263674425519,24.828995559412725,20.0
91,20.513416724920457,69.2013493470878,81.9104141017991,20.0
92,31.16723735574586,79.64134013052887,80.0434666078389,20.0
93,11.422061951693612,54.19626966449858,39.218332847782136,20.0
94,27.049031254082617,80.00883734789254,53.236042590023146,20.0
95,24.414727330501286,68.66542408929536,56.292448858234025,20.0
96,37.21728335170408,96.483247004567,68.37576017706581,20.0
97,20.90745820456057,67.20472820328277,36.0450443319368,20.0
98,26.068652057442325,68.49524518643345,36.16665974061626,20.0
99,29.1452598328493,71.31782232356738,49.87272371851051,20.0
100,24.006867307416236,67.04239653203125,63.76037431882668,20.0
101,29.964253003623682,83.99384354109195,54.99251065164308,20.0
102,20.45746666935505,61.04747603590646,35.76687202224945,20.0
103,21.285428555430528,68.8652770167419,58.80523301099678,20.0
104,28.848152915180663,77.16740291250095,90.95277503212057,20.0
105,31.633777639871457,81.14085186170331,80.07912058193924,20.0
106,32.923336726952265,86.63771580827454,51.791634402705654,20.0
107,29.947555153641435,75.65796287453819,31.294893426047487,20.0
108,36.22435260621924,92.07693540793767,55.163634721312015,20.0
109,31.40865332746054,85.48448732444338,63.037540769354266,20.0
110,22.078430687791,81.40868556496557,18.976174712847175,20.0
111,38.95320118113358,85.18091901330038,46.118729113779274,20.0
112,29.993788631256656,69.69511933126672,36.141676346613394,20.0
113,33.53355325960956,79.07764540069519,24.845638604115496,20.0
114,42.07805672710584,101.41615729788141,42.94134629446563,20.0
115,42.227681731645674,90.2002686938589,59.0367663835976,20.0
116,19.73443125968957,62.42058031577986,66.2342686470217,20.0
117,27.14362226948184,74.9644248488736,74.04327419792548,20.0
118,24.788191723032316,59.243189061325964,68.6308438662763,20.0
119,24.096170582459507,61.16219402297036,36.402420129807105,20.0
120,31.191873563994047,73.85180969579456,52.656000671416095,20.0
121,16.840499319060346,63.644241812704884,73.2489682583581,20.0
122,26.231212459126002,76.491995692029,47.78752086549254,20.0
123,23.58505474709643,72.84581564379367,35.72049178523228,20.0
124,21.49305999439669,79.93810981030849,32.269932695378046,20.0
125,26.279401860475705,67.83806314429661,54.128354272572864,20.0
126,17.9730663871991,64.11163698217936,51.99989918992187,20.0
127,32.191676183024754,85.9965783009517,63.89516181365034,20.0
128,28.82975360655905,77.97099724868391,65.07225380395799,20.0
129,40.12891480252846,91.11362743729829,67.90796071904715,20.0
130,36.300064039203356,81.64002462532355,76.9849328255094,20.0
131,18.817642857250913,61.338985906960346,75.04325279386255,20.0
132,23.794037074319355,60.484361608006154,19.683191067421678,20.0
133,22.06277104750289,70.36305992404597,52.23029088041917,20.0
134,28.41053652126784,81.91469738306931,55.65781617894399,20.0
135,30.785422343548735,75.49264049944436,31.34206457213183,20.0
136,29.380041295940945,72.00434201639256,86.2452751959248,20.0
137,39.193089636779916,93.3339753938313,31.342104219277278,20.0
138,16.817335274542,51.59523130226473,48.33960641041932,20.0
139,32.04869231520537,77.90290013872956,37.498037226791475,20.0
140,29.756793331329987,87.69102786840135,61.84894782651522,20.0
141,26.7266532301868,74.51292462555399,47.65986436964862,20.0
