unit_id,ProductTiter,DissolvedOxygen,Temperature,do_FeedWaterFlowRate
0,28.585825841971786,76.58690495675363,70.9658133344266,20.0
1,12.35271236204575,52.78832641166384,42.58045288026047,20.0
2,26.31939205291976,67.65522902262671,39.989361904270986,20.0
3,25.228152930807113,65.10559471340378,60.09915878327954,20.0
4,18.950041574459625,64.74002326836695,51.32583956411941,20.0
5,27.400882116583322,80.49983227613957,49.017987188421074,20.0
6,27.191186111767678,83.71425321713703,58.226890112533404,20.0
7,30.59554349459672,84.60247506101395,30.180133436836222,20.0
8,38.2552942573143,93.00622682621716,35.302102696246536,20.0
9,13.041962308235018,51.764326339878025,52.35717853030991,20.0
10,18.36726396312086,70.2527593141505,10.914509768818522,20.0
11,24.243540795913503,71.81404046665142,23.468002587812077,20.0
12,29.703079260616637,77.68511845952568,66.72300781213642,20.0
13,39.271444732572654,86.33250108107859,28.07437003171272,20.0
14,38.159130430872594,86.31531768416184,49.10736204876881,20.0
15,21.39755992550285,58.37891440549484,16.91504922664071,20.0
16,19.658918901809272,66.40043011491697,72.90570442336148,20.0
17,22.98809777573239,66.7465248437596,43.95474609388353,20.0
18,29.957950483880364,73.78922871048813,46.42741382285941,20.0
19,20.722018128452167,63.43680559968927,50.07627141378785,20.0
20,45.475017918571886,92.69084136271853,52.137838738464104,20.0
21,11.411855100813682,49.90354898741838,56.93639013306696,20.0
22,27.619575400856178,78.15892111568905,54.67732419217859,20.0
23,33.72325118710856,93.95000977186331,53.69830561069442,20.0
24,26.52199061727349,73.00730019277718,45.68266487965192,20.0
25,20.79888915346406,57.1829693953083,65.25577243966197,20.0
26,34.16476728963192,76.08494843993687,50.07924655353684,20.0
27,18.619499537065472,72.44208521770538,30.646216913414225,20.0
28,27.11384340373523,79.5603616205297,46.65677625741869,20.0
29,26.622654861251203,72.31389839539528,54.20812820194783,20.0
30,30.82163597090034,88.34921012877744,39.88621138701367,20.0
31,19.570345280015157,62.50852164086392,40.64142286741157,20.0
32,28.290790569165495,66.18817652430579,45.75378868170148,20.0
33,31.774796907596365,70.91145435671584,38.40540818058306,20.0
34,23.210012317881386,61.59733821720693,46.74711827720023,20.0
35,25.605472916538808,77.25977094345822,37.83051059691022,20.0
36,32.39510906563384,64.51905756572401,49.08453302441098,20.0
37,28.556122810905247,71.37936390988456,46.560207420242,20.0
38,22.936210494012318,71.43687135668581,47.86041036737117,20.0
39,35.07598595558284,82.85793102553104,46.700180216327674,20.0
40,20.601283962215195,58.61860416279742,59.34871443667977,20.0
41,25.48598402982057,73.67936576376198,67.37351808057218,20.0
42,25.448688114764852,70.66023762039599,48.051496840950676,20.0
43,30.190311935506266,76.88224881199892,64.80238789814234,20.0
44,29.18146083936344,74.74913561616216,52.27400594709393,20.0
45,22.50438037264129,62.2264524131131,71.41874152863997,20.0
46,38.96366322327617,91.96545618924576,51.851466826909444,20.0
47,35.15533293514268,84.2899220432859,30.404951495069984,20.0
48,25.86560602500163,68.3833113126771,38.15007699305475,20.0
49,24.615535998124592,72.187321189902,50.11303606587684,20.0
50,28.999172908025635,87.95370705416201,41.469833284561204,20.0
51,30.054302684500726,89.47459122856681,53.626078009965056,20.0
52,29.378332566059008,80.1751961999928,49.338575229322636,20.0
53,23.59746947535785,57.468973737932494,66.64705081400149,20.0
54,23.29120038577168,65.73138348374738,54.26165857590475,20.0
55,27.45785928560818,84.48566455333115,69.55243111893012,20.0
56,30.493005905096915,86.02927072387214,47.663534286419925,20.0
57,26.416244183940126,77.17444697426788,-9.050318269865638,20.0
58,33.377261358186146,88.92076295475329,63.207134277563924,20.0
59,34.72018807001287,92.49554045540233,44.00240697280656,20.0
60,21.576294766677908,58.47646687611554,53.11607466755691,20.0
61,22.86597822618182,58.14116840917441,50.30810080899211,20.0
62,32.36300366436429,77.147251256542,43.319728299473525,20.0
63,29.859790191440815,76.95894533796968,50.126585597779446,20.0
64,36.01525498480245,78.42555100939151,48.05834093129424,20.0
65,30.484353073160737,77.67531334696136,69.8337799218701,20.0
66,37.11082347328592,90.11192868151107,62.50079224537928,20.0
67,36.84471283707904,87.52606001288461,31.673103061837736,20.0
68,21.91485016820038,63.001113203875796,64.97640157470791,20.0
69,31.851475848270695,76.95656078781357,59.93058639006698,20.0
70,25.499028728100193,78.99964927256497,56.008467904183085,20.0
71,28.89080753806887,77.10160511336274,73.21106789054348,20.0
72,24.24439253611803,71.92435348422651,67.08276736703498,20.0
73,21.23198410606243,76.99976796371455,50.237066388535524,20.0
74,27.681625540448238,76.73304617809612,47.340673030784956,20.0
75,27.138271386163876,72.0190073955927,35.54049667647633,20.0
76,21.92538540217985,77.61921790276693,56.733491372268546,20.0
77,6.653029370981945,47.61741972147474,86.05644774789066,20.0
78,33.198503012255685,69.1211806786417,52.184180476986775,20.0
79,32.78331600296625,72.59670241392386,61.400602595647804,20.0
80,30.04557279409635,83.97926458570693,19.371906578400825,20.0
81,23.02410674772687,74.41486255271535,33.33593481172893,20.0
82,13.5596094999756,57.68880381691274,35.73147356499079,20.0
83,19.803579608013568,69.80138864155956,53.4342974105178,20.0
84,24.816349198656923,66.25245433822634,34.31128157151802,20.0
85,24.233650320474144,66.84887377517016,47.44588564261763,20.0
86,20.73139810350426,60.975691464959034,53.197589575073714,20.0
87,20.22529811766746,66.71267274945556,29.31252198119158,20.0
88,34.25402123499953,83.99194846675498,71.62364257353386,20.0
89,30.052627601040996,74.54434121182403,54.61998183803268,20.0
90,26.54795853137231,85.41900976342298,38.74446264864455,20.0
91,20.05200341172931,65.3526735847903,57.17427257059914,20.0
92,29.422621176319417,85.93048881838963,80.33820711045298,20.0
93,21.30849116881596,68.40395909351419,57.84329978376388,20.0
94,30.913977276316352,83.22953745334164,74.33101346967175,20.0
95,17.5585473510771,65.76151097576685,33.88101355216423,20.0
96,29.265969072923095,75.30664874230807,79.3834571179348,20.0
97,25.515643719120128,66.80169390299501,50.52912384219282,20.0
98,19.920363987240354,74.54971117523945,54.06357791738713,20.0
99,29.574979888468643,83.99048596424616,44.899922335347824,20.0
100,29.074988571845775,71.97900073492836,42.115239282130624,20.0
101,34.150201437383394,84.1797426087689,51.122699852864564,20.0
102,17.883092485141272,62.8769859858271,33.57112936179027,20.0
103,16.864968142727232,57.31440072488319,49.02000901342081,20.0
104,29.165336443695978,73.30289499272743,28.629668605336132,20.0
105,35.07840149476885,83.98718254560004,10.17543965934784,20.0
106,27.701073930893166,76.78627689465365,46.66757581582881,20.0
107,16.662306630506915,64.60105105550856,86.71917494373692,20.0
108,34.13638218981114,98.13968838878684,16.71149070953446,20.0
109,27.169832048998455,69.52335599717576,49.93060267818426,20.0
110,29.671436960250308,71.75487647214739,53.282684149099374,20.0
111,18.657510739468837,59.53894245583323,64.36300087189882,20.0
112,24.955520623537055,69.18745026103275,52.452360537007635,20.0
113,20.055159658235603,57.531441033866344,68.26478338573932,20.0
114,36.62783903194555,92.39821556595737,37.63579642294722,20.0
115,18.92707873578921,52.13222136293377,36.41380174477057,20.0
116,21.279039199355214,67.20335259560153,71.00352166270034,20.0
117,24.227275909957164,74.77696765341786,14.193532825714366,20.0
118,44.621329786372065,81.31239097731523,50.191385715094974,20.0
119,24.137415912971242,82.29175180175285,39.22939388505062,20.0
120,20.530595044009875,63.22864698880222,30.967175076539494,20.0
121,42.69593568668251,86.53258889624172,70.83868516503684,20.0
122,28.4319055635916,68.23949164222927,76.54915673764857,20.0
123,16.88228301352075,58.543854230517745,51.99943501947886,20.0
124,13.259800749808711,49.08727731755226,40.04562859987832,20.0
125,27.29889532843552,62.55935487589178,35.143192152697836,20.0
126,21.943090517216387,49.26593572375018,45.775098838497094,20.0
127,38.867504459544406,86.99544616210332,46.75510395563962,20.0
128,35.90258781321825,77.03824844519896,72.8713995795649,20.0
129,12.810680194531177,54.671547460195306,50.94358728028929,20.0
130,27.68493288322679,67.36294851853894,78.82592506984697,20.0
131,34.14190831678486,86.79705225725769,82.09698239302473,20.0
132,24.675455213404714,85.88237425053264,61.792217878554546,20.0
133,28.69465912508411,82.49058595109334,68.00027114568286,20.0
134,30.92915346026786,86.05049500326484,32.5970577377303,20.0
135,28.804588711198704,79.3938900746931,39.170197876193455,20.0
136,27.473818117009962,82.86482635598625,55.110697949464736,20.0
137,22.432896818512663,85.61123480652617,75.79251002988242,20.0
138,29.010446210591628,80.01520679159756,59.14191437997033,20.0
139,16.85453339892691,65.23514306850119,41.87588849954539,20.0
140,33.3687124609371,84.88686340712037,66.09846008088019,20.0
141,26.8881900088952,89.90543843037086,67.95537256942714,20.0
142,21.94923727947058,65.66434826910857,40.82454203438887,20.0
143,31.033175861770527,72.42179117415706,61.25930631941039,20.0
144,25.78276090516291,72.49271601658404,72.51347038958322,20.0
145,29.358727946503237,68.34331307940134,63.46439925138477,20.0
146,27.839213749221884,74.8093529041132,39.12047505341725,20.0
147,28.06127386724687,71.75961389679873,43.305486353248675,20.0
148,34.09415229552928,79.13217748268593,64.61399885509756,20.0
149,26.914280858518005,75.83296333288587,58.27574398496236,20.0
150,21.160951336022507,64.606226358653,53.01283489466425,20.0
151,39.14967953182063,95.04943911966726,36.740708518891715,20.0
152,27.81575384158629,71.78102551345799,65.43601620917805,20.0
153,24.467302875538945,76.93955538253161,47.83413695711199,20.0
154,22.129034429493696,72.5064040809446,62.761709059946625,20.0
