unit_id,ProductTiter,DissolvedOxygen,Temperature,FeedWaterFlowRate
0,25.86549846286898,79.75170939352128,92.74727937608301,39.68387411377924
1,20.540601442807176,84.13682396777132,70.72802418201498,50.9758354708498
2,6.262902655005105,65.5239998088784,51.40659410443457,50.44783065808453
3,12.306049906093598,77.34968339474096,55.214601196144905,66.19883758661852
4,30.9026513536675,86.76778728964666,62.238873621043915,45.11072985807463
5,16.29259940529675,67.15833009705791,56.78849365968757,45.896840122782415
6,19.961854413543705,72.69351563991202,52.084396940026174,19.959140813020227
7,8.667638623774845,81.6643087837998,54.42168868997173,59.01648214422764
8,-9.521275255816574,73.79255859659169,61.34385390305419,67.84632198071786
9,8.874236152980078,72.08061257041858,39.711236047945164,46.023110211211566
10,22.756821956432653,64.21623540682589,58.681531338860594,38.35909309737258
11,30.12194876950044,87.25973685389651,48.463658420251946,44.50333514167296
12,36.09370895943414,97.0885733048572,62.90253097899066,44.217435271801925
13,42.95256514827062,90.034839031095,62.0418365441021,47.19844060087652
14,27.41504429121876,72.70967055366062,66.6079008177044,38.04017540840488
15,22.948119039464636,81.87726037854742,59.87774461469857,66.24404233401405
16,22.1636910400239,63.03161873682128,82.32840520168448,18.89780019332639
17,11.740263775422326,79.45920449454614,64.27672746713831,49.422651632091615
18,19.712979932483336,74.45756069464326,59.954141857140876,45.9179058133234
19,27.93828628742195,92.68943090763055,70.36891068023796,48.80393345239807
20,40.72750369270202,96.013489737478,89.3482975052638,37.13629175941982
21,33.05677485595422,96.77914092969958,63.76787886000121,38.198189217117594
22,20.94823492559791,71.20102769905174,63.251535652634004,70.35314523766289
23,26.886048818933467,88.48375807991043,59.87455646443876,43.587390757803206
24,25.65715806991535,63.53443363014057,54.88037767564127,47.202188016987584
25,13.272104259707088,77.28867097971894,58.99333576329302,58.28658805609742
26,-16.71765618903751,45.67884949579339,26.902760652446517,55.26298797182627
27,14.522980203330295,89.37644200849381,54.97499093782473,60.142621030429396
28,34.40494617244011,84.09907969607771,61.22120476494664,48.94916410479765
29,32.79665467918024,85.23570886064027,67.4802682103045,32.92779771740094
30,26.457236201976528,78.47970747982619,69.58939911971977,44.562420176007734
31,39.81793921292867,82.09255736019155,64.54098385324451,43.07988921832452
32,38.83539687886954,93.17192378889442,79.28873411934059,42.24638396614597
33,10.556889416490264,60.39783744499159,44.96623170339818,50.12703559584584
34,13.570658139517233,73.55171035732386,56.65241109378996,59.54131374960594
35,27.695647304020074,72.97718857492785,78.48704827730296,25.35167621815308
36,20.5572158975516,83.46547958772486,57.91123739551188,59.616005052859684
37,27.21513923525613,79.83218771705776,77.92475064712414,38.26702170215107
38,15.595175511962994,65.95068553426982,60.12594932750177,51.30177505346056
39,7.746833217591296,81.48115644392371,41.58094566146733,60.40071369649922
40,24.352632646109754,77.24155493595592,67.4319822733504,53.604878500899574
41,15.44474051852659,67.62772908690157,43.68893669507259,37.324019039140296
42,30.999990789305933,85.12166662691443,57.473188210165894,38.89207695554422
43,27.837160397405114,83.25204425686846,78.92572646699335,36.290206767053256
44,44.11264128531954,101.43241801800373,48.04611855749107,25.496362254646705
45,14.219480285227872,72.94484307622972,27.74338739036625,67.54325583725631
46,24.153346954224514,88.41567736581558,63.96248909792534,52.44586244386446
47,4.438296707524866,91.4995811253207,49.35888375571342,62.0233218036558
48,5.810521577662227,51.98927305594035,46.61451814429973,52.74337536055748
49,19.976451718521353,75.32415283472575,51.915294311712024,56.30182285586577
50,17.858712102777094,65.86778078783368,45.718272225740336,61.03003385665118
51,29.5911837314153,83.85986303725807,57.72450185511305,19.787125969324883
52,11.340429353270814,100.07548073498,30.965486439736523,66.46526797382359
53,28.21725276072143,96.5692904024659,55.333600868431745,50.96186403544847
54,22.461852229584455,70.20229734059185,59.62068187518789,44.08098378339148
55,25.85646011831872,87.52357263239968,56.8510021511618,28.089614145301816
56,-14.213859126388858,65.27024099961716,74.64682693682747,65.00614158212043
57,26.262279532560207,96.65544075669136,50.70682744190881,53.9619566754887
58,16.03548158122904,63.82535512722894,46.985478532174426,46.461754802118236
59,-10.291882869748067,83.53111204125479,50.29668432383539,62.41607743239969
60,32.073929530162,89.35969463001548,47.82189151162418,48.64898128469344
61,31.40882099378368,77.77576435230117,55.03740756197792,39.69905544971909
62,31.010492968159706,87.73448467333829,53.57973912151841,39.44043462713187
63,18.098532261200166,62.95285599066376,74.45070078084365,52.75174678051192
64,4.939500177701779,65.8212343317388,65.73392669645885,54.136344055694174
65,30.573624338163615,90.49687455973944,58.949017693465656,44.78878556750628
66,3.422145185789181,36.6552833424417,74.20825224950633,39.9770618689136
67,26.84114587490705,84.59482925485982,64.83364378804582,36.83368781007954
68,19.51502780696274,60.39913955705788,83.96294400224255,35.93048852645199
69,-6.590041786007789,49.78404061397586,33.97854192352949,56.48140507574263
70,6.664246042407056,29.731887264048726,83.77917710219316,31.92326514737707
71,-10.958464315558796,72.69703736754525,44.35372630472995,62.446564945889314
72,6.153976458541323,69.93564975954926,54.48092385423233,66.98768645560448
73,31.283079914121085,83.59773912745842,58.01583462520788,48.63653632042004
74,19.431742025911287,86.61704803814504,44.838895218301566,58.854425760556246
75,-3.8772411315215294,79.8940715993848,37.30613695549415,60.11152587999497
76,19.602103388544222,65.04797723956891,79.89824194582307,31.2835415615828
77,28.05622699052519,79.47620756712894,75.15591447399076,42.675128752305575
78,37.44797407158615,86.35084225326086,81.0327241768171,47.62706218890834
79,-1.4967102774341767,92.21204612802892,70.17975351923964,78.07140876089443
80,26.964249511733893,70.81407347921031,56.59258615168159,35.61981197417548
81,29.30230428928227,89.81833773807682,61.89101244084086,30.869471972007474
82,24.105482958501067,76.30794302584549,57.308681476500794,33.26219961459967
83,17.55067289859113,73.08118179577927,51.27802112762263,41.12784963150227
84,17.705908693539758,83.81558172476805,43.891230909941115,53.049100125316144
85,8.758758724906977,82.32497002320834,52.026959814385194,56.1883322078205
86,37.62395449119409,98.30705768857258,64.08581377361045,36.448582752135984
87,29.47668326027134,85.71418900180691,66.81793668246367,29.896431223131813
88,26.34472765804735,81.85614663640975,62.002180949951686,41.55211428889339
89,21.783714186134223,67.80891077989618,79.70590140219129,45.10555930965188
90,23.38291264684236,74.08466245122217,49.63435978678287,45.71999951856664
91,16.667406694927973,65.30968948324828,60.96880164064621,38.98176858686962
92,21.382140216863156,65.8085770596633,46.77764718492685,49.03675764082765
93,22.754228091536586,66.36485087384771,75.42071493561441,36.61677671475091
94,31.88922171887124,102.11542007363677,70.47818085572464,49.9549149860877
95,25.563323107389227,80.21524262142488,72.88495795326726,37.37793409595577
96,19.813545890138112,76.14509484245039,52.27840556147557,51.783621914537775
97,17.69815933352167,50.63035370014873,71.61267024568848,36.05413319777432
98,19.617359977614413,91.36597363013287,74.57268744384275,52.376191765709045
99,4.94221986630245,66.16323044346836,30.765355620137495,53.69696652237949
100,34.35617828937444,90.97031322869651,63.03770173975362,40.503495176888286
101,21.292828812197545,83.5659086623661,61.25370539088186,57.01990270103189
102,25.95689671571562,67.64508275401894,62.35289295906648,38.96257144289683
103,14.1686989259263,74.34165602499687,46.645500975535356,47.932529643648955
104,40.24078058670306,92.72630346966982,59.08738770392235,40.80612110842142
105,41.561030916377256,86.35051099759534,67.57877830222239,33.53632398495615
106,22.83885679198238,77.93160854304291,66.8661484081522,52.54102406932802
107,0.20896073676318194,95.5332388110157,39.1491660650416,68.95824617289377
108,25.64479654034933,77.97591060911533,64.22251558703428,14.819720340689411
109,37.782363106539734,97.23406132213039,67.15026138161913,48.95182862940345
110,21.935663562158084,73.99758960431535,63.31346320873692,61.01979399642718
111,31.5374852037303,75.53872131167094,62.309122908686724,32.35328967067464
112,23.459532333543866,69.38892044863024,65.44257008637435,47.28128845142895
113,4.174645545984922,84.09665036219401,40.63164835869079,62.534814627393295
114,43.442610402883794,91.30269857400093,57.17302088626535,43.10477913457592
115,-7.730558145696243,60.28817377676883,49.61500522135357,59.463539425300674
116,24.5076494703142,68.98977611774296,61.21281903161227,20.30318489815478
117,13.219226703154058,85.35774759461138,53.31801184390163,63.15561853568157
118,25.148053777771324,63.62530156803093,55.060771191390764,27.272938968243203
119,24.443143981716965,83.73100408283312,57.89321194705208,49.44943309084478
120,21.77053217598037,83.96639112065792,55.23724335122061,51.7558123263875
121,34.75869291860511,97.5057436245136,66.91053797484851,34.835473599407784
122,29.70065542883648,89.00932407213239,58.650254837546655,35.312890040451116
123,8.91393365344845,71.33701221866598,55.82578458300445,62.2809280799224
124,1.200410609273737,74.99428696424155,65.971660761994,60.97535988682017
