unit_id,ProductTiter,do_ChelatorDosing,do_FeedWaterFlowRate
0,27.007974237564273,30.0,47.0
1,23.51192517328504,30.0,47.0
2,31.153631235720326,30.0,47.0
3,19.92369725450367,30.0,47.0
4,19.32249802865888,30.0,47.0
5,27.43577573175608,30.0,47.0
6,31.895794113577857,30.0,47.0
7,31.34522396689229,30.0,47.0
8,34.79280442258745,30.0,47.0
9,29.821892899112335,30.0,47.0
10,25.91360419289929,30.0,47.0
11,38.5070071076659,30.0,47.0
12,26.300280524007295,30.0,47.0
13,25.555966053936285,30.0,47.0
14,26.310184353929724,30.0,47.0
15,23.606265340532183,30.0,47.0
16,43.150554934123,30.0,47.0
17,31.879163025761816,30.0,47.0
18,37.467767948894746,30.0,47.0
19,30.81901117530314,30.0,47.0
20,33.90641341680997,30.0,47.0
21,28.201926443252468,30.0,47.0
22,34.11253914574311,30.0,47.0
23,28.679269215550217,30.0,47.0
24,27.244402194265696,30.0,47.0
25,31.528803825479457,30.0,47.0
26,22.662342705867175,30.0,47.0
27,36.878512705956695,30.0,47.0
28,33.32996699701958,30.0,47.0
29,39.29647017167318,30.0,47.0
30,23.767542545837674,30.0,47.0
31,41.305691817802945,30.0,47.0
32,17.864475024719447,30.0,47.0
33,28.433437885098588,30.0,47.0
34,41.45930995054022,30.0,47.0
35,21.571061102286976,30.0,47.0
36,39.02618665615149,30.0,47.0
37,33.127854304083264,30.0,47.0
38,8.847938537174363,30.0,47.0
39,20.246310602220586,30.0,47.0
40,26.39091637338645,30.0,47.0
41,28.459582825926976,30.0,47.0
42,32.96095690497427,30.0,47.0
43,23.07163940701611,30.0,47.0
44,31.236559118159786,30.0,47.0
45,19.20283548932244,30.0,47.0
46,43.32005078666403,30.0,47.0
47,21.01607157954765,30.0,47.0
48,33.31194618789737,30.0,47.0
49,29.576906649959092,30.0,47.0
50,26.056463580346378,30.0,47.0
51,31.566035151337395,30.0,47.0
52,27.931808083429118,30.0,47.0
53,33.37234170796844,30.0,47.0
54,28.566379386139854,30.0,47.0
55,19.17014072959497,30.0,47.0
56,30.78612234883428,30.0,47.0
57,23.709479575740033,30.0,47.0
58,23.99388841197823,30.0,47.0
59,23.96059597733174,30.0,47.0
60,24.431836761268432,30.0,47.0
61,31.791888063843917,30.0,47.0
62,34.931143041592975,30.0,47.0
63,26.680547738379165,30.0,47.0
64,25.38537538764938,30.0,47.0
65,23.042717954024077,30.0,47.0
66,29.6304101288063,30.0,47.0
67,20.657442539331853,30.0,47.0
68,17.678215786892448,30.0,47.0
69,33.420870636796884,30.0,47.0
70,29.200211996129546,30.0,47.0
71,24.105444818398745,30.0,47.0
72,17.551391780473843,30.0,47.0
73,28.445910433103982,30.0,47.0
74,26.980345088033165,30.0,47.0
75,22.90721203096792,30.0,47.0
76,41.39593871980488,30.0,47.0
77,33.6612625954322,30.0,47.0
78,31.217923592344466,30.0,47.0
79,32.232280201574866,30.0,47.0
80,30.881138297411983,30.0,47.0
81,27.224177940137665,30.0,47.0
82,32.49875111025227,30.0,47.0
83,23.170469408745642,30.0,47.0
84,25.874514060688746,30.0,47.0
85,14.511990262920493,30.0,47.0
86,33.55781992440768,30.0,47.0
87,16.200788209372067,30.0,47.0
88,24.0740918780543,30.0,47.0
89,24.21887325901088,30.0,47.0
90,30.26444911916201,30.0,47.0
91,23.62180466562738,30.0,47.0
92,32.682052537430536,30.0,47.0
93,30.090331395108343,30.0,47.0
94,24.93622330671444,30.0,47.0
95,31.529432575558644,30.0,47.0
96,33.97512350573765,30.0,47.0
97,20.157778964765924,30.0,47.0
98,32.062835095171835,30.0,47.0
99,33.478345249378485,30.0,47.0
100,40.914320506224044,30.0,47.0
101,14.278595056430355,30.0,47.0
102,12.408429237135103,30.0,47.0
103,31.06057656486487,30.0,47.0
104,33.684781951192406,30.0,47.0
105,20.949261461093833,30.0,47.0
106,31.061302085335885,30.0,47.0
107,27.744280181057423,30.0,47.0
