unit_id,ConversionEfficiency,EffluentByproduct,do_set_AgitationCat
0,-44.00021532519929,29.71813789832561,50.0
1,-46.835354551729004,49.61477267245036,50.0
2,-41.39345501662537,48.724931373804104,50.0
3,-34.13810809234409,38.223683514813324,50.0
4,-29.49483519531723,30.237470441962376,50.0
5,-48.68326487070428,55.83533811980915,50.0
6,-52.800504059775484,50.010802768538326,50.0
7,-61.30290856866945,66.614476514458,50.0
8,-31.471626576840915,47.72079387736925,50.0
9,-37.3729875164469,46.58958912828579,50.0
10,-45.68632189843374,50.88498936712895,50.0
11,-36.76118684767665,39.291820897511,50.0
12,-30.88024111470206,61.22947956313337,50.0
13,-46.921459059880476,56.38174803381119,50.0
14,-45.63414723547438,48.52840436941925,50.0
15,-17.065306229283397,22.12348364167972,50.0
16,-39.85267806859012,47.0582514679103,50.0
17,-34.277147217673416,17.95179320781485,50.0
18,-42.43195663261879,63.45077100853061,50.0
19,-30.30994485544916,29.828456530377256,50.0
20,-43.20303623970368,44.46018335835123,50.0
21,-51.42778625953248,61.273404083471064,50.0
22,-37.63628384685784,30.262166530643544,50.0
23,-38.64618638663707,66.75466279551216,50.0
24,-12.948946050059071,51.70598774910741,50.0
25,-38.945126839666436,65.44449488513345,50.0
26,-49.487581356948866,29.12410137970179,50.0
27,-56.165998411647635,78.89500177813647,50.0
28,-41.621533219660314,50.72373658561906,50.0
29,-52.13357673152112,58.80064513962561,50.0
30,-9.57551609889441,14.40925641576283,50.0
31,-38.85296793540686,39.11750404127828,50.0
32,-28.13354244544835,57.08527963284676,50.0
33,-41.299571830549716,51.41385019530228,50.0
34,-43.33043001768362,44.628951710625415,50.0
35,-32.05756192414222,52.15382244618345,50.0
36,-20.21649204848369,19.32596003061567,50.0
37,-51.62407219379471,39.64686632491994,50.0
38,-50.46222634894046,49.31252212722593,50.0
39,-25.361865750272223,36.445907817193756,50.0
40,-44.97356764938609,52.72125762693092,50.0
41,-45.59588455286466,47.09378632619868,50.0
42,-29.17021326233432,24.065268535764595,50.0
43,-4.590110948245714,6.939040403582181,50.0
44,-31.115797254744272,54.099254646708204,50.0
45,-13.459970685743247,44.22879504498227,50.0
46,-34.0640487388971,51.31630026921102,50.0
47,-46.21485321706628,45.10019748936102,50.0
48,-21.764039339640682,20.527051668398187,50.0
49,-49.986483082941064,65.23884212594945,50.0
50,-14.889511886753475,43.56044068583229,50.0
51,-14.719478468527058,23.040030224581173,50.0
52,-32.91195734866805,37.4092369676174,50.0
53,-43.18015011382556,38.971501356345705,50.0
54,-22.050643196014654,30.89593969489123,50.0
55,-31.084633407208194,41.45328790189759,50.0
56,-41.97696790524027,54.39300384598526,50.0
57,-21.508862137049142,51.891336396949995,50.0
58,-41.77355798371921,47.18411746508656,50.0
59,-27.862405147178226,25.419068583679348,50.0
60,-30.711196029477122,47.96943948865881,50.0
61,-33.01907395888426,38.862190339535914,50.0
62,-59.1236266925724,53.698849891269575,50.0
63,-21.878894260916407,52.57644513739396,50.0
64,-34.200101045083436,54.38425453777102,50.0
65,-27.671206408916387,41.954032993951884,50.0
66,-40.003566066659836,39.68994467357223,50.0
67,-49.204914511373666,72.67827047872294,50.0
68,-12.235582996380186,16.53544676757721,50.0
69,-32.7286512128624,39.518985122346145,50.0
70,-31.00630115491013,35.30679352128697,50.0
71,-25.560426544122535,48.115627010040356,50.0
72,-12.504213687772616,32.24048120127705,50.0
73,-44.48468898786495,51.86439368702519,50.0
74,-51.30195277961762,54.07152075504286,50.0
75,-58.760208925639404,50.91124099724935,50.0
76,-35.65053008350695,37.9594406126391,50.0
77,-11.339548538857652,20.47543094573862,50.0
78,-24.457549557167148,40.695205446369364,50.0
79,-29.18722186962867,26.549760687750076,50.0
80,-46.655085981859365,34.87122936278615,50.0
81,-44.14622292134306,27.069958209498957,50.0
82,-20.20694531278592,32.04181316576156,50.0
83,-36.94468414443742,48.90421600468411,50.0
84,-42.84841710814478,52.60456985640392,50.0
85,-25.49161556128788,32.57881502805382,50.0
86,-45.98400544419735,55.57071176857246,50.0
87,-42.37120680486171,51.57114967894517,50.0
88,-45.45742797808163,44.087009865540224,50.0
89,-35.23652779117589,46.83790001800068,50.0
90,-43.73195288582128,30.57319855609209,50.0
91,-30.761493643586796,37.25920943439067,50.0
92,-12.530760758088762,32.34893482676617,50.0
93,-56.07782335409712,42.24690905675294,50.0
94,-38.783431106962084,55.714341347520076,50.0
95,-39.429677375076004,58.782418300501675,50.0
96,-54.057951769790456,65.91397639048384,50.0
97,-38.513036097698716,42.75312422835431,50.0
98,-30.01875627269218,43.802334661721154,50.0
99,-26.194404146483322,54.20834117531413,50.0
100,-41.42121590482931,47.783845569508415,50.0
101,-32.71454835540415,26.184729777945304,50.0
102,-31.06350995971621,40.91955220619651,50.0
103,-44.335653427352725,65.08910105273523,50.0
104,-43.54212844807031,53.91962414562032,50.0
105,-40.36651825470419,66.44739355672418,50.0
106,-47.08794436461608,49.53756612886123,50.0
107,-23.226681859948503,42.4208235805157,50.0
108,-40.32460129064023,43.91604891354284,50.0
109,-41.863811022897416,35.823317955560825,50.0
110,-32.698343509353585,40.54585447853339,50.0
111,-38.38590771208678,43.614983617289916,50.0
112,-25.59701565115512,42.42759762140203,50.0
113,-37.31696252520625,50.878377074596415,50.0
114,-58.84799462743577,50.16766469455035,50.0
115,-22.39335335252866,21.250157057690956,50.0
116,-35.27180296641667,47.892578164293106,50.0
117,-40.747965771774965,52.345350659074846,50.0
118,-42.655910542116985,45.11457207391142,50.0
119,-51.52223006030648,46.80260100340878,50.0
120,-20.404951467145068,38.634215907545375,50.0
121,-34.785284438664064,51.13489216296144,50.0
122,-42.23567220091182,51.3815113623488,50.0
123,-14.817261978632663,38.6345651069805,50.0
124,-33.4130127237638,33.818102170198124,50.0
125,-39.44603602892862,53.888251905712075,50.0
126,-28.29791260068763,47.87125870524374,50.0
127,-40.21987755832706,60.02146861120243,50.0
128,-44.593137542585026,67.80939204570087,50.0
129,-23.684355529615214,63.50900872984714,50.0
130,-22.40404666286999,58.87423527618448,50.0
131,-38.25205283682958,46.13620747207124,50.0
132,-48.78588409870634,68.0309549297067,50.0
133,-34.76616530380884,48.48834441510446,50.0
134,-21.054122250859272,21.17162465835449,50.0
135,-15.649095584991219,63.96092230959792,50.0
136,-50.8272442161473,50.33321701598599,50.0
137,-31.67870283551359,40.103002578152385,50.0
138,-37.7522680286416,55.25785090050589,50.0
139,-33.48191316302239,39.313228500689036,50.0
140,-45.833787733029446,52.947710030118785,50.0
141,-25.438821839837317,41.67117842871435,50.0
142,-52.570033983857186,66.30944822039763,50.0
143,-37.09761099982882,42.82385187002803,50.0
144,-16.59326015075768,7.46089728572165,50.0
145,-38.5654040522432,65.49030696560797,50.0
146,-54.54012636150713,42.7969119373509,50.0
147,-37.48595354761589,51.24407684192212,50.0
148,-14.216196845857816,41.206392526040894,50.0
149,-40.933080034248235,27.38864949258889,50.0
150,1.8606839232876347,19.295173582332772,50.0
151,-30.499127643485153,54.62641527833362,50.0
152,-39.512342513283805,38.775263627243675,50.0
153,-33.585266972292686,51.66009094100339,50.0
154,-53.31385371872701,48.868793835082315,50.0
155,-51.713709211109574,50.066545907672,50.0
156,-20.79109403665596,24.371394215905774,50.0
157,-47.67292439117236,42.34371734559966,50.0
158,-35.48574723837169,46.636515477400636,50.0
159,-35.98106164464161,49.698986812955155,50.0
160,-33.147044225836424,56.20959855059045,50.0
161,-50.77225748008194,63.619190367597184,50.0
162,-51.33337823859306,41.319366264757306,50.0
163,-48.111147420297485,57.093020468333584,50.0
164,-32.71266536460906,46.51735497028313,50.0
165,-34.54106999013656,67.47339405222776,50.0
166,-31.015080523237003,43.348510542010864,50.0
167,-52.0671077168653,67.33553480578561,50.0
168,-16.834011919414486,59.29280257464525,50.0
169,-37.248277277810445,41.801488585976486,50.0
170,-42.234458063493136,53.74782184956191,50.0
171,-18.31388574637939,5.617748789571452,50.0
172,-16.357864557098264,39.21671256218498,50.0
173,-34.495208008551735,55.34997910905801,50.0
174,-38.002028080330575,43.05402649739848,50.0
175,-11.07588577533165,9.817940606320317,50.0
176,-25.131625283507955,5.383372071280743,50.0
177,-37.10397824544356,48.69904710919022,50.0
178,-38.67252989640188,24.430190098625964,50.0
179,-40.09299953872402,47.052293634283124,50.0
180,-37.99247281195265,52.153332698095845,50.0
181,-40.67057114832248,53.52948375709203,50.0
182,-37.4583575776609,58.1262744448975,50.0
183,-8.07413594422105,-0.823089168155823,50.0
184,-37.09704462598831,52.69230523207424,50.0
185,-38.67104830201717,40.641829746368096,50.0
186,-11.926285210125542,15.112545433742234,50.0
187,-34.792424121964984,37.947997773425676,50.0
188,-35.591079374653376,30.632945050076934,50.0
189,-9.367614180878132,23.40572491559213,50.0
190,-53.335474930125685,75.36776477530377,50.0
191,-37.469184633859555,50.26624892355609,50.0
192,-37.1002123383866,51.47258688929047,50.0
193,-37.61639720781575,54.12602420236398,50.0
194,-53.59512198310291,57.16582750071506,50.0
195,-47.20372618586159,31.327650851773576,50.0
196,-28.414017327690186,31.792321172705996,50.0
197,-45.59412587591392,48.065697574596236,50.0
198,-46.893563637428166,61.61579531531663,50.0
199,-29.571692000468047,24.275053012602392,50.0
200,-49.184833933711154,71.20562427367105,50.0
201,-57.146394632056015,64.36087787466009,50.0
202,-33.36192024421784,50.79290852652111,50.0
203,-10.51804656522924,11.613425789004408,50.0
204,-26.383068118912227,30.252174380195328,50.0
205,-39.8201160272446,66.66166265936724,50.0
206,-37.21796680859483,57.33309351580685,50.0
207,-26.302384757021475,23.253855484559345,50.0
208,-39.35677154682098,53.650803749529445,50.0
209,-37.390144797890535,54.17689485333319,50.0
210,-30.753435516847933,41.86942915945459,50.0
211,-34.26373209464264,34.55558685495493,50.0
212,-42.697428428333225,33.01150589337969,50.0
213,-32.37177143895724,59.14139894571316,50.0
214,-0.23095677323401276,17.156300237403045,50.0
215,-50.41908525608252,37.880352823022065,50.0
216,-41.120334532135765,53.50366758465807,50.0
217,-41.35526422064004,55.1501466562606,50.0
218,-34.24041863168795,43.828592179508405,50.0
219,-20.956341384616877,36.51264434255705,50.0
220,-34.86819460818122,52.832810741441236,50.0
221,-22.748594069593178,39.20695831108932,50.0
222,-16.7643896377488,23.17291058577848,50.0
223,-0.2888154202906348,51.923975270964014,50.0
224,-21.25430828027996,28.64185399363234,50.0
225,-18.662169521721523,23.34011988016228,50.0
226,-16.42622987926618,36.88975316519633,50.0
227,-23.673566779661467,41.65781147689657,50.0
228,-28.34249411558107,33.10915479630127,50.0
229,-30.209589765126015,49.11041899706011,50.0
230,-19.254385548604624,45.77475530659966,50.0
231,-47.072944356799916,44.03457860233189,50.0
232,-37.24504749740534,45.394435673937814,50.0
233,-53.23108352389153,75.1473084966665,50.0
234,-35.685962555412424,36.21072709986987,50.0
235,-55.17935320531879,54.156082390506214,50.0
236,-52.871782358043404,48.42393373592962,50.0
237,-26.343910358812998,35.100589601419415,50.0
238,-40.75916172844928,45.696923236391484,50.0
239,-25.17790757964587,52.23583512701647,50.0
240,-42.92098006303035,51.77205053543875,50.0
241,-29.35510588966515,31.176449706582865,50.0
242,-37.50615279125969,40.50343891210904,50.0
243,-25.434341875276214,29.11198333332186,50.0
244,-32.04939999478317,22.742708966971254,50.0
245,-33.383008665823134,60.92250736455783,50.0
246,-48.817651925418076,45.69663789280801,50.0
247,-45.41766419394582,46.58545954827663,50.0
248,-31.586690094749873,56.13694385228449,50.0
249,-53.33549419575067,46.265028854138734,50.0
250,-39.707955976842975,59.34921349727081,50.0
251,-42.58795128635786,38.27951263963627,50.0
252,-12.75962205691844,36.25861305266813,50.0
253,-45.30586918177453,61.45358571419075,50.0
254,-44.870110440908675,41.09570149094469,50.0
255,-31.046744707651662,28.36705733847261,50.0
256,-27.869007147999493,24.0428105534066,50.0
257,-51.99877597489377,34.42468836884673,50.0
258,-45.079588823372745,45.95560205265814,50.0
259,-25.9436188240351,20.35303120666135,50.0
260,-51.04798019633281,50.28620640789385,50.0
261,-42.02010025439829,46.91588191664022,50.0
262,-18.10494345560558,24.949730201104657,50.0
263,-39.02169160592816,62.338795492323854,50.0
264,-45.43580092102668,52.586431718365034,50.0
265,-11.863706788311626,40.92496556010113,50.0
266,-55.79797028166819,54.68989161042279,50.0
267,-35.629174627407714,39.78748442470644,50.0
268,-35.622068938780686,34.35378971275004,50.0
269,-24.7150099176557,19.577152662153807,50.0
270,-29.022470050376352,28.305678877318904,50.0
271,-39.14552579209104,42.95823578034104,50.0
272,-22.003382663834394,33.510292599945146,50.0
273,-35.831294199233554,31.000794653258904,50.0
274,-21.79065893718085,36.395400740402174,50.0
275,-46.325578119950194,69.00919707909327,50.0
276,-50.65961680675871,29.30138673790658,50.0
277,-45.283191371002246,32.27618604672044,50.0
278,-45.35736595878842,56.961378763215606,50.0
279,-37.65476702860639,29.449341805758472,50.0
280,-46.64058021617804,37.07950708121725,50.0
281,-24.199147909339462,41.468360198815475,50.0
282,-33.338214128839795,43.91823538615976,50.0
283,-40.86246887480705,59.9495694222485,50.0
284,-43.37210392961256,46.84721389444944,50.0
285,-40.33492664057155,47.125404754082275,50.0
286,-31.323768561261485,40.13171352058116,50.0
287,-65.6412844433672,47.044554252136294,50.0
288,-34.98842400318202,44.61317561581066,50.0
289,-12.352888422315571,23.203190051759822,50.0
290,-33.45391123586606,48.64801991503534,50.0
291,-48.267962581073405,49.04924700953497,50.0
292,-37.31577955997314,50.73184290036457,50.0
293,-38.62878467227294,44.39385382157738,50.0
294,-17.801263880853774,33.54340594046612,50.0
295,-44.455296234727044,55.370854717630145,50.0
296,-47.076792283985654,22.31313093343919,50.0
297,-35.10712679541705,54.340948812323425,50.0
298,-43.32188460888494,55.81117562521279,50.0
299,-11.321917490166369,13.01374110927718,50.0
300,-32.84537923327175,60.632047237821965,50.0
301,-27.507003505962047,51.07923163837828,50.0
302,-57.7872029415879,73.26700586323251,50.0
303,-31.462663869227796,21.194272190809322,50.0
304,-46.52578108859959,62.5163378997793,50.0
305,-53.99199499928296,52.05148702009943,50.0
306,-46.090252464467106,58.13131977214479,50.0
307,-53.663835400340076,43.27318338428405,50.0
308,-28.058527440797747,44.2282534946299,50.0
309,-58.54981619190066,48.736938130940636,50.0
310,-21.606949006503932,24.97242808908845,50.0
311,-39.053856686360376,46.659706858394976,50.0
312,-48.11010450933319,42.024747903246336,50.0
313,-38.7401592482689,56.877319994747154,50.0
314,-29.89640973920985,37.442743998714626,50.0
315,-43.81352077593133,40.976762687456855,50.0
316,-40.835291351791824,45.80141542555857,50.0
317,-8.337600315034681,29.17384523967589,50.0
318,-42.228988172030135,63.61586856057898,50.0
319,-33.35066976362445,39.88890198210105,50.0
320,-36.47464766504082,41.91373876276274,50.0
321,-47.44188525543789,45.30569104990454,50.0
322,-27.73274964835175,37.15382659820906,50.0
323,-61.185439273551225,62.33556170836587,50.0
324,-24.33163388824714,23.37880409287385,50.0
325,-40.69122067450375,43.29682124866082,50.0
326,-46.83960623602056,37.09553360043513,50.0
327,-40.431181040093705,71.30942146312894,50.0
328,-22.564395183997863,42.011252251433156,50.0
329,-55.318665303656374,47.771698781473255,50.0
330,-26.44402945813004,36.38660271545258,50.0
331,-52.01398919311293,52.88089939924648,50.0
332,-49.854922228151004,42.35455076794721,50.0
333,-15.738983823525576,35.194666516351866,50.0
334,-31.614722398544302,41.37862649240924,50.0
335,-33.44563201156145,38.56692890687783,50.0
336,-27.38379301117065,66.88440694457582,50.0
337,-50.89740699426318,60.43867956747677,50.0
338,-50.520883194747896,48.58213841623771,50.0
339,-39.9884038856832,35.266906087466154,50.0
340,-16.584795624237653,38.583373742754624,50.0
341,-39.481024894462564,25.85883559679526,50.0
342,-40.862694875090455,53.80933406419886,50.0
343,-24.948274812726865,31.40253119756398,50.0
344,-39.49386861639118,54.41486274357585,50.0
345,-44.737094578044506,56.1806221761935,50.0
346,-51.669783279738304,64.8096280847167,50.0
347,-39.34244030273953,36.04998534801092,50.0
348,-31.20332002194545,35.72779896797848,50.0
349,-30.496274620376226,31.304015054694027,50.0
350,-25.596588099003956,27.204170970515847,50.0
351,-43.633221384544946,56.44992826287175,50.0
352,-37.67802336780041,62.63006761438061,50.0
353,-42.75747894722564,54.05699018221615,50.0
