unit_id,HarvestBiomass,AmmoniaLevel,NitriteLevel,WaterTempAqua
0,13.297601101425649,55.02978779989026,56.51395115146185,54.46272291136383
1,19.382626527520156,54.04205799630279,48.80507517614099,59.37939034937045
2,18.121976686404672,58.433709652889455,68.07712159279899,50.988355269944655
3,12.410988312215103,40.88907928434785,27.72249275401073,49.45375292822968
4,21.4115127817453,51.574442077254496,56.83396043061869,43.88067011793365
5,21.273630477941644,69.62378613492596,38.30448054933903,52.25087261372993
6,9.193310024715416,36.88093491796551,59.34337878061037,68.23878824508398
7,12.105198999729753,50.98746538456824,61.92915602801796,42.768259086127976
8,19.984644425379592,57.60365547613647,64.4324182245363,50.1338709398801
9,17.6658366053947,54.99653827816981,18.497703465669865,61.238246573774525
10,14.514684949049947,63.87284493025076,53.476421134290085,54.66491578714387
11,-20.775257546561097,56.496268150147785,46.3735545317765,46.14872061263385
12,11.411813881575133,51.07155094554917,42.08822784554078,52.721857996150824
13,16.604628985573818,39.69237201767589,38.74443626141551,61.54026776219068
14,3.830793064950968,62.26484328626465,76.99233200077106,32.71748718100257
15,2.3517463396336487,53.611736006418475,54.09995759982987,65.90202524397864
16,8.103786265830225,49.45544548410185,35.29967096198377,46.40917569134937
17,21.95900540757477,44.0086586776678,66.06351925343701,42.26442115151205
18,15.833653559178373,53.991878057058315,59.33015244400299,60.7859948050414
19,18.38910905707367,55.10853201161083,54.51688692163358,73.27115839562846
20,18.5404546157189,49.78029662431161,72.6015070387311,65.70463429353303
21,14.398647712938416,54.50834748060856,53.247392432713575,45.39739778829338
22,7.230625799765345,20.415226466182855,26.519407793386833,53.87482400728451
23,0.06786268526080341,54.279701794402534,60.20795068322434,37.673460611253496
24,26.574081470208938,57.320907379757365,50.924012987832356,40.72288693050641
25,15.112555742786355,62.047462116861475,37.60621375867305,51.207374854589034
26,-5.825678170028911,45.02597406339309,59.9011684437838,66.36638307821849
27,16.68068004767879,32.45245403751298,67.08632622877627,45.16658831725153
28,21.65093984122142,62.368567774324276,52.624230344332815,71.50189116513381
29,17.993468083497923,56.86149942701407,45.85745148391458,56.17096669137776
30,10.614716147147291,64.60857834012907,42.29781113909543,51.08357927332775
31,10.333263691779623,42.566751629851666,35.292468542339684,44.819511411986134
32,15.768232569720997,26.514500187831644,61.81033074923702,44.784465038357794
33,-13.886286143223916,51.04839453469763,47.10618903363183,43.98927307655222
34,19.366664130105057,49.39968776695678,59.981823324459825,48.873592353110574
35,21.415272870722042,74.64720231902683,52.21308502641231,66.6481791139012
36,15.930251399487375,33.252411173992684,54.12129539669956,54.28396852840059
37,-11.648360648067625,33.313100540470536,51.755009699815055,46.652715907854116
38,19.612381158578653,49.992530000319256,64.86067722042071,26.987911846412775
39,-0.011570683045698082,41.42401602683793,44.050520373712025,55.48412152609369
40,14.58121914547348,39.7314969328863,65.15962161493177,59.25177471258641
41,10.264214457853004,42.55734440475995,63.00859585384591,35.75064730990042
42,15.748092665073237,42.06360487125038,27.428893009147483,58.27580712319018
43,16.772554583892127,34.79330723204675,45.26214994602417,57.13910882849822
44,12.520938551038551,44.879844853188175,53.6944678538801,69.0533634376911
45,19.82111954909615,62.18875299709666,56.05104660613078,32.150364185665346
46,4.934675008811171,51.56742338819649,74.67093717418014,70.38474439237257
47,13.021078080908756,54.517774174319435,45.61287240835446,23.692377194716432
48,4.094527834814359,43.68386097774368,37.37528318224369,57.40683929219025
49,18.569856353432154,59.71383320241189,45.642207136426386,85.9801852588549
50,15.578601188115062,29.50789874071552,40.77848521724347,46.769537791429464
51,-0.7815750269983117,43.50107911693982,43.948258535037795,69.42372022460205
52,17.731776392546163,42.75717769937756,50.50108625023573,31.969935180350102
53,9.322292015055458,53.31187997459288,50.75901818354263,56.1635973201139
54,-2.373785530917382,47.1748003865985,22.84640465783129,47.45862967413329
55,13.090164001293498,58.29128973135513,46.076234987527485,50.50634976469912
56,15.735527439304798,46.60159818215865,47.358122788961765,54.2014983183064
57,17.882444440022645,59.56117182429075,58.23529979893832,42.85752047566938
58,23.994272941579485,32.28144491111805,40.594347944781404,28.35603990350443
59,19.437609702026446,54.117880954216346,50.3710871729208,44.94558932994587
60,15.12032994855726,52.85744028971292,50.04570308976306,44.80763072040826
61,17.390489835632764,49.46575693231731,42.20559595701824,37.48319009799035
62,-21.863243253913488,74.84531261185978,57.6878807939244,63.60347753084009
63,21.09212591809268,55.45795909599324,58.36045747770132,43.593378475140696
64,18.912536669421225,47.251877631484504,43.911242103222385,40.50786262086121
65,7.8929234982679075,51.24406136775958,39.02568395749447,38.88461004041614
66,17.66098759067974,43.022095443908626,75.69311061711855,41.79413144806641
67,-2.1251894978584764,60.090447388924446,43.964326454764596,65.55079130632666
68,-8.1500324239419,43.75968514913538,45.30450719827594,56.233300375469064
69,14.970420258806229,49.39354836651327,30.988648701842116,59.06196645523911
