unit_id,HarvestBiomass,do_CarbonFiltration
0,20.449796282142884,45.0
1,21.80457202790874,45.0
2,20.78128237123515,45.0
3,22.217513171405734,45.0
4,19.586833252816067,45.0
5,24.712398464853543,45.0
6,20.020313195581895,45.0
7,18.00910184191701,45.0
8,18.170341614392072,45.0
9,18.239020535222608,45.0
10,20.94823284596942,45.0
11,29.710583018542167,45.0
12,17.606457852696504,45.0
13,22.028888761048545,45.0
14,16.59530383096726,45.0
15,12.401500489825654,45.0
16,16.55238054781623,45.0
17,11.81857922349091,45.0
18,16.058284984081027,45.0
19,24.042293695171004,45.0
20,17.785014605703648,45.0
21,13.140791530659879,45.0
22,22.06845275167712,45.0
23,18.766530746823598,45.0
24,18.969254942782293,45.0
25,16.5903836091012,45.0
26,19.664409748479343,45.0
27,23.459266705158193,45.0
28,15.147972452431738,45.0
29,20.53406648905019,45.0
30,23.472917672005067,45.0
31,25.129243751416652,45.0
32,21.449215270760593,45.0
33,15.405268903377344,45.0
34,23.102924906294618,45.0
35,18.85732549825531,45.0
36,10.74454217031455,45.0
37,23.958838953568325,45.0
38,22.757942718753064,45.0
39,20.82915563478048,45.0
40,22.021527246625283,45.0
41,24.99156157856545,45.0
42,23.29514190647988,45.0
43,18.05404645588846,45.0
44,15.582584578907552,45.0
45,21.956907778012216,45.0
46,22.075336396945392,45.0
47,28.917419439787952,45.0
48,10.206229156575574,45.0
49,14.367468746811165,45.0
50,24.109155638176677,45.0
51,14.516339219747923,45.0
52,16.70876468876405,45.0
53,25.57602998740002,45.0
54,18.777504447831905,45.0
55,27.605628975466235,45.0
56,14.221860710766492,45.0
57,23.61149024114988,45.0
58,19.293740150083522,45.0
59,16.76717782114754,45.0
60,28.870293702486094,45.0
61,15.115283873261365,45.0
62,16.37645579970553,45.0
63,21.23186568595627,45.0
64,19.285876120626646,45.0
65,10.550188950784385,45.0
66,17.12650131790503,45.0
67,12.671765604891728,45.0
68,18.40228777317223,45.0
69,20.231297553022625,45.0
70,24.324828958460095,45.0
71,21.76721363010258,45.0
72,23.000176530351766,45.0
73,19.191436129093102,45.0
