unit_id,ProductTiter,BrothTurbidity,do_chelator_dosing
0,47.53884717663397,-2.036258038886615,90.0
1,73.41436956001209,15.318288610098653,90.0
2,48.35139423786525,9.503319668693848,90.0
3,49.59047305645323,29.78056712318688,90.0
4,57.124786228775406,-4.39199855115527,90.0
5,48.31936213213787,-4.319688057748365,90.0
6,58.19217968880541,28.743351055156428,90.0
7,71.85195440761838,0.5630539808124464,90.0
8,62.02523280367865,-2.079603597988175,90.0
9,47.25857407179938,-10.01561112268385,90.0
10,46.856589935197555,-2.5783397544545146,90.0
11,60.2417142304845,0.5625929516821984,90.0
12,66.0289750117591,-12.704392872056747,90.0
13,49.82912654437487,2.6835494793937986,90.0
14,58.19234557814977,1.5954725504978762,90.0
15,54.34407276648444,-9.303658750433447,90.0
16,62.14948736577543,20.549238616107655,90.0
17,56.07187309423999,27.166279387070055,90.0
18,51.734853642677706,25.517428884247458,90.0
19,60.69026312036952,12.412607716615877,90.0
20,62.56472571773557,9.414040333445442,90.0
21,60.033411913115785,10.202442207451227,90.0
22,49.13467738296761,9.085830681145858,90.0
23,77.9566930609126,9.556345283331076,90.0
24,56.43304388254042,15.138953951690988,90.0
25,60.20894993066052,-0.6857980827475112,90.0
26,60.8329702835906,25.87784918881572,90.0
27,53.16951197741674,18.835174050190155,90.0
28,59.54596078604019,13.00096258665477,90.0
29,61.25097908697454,-0.6744019470381524,90.0
30,62.015954241842095,-2.7355775012491597,90.0
31,63.57636502335349,3.6615184250590116,90.0
32,62.83798444609036,-10.717312205156565,90.0
33,52.92068580239224,30.855582823503266,90.0
34,50.23066531695635,17.180203911672876,90.0
35,65.66786081496667,-0.6902357047638858,90.0
36,59.17826385425542,1.3148568018995448,90.0
37,54.65070776728798,15.276105801929024,90.0
38,64.65162707825205,22.596468420648215,90.0
39,62.54477058001944,-14.089564543937833,90.0
40,57.36199600178604,16.880948302809223,90.0
41,57.51901919136815,7.287815252340355,90.0
42,54.711332592770646,22.171268047256447,90.0
43,54.60872661463971,-9.417829615040857,90.0
44,58.71757358155908,12.09552998231781,90.0
45,58.72002154822673,28.50192456637157,90.0
46,55.94391191773854,6.371172570574583,90.0
47,58.529860364262404,-12.18171819135586,90.0
48,53.84230026201275,-16.994584963426636,90.0
49,66.40224393924129,19.345232577216144,90.0
50,61.97758741958817,23.917271892755668,90.0
51,63.28773473232143,-1.1172674192520962,90.0
52,57.93543896004461,-12.126397323280734,90.0
