unit_id,CropYield,do_IrrigationRate
0,19.5307273080646,15.0
1,19.31523753599856,15.0
2,23.00215723898539,15.0
3,21.096301411941397,15.0
4,17.32406720818739,15.0
5,24.02500821243303,15.0
6,18.0194173385734,15.0
7,15.095862929263504,15.0
8,17.002693084129294,15.0
9,16.610322160044355,15.0
10,19.118172207958196,15.0
11,29.95526446681624,15.0
12,17.879484634623765,15.0
13,21.166162514345896,15.0
14,14.736785120900867,15.0
15,9.207049298151897,15.0
16,14.31786629578487,15.0
17,9.026725679199107,15.0
18,13.04674982831235,15.0
19,22.511827317703506,15.0
20,19.89906921852671,15.0
21,11.049975947523205,15.0
22,21.68702436923782,15.0
23,17.095677452994753,15.0
24,17.773452522667903,15.0
25,17.30983753436763,15.0
26,17.58562862952577,15.0
27,22.060970608510345,15.0
28,13.831103250628072,15.0
29,20.44656538850773,15.0
30,21.160041642266947,15.0
31,24.398689045606666,15.0
32,19.50428481955971,15.0
33,12.822522801809079,15.0
34,21.716026452484705,15.0
35,16.866379342898664,15.0
36,11.007108564873683,15.0
37,22.117814948857102,15.0
38,22.23450291667176,15.0
39,19.463264699789757,15.0
40,20.60078241010794,15.0
41,23.049568880266197,15.0
42,22.858160367779206,15.0
43,16.074905831143973,15.0
44,13.438101958363804,15.0
45,19.524780503775688,15.0
46,20.781506124302837,15.0
47,28.212787300013947,15.0
48,11.17296310443312,15.0
49,13.481287747718028,15.0
50,23.00077928873195,15.0
51,13.765285165725928,15.0
52,16.142769559982018,15.0
53,23.682294324106568,15.0
54,17.73311687468806,15.0
55,25.9196547006403,15.0
56,13.25695590465116,15.0
57,23.22262331431358,15.0
58,18.426418249593148,15.0
59,15.472890816222609,15.0
60,28.580502928207224,15.0
61,13.32925671819346,15.0
62,15.154339211652829,15.0
63,20.300543915913465,15.0
64,18.1246049925289,15.0
65,10.20383895673734,15.0
66,16.67071112513115,15.0
67,11.858037503208575,15.0
68,15.711959839568403,15.0
69,18.210171533821743,15.0
70,23.077161485320907,15.0
71,18.57372812087122,15.0
72,20.51463590333434,15.0
73,17.10814883029296,15.0
74,18.016018436775468,15.0
75,14.497125079007937,15.0
76,11.617901078573453,15.0
77,17.035078652898324,15.0
78,20.188300864566344,15.0
79,16.751955053800547,15.0
80,14.44177213937555,15.0
81,16.462318713671444,15.0
82,16.477976675998494,15.0
83,18.02065527447667,15.0
84,13.222145583586478,15.0
85,13.956293999242583,15.0
86,29.062572625506498,15.0
87,22.556198776144,15.0
88,19.694301831507705,15.0
89,17.486466334622765,15.0
90,21.73180773727712,15.0
91,18.009916832258018,15.0
92,10.999994255626344,15.0
93,15.917888614428406,15.0
94,22.083269916239402,15.0
95,15.183940900169828,15.0
96,15.967724429093924,15.0
97,18.708423927696547,15.0
98,22.58755428133449,15.0
99,17.540681713368603,15.0
100,28.91945096474766,15.0
101,20.27829838733441,15.0
102,14.98810964795447,15.0
103,15.026184783912665,15.0
104,21.77866741561069,15.0
105,18.62730829472324,15.0
106,20.273993249830863,15.0
107,11.903422760590782,15.0
108,21.233609936667996,15.0
109,14.236332843069988,15.0
110,19.168744749192445,15.0
111,16.884736836624477,15.0
112,23.44944785390067,15.0
113,22.029990594400573,15.0
114,23.82172142778153,15.0
115,17.634024532156836,15.0
116,25.503490808909177,15.0
117,19.583722157203695,15.0
118,9.627511193213218,15.0
119,17.542952559527862,15.0
120,18.47371662058579,15.0
121,15.221495495713597,15.0
122,14.552374447230394,15.0
123,18.13961363138219,15.0
124,20.355069587652576,15.0
125,14.410783475622434,15.0
126,15.085996098065323,15.0
127,16.823460764170413,15.0
128,22.033847830730203,15.0
129,15.008320865406173,15.0
130,23.932454274551,15.0
131,10.242243778533329,15.0
132,21.95990039316594,15.0
133,19.216918673143837,15.0
134,20.64562634018801,15.0
135,19.674620961017414,15.0
136,14.19380752704241,15.0
137,15.455781355540212,15.0
138,19.718663161958986,15.0
139,14.205390337528868,15.0
140,22.811106294964965,15.0
141,13.36573990778413,15.0
142,15.896547790267597,15.0
143,10.07939886518231,15.0
144,12.840795651443294,15.0
145,15.554103925798143,15.0
146,19.909003689959405,15.0
147,15.996514141911444,15.0
148,13.452512357613497,15.0
149,21.967746852552942,15.0
