unit_id,CropYield,do_IrrigationRate
0,15.54135149842101,50.0
1,14.52558981070447,50.0
2,12.09548133320007,50.0
3,23.002645647319966,50.0
4,21.876197716492573,50.0
5,10.240516176522622,50.0
6,20.399757516296816,50.0
7,10.000088705458335,50.0
8,1.7168134703458653,50.0
9,11.721506380598083,50.0
10,1.9561835758599324,50.0
11,17.004616688407168,50.0
12,4.234756679873126,50.0
13,16.302117077511088,50.0
14,8.769854287346442,50.0
15,16.63198315517289,50.0
16,5.2222705141507575,50.0
17,14.97282800004373,50.0
18,10.972380237524645,50.0
19,16.29765829059653,50.0
20,1.351015100136523,50.0
21,16.267369303450977,50.0
22,7.044910411043492,50.0
23,9.922037600278333,50.0
24,3.3785072957326925,50.0
25,14.509698583701704,50.0
26,1.394990765944812,50.0
27,8.467156558080259,50.0
28,6.11488164455593,50.0
29,0.7795504795573822,50.0
30,7.487782857369084,50.0
31,10.106565190716534,50.0
32,6.737231125347493,50.0
33,7.266093399937277,50.0
34,5.033708279097368,50.0
35,10.428300426867839,50.0
36,16.11059283650906,50.0
37,21.084137987100917,50.0
38,8.256667894732516,50.0
39,14.547817902920766,50.0
40,17.444500738817077,50.0
41,12.432634055482753,50.0
42,7.293700910115904,50.0
43,7.247375645154763,50.0
44,18.65810701917523,50.0
45,4.898921506802841,50.0
46,19.615233764128643,50.0
47,13.546625456830593,50.0
48,17.005227430830978,50.0
49,13.732039751435911,50.0
50,11.998758044188857,50.0
51,14.215558708331235,50.0
52,12.12394474806483,50.0
53,10.32410115433376,50.0
54,7.255556727545483,50.0
55,20.50338210810396,50.0
56,25.170979238409245,50.0
57,14.651921958256338,50.0
58,1.9669458016648345,50.0
59,6.28652331412615,50.0
60,8.964383048506692,50.0
61,15.046136253939437,50.0
62,15.643494839657162,50.0
63,19.384358500763568,50.0
64,13.28220090077979,50.0
65,4.538929518522467,50.0
66,15.917881034510684,50.0
67,19.477579800227996,50.0
68,8.079289074916623,50.0
69,5.54786107028544,50.0
70,6.264394415665062,50.0
71,2.9840943808117393,50.0
72,10.220836668614968,50.0
73,8.862364131316948,50.0
74,19.473056930582654,50.0
75,21.625633712013823,50.0
76,11.774462856686243,50.0
77,11.75808979397125,50.0
78,19.088648776194013,50.0
79,13.232729830844898,50.0
80,12.713979796662695,50.0
81,15.243313730088806,50.0
82,5.383574715876212,50.0
83,18.325033680735572,50.0
84,15.89061540604682,50.0
85,12.10654537216061,50.0
86,16.670623424889456,50.0
87,7.10243570252298,50.0
88,18.51079075340321,50.0
89,-3.9488503443524117,50.0
90,4.520807748970094,50.0
91,5.362700939234243,50.0
92,-1.9425118902624927,50.0
93,2.1224918606173704,50.0
94,6.087589380398647,50.0
95,14.097238191985163,50.0
96,7.028761685527421,50.0
97,9.622649443168442,50.0
98,11.758558258936654,50.0
99,12.026636049085557,50.0
100,12.49847241431083,50.0
101,7.751975310553552,50.0
102,17.451471975980716,50.0
103,15.861036821543044,50.0
104,12.12437310382116,50.0
105,13.776570869685955,50.0
106,4.311497069235026,50.0
107,16.551670796037286,50.0
108,19.230529876143365,50.0
109,8.287282619141047,50.0
110,2.9057548964038116,50.0
111,15.907930231541464,50.0
112,4.116907538496092,50.0
113,7.7227036247191965,50.0
114,2.060558898811871,50.0
115,20.250606069958693,50.0
116,18.774461849450034,50.0
117,13.690900178780252,50.0
118,11.347644905269462,50.0
119,-3.994954462680904,50.0
120,1.908149747520703,50.0
121,12.515516091939082,50.0
122,0.4969850523397037,50.0
123,11.32341261150216,50.0
124,-0.6513525188028906,50.0
125,15.229384679379125,50.0
126,19.049800862391955,50.0
127,11.458705166104567,50.0
128,7.135754343716355,50.0
129,13.639454437485892,50.0
130,21.104382369749043,50.0
131,7.617414453147406,50.0
132,-1.5741617963880836,50.0
133,19.151245744373394,50.0
134,16.420925617308438,50.0
135,-2.4937348015050875,50.0
136,13.649774456829384,50.0
137,3.2034624426451312,50.0
138,18.55351316545283,50.0
139,12.729149603336305,50.0
140,18.02385418133806,50.0
141,17.383783142661162,50.0
142,9.132408552404446,50.0
143,22.946689986828893,50.0
144,0.17194096850158946,50.0
145,12.513554516391947,50.0
146,25.27526944089761,50.0
147,10.69599556337539,50.0
148,16.36999103885965,50.0
149,10.188529781455056,50.0
150,22.160510424179094,50.0
151,20.12214820714303,50.0
152,18.21649504557673,50.0
153,15.886002760813557,50.0
154,17.523209440605207,50.0
155,8.922967530896157,50.0
156,11.453473200055429,50.0
157,0.8236540956343905,50.0
158,0.5608185139253676,50.0
159,3.1131946111175566,50.0
160,9.541377271504814,50.0
161,9.37663369149118,50.0
162,7.845172838226412,50.0
163,10.854402211590266,50.0
164,10.256305594008865,50.0
165,15.534874677556369,50.0
166,16.258105105353202,50.0
167,10.798341488515671,50.0
168,27.89524190899078,50.0
169,8.705617260444797,50.0
170,23.994746224102403,50.0
171,2.287557398774479,50.0
172,22.300026928552825,50.0
173,17.933525648474745,50.0
174,11.795893273697306,50.0
175,14.217557633148516,50.0
176,13.959669003522727,50.0
177,16.688492283912364,50.0
178,17.778521501946038,50.0
179,8.176354639425206,50.0
180,4.546735189806294,50.0
181,2.6574384393615045,50.0
182,8.104105039564544,50.0
183,8.6902087535126,50.0
184,-1.7077323741841441,50.0
185,12.339621072962325,50.0
186,18.10837821200338,50.0
187,2.245836875828008,50.0
188,6.309106742804942,50.0
189,22.422090491395643,50.0
190,3.3499847007068206,50.0
191,0.0825028956272511,50.0
192,21.30608958530536,50.0
193,7.2674458756626334,50.0
194,10.022979011191776,50.0
195,8.296233094648404,50.0
196,13.669799381568605,50.0
197,13.52089282419098,50.0
198,10.760502518180257,50.0
199,1.5908777891139487,50.0
200,12.892899718629177,50.0
201,15.22617004820209,50.0
202,1.6300511128864263,50.0
203,8.019243030996453,50.0
204,14.277450992760023,50.0
205,3.5836787596939583,50.0
206,18.40098413962206,50.0
207,10.082803243020802,50.0
208,16.74545709251099,50.0
209,14.624700528613364,50.0
210,12.557030369060818,50.0
211,0.6386427405280415,50.0
212,17.213190451346303,50.0
213,0.5937815110465963,50.0
214,16.728219837089025,50.0
215,5.601383528041277,50.0
216,9.117976223015106,50.0
217,0.2987529962452836,50.0
218,14.4700662893135,50.0
219,-0.6622782107706939,50.0
220,7.573276244609875,50.0
221,10.50820256698384,50.0
222,-5.948649429239708,50.0
223,9.784225746963774,50.0
224,9.401950204162958,50.0
225,10.700214226757536,50.0
226,10.726267886428866,50.0
227,0.12065864958880668,50.0
228,5.238203003162113,50.0
229,10.583456356729565,50.0
230,12.363480739848491,50.0
231,4.137166823512407,50.0
232,7.591004694249891,50.0
233,12.89447110453245,50.0
234,12.473011340227309,50.0
235,7.480397798694258,50.0
236,8.088529877221394,50.0
237,15.636222255877056,50.0
238,5.310197079499347,50.0
239,13.377594827317438,50.0
240,2.6648664414839005,50.0
241,17.387803165133985,50.0
242,15.754504841729318,50.0
243,11.407323498709204,50.0
244,9.126622475064693,50.0
245,18.016220995185886,50.0
246,7.097897708472841,50.0
247,13.458112373116293,50.0
248,6.65126231748723,50.0
249,13.153302309132808,50.0
250,8.33542567697133,50.0
251,5.983333158238054,50.0
252,15.00909632384507,50.0
253,12.110193197954182,50.0
254,13.445886507575032,50.0
255,13.856635536726039,50.0
256,16.871729540152995,50.0
257,5.928587581213149,50.0
258,9.73897174798136,50.0
259,14.699261183828174,50.0
260,5.165968014150149,50.0
261,8.507034474713517,50.0
262,11.50546830877238,50.0
263,10.039629421844204,50.0
264,12.720891154324185,50.0
265,21.680220763264007,50.0
266,18.136472076191623,50.0
267,10.86337242882265,50.0
268,15.91541373520544,50.0
269,9.774482059413046,50.0
270,6.260713495038209,50.0
271,9.598720243670952,50.0
272,11.460659357514551,50.0
273,15.699548495558673,50.0
274,1.511521467434072,50.0
275,6.611430714845284,50.0
276,20.62859621552916,50.0
277,12.991031049918305,50.0
278,4.277375387165401,50.0
279,0.7047535998185417,50.0
280,25.705205630954197,50.0
281,16.78653292175474,50.0
282,10.743017047801656,50.0
283,13.111217713302574,50.0
284,19.237717195811403,50.0
285,12.509372784146716,50.0
286,13.427768810889555,50.0
287,16.973844019386203,50.0
288,15.248223350033188,50.0
289,17.426106281961175,50.0
290,15.20788996093306,50.0
291,10.7870613479577,50.0
292,14.7770622916975,50.0
293,-6.093535576055505,50.0
294,5.71332630518732,50.0
295,10.824061967873261,50.0
296,0.016913502524730006,50.0
297,12.197368541761534,50.0
298,20.525892959693962,50.0
299,12.731149239376748,50.0
300,16.11725184354996,50.0
301,15.824871077422024,50.0
302,8.788169821107482,50.0
303,15.361292042610831,50.0
304,11.1934903437148,50.0
305,12.534838703490772,50.0
306,5.843350088734189,50.0
307,14.759193871930998,50.0
308,4.332532028068925,50.0
309,19.723886243871426,50.0
310,6.567798914104861,50.0
311,11.269254777038991,50.0
312,15.12799453814204,50.0
313,11.708639802693359,50.0
314,13.317481003963351,50.0
315,11.427135121105097,50.0
316,7.563259841765296,50.0
317,16.11092693135272,50.0
318,2.1495631607104704,50.0
319,7.822688387183132,50.0
320,5.326557843307479,50.0
321,9.253744076278139,50.0
322,7.265657622867822,50.0
323,3.5974480105856967,50.0
324,14.020061022707011,50.0
325,15.27010183314777,50.0
326,16.318157012007138,50.0
327,13.201220409347062,50.0
328,6.1611667061424935,50.0
329,7.718267772123227,50.0
330,13.360913002675948,50.0
331,11.123526947847795,50.0
332,16.345430054622746,50.0
333,5.722910760959368,50.0
334,-4.225342122802206,50.0
335,18.42772145786096,50.0
336,7.300762674911767,50.0
337,7.2820421138523725,50.0
338,19.410232699950498,50.0
339,6.583912905168106,50.0
340,16.532704511848458,50.0
341,19.60849328644801,50.0
342,10.694412042904133,50.0
343,19.52035563396756,50.0
344,11.893872894593658,50.0
345,8.16163821480651,50.0
346,20.65254551052196,50.0
347,15.655475628675465,50.0
348,8.254854926104443,50.0
349,16.348261821707638,50.0
350,9.979837267027841,50.0
351,16.18325327233646,50.0
352,-0.23865744308502368,50.0
353,18.359967663333258,50.0
354,12.049390060822411,50.0
355,19.816120825989344,50.0
356,14.129292940826291,50.0
357,10.92591626574826,50.0
358,5.129359749550808,50.0
359,19.367065440421925,50.0
360,12.716659461457855,50.0
361,21.82725672385418,50.0
362,13.027199521099337,50.0
363,5.914407860577034,50.0
364,13.90421953953653,50.0
365,15.830435028236703,50.0
366,10.920530127902671,50.0
367,2.6233963423046465,50.0
368,14.493138582412067,50.0
369,10.538442035780408,50.0
370,14.246757309240076,50.0
371,3.162821313528794,50.0
372,12.60877324217282,50.0
373,4.009463995269257,50.0
374,14.671596031769038,50.0
375,2.5772105338920155,50.0
376,21.116750686689073,50.0
377,10.561829580500259,50.0
378,19.019047083064557,50.0
379,11.395167497372181,50.0
380,6.213870985280604,50.0
381,6.076091524276139,50.0
382,11.002912063527237,50.0
383,16.47225806613229,50.0
384,23.532871070296846,50.0
385,16.686509844081826,50.0
386,14.333472188155909,50.0
387,10.326410142527042,50.0
388,12.966121379411902,50.0
389,12.933687926701294,50.0
390,16.24114689667795,50.0
391,17.247499088523142,50.0
392,9.075378961605644,50.0
393,17.43526227581285,50.0
394,9.75772153179311,50.0
395,10.155729877649858,50.0
396,0.5027177792764688,50.0
397,20.412894932771913,50.0
398,22.249231057843456,50.0
399,4.212368104495954,50.0
