unit_id,CropYield,do_IrrigationRate
0,16.58535098692444,50.0
1,16.85412475057109,50.0
2,7.190016021238334,50.0
3,16.77952372779287,50.0
4,1.5705006827618444,50.0
5,6.318040757638142,50.0
6,8.359651992852557,50.0
7,13.316149084017066,50.0
8,1.9126818938353143,50.0
9,9.279481055875964,50.0
10,10.529909188018514,50.0
11,8.433270920634461,50.0
12,10.34952279867655,50.0
13,17.45425282440855,50.0
14,13.470877103429146,50.0
15,16.90071888109743,50.0
16,9.136117575157414,50.0
17,7.6502729458270275,50.0
18,16.80862379359394,50.0
19,8.23131614894423,50.0
20,9.186397225461267,50.0
21,16.595167080170203,50.0
22,8.080270359001021,50.0
23,15.19313872645078,50.0
24,4.291793227984599,50.0
25,15.739489542298006,50.0
26,0.46698013470486277,50.0
27,20.512605213241116,50.0
28,0.14032269825963883,50.0
29,8.977298143195918,50.0
30,7.775572849313855,50.0
31,15.37858346873005,50.0
32,4.045125278415423,50.0
33,2.074309835308995,50.0
34,-3.280709309619383,50.0
35,3.4105210244051762,50.0
36,8.523454286704197,50.0
37,0.30815486128912317,50.0
38,5.881238362597169,50.0
39,21.095751442609874,50.0
40,16.05434738130612,50.0
41,8.59292269982834,50.0
42,20.9768781950826,50.0
43,2.545266563645718,50.0
44,18.624412882262153,50.0
45,13.552616237560084,50.0
46,13.528368462816106,50.0
47,17.33366093249406,50.0
48,14.782926145482065,50.0
49,13.774824942868225,50.0
50,18.65011761873111,50.0
51,1.7997160185515613,50.0
52,17.868476949304853,50.0
53,11.699670289945493,50.0
54,2.664591250335674,50.0
55,4.658089844529631,50.0
56,18.883333428855096,50.0
57,11.859212365415303,50.0
58,16.072949759198227,50.0
59,10.013169820787795,50.0
60,10.857295191018025,50.0
61,6.95592431571405,50.0
62,10.94775633689043,50.0
63,-0.02724834811053478,50.0
64,16.788243507279283,50.0
65,6.859173330533077,50.0
66,21.09262965064147,50.0
67,8.792296709131824,50.0
68,18.693428157170334,50.0
69,16.951221589867835,50.0
70,3.3296629545767846,50.0
71,17.97833504279744,50.0
72,5.676396121548226,50.0
73,11.703246630958864,50.0
74,9.186425646514182,50.0
75,14.800289300636392,50.0
76,14.88031669094332,50.0
77,7.469371441294504,50.0
78,15.278138988734494,50.0
79,15.74500322207662,50.0
80,13.951484778239376,50.0
81,13.018848639957088,50.0
82,7.551848268191286,50.0
83,6.75259503956347,50.0
84,14.319996447494777,50.0
85,5.416284270818426,50.0
86,5.427329770910822,50.0
87,11.095317851763381,50.0
88,16.158384477558698,50.0
89,12.723290660045079,50.0
90,14.562096697477983,50.0
91,5.74243209164763,50.0
92,12.922713173213506,50.0
93,1.824374816449152,50.0
94,2.5094946653320123,50.0
95,5.067099956504959,50.0
96,15.325713927867493,50.0
97,5.901647217350465,50.0
98,14.460789301533875,50.0
99,18.02177402265027,50.0
100,5.408246455791472,50.0
101,8.521657566793486,50.0
102,0.9806523930767357,50.0
103,2.2561861652582387,50.0
104,15.386926201135704,50.0
105,10.772213583411705,50.0
106,17.0055496335229,50.0
107,14.811238354742276,50.0
108,12.46496744207644,50.0
109,20.304756419253472,50.0
110,5.383963728073169,50.0
