unit_id,CropYield,IrrigationRate,do_IrrigationRate
0,7.83131760062164,54.446173398410885,50.0
1,11.638871906422295,49.920585673348874,50.0
2,9.38722332830365,58.3910242745384,50.0
3,14.229513330383966,51.35238050375923,50.0
4,10.636683234089254,47.46358183661131,50.0
5,19.912262649684884,53.940920557380835,50.0
6,-0.9749740702523859,47.65975187441888,50.0
7,11.903324074727035,52.47044728378046,50.0
8,2.9698325667221073,49.78869264575377,50.0
9,13.417620562723322,47.12199041916051,50.0
10,9.492669484336078,48.07581944956062,50.0
11,13.087752820044258,49.16569927842819,50.0
12,12.103594303391374,49.640582755111154,50.0
13,17.853737282209266,54.61905074544241,50.0
14,16.13729173859851,49.71411202238832,50.0
15,18.08340147419873,47.09545336656248,50.0
16,15.77135606455714,48.391538145471316,50.0
17,16.773501854164053,53.5192023610218,50.0
18,14.74531769417404,48.036509444413106,50.0
19,7.5713338761573645,54.682375413938736,50.0
20,11.448947622845886,54.0680227132624,50.0
21,8.842851313292513,53.595784600543375,50.0
22,13.556386069930532,49.10501635768627,50.0
23,12.15245403421238,52.123162326092526,50.0
24,13.890716423134617,51.567804188660524,50.0
25,7.294187983117569,49.83085495833673,50.0
26,10.779661199465071,44.13398976038861,50.0
27,4.194146672027698,55.286937551534784,50.0
28,12.053973599486312,48.19825043214529,50.0
29,13.044820236439616,49.10985393401334,50.0
30,7.259304293031787,50.567490046709864,50.0
31,16.59791787942889,52.3604528344444,50.0
32,2.8902903608756105,50.85560091257889,50.0
33,20.055751474349083,50.13820886268819,50.0
34,8.735383757299147,44.95834431735054,50.0
35,4.0046902935007616,48.579742654647035,50.0
36,11.455214711236813,54.84203330317013,50.0
37,7.584008477132183,48.46825137751717,50.0
38,12.722659589108343,45.65366972795972,50.0
39,10.250276061509286,51.2956607185541,50.0
40,8.20868985421734,44.63722919289542,50.0
41,-0.7752704348321,56.262974803292764,50.0
42,17.300040360677006,49.21735336835469,50.0
43,2.6642606647767826,57.69819374542444,50.0
44,9.471449118819967,42.78827472767388,50.0
45,7.972499725200049,51.97294294256033,50.0
46,15.157062287278482,50.41194430502494,50.0
47,20.429408513285054,45.82829831343215,50.0
48,1.9975584104800341,51.185479777334365,50.0
49,8.152008652553143,50.85036929504946,50.0
50,11.760692390838459,47.86774725612809,50.0
51,4.254589608365466,49.045044798497166,50.0
52,9.285312652495962,47.586072655061514,50.0
53,2.488020019102345,48.44112876464837,50.0
54,16.858965622326462,42.80330102511886,50.0
55,17.645707788755196,55.23788717133561,50.0
56,-1.3186790490759188,51.65757519183798,50.0
57,11.054374727472519,46.90079330889148,50.0
58,14.558931624804266,54.41486362265949,50.0
59,10.180065459348349,49.44546713650434,50.0
