unit_id,CropYield,do_IrrigationRate
0,12.316186484853233,55.0
1,10.654231512534171,55.0
2,-2.2109507158414505,55.0
3,-4.684480993330345,55.0
4,5.39123978373332,55.0
5,3.996165650987953,55.0
6,4.2350703788459585,55.0
7,20.28257966246636,55.0
8,0.9736972006610429,55.0
9,11.444776149587062,55.0
10,7.426946431219807,55.0
11,9.232133675750463,55.0
12,6.716162417672855,55.0
13,3.1856573908124006,55.0
14,-7.3132917446748875,55.0
15,10.739277950531967,55.0
16,-0.9187278792288707,55.0
17,10.15574296225334,55.0
18,5.066268736487461,55.0
19,16.43889459506345,55.0
20,-4.84007390372728,55.0
21,16.653198146716136,55.0
22,9.905984507215589,55.0
23,6.000490484241316,55.0
24,9.392280550174418,55.0
25,4.756013614167178,55.0
26,0.1741172929785888,55.0
27,-1.2519012398054614,55.0
28,7.870427112706755,55.0
29,5.694703919530774,55.0
30,3.9400537890691716,55.0
31,-4.167365282769229,55.0
32,-6.802067860752757,55.0
33,12.44344957931375,55.0
34,3.906567481639617,55.0
35,9.667955934941453,55.0
36,6.048290050874288,55.0
37,1.524763929833075,55.0
38,5.394250150980821,55.0
39,-0.9235909908364555,55.0
40,9.929865785044557,55.0
41,-9.021187168612181,55.0
42,8.583245936245683,55.0
43,8.925395210337106,55.0
44,-7.444081990608124,55.0
45,11.764184480658566,55.0
46,4.9164718355182835,55.0
47,-1.0439537606356133,55.0
48,9.33946663405152,55.0
49,6.041397936625333,55.0
50,3.7529444822886227,55.0
51,8.976967129316927,55.0
52,-1.7823119342925207,55.0
53,2.0245846146088518,55.0
54,-3.848910275639457,55.0
55,7.048924653298479,55.0
56,1.028652865494092,55.0
57,2.807373450786036,55.0
58,16.859205743835354,55.0
59,5.065167139337507,55.0
60,13.103676116003365,55.0
61,3.9825907908206055,55.0
62,0.47405122744021516,55.0
63,6.219165049412166,55.0
64,4.745482601565522,55.0
65,12.377908881692957,55.0
66,10.187451872725488,55.0
67,7.1021424340783685,55.0
68,-11.094135388777035,55.0
69,12.886895109563572,55.0
70,-6.253932921614666,55.0
71,6.534022730477287,55.0
72,4.45654491104243,55.0
73,13.299921472625616,55.0
74,4.0154293243486565,55.0
75,0.36267284835388147,55.0
76,10.26851258812356,55.0
77,5.648346936453224,55.0
78,17.90163458237051,55.0
79,6.52068892880368,55.0
80,-0.7104313144014665,55.0
81,-1.5255582011208133,55.0
82,2.6873226286591376,55.0
83,12.921777529653516,55.0
84,-1.5838214761328109,55.0
85,-3.739331420548826,55.0
86,4.156725959503389,55.0
87,2.1861298804288847,55.0
88,3.770455785512657,55.0
89,11.038187857146987,55.0
90,2.9475707951277617,55.0
91,1.5015977879747964,55.0
92,-3.474563410661177,55.0
93,13.98353967639352,55.0
94,1.5512685314060972,55.0
95,10.293546743945262,55.0
96,4.268669386779463,55.0
97,15.685704855702385,55.0
98,0.6913370045135976,55.0
99,17.12134566592526,55.0
100,2.432892892795624,55.0
101,-5.746532008081316,55.0
102,4.939234849018687,55.0
103,13.242757700844457,55.0
104,-4.945130683799402,55.0
105,5.307796818253385,55.0
106,8.942969436899913,55.0
107,3.107543642942076,55.0
108,-4.488598243730937,55.0
109,16.17942035569318,55.0
110,25.13852610072403,55.0
111,3.7748540048576795,55.0
112,3.1054350677455247,55.0
113,16.924779479446162,55.0
114,8.275070617162713,55.0
115,-6.304382076567187,55.0
116,4.498941463121713,55.0
117,-4.253596460207327,55.0
