unit_id,HarvestBiomass,PlasmaCortisol,do_CarbonFiltration
0,18.472469242472776,7.888321100416942,100.0
1,21.658911127784553,19.91689940366752,100.0
2,18.340235038783682,1.7985456266256792,100.0
3,21.720724779768986,12.733847440534221,100.0
4,19.317089630141748,21.191266509306487,100.0
5,19.316051598413825,4.103412233136724,100.0
6,24.18563864294131,1.953071477405798,100.0
7,21.406035455711297,-13.574274618918,100.0
8,16.485339692606015,1.5833404540199023,100.0
9,21.68938437782988,15.10751996785454,100.0
10,10.74080289824075,17.96484215259987,100.0
11,18.27721318318211,-1.5556324145257108,100.0
12,21.32044669864069,9.941515264736394,100.0
13,21.859357014068166,16.049334937626035,100.0
14,23.594631806425042,22.593590454997965,100.0
15,26.44762465947963,17.047470123401837,100.0
16,18.071039990558628,-0.3998068604582983,100.0
17,20.37651302128783,-3.8587305465612367,100.0
18,19.75929350999817,0.45116053855768,100.0
19,18.928177827841246,25.570681704173236,100.0
20,21.00685790185313,7.993611934046022,100.0
21,18.042206171394955,7.002034211793183,100.0
22,23.328698045546293,21.709453395686353,100.0
23,23.853874259939396,-0.6804246500719469,100.0
24,19.1867079107924,22.177044567199985,100.0
25,13.639869817122557,2.3075968891259357,100.0
26,25.122452491542735,10.495396366178115,100.0
27,20.00692155446927,21.2082176941926,100.0
28,22.598380705611532,-4.424759141256576,100.0
29,21.7829004051859,11.836680579517418,100.0
30,18.28919684455381,7.788271572275504,100.0
31,18.56428566946562,-3.8886467335889847,100.0
32,21.791745810035607,-11.956080004366683,100.0
33,21.309426755415476,10.592938625421663,100.0
34,17.165034913761918,8.663926857581774,100.0
35,19.039217153296487,5.246664433868673,100.0
36,19.17552851488287,11.264762965982468,100.0
37,19.503986184452536,14.850965107099526,100.0
38,13.9411893062816,6.75091290082065,100.0
39,22.37638357979767,2.7623985366163772,100.0
40,18.436103706637788,16.762009258078923,100.0
41,17.50221982751773,13.368648966732739,100.0
42,26.77070992256199,5.70232058681336,100.0
43,24.765882986278182,5.493327749306026,100.0
44,16.4144752988161,12.621663449643156,100.0
45,10.737396358274204,-0.3436629418000532,100.0
46,23.842795947955633,35.26442501942323,100.0
47,17.68537020409446,2.3385855082943356,100.0
48,18.167071925594726,2.761081366607777,100.0
49,15.840689253364982,5.710397557907569,100.0
50,23.165717628691983,14.304704994496724,100.0
51,14.400161864834486,-2.0662949292873662,100.0
52,23.101150444200954,5.61033056343087,100.0
53,11.52795309413209,29.154430165664355,100.0
54,18.614235831773012,-7.876357224315914,100.0
55,22.24866443085532,17.46187495131472,100.0
56,15.076330052883497,-3.74920666840055,100.0
57,21.74195339160559,12.530433764826999,100.0
58,25.51077493635734,9.358416130165235,100.0
59,19.54637428718173,19.04313781766188,100.0
60,17.487849261746934,8.417074228840374,100.0
61,11.793492286218022,-15.82764158469876,100.0
62,24.03830046854025,22.73985655650365,100.0
63,26.019292505333425,11.442947666888873,100.0
64,24.701727507021907,18.767443855917705,100.0
65,12.58621265254197,15.734148093809175,100.0
66,15.206245451739434,12.433430987222227,100.0
67,20.158829837915626,6.235613499868672,100.0
68,18.28471647520758,-2.8299430872923104,100.0
69,23.38109946981991,-10.7531802964998,100.0
70,20.418883037830152,11.559470170293032,100.0
71,12.68795560186675,15.525715963521268,100.0
72,20.439950009250293,-1.0254747405717453,100.0
73,9.616826081388309,3.5721501757354845,100.0
74,20.38004457436066,3.450683886734023,100.0
75,23.725242404425913,8.791388421639098,100.0
76,18.447350996615604,20.012103103707876,100.0
77,17.004950190076155,7.873535524312618,100.0
78,24.373255302062713,7.535063348887201,100.0
79,16.134136022519996,15.575299792711697,100.0
