unit_id,ProductTiter,CO2Level,pH
0,-16.006638238116825,42.15901047004297,57.3951605092984
1,-7.036710430152055,45.34504438158506,44.607337824924656
2,19.604949796695134,37.584114760997025,49.45407336622884
3,5.364576318756441,44.074552649623,54.795659673197136
4,10.892756524368385,46.844360486463145,61.845378325123136
5,-4.640868295892873,68.88625518316341,39.657587142872075
6,-16.281798660097277,38.33952576844108,49.86318967987731
7,-11.539087416552562,64.61616014465693,41.63521258404491
8,-3.2601818680516907,58.4244184851459,39.68284820520471
9,-9.75896816383037,35.78003964595507,56.63116410584097
10,-15.19817162863946,45.53252719589694,24.714865267065434
11,-24.151631213607764,33.46498462774896,31.73263197802516
12,-14.881671175386582,40.659777444626584,61.137337234096705
13,-8.7629137462214,59.84650883657997,53.13094668450803
14,-16.807790538432954,53.83323610304517,66.96692925290851
15,-19.270704152995375,45.28725004601454,39.59544361170214
16,-19.901241599562898,36.77716852996355,42.038046718799755
17,-4.9184750305207405,41.72948794724448,78.23851680524729
18,-11.493451206947437,46.952682992137554,58.93709171968132
19,10.436663164456387,82.44864656182531,46.246067949286335
20,-5.186510169150939,37.7257120291572,36.04859525005827
21,-9.579165444847831,49.05190062285497,42.44353713362346
22,-32.014131999486764,41.12132884034699,53.93718139341843
23,-21.221306786905505,43.57328600244722,56.4109105797355
24,14.859216345875929,57.61059717260569,75.5028097854598
25,-0.40351873085340895,64.8503563960316,51.87406764488031
26,-31.476907770515115,39.891496773610086,62.01186350034422
27,-7.20266583414379,71.55216907929902,39.77468593579689
28,-8.704505615124065,50.08553543958886,46.776956512849374
29,13.251003703314455,51.47607640651505,53.49647282295324
30,-15.776283746116494,56.88254577927041,43.85663041517395
31,-20.829250846811387,36.33427651694488,53.355333755418734
32,-7.528811211213667,60.48837635315784,61.05105319343914
33,-28.371812443634973,35.28712510182711,29.959456745432007
34,-6.281472255359434,53.39295106353013,62.45182477408774
35,22.688297263681854,52.35207818922345,30.591358267707427
36,-10.002347983400442,58.256380844564234,62.20160504871916
37,-26.22627285473773,43.092935663385525,68.54095115319221
38,-0.6747611328257447,40.69190735521119,56.348189277162874
39,-22.134123931114818,52.89486489534807,68.71337062735196
40,-11.630883832451897,29.497964273377793,52.740709438924505
41,-20.022141295892975,51.457735124591096,37.698034655952654
42,-4.906340498593556,55.55085053405475,58.21665523908514
43,-3.2632033391128195,42.75825673917895,44.066046071821326
44,-10.384684543396558,39.33624524665521,39.001553250912345
45,-8.040702686354008,61.66743353067046,62.06077869906982
46,-17.406900738743285,58.44663763063821,42.494025432706906
47,-17.86023666193805,61.8956867910428,25.139898834156146
48,-15.85739344128378,49.263365825113816,28.63115078446301
49,-11.491313854996164,71.24088463486072,64.0501736078955
50,-11.698365967589513,35.13602583505753,46.318911333584495
51,-9.211880174917255,56.899731234285284,56.645447118519
52,-10.1736828209017,54.365334912756936,44.913705319409594
53,-18.255370828564665,35.911228444925186,43.14284987796158
54,-10.475767170807664,65.65474298930289,80.10787974721703
55,0.24525512066069632,65.68731599818592,50.14283490261848
56,-12.331757845306434,54.30150751031932,39.409910873780056
57,-7.301597227564445,65.52336848584969,68.43148084094643
58,-1.8016918792850767,33.768469317923916,80.67524077849083
59,28.10434971752139,60.86760993392408,48.525205535600826
60,-14.261105625452341,30.467284130960024,47.71606789260303
61,3.346424273859699,56.576618894971745,66.53024761286956
62,-31.80802415271452,58.416803744440834,52.64751838062556
63,-7.447831069284245,37.98275533347738,62.75151615566206
64,0.18827925160205217,53.47090200184688,49.726529757499776
65,-5.030650159268146,69.35335224209201,45.96057523196489
66,0.18348442027835188,34.9768415536656,64.66149970570461
67,-11.450435501352434,87.43000310947855,58.68242994508395
68,-27.897383023348095,53.2377837683567,60.22524762770517
69,-10.553392169904424,54.21353673479002,45.76829270984188
70,6.11028514661618,36.21138912751158,74.2375349204114
71,1.5222882732945378,63.11615066820538,44.911856040815586
72,-13.488721080423193,48.567545949421735,13.940058342335204
73,-4.880019238808416,42.50908333493791,41.97032259060473
74,2.5688449203854478,40.31314223897434,44.44109570879984
75,-16.389458244138122,55.88151104019488,58.06903884247995
76,-7.472026512695885,60.09289726071647,54.40537348416073
77,8.21646663092333,31.31159815298194,78.33859348233595
78,-1.4055252260634354,38.773351141692565,58.93339311646704
79,-13.34978346725601,49.27629928158001,61.425447299061815
80,-28.64099777740247,48.55070697301731,58.66283455854444
81,-1.65096781791208,49.70976109085371,36.58021125799044
82,-9.158482005932502,51.616208622679586,49.694373821965605
83,-40.37758543739832,54.03513133943333,69.22032686625994
84,-3.790908003113724,62.35091755977122,63.728387054491925
85,-13.929936675135972,60.84707619541473,64.15561361172009
86,-19.443708989050187,43.01438559443874,50.895464865484826
87,-15.606332460193059,52.809835074206894,58.73163106143985
88,-12.919023832741011,78.18525032115973,42.99856567248459
89,-19.017583933427453,56.077940773149976,57.71533727722862
90,-17.052475104544502,61.57461302475788,47.19952155122197
91,-24.18065347112633,44.46674781535081,49.41130793822148
92,8.674770511252056,52.32623847491684,42.547502328739085
93,-15.442740583986508,33.8919548941491,63.52203782041787
94,-12.890353541077795,56.006681442762634,45.51383964331763
95,-25.174143626790844,52.43575119608406,54.928429219217215
96,12.407355657409099,51.222211353813734,72.81364783414833
97,-16.53049447649574,40.103853985258496,72.63953103784692
98,-26.116124144962903,50.110334901491036,49.76758133172793
99,-18.94659727471051,59.0900803127079,68.09441335708776
100,0.6796741045861743,65.07897402291249,42.47275868414365
101,8.803750364037642,67.42304966121837,67.19245249681927
102,4.405153664474325,45.059703330878,67.129275195305
103,-13.371186188924117,55.36241832397371,65.31666811518953
104,-17.932052550414106,34.58853053423431,58.85325954766686
105,-9.31397206808656,49.15617727577395,56.19792959245765
106,-21.917957671427892,57.27294944773655,33.38907145015076
107,-14.806663003842914,57.47593658897113,57.36471832519847
108,-22.403039258614488,36.70866218090315,58.84301278503269
109,-23.601205630424662,44.58873522742441,47.34543189911732
110,-12.294842325781707,55.382480793878095,52.66802317110316
111,-28.60177542522993,37.19650812310475,42.38969335640537
112,-26.14862766670043,32.252296915841,54.33289891606003
113,-13.975056408558345,66.47828552982195,39.20685546307061
114,9.585369415690506,13.431100590437955,31.842250834696546
115,-9.512225643688712,41.49563314632866,37.79598293742963
116,13.264178620167783,62.308778964720645,54.2889902692368
117,23.897347673690824,51.080704191106435,51.50408663252753
118,-0.6860468161131286,68.11330808389195,75.11817429721037
119,-15.627328650843303,50.95296865502016,40.869512594687436
120,-3.4466147101642988,47.12814386348381,36.12448860200135
121,-11.191574649294608,46.915877449905736,51.88073098595508
122,-14.68752382719805,55.38912452044178,57.34178468357367
123,2.354231132118996,53.05091933948604,46.8623278900523
124,-15.630812169914185,49.680264718722114,59.976606508427686
125,-9.602521682511252,45.68919318482637,39.51214352609
126,-13.497150961839209,42.11915200658649,30.885213528246517
127,11.540092000766968,58.11456865884107,46.59688770127671
128,-7.924263402993988,51.583729076039525,34.32470637667941
129,-25.573241302996376,46.10195642324121,41.93566549450627
130,2.3849581133521305,80.70145408599572,56.97343751523367
131,20.417793834885497,40.9860439552882,44.795708031837044
132,-32.767269802206144,67.86281205778498,63.125348063398526
133,-18.44444033229904,44.10936984771103,50.72853715546788
134,-11.980110540615396,55.65844584071097,40.223423250687084
135,-6.6187765643275736,47.0046249458002,38.04963897105698
136,-19.28369321050611,29.044596469886148,59.650853737572845
137,-34.19147703346224,49.823493265385835,58.91722183343767
138,-2.39018093250544,58.02242693110298,45.525224238825245
139,-8.861910279647143,36.993677787086995,49.45099341176525
140,-12.139286850690329,66.24574494021348,42.10063056872484
141,-14.795868473767904,62.53399084011498,68.49969750507677
142,-22.015001248758935,49.74209202005629,79.13877714997497
143,5.2252574652257655,29.047068211158376,32.31346113703615
144,-18.733020567822642,30.122671674501557,29.150501427137662
145,3.1981662126048755,71.39279995646442,33.27493021700212
146,-25.576410550317245,64.09112430940827,56.302882264129714
147,2.005734071879148,50.24245359397863,55.245107285652914
148,8.196624190123025,33.22780195099745,28.300528097159756
149,-6.505223837715013,39.968060084218024,37.893372587247434
150,-4.499864470896871,30.098438774676374,42.432572102231205
151,-17.736002878341537,49.34787599806984,56.72179250652943
152,-23.542194561865912,57.35639575538999,43.96986574008033
153,-7.435701595097946,46.61243885992689,59.10772165067681
154,-17.93331749437303,37.917380066519804,40.22671864220027
155,-9.615580531082468,64.52953533333495,38.829093063411555
156,1.8166478287678176,63.00160395575435,62.03367450979214
157,-11.182646706032333,55.12379712752644,54.894639535185625
158,-22.341791106049165,61.462038803164326,54.2014523058856
159,-2.8058180681449727,45.77829447183072,14.915685397305609
160,-8.367893040544523,41.89801986804105,54.763793607417256
161,-1.6720243351806732,18.238147633653007,62.63884407722768
162,-4.391274700414731,32.62612647352972,50.94823798635852
163,-6.508865582225607,56.87872132585035,44.276588179803525
164,1.2714059970222937,34.60369103704589,56.584557309358246
165,-15.107290090396473,37.132006694669386,51.91338613235705
166,-7.011906044427617,41.50109275537603,42.46437045103524
167,-14.751029886046634,43.251461962210186,61.552180080911086
168,-27.276126810210425,60.12671200796543,50.47546325083522
169,4.710353950164747,51.93506685220336,63.170599903687894
170,-24.41218003883484,65.22038916422997,52.96629642445437
171,10.107366981259311,56.90671557554342,73.89884272734272
172,3.6696974291098434,56.99270507958326,59.67045134049646
173,-6.861621971516556,41.32951520976268,39.72309755013889
174,-31.96849986135101,59.08586453125487,44.446350114178195
175,-11.52001520531243,34.88741184702924,62.72954590563829
176,-18.88424971647639,68.63052541556712,58.594695735981034
177,-17.267388295493223,60.67908284388452,63.15647317075967
178,-19.507856081208736,60.93115014478329,37.27677374815125
179,10.432683765770541,39.83961341437065,57.46513151666428
180,-16.5599052104467,28.126773888783756,53.82530173066436
181,-7.422598631715808,54.020078290358036,40.637381069596245
182,-5.850078059171327,56.02278212926936,49.24481040518082
183,3.734182777987325,37.330003165189765,62.205850920695816
184,6.450371521512258,49.90509916459426,53.69113693641797
185,4.8637691904216975,32.728974718457344,56.62550407261617
186,-11.551320101154813,52.90088969481768,41.995270517468256
187,-7.935650452473052,60.31327633087948,48.784432892149624
188,-12.328653580622497,55.80948927848804,61.53583504936718
189,3.4183194864308533,57.91114319525439,67.2564247084156
190,-8.881055725629105,32.92827046927262,61.63376741458407
191,-8.219935672553389,56.17745289454959,31.491865073880792
192,13.154234834915545,47.9417117688479,34.41516864973666
193,1.621013386306772,65.8429773667736,62.82199182092476
194,-10.902298127818115,63.88397995425391,55.566277142649184
195,7.63915463329268,37.17328540862739,57.79506694792505
196,-0.9481588242326997,33.65283450919504,50.2992249643459
197,-18.90549277227826,18.740284072730038,59.09183223351068
198,-12.804189268508665,37.19519358429778,61.11113927804398
199,-16.347177924209575,34.109777661011414,71.90723518664535
200,0.2541573025746668,78.03104733861663,47.78334700210772
201,-1.8955772218091171,47.20878169196589,54.631435396073854
202,-24.737349502635105,28.271077790569453,35.31556613431121
203,-16.635377071876903,55.74973756994688,42.07606194503341
204,-1.6923474843587245,56.04622436189434,66.57304106020197
205,-18.839426088654257,40.47773482046234,50.14296632657609
206,28.662571740514576,66.9367475205823,31.60545782761632
207,-23.319010626894304,24.051741900325798,32.327498183231185
208,-5.342352321820479,39.944394067380834,72.86021808252256
209,0.06598260628228814,48.0881218897142,50.4279424025627
210,-2.6846497323989738,64.18094681208808,31.529437770921938
211,-8.751359213961745,47.70163383338969,39.156109754227266
212,7.118562410371658,60.43078682209844,57.02732461995495
213,-16.273756587140255,62.73635071241655,76.88280277683894
214,-16.319550224920334,55.71762092219244,54.77683439382435
215,-7.579509416625328,52.087323509619736,46.298751410879376
216,-19.840777343067963,58.34276085098209,53.41723965571067
217,-14.263689881236397,62.63549809524401,50.4481088870871
218,-27.973164817783925,48.16062208136668,37.164403950570595
219,-9.806637139946158,48.6520363859746,45.54864976050128
220,-28.928643361636848,57.26979626832453,61.845448646387275
221,15.599926238035925,53.121407072322974,49.37034190135928
222,-9.90499425032593,40.62456789937395,48.169398089002
223,-26.5811920689797,48.346035371854036,53.72271768053894
224,-11.902902982128984,67.13644510619582,45.543262698823014
225,-8.647951021166708,34.16349196019377,43.017455238536165
226,4.714273490625922,38.42839297450623,51.060352649654455
227,-21.710741666205315,52.62036324938022,51.1092889163546
228,-0.6691351347985028,44.06451376478412,44.223659223654174
229,-6.478594445438663,64.815691369629,36.53157711408636
230,-25.72569285037113,51.44339505558807,40.32956251200842
231,14.07321880286663,32.61549113078354,28.36814746088312
