unit_id,ProductTiter,Osmolality,CO2Level,pH,ViableCellDensity,do_FeedWaterFlowRate
0,20.297396256290913,51.43816364414075,17.34383915019587,54.18347956914276,72.09049584951862,10.0
1,29.173381138691518,57.188509226982696,52.034209635802085,69.47755199372986,83.19541204840075,10.0
2,-4.970957283060161,66.35085855300626,62.983014539225266,65.14361010691107,53.44251980334877,10.0
3,21.446328093329573,53.94400388685824,60.97238179638694,64.6085378112469,91.28954636415175,10.0
4,39.09890022281418,41.127223955435646,38.10068069099296,63.658829018629824,95.71963667082346,10.0
5,24.324811661944175,44.995941686979734,54.51186563310795,58.97067338566889,87.26064503075271,10.0
6,21.718620604592623,59.41196580351817,34.30538653277154,44.26469487687923,66.62245023711982,10.0
7,17.72355334842683,40.40788960729834,45.284496004346586,64.32464934209293,70.40812472949361,10.0
8,22.298635223604023,67.09614415238693,43.55202040412452,54.155876543588576,81.99225948462828,10.0
9,25.651972400317643,59.428577616462036,57.35206260149,53.23379584934051,78.14874434818881,10.0
10,27.695588192962266,38.1519531454032,56.233946940361484,39.95143115249117,76.68253156134318,10.0
11,28.64114104999326,46.84785951709564,49.28232347209195,25.295917968391592,85.89124537650721,10.0
12,28.425771607601057,54.20939980769053,72.9713603655543,46.71968159636987,75.10901342905206,10.0
13,35.22269402126843,38.6717808320516,50.46488990560608,69.07845631171465,80.96939599095857,10.0
14,7.320628249777332,30.39454613793345,50.88171810354013,41.59238770969656,79.013789235068,10.0
15,26.659512206559242,60.841876596972206,66.3982410741525,58.086162146373745,84.41230323512877,10.0
16,10.295040838152026,72.4576126476365,45.771872972631314,54.134929344155,59.50002085133552,10.0
17,12.888552443444802,46.73443822674078,57.93795722408069,46.221541005720084,74.38154382462446,10.0
18,19.21624972545622,38.71395464176469,58.300631975780696,56.906208928919185,75.13467461764307,10.0
19,20.874832728654088,46.97606043913601,47.70424753596725,63.91526446406044,68.6541727519114,10.0
20,24.053607665752583,52.41130858452494,59.44835386121049,57.41816384782514,81.13469803222029,10.0
21,4.026302481363697,41.21684184933525,65.81690897388323,38.338894937346076,69.9082483198588,10.0
22,33.39196478901413,51.71807674194693,28.0748702806347,53.280469323643,98.07268034831097,10.0
23,24.546357151680695,50.975569830522964,37.70681570451096,41.52537783035345,73.37481395867718,10.0
24,28.638820922506326,55.7660372483831,45.56410312728374,72.30382339918533,86.08957911974016,10.0
25,28.829335553957172,49.84587727117507,57.331304239201955,64.59034356462517,90.10559578669634,10.0
26,30.881150458853224,25.372747534990392,27.013912416182805,56.38812222154807,81.0060187449576,10.0
27,22.124498599397327,41.663007283058526,32.0929082471205,64.77279513462774,80.31220284726672,10.0
28,11.282329397580385,55.09580855641883,34.791836903549914,47.05413598576205,64.67234293208487,10.0
29,23.430808272458734,64.92862291585136,32.242904847488056,44.660364466657256,77.86214197807583,10.0
30,25.57602662571239,31.06256520705503,56.601078883807816,84.2982129062684,97.84265906730144,10.0
31,22.637962516343332,53.02713064146925,54.58897340190771,52.63724330448305,67.71040311451543,10.0
32,15.44426025437445,54.78274971977725,43.299991404992554,56.469464019870934,76.26947642750154,10.0
33,17.66753966639278,71.28014941724625,56.20310185219936,58.657212721556725,64.52771812895637,10.0
34,1.9859690016013474,43.42457169862157,44.51947938845333,58.8109809894778,75.34078880058307,10.0
35,36.30521595272741,45.7436782356952,49.81142243245708,55.51609876194998,94.0877554395039,10.0
36,14.071865303256763,57.58143180706685,40.74094827436827,65.67867735864816,62.18185397167662,10.0
37,23.367814730112183,54.98595005745926,53.95577315625729,53.894612548162975,60.73264634398998,10.0
38,22.107367314417168,50.675729476981694,29.799157061718784,44.19458411034636,72.48417999532192,10.0
39,16.138369101988207,58.74759489825181,57.05561008461353,46.73893043644858,74.27191409483842,10.0
40,8.934940534992107,64.18882819354903,65.577692738112,54.879444287018266,69.85002983159967,10.0
41,23.7430236598582,25.260035858654476,54.581039186906,37.471260044923895,100.17936977298133,10.0
42,28.21425269710208,38.48489887231922,54.46299634524288,49.34648069639755,74.54516027566874,10.0
43,26.730533760285137,56.26508135093834,54.335178544483036,67.71993162712923,89.73559753344568,10.0
44,23.911713152030135,55.5285688287457,58.475681975606655,63.27069199265909,70.54025509106648,10.0
45,22.823826557084477,49.67402784927944,50.444233740869805,47.94999909111718,80.74482632823661,10.0
46,20.751461908374054,46.615113321715405,45.89941778720312,60.70360597605351,72.44231626683273,10.0
47,21.10827828692702,50.4077576703417,66.24355988922613,49.56800254760035,75.14227400075677,10.0
48,28.334926074736526,43.00191194154938,35.276645168631504,36.453989981651056,82.29285883593805,10.0
49,26.76617190484191,52.440887192058305,54.18557790866798,62.63858042236462,72.28059548377236,10.0
50,22.36010000587976,77.96885651490156,42.20646906814514,23.69319774586029,66.31569953871202,10.0
51,22.63125802117076,61.554758427217955,59.62234561085644,41.96577385177405,84.79518377161963,10.0
52,42.61164040877234,33.96716884829878,50.55036342035767,43.853448484105634,99.77152935630174,10.0
53,2.7414343773077103,34.34472596666584,56.21565755033255,56.97368747439207,68.60622295732924,10.0
54,14.924189345061093,65.04970483112399,32.742637048518056,29.46212254559531,71.92900808427542,10.0
55,23.520291967608877,57.39229733796405,40.28773992867768,54.875961565189755,74.81130679792909,10.0
56,27.700524993280972,37.27389749956343,65.68630860012364,47.946060081126475,66.01737590751398,10.0
57,17.9837321963901,45.95269347286409,45.40304726331034,43.49251009100904,74.56677058936084,10.0
58,19.056055634689564,50.83652063832477,58.6271122687094,48.36163688322651,75.51032745412529,10.0
59,16.02980495808996,55.04470144512749,49.834781895145206,55.29492997607338,71.11884885839416,10.0
60,22.996102702081746,47.71636399885973,50.75901357783775,52.42364000982331,72.68419210100716,10.0
61,27.479334012721804,46.28431234381643,82.08902736234582,63.028657800061005,73.38732019190262,10.0
62,0.8078634019691098,42.73261965036717,39.05130675733088,35.655326782932185,47.15489408646904,10.0
63,27.129452692686584,53.0549657734579,51.843453114943294,53.70119881814033,76.9917477434604,10.0
64,22.924627481713056,76.89384532733847,48.42234835540986,30.138295317028273,76.2216104576368,10.0
65,25.748692919727624,46.20072741932641,56.57147669521804,49.35416918057595,67.93520619543729,10.0
66,21.362063515398592,69.32412264634618,25.19997900498692,59.531281774048075,81.42661437000326,10.0
67,14.722498662513178,49.23588914591788,57.09136189281581,58.890061255557015,54.43259890974753,10.0
68,20.434807867990372,63.625752912720955,63.957133978371246,55.94996259169887,88.02231837795316,10.0
69,15.055659371039923,36.71406679634976,48.15521637062221,38.37271427704447,67.79139424596656,10.0
70,25.050488351620466,39.08165714725367,51.693026142347215,40.7676177246454,73.68186207625375,10.0
71,29.056785278782016,34.761400519317505,59.714288485204555,53.86823494527181,91.3432253986208,10.0
72,13.32390551210267,64.37186460022014,45.76568673584249,63.83248960718739,58.560104345312624,10.0
73,25.153726701743096,36.77334575997307,60.21610223689493,51.912923080389774,80.39119288099046,10.0
74,23.46223386337729,60.34623736934202,42.302571910234036,25.422518321394605,89.2784334531057,10.0
75,23.327611037980137,42.24272149857855,47.20404153407075,66.90683071708686,81.84386604160639,10.0
76,15.012231985420513,41.63510763190595,38.63773311991302,45.744423227344086,69.75119666272853,10.0
77,16.54542259906219,51.52789546043074,39.457903488626656,55.895957798697886,73.2685786250889,10.0
78,8.154194663226427,50.95594169379125,52.62851087526148,73.90304390702231,75.79973342204494,10.0
79,29.87684533573391,44.506999084015334,45.19910072540637,58.92181960615538,89.71518083599398,10.0
80,32.520734845124345,60.13691028461801,39.625221078484564,77.67925764524067,85.34645081361093,10.0
81,22.82959592915636,44.68648202795886,60.3527643943371,46.94900854474362,92.26617758903761,10.0
82,20.19189825025169,56.79085691386156,78.21304016761735,51.33565544648048,78.98639223500697,10.0
83,28.653141448679584,47.765627030176624,35.56917370828978,55.10908147564172,70.71194115308919,10.0
84,15.54229551298712,57.25100937323426,54.44682562979396,57.901357695020806,79.4772197950225,10.0
85,22.834570946148627,36.233711297904264,51.05763712928764,54.55854514818408,81.95064403038089,10.0
86,18.351395975915693,40.819081081855835,56.91597325608919,51.20382262745109,78.74852765230754,10.0
87,26.097735981839506,52.20583255855745,63.36912562984116,55.24968954284154,91.53481951909758,10.0
88,24.904409976058904,52.65056899676253,43.70183486764478,61.97642246226211,87.1798109086836,10.0
89,13.95836347343005,55.31983794432078,61.302880035105,49.866170753196805,85.24323516042449,10.0
90,24.178338081178648,44.77737598863713,59.29520235446642,50.91351250344223,83.32556374612739,10.0
91,4.334076917866341,42.96528613127042,23.176024431911326,70.69027005490105,69.68571729277845,10.0
92,24.40328790470664,53.8636666307484,26.22973057272601,54.834816511115115,70.47031608923211,10.0
93,3.1691829192608143,59.43914607643126,53.70923732187997,24.255847877773636,67.38821376361628,10.0
94,26.177314905699635,46.18940124581349,49.67745281930341,47.708576067918806,79.44761022170741,10.0
95,8.7840286947151,57.85442092781338,44.17780521656042,51.319960637853235,58.10672056716049,10.0
96,25.350200188600432,38.26678006093643,60.42429720443508,60.566268777968695,84.05872967495968,10.0
97,25.5933138915285,49.60832992858642,50.914227115079676,66.09185627453245,89.5156399799529,10.0
98,25.741516362288774,63.04504426364926,62.847138625806444,44.57582005868925,79.37704076905698,10.0
99,8.205385700702495,52.87891994509712,51.228224909175054,59.41787913159979,64.8494904165481,10.0
100,15.124888248233296,48.805161099515516,52.71628565429544,58.4300087748951,73.45879867039498,10.0
101,14.188966914185437,50.22885983873366,48.566696092841376,41.22010307711095,76.48990270554464,10.0
102,25.01816018622516,36.02716256856848,67.97148128235786,43.11191552825091,79.03153388453141,10.0
103,23.265179551442593,22.24390407372631,57.13268501969369,42.345994069083915,90.05602805513011,10.0
104,24.95018867141163,32.58792400065686,68.92643161121792,53.255151138986385,92.44176470251288,10.0
105,34.41316971586226,32.57749026790667,56.70080327165703,41.28139901744129,82.96514109133713,10.0
106,25.15948229131458,39.642110268863725,53.57345309894122,42.55812842318271,77.84237525537448,10.0
107,18.43982287638517,38.07026302124441,58.277381915376296,69.91285472104333,91.45333372644133,10.0
108,20.640850190756122,56.74582538854381,35.02753870948734,49.98436860259443,67.58491638372962,10.0
109,22.788469419528422,48.435595522582645,63.70222934328625,37.34738003352796,85.72729253203019,10.0
110,14.169960358895526,66.23166735543745,47.227253613826974,40.93457804780061,74.90121478406965,10.0
111,27.01240217757682,86.41001712160123,35.3826681432347,64.15620770399711,66.55211073958783,10.0
112,15.584294330646298,26.00033273655682,35.00231807734496,34.901667506726774,80.51035775754215,10.0
113,8.608581778717234,29.46678524565222,60.07299988979196,43.96781037322035,68.78084592422383,10.0
114,21.173610649177693,32.11659018857115,57.24828750770816,49.3266271470262,71.48596702897193,10.0
115,15.11619786834663,59.3719054853134,78.59854751515957,35.64684265194922,82.01336066806726,10.0
116,2.7131531613373516,34.34412213651099,50.455268512461394,41.861026707384056,52.62664915028913,10.0
117,20.500729673656082,35.05852928464891,35.11724995472803,66.48840600551831,75.07313891351335,10.0
118,15.46265045943155,44.28910262900832,68.42474477933348,32.994332634146424,78.11274401667465,10.0
119,21.186468444476514,40.03976620815364,40.3294128610448,32.257636577517275,58.046797397723594,10.0
120,15.315185106294035,55.45331770960717,42.917164586129374,56.66021906658417,92.04621435663184,10.0
121,9.714851735881599,67.19519803296986,48.34182448441645,37.990484748400206,61.894361786238164,10.0
122,18.18515612515224,48.47453396070093,66.4440361388015,40.51174678362116,72.08527112900055,10.0
123,14.805110862212803,41.58524129951358,39.13429956976071,49.99967713583895,85.12216349663375,10.0
124,13.56438213691048,53.211022237895115,20.47028181387024,46.43816666638882,75.4186161248311,10.0
125,8.155465869706822,57.98488619502788,52.30748984167319,55.02904545200808,50.535421513234596,10.0
126,31.28020658671766,39.8491483325587,35.15929605793426,67.0820478679835,77.10986006609228,10.0
127,0.9627178107055143,34.30334933178878,51.451101734505315,60.90104617701663,81.36876791440201,10.0
128,11.43264117451296,54.224675353516844,55.5781770920099,66.45953876754123,65.79155789355153,10.0
129,21.486565128560823,62.77937703310325,51.06000899434375,50.90506258207151,74.83985607528237,10.0
130,11.44846722071822,14.739504113268382,61.72315419527082,68.18911763254638,69.87516383915042,10.0
131,32.900050659515415,43.00459392784462,70.5256094475651,75.92222000167452,76.91199820405026,10.0
132,14.492008722940783,61.44939795565532,61.45196648395831,56.46945453987436,66.58048298284251,10.0
133,20.731475949016758,59.59744651062817,48.85044858168808,43.41257471688516,83.31950000080757,10.0
134,12.816113613414114,68.17503786462677,55.86587999958341,60.53984520883405,78.37114903823728,10.0
135,21.344310856073225,51.3165699784075,30.416047188361617,43.52859791065607,72.50536204198785,10.0
136,33.046977783545074,56.74778744950377,59.927750901564984,55.81562647336524,99.26968041003536,10.0
137,21.036015751570925,44.12048200529715,54.4058400393288,46.52220453347582,73.42556327198477,10.0
138,26.88077056948825,38.429914844162994,48.868283969715414,60.09844308587437,69.99215781485752,10.0
139,5.482020526555532,43.940387383979946,60.741605440121845,56.44401500778214,53.23875539448767,10.0
140,11.607524170043067,40.63100634181944,28.50736221605679,56.18369020735323,63.86350059337008,10.0
141,19.11810984722363,66.84865113710894,54.251574796192806,49.86651854219007,78.16118828916909,10.0
142,39.045923208443696,46.35302320150912,73.73239501673118,46.63988022144124,101.25342480520997,10.0
143,16.46086918186198,48.099024492109635,51.724804633563295,56.989805716650494,67.58843544458266,10.0
144,6.0969076862203915,49.80545704441159,49.03262938679106,43.7754791837576,65.4857421646585,10.0
145,20.291316540044505,55.38675562342007,33.45269894524168,45.11356653479866,76.60979563512737,10.0
146,18.50847889567979,64.87724630001075,61.13975690641464,58.34676403888521,90.3236863351951,10.0
147,43.65064910116742,29.324541703733946,55.19346528881684,39.4894199988943,94.65086354282869,10.0
148,38.211449397363715,59.71640061245695,59.8602141042644,48.705524135599646,114.53155859203574,10.0
149,35.473898889346096,49.68562933916433,47.83840720275808,50.969044591833054,76.72891027696102,10.0
150,21.483533757180886,44.37706365380492,38.89381636822131,44.08445281950502,76.19862025305585,10.0
151,21.976394604006323,42.67393549546527,56.608144886164794,60.433161819232076,85.88717574367766,10.0
152,10.801544223277496,40.990081292187874,42.43205082079156,40.60888025073088,82.84154257062762,10.0
153,18.18006794303567,71.22599861552716,62.781205774223565,60.63029290762468,72.15531076946975,10.0
154,29.290845656257563,56.054567730932206,49.710970929929154,53.93797356017411,90.14229961059733,10.0
155,21.16297138304345,49.56149049189066,74.07229768433669,73.46866564784023,64.75217686597452,10.0
156,20.46561801345841,49.78673779141798,62.92881564153543,68.35537954969129,79.85246494099309,10.0
157,10.922239995591013,49.74751805064231,51.561724806887426,41.85876089960241,38.11794923022484,10.0
158,10.229320202487955,74.171375952235,39.182613930199096,55.89192790961721,58.53327087258202,10.0
159,26.22942105446984,47.682870355498494,67.70629688818264,70.63118831174599,87.18789255127741,10.0
160,29.28032517608873,57.753422663363004,41.175045436624615,39.8176728665065,83.45499744619087,10.0
161,10.386520602306959,57.583035995206295,55.78392231983144,50.625194281361914,68.34922664902862,10.0
162,19.478123859551964,49.38670313944536,52.38782137258226,42.25271511017065,74.53111451361936,10.0
163,31.701781776566733,37.96552362999266,38.70305979744646,31.358869826845467,93.05794776183117,10.0
164,5.951557783230184,63.483891758073014,33.244385035011064,55.55893540515094,69.46555886938776,10.0
165,20.50414551630525,38.09415364865177,47.083909392396784,45.713349916993444,70.09631553791064,10.0
166,25.54604933967982,76.98864722908888,60.09188084914922,49.498608840116034,77.50299812648377,10.0
167,5.341573676340275,43.669861836126884,56.58936759453132,67.09666498024555,70.54485161935116,10.0
168,22.914530620080082,63.82113189690109,52.55860474482211,50.73520237073406,74.3883397876533,10.0
169,19.728334255664894,48.04468984019549,46.460567357498284,59.521634658154284,57.95388013634802,10.0
170,8.51674981077233,63.97999107352365,63.167922285430464,42.169120548002766,64.57426337370678,10.0
171,22.379125882902116,44.5746049504572,47.68787197479682,53.769080715022255,70.78323469168606,10.0
172,24.425994387009567,52.64175754996082,65.07421466976528,61.38100113042561,68.50717303764418,10.0
173,33.93330466819,52.86404518158283,42.304124123654745,43.904356133906646,101.6858986860907,10.0
174,11.013967823335477,45.329433760931636,44.23418667412525,60.28113549467989,84.00428716341678,10.0
175,11.551585506088882,35.656412555142936,46.04390075520987,54.37587503975241,82.65834000749092,10.0
176,34.916995854889784,62.41709635043859,57.349054899349504,37.90593865921645,88.56434140933858,10.0
177,18.45862097332886,57.29805758831935,40.945708423415624,45.30073380839775,61.81193086728558,10.0
178,20.04821971120251,47.45894897503923,52.9061334059165,43.57577946849424,86.13461176598379,10.0
179,19.359224726404722,43.018082649250736,70.92061770882516,67.14036002731457,65.2487728976276,10.0
180,21.367941712125106,55.93516988795967,50.58972466895392,45.24955498929092,66.18939351297718,10.0
181,19.897783846816502,47.47408051352727,54.420011593445295,31.74858817838756,64.05669374283231,10.0
182,9.47349094084063,47.44577198082825,48.33211997600105,33.9220563497707,69.62826259774322,10.0
183,30.450430635884135,57.47854503195983,20.586285650860443,47.26128202082265,86.93116215141156,10.0
184,-0.3705569834760247,24.871706855867554,49.91472255320499,45.884336072471356,59.0550526981428,10.0
185,7.641480941207852,72.17359715280375,55.69924057814126,31.90087508615637,61.69729172181415,10.0
186,27.938830529165145,55.29035647225944,61.129587441666274,37.7813181065896,73.75383007557718,10.0
187,15.816695753112642,61.62330586084435,60.912893111772206,49.63825568052765,79.67627010399475,10.0
188,19.973049425140655,38.67497869526191,51.62762942371586,60.98534722726452,85.18848902335897,10.0
189,25.86059454515605,55.87306685751096,58.46170998035831,55.10551288331824,72.14909244386352,10.0
190,-4.19365747589565,54.92010982419399,58.75424733254408,53.60264012147918,65.15750798743848,10.0
191,17.52913958484281,59.17497413653313,62.58453046041958,40.84721467021199,74.9929503919604,10.0
192,24.948130287956193,54.655161271450254,54.40205552770841,45.1688712303504,70.13855746661078,10.0
193,0.8091539389141171,36.473544449437895,52.6583902913065,45.85049177606324,55.72711044278239,10.0
194,25.61506206763142,63.80571017496098,19.75623334300281,58.94939984074314,77.5463678946512,10.0
195,27.43435483601435,59.25015472697983,53.203391766596525,43.11589202016397,91.40589290815029,10.0
196,22.08596741860949,40.91783896547216,60.30860126195191,37.74938610280756,59.20257292106562,10.0
197,17.02122937121402,68.65823935936969,62.526265204526084,32.94814694855359,73.68769572474818,10.0
198,22.3523186086292,41.61406865500789,50.84838959861957,32.20129885581851,65.90858908424092,10.0
199,9.675253587168422,59.667876214581874,60.10579722522435,45.73824347721504,57.374267242716165,10.0
200,19.51499232279491,39.650309213074436,43.839256167015364,61.488537212636615,93.42857960686896,10.0
201,12.32942534145922,51.10687839539662,64.44711690484436,46.06733323945957,69.74617056886842,10.0
202,13.77247491942684,62.89835473753403,39.418600737316034,47.209184284807904,78.60303673230105,10.0
203,43.73316322147917,45.195741123730215,69.0175541872803,52.180496700599655,110.027654242592,10.0
204,17.694222551281868,63.718687402708774,52.566632705678586,63.0943341945178,64.70548608384145,10.0
205,34.29777387461638,54.40581274804103,56.03770191313923,57.19003248420695,106.25300316998936,10.0
206,30.221725375176558,52.68421195471539,38.3277863084692,52.9276013896111,74.79171176945549,10.0
207,27.11892582553543,66.79100456543307,26.312789299702537,30.48914942785992,93.76964017591838,10.0
208,16.11235258462683,36.64070432817787,36.124830108803735,41.65984782934139,67.05661302338926,10.0
209,24.626258617162776,44.16585574559205,59.655887650313346,34.12142811478959,72.10602116533344,10.0
210,15.340984577523205,69.78931265690782,62.432198113779265,32.755811061915466,68.3739046488913,10.0
211,22.449991146124567,61.19059834310178,25.820988657505445,68.39483515261912,68.3332738907049,10.0
212,4.07601582071932,55.3811827808461,46.02105147101752,30.05669103992551,62.452166764931434,10.0
213,7.899061234099504,51.10476685546987,65.29183523250612,42.89769851118933,74.44978663791984,10.0
214,33.130027729743254,34.43521864085128,67.35438408534334,55.02859996992193,96.04324751793415,10.0
215,21.52191533207258,55.212422451232435,60.53955643932874,40.6560395190794,85.24103387305352,10.0
216,30.895080214299988,37.38490160372136,41.96531742875652,63.94551465786575,72.57429654742,10.0
217,20.494307548364798,61.062378943360514,49.35620449710898,46.08139974789478,72.30906025615403,10.0
218,22.457676913675968,60.12276529940216,54.09510115655744,47.24942903924549,78.55050273551107,10.0
219,12.99293301897134,49.89056283508452,70.36980344039108,22.93711682982186,59.40157766368813,10.0
220,24.220703854701064,37.697602337410316,39.531199462991204,76.09946604959949,80.84405247011594,10.0
221,15.244517394636917,54.02565214082421,45.33663608364261,48.96246726872436,67.0800610440353,10.0
