unit_id,ViableCellDensity,FeedWaterFlowRate,Osmolality
0,70.59946542651664,61.89197466558678,38.04394333752607
1,74.73369696196195,39.061768430205184,40.05926323286404
2,64.02966892649927,34.774108944357955,40.16283052104471
3,70.39917453191023,60.552423640454954,49.80613565543006
4,72.13605869245315,41.68236721565853,75.43956713432429
5,78.49875466623277,58.36885484757696,52.82205448081619
6,84.08487879216587,23.186270342855938,28.4673591731859
7,70.55776691076788,19.530010561303655,81.44687930928777
8,67.54665458913048,38.330403959575875,62.387464461883184
9,69.05841343696144,20.222422319068183,48.440570482643444
10,50.77837148138268,41.522812149326796,63.19024696897589
11,73.13542708139188,55.56562409304551,40.39107660117189
12,76.42230352148175,49.302114836263534,57.40256748469601
13,81.28187597245459,38.730785275471376,30.091169695254518
14,77.97517297820858,43.72176417589927,48.243603440711595
15,90.41341854218733,38.00273730189794,51.133813926332515
16,67.19359343356375,32.2454956847185,56.08094424353974
17,70.9971707632203,22.464358328861316,61.69695509932818
18,74.87272378396628,41.50282243734107,36.65669131708477
19,79.65218735878439,31.195286393474518,55.632922565558935
20,80.29293108893482,33.715857843726255,32.389064788701795
21,70.01003168835771,56.34677173935211,48.69014191717343
22,81.78413401878886,34.08303836877127,64.17211112947321
23,87.62183345123412,44.867104667936175,22.922592566682308
24,78.91512842570691,40.06903011385851,53.327102942199595
25,53.805573186707335,25.239005679718097,67.70393197036346
26,93.00728932674217,28.439478214205586,48.28511940722504
27,72.97998714945255,56.64016618874733,59.288023434178946
28,82.23489773803433,18.42317469943542,61.42991684946351
29,74.43039402656707,26.605238683950446,40.1697940861562
30,68.5247937766837,33.34993790608253,56.14093055615949
31,74.7603111631824,33.04265530034078,33.2810225521699
32,72.76866368616719,23.578009909753757,55.62828284468328
33,81.60123515543347,71.93387016676753,39.9151506326602
34,61.374792006702876,73.39692464899858,62.246458887275665
35,74.66312855573663,34.789694420425974,46.07495019682162
36,76.74167930660576,43.87937620151477,32.98158749155352
37,83.96116633404459,61.876109214512844,16.292766649499576
38,49.96514916245526,56.262123357868425,55.75194780925569
39,84.40469792394236,60.78465285009579,48.65541883071767
40,75.16328517443725,31.838325002348284,54.64820166361057
41,63.41559396516804,25.231917799904927,62.768421360662266
42,88.8898569541095,56.76531407219096,40.05091569458772
43,76.67693944932373,40.51135369085854,59.76026916183605
44,59.74919336589411,62.212995725546115,47.156060950391236
45,58.289502079721906,35.53522312987445,49.30733559743946
46,77.32990569479328,59.21172134195939,50.92070506233688
47,67.99345588817168,42.45272028856924,47.9709199745779
48,74.77675380079782,55.5757617081679,15.435126452713906
49,63.82346817110691,33.086436285001334,46.651356729753566
50,84.24103960196533,23.35143195615064,21.36007672929918
51,54.32115026476428,49.797795343659594,48.64560094839531
52,80.595503282644,23.03467891687369,68.04008777833977
53,60.67658184175412,48.414922118029,43.735867138927304
54,75.10708850585948,23.26557062832152,60.163501848160294
55,80.99819715931909,45.280570522562904,55.8896442993085
56,61.60526266611832,18.769241634220474,46.893105087574725
57,73.60691702553855,56.62836973196812,60.713738745391794
58,91.46890778671835,24.26368095453752,44.35892588904973
59,81.25897688788714,62.057852542633285,49.54312052702774
60,71.82631924772876,46.23189970379324,62.86166325934092
61,52.14528560482405,48.37925151720024,54.114571464968456
62,79.29593401965467,46.05938857796072,62.481676181300074
63,88.02386977558787,28.879021610940864,60.441467610545146
64,80.82318228318807,32.05070621911372,43.092515639692905
65,51.22873187883921,43.73448495749894,69.11384937094527
66,59.895582449649154,23.887545906177966,42.240612624551304
67,77.8429034402915,54.56501281161462,37.86167004476745
68,74.4889869089966,26.98397104211135,28.146280903965852
69,82.3069448546625,42.589529837155844,65.04663038735677
70,75.60116153652814,56.346732505429145,57.97519043363229
71,50.38156111947248,24.99120995568012,51.048979958886314
72,73.30623378344222,26.088672494632743,64.57707595006077
73,48.070531399310504,31.63473216090854,43.76782544931354
74,79.54066926466312,51.39736092585366,25.398493608711387
75,79.98312015647387,47.87439949577264,60.82585051875938
76,71.1463537946812,24.387914656005,45.6643523245974
77,68.05273513225877,32.658295117279074,54.34846897309749
78,89.11605349870648,34.40068138142915,51.31080730885357
79,68.667984871076,34.428447054358074,59.31607485157205
80,77.98788164428152,32.32589812485758,71.03353838205584
81,79.72157665254717,44.534263650488285,33.20263710611312
82,90.0091429224737,38.025766634697696,65.6933570208427
83,73.81179963832368,20.288594273411984,37.71332090582307
84,68.88832206112828,46.919903000573974,48.802060031538055
85,69.28969886000057,58.28950815412075,64.50309485739828
86,74.32700142269066,46.41623205526385,46.25513139869844
87,76.5466437780801,44.64523422803118,41.38590451760603
88,50.90918220201142,33.094157849002386,52.766720664807046
89,63.66671307752782,43.580314345063016,66.8991639846522
90,46.77474198954003,31.44281559723676,52.96563749258856
91,80.15675091047783,66.7125001565483,59.80270089711546
92,98.27965756598238,20.654319755563378,33.14265517807371
93,67.13427050621844,47.92945536373661,51.787383218091136
94,80.74669401463977,48.65594472718703,63.65271683167636
95,89.9480088618119,58.665498064396395,40.93834624969071
96,59.88617950547316,43.514709642215394,44.246179697191614
97,82.75424465065878,42.324884869684595,43.919938419907176
98,80.73408374657485,46.361739706563725,51.18209607519298
99,56.421824876581866,54.60555636904975,28.250167492220605
100,70.36298085686664,57.63479481419441,36.654943280862646
101,96.26760701098667,50.28417040759102,56.04233116825482
102,72.64768518969588,12.456870544906373,56.073854747677814
103,64.61011282380571,42.40778243749884,76.02860983414182
104,69.59184161202062,40.50737630068331,71.64667142199934
105,76.50435271726086,40.98848268084483,52.777704761364625
106,77.65096338743894,35.13630175365221,24.173537966860412
107,94.86337160118394,48.07998693553283,47.648008439087725
108,82.07712535950247,45.44181259980082,33.46128633777379
109,70.20430523538282,49.200596402323924,34.61021401419566
110,73.51267723276065,63.014093000259145,64.69196866869352
111,62.732715048817646,36.33246053232712,57.62768427140081
112,56.69082016122946,37.49386266786628,39.72207014478406
113,87.07892407287657,26.711627757792492,40.37330148642053
114,87.02928822061445,38.250038652303324,61.9158125073025
115,76.73593930430884,30.96784841831296,41.48809191503533
116,89.57060724530949,37.879809280845954,49.52601344542861
117,71.8780210038421,35.10697708628707,66.88914858462326
118,100.47680670941412,52.919066828900284,64.38130957842829
119,64.29214789442078,52.21370953440564,51.58231290598807
120,58.23900989466652,14.718815833804095,60.69105143206904
121,78.28153548761021,37.45669105372716,62.89487319698599
122,65.33730138822709,32.592723970258774,51.01889103751036
123,61.26539614466125,18.47711648919266,44.2908877489976
124,76.64995372229227,40.145470795650844,39.28319273771577
125,67.23255432153333,47.79103458434491,40.23953084989408
126,88.59792490343978,38.88905035555478,52.27603317677425
127,86.10130033803942,37.95869498851177,47.684187835147675
128,58.94553835852538,32.24343421778221,19.233602742006223
129,75.42105189189421,32.553583526947335,52.607513605365
130,79.98461543576903,36.24345833733207,46.855635836156
131,93.12944709945718,25.630451918614632,45.895626121318756
132,76.60141193326972,20.378444677099466,23.176366586298297
133,75.90735063277987,39.322898125351486,50.87493981479364
134,63.901772558847,44.725835877232136,64.73309556819287
135,82.12690544152312,27.58425930612487,52.94175228577034
136,78.11646751568196,39.79113784856502,34.193910530360945
137,83.87979553609973,49.439788506660975,52.11859324404202
138,90.39281902600234,46.6176986208091,55.162802228996135
139,88.46613197118889,45.955277000306246,47.17184592531778
140,86.37986479647793,29.00083343455566,21.505755150402432
141,78.74873960566532,38.2870249372224,44.68049000697546
142,69.24819310683792,35.984644169612736,35.2148651274794
143,75.85900525954318,37.891918267972486,35.062942793082456
144,77.61557562849039,62.62171571417454,46.06309053418817
145,78.59827401702341,36.89435209582885,25.38621524551315
146,91.24138701065813,54.60579883197345,44.56516509822122
147,63.24534662313884,31.472666735564083,31.88088436500933
148,74.93879910638469,40.690287787043374,49.624055617916135
149,97.04953132581426,34.38581249259227,46.53068629232865
150,78.87151605838274,11.711719811715325,48.50222285645397
151,88.06040137528338,33.63452313438357,50.001351559510326
152,89.08811091309107,52.96044314591194,38.17716714178473
153,60.1674062205649,51.36857813011368,66.29388290825533
154,77.98669818953394,36.41976945688738,44.55236964963772
155,66.90337873385918,36.08683057115358,56.14314108505203
156,50.44456710921144,49.26504659623705,55.77405011481362
157,74.03011029138293,42.48312712052483,22.623878420773906
158,67.93592958984246,51.1979311972174,56.22805949468279
159,82.41216559818811,57.545811525729576,51.643541564991956
160,88.68309920348472,47.4109416355808,69.1172631495248
161,69.85665907645279,30.411490713597743,40.841187168726
162,77.92990846833972,39.25920888099781,69.1053773834081
163,82.00687794306413,28.22469856216844,41.71130177787096
164,80.46248538283417,50.83913578911179,51.674454556894716
165,66.77400745051428,15.460223364933185,45.476719806778114
166,56.34561027093598,48.23682562439596,51.58130093206831
167,68.94494850764004,28.45447892300958,37.764132652472824
168,72.09569947868195,22.268114030110993,47.545638093784206
169,64.66671242310775,25.578531163078477,64.32552405655399
170,95.29623850400503,29.34486616552846,78.51938924447418
171,74.52070531980961,34.18636446421881,64.30666037597115
172,66.01439116110372,33.23508140301079,64.15037817497493
173,76.97329634822445,47.55032120915811,26.333923891143463
174,79.52269830834018,49.90996428773036,34.00563283154281
175,76.48180129832483,44.29215326803859,65.65369655829035
176,78.04545759575174,53.19907461498815,39.457338222765266
177,56.33098333949913,24.921994769852162,26.08795884481997
178,86.49904638912328,25.873452831857136,56.24595220363757
179,100.67621965900368,46.67937150715109,64.97091518496755
180,59.95238989688727,66.4648721960233,53.62000231098612
181,84.56411739738479,32.756663535804215,38.24529525108797
182,76.95264486531246,55.2183197174892,53.102599326217856
183,76.2798647590749,53.566320398221045,53.09526155148435
184,83.68182332345111,44.70816691756749,56.25434350434598
185,68.09294904842942,22.02442796205329,60.48778102012877
186,84.48248714228026,40.305186787131326,37.1016365082628
187,68.04971446285342,38.0699747183364,57.59939689761133
188,67.62727959557854,30.20128703787383,39.24217542669665
189,78.29061098791614,61.767277323815435,39.255269996895144
190,69.94897598831531,27.29976520360526,43.9150846216642
191,84.39566307138166,61.13144906570913,68.74527894142861
192,45.845925993712406,32.145464491844784,41.81031244661975
193,77.03372256954981,60.323108188582175,48.092378450104114
194,103.30597910650022,36.16614965267555,49.34715640831811
195,66.69839013741276,38.30460197454742,70.20857398225219
196,94.94894670096505,39.57280670758274,38.97153474517161
197,64.44287138237796,38.44123578382408,36.44671214671449
198,62.12472322614014,23.56623004559661,46.43094501055557
199,68.58273918255445,25.580510233815517,44.568685827956834
200,81.95550973595891,77.10152470226909,50.50705866308243
201,68.94853851142412,46.87344237753466,46.081493012033654
202,75.99780356502397,43.79077795677643,23.18281761364164
203,55.35353741487129,49.73573661967331,35.096870613604985
204,74.45600634891869,63.33460952182027,60.867125187964554
205,94.96093488393564,33.63975891441704,44.57009429639002
206,81.11803507808318,36.14298710051757,46.51636222760182
207,62.979225189649284,35.59930445157477,52.371697946347396
208,68.34674432410328,40.63842762010265,50.23060640331282
209,65.81411597165263,57.41299875475203,57.57487066494796
210,68.48140368504812,41.88183973722426,36.41842150569446
211,62.32366497963702,48.51827763780441,43.19094628498098
212,76.40371538889096,13.087184977370967,48.98122045203566
213,80.31499867153643,55.39097864377958,43.92729492016843
214,72.55964276179856,64.10815426879519,51.43485063116091
215,64.42252900907216,51.45226793930812,68.46525657650432
216,82.53708053005951,15.144197807410215,57.007313252587366
217,106.80357246952236,33.29223872025382,34.776202606140366
218,74.57412624169419,11.795507912798456,19.728417261663832
219,62.73494545804217,20.969097694255478,35.60831391850523
220,64.04789219760784,44.10947849068477,72.63499154211141
221,76.12909658455717,52.25344755430151,41.77894485967268
222,98.21372453479661,21.291612426941626,65.37301046820404
223,85.25708599733119,32.471384346384525,44.08222142844665
224,60.5390730128608,41.308437170846396,58.705683753093574
225,83.50502785702867,28.068084326304145,49.98875096217023
226,77.79977222433999,30.849881134647212,35.64486942069511
227,66.13342160770982,43.48844611989745,36.7266813514166
228,90.29919645251809,25.473946614045033,49.03671003198765
229,86.48397012710869,53.931073674907545,37.99350368596014
230,93.45024323629411,36.595631839358845,47.22601200265366
231,62.939784639821276,29.236654025815984,35.17594779625941
232,71.48417725871857,45.79069038206188,44.84968502477645
233,86.33372565231552,51.41091772096207,63.3595214892525
234,46.23041314525865,58.65683447762025,58.464819553759334
235,66.9826867895042,27.80579915515335,40.869054154445024
236,78.19242787863382,29.72815614927837,41.42240646789545
237,70.9086691609536,49.07929257277425,41.585234281244674
238,79.29345036672969,25.0786251096252,28.131691973271746
239,66.56223462905035,25.658380558042676,70.50085505435692
240,69.63921273833871,45.51199788436951,68.64213703122964
241,64.38900424901597,41.58316731042718,45.27493279322342
242,62.91878846748789,48.378438109519955,37.844268102647774
243,92.0049240059519,51.08940673020616,42.62110081095849
244,90.94676533264371,34.7275536066244,66.32944370647428
245,81.21156747164,54.3388294059341,72.93682874470736
246,66.93166064011234,26.190208599971236,44.173329805952875
247,68.69103751997609,32.25110890894739,37.529904799092016
248,67.23991413662603,59.115474548363494,38.78140371081935
249,63.91677720458259,30.895258035587595,58.044001492786684
250,85.55016978517128,69.83145653041915,43.92946152132306
251,66.35859877896036,48.12689473001373,49.315973181445706
252,71.470169019518,26.42346926225578,58.84667396990862
253,93.85152762443245,63.025625069273026,58.568205430908144
254,63.965734851363386,34.50855118913522,56.654595608413565
255,89.91253596401843,43.52504938034624,62.83825428544209
256,78.37988443515422,46.1787475622519,48.28362693337785
257,78.80456864796254,46.66639215244677,60.650041982507844
258,59.93117513580028,39.64785329512952,47.65341661348091
259,67.23570045430189,46.00181450642003,39.192944802420435
260,55.189330860425144,39.324462906225136,37.94114505982168
261,48.865296544121634,27.376543359503927,39.93188970856548
262,72.24273062108816,41.559666082987135,53.27118111365055
263,73.80491809003684,48.415286182266975,35.067431180340066
264,89.02437907002991,32.59085154864565,46.31052962451478
265,61.78216538213282,35.52461189254841,57.55872131549733
266,74.89236054152262,16.47794903269636,36.94055511155125
267,73.99801246569477,41.21353367286119,36.59682696515427
268,70.26383702305523,29.535460249505125,35.82446077453058
269,76.49858118628818,26.694822224406046,52.1645453408312
270,79.8531776379648,53.342876795659,67.48023024998898
271,82.43460582034677,35.55406313386834,53.34207772744791
272,56.49839321940798,35.70452294753775,28.433164523825234
273,73.45459436213865,53.61838657097717,52.289061631677725
274,76.2706283232389,22.862797116079523,53.831918286410215
275,71.79772942581155,29.25286137015271,46.931791432733284
276,85.19533009295428,28.76835629248538,63.20840183985561
277,80.1132360786007,49.73900888640356,46.69094556222284
278,85.64110273152347,52.3929843352403,34.82814833191346
279,95.02638084232306,48.69230127086824,66.35914269914514
280,62.558261889790074,43.85200537913411,47.22045142657289
281,64.02709112671954,51.897057505158564,64.0740287074486
282,94.0008357669482,45.33687999148334,54.290421498052034
283,74.35931294655511,25.00696691600004,54.0388145526824
284,93.25259282580981,15.631379403006555,54.89657846527515
285,68.64054854343556,44.22307275894392,70.62031739090239
286,78.30100068158129,32.34057489181405,30.25542758227553
287,70.38247119226794,-1.6101069608959504,49.20343562179848
288,58.62642076441255,41.993939765858556,51.72168177644612
289,94.71861813747752,47.78976395296855,62.99347527715
290,80.6007540466879,30.049018658338774,48.27309627016252
291,105.62613588804012,51.09392437290655,54.55470142103546
292,66.23884302755425,36.82917964155589,43.127442637221094
293,66.05337298394485,35.718352520026706,50.26958481468881
294,64.63839857875722,42.51748822937937,57.968148649156454
295,80.20490732542449,47.29714382488984,57.6372666009056
296,68.92920311216032,37.82083699098989,36.32062331778929
297,62.688990382151786,44.060562104236794,40.834929051942304
298,66.35946760767274,33.243867868451275,58.249160522400196
299,69.31009083444343,31.95541317721262,82.78426543293267
300,51.726950628729156,44.43467555309278,50.84264472511916
301,74.47335424660204,41.1118752059128,51.25584772926071
302,90.26476014088306,42.48230025842811,37.443672707650585
303,65.37605199643248,19.464464657606335,59.290979011162285
304,84.38787746984296,50.05739796089526,52.980383336217336
305,81.11145012384773,41.774907592107596,55.73124236744385
306,96.04629473567682,47.277992575408355,63.76568655547011
307,71.75098074165169,51.768434907675605,70.54448393212515
308,74.70446704687511,32.23024918631907,60.891579707123704
309,81.72080895086037,34.91955081228368,45.35338431367062
310,75.77360084617075,56.443421579680184,46.94930181042229
311,65.58203521269726,66.8268708601732,47.55377682337309
312,54.677406331677794,30.039274318687635,61.45198759507548
313,83.56947119091471,39.26689368191896,48.93626468615477
314,67.37282837395055,32.884793911417454,60.74190211187807
315,72.11354760019998,14.510863237696709,36.9991227362775
316,74.22329702397067,38.17018986157868,78.72262452875934
