unit_id,ProductTiter,ViableCellDensity,Osmolality,CO2Level,do_FeedWaterFlowRate
0,27.387696493615305,71.91556919108082,53.332092091514156,52.99876767940414,0.0
1,23.626779915899316,63.005291711565874,50.009797281592284,58.56755699647297,0.0
2,32.306896602598556,62.464121375052386,24.982327454838227,26.265322756171116,0.0
3,21.53918136310807,66.8438011459594,52.527416361646104,65.70456265147779,0.0
4,21.03411049520231,64.74387396509914,52.17352088577305,52.196827675071646,0.0
5,28.99294239093589,66.57564504351556,35.184668016907175,38.935162054270734,0.0
6,32.12646022877834,65.6377425030433,37.71605590008077,54.371409596476795,0.0
7,34.06340889691415,78.99287127234658,34.47185690910455,37.3602595875435,0.0
8,34.49983608849334,70.66856112768528,22.632950299279354,56.59090869396578,0.0
9,30.978370412317666,75.44268082718202,60.762612176808275,46.8701574378317,0.0
10,26.535374446221645,74.03705652763459,30.83303981847456,50.612191544387,0.0
11,41.925275375656604,98.28822844771558,45.0706982018821,65.17440390635119,0.0
12,28.134538204106843,73.02799666960064,64.47672310872973,39.77414288050405,0.0
13,27.27202970523283,79.61755937698483,56.130968055635606,55.21278433535081,0.0
14,28.8019294451779,78.07998984587621,64.09456446268818,33.87109427324638,0.0
15,26.59318636834385,79.85369920031904,31.244206312970494,31.93215259773418,0.0
16,45.2965487783079,108.69347042993634,37.27327428815606,48.01918319091345,0.0
17,32.544887505161284,81.68851929759802,68.40330326855613,34.81501876592376,0.0
18,39.113700806682246,86.21954291745851,47.876268929835604,62.371066073488045,0.0
19,30.661022126176732,85.98222718762207,51.38908067943428,54.521698853204505,0.0
20,35.76381564911672,80.18403147015853,52.12200923458261,28.008421830115907,0.0
21,29.068567681837074,86.35805944448634,51.14458326935392,44.650706993050704,0.0
22,34.29751568574745,73.4716992342687,68.97425467303559,45.66264878598403,0.0
23,28.9276048798445,73.18032809202563,37.64815961394221,71.18404292219297,0.0
24,27.71576227076624,72.3288583551107,64.60410742633258,44.62190508519841,0.0
25,33.22949902588116,78.79969308152675,60.111828713161295,72.37456623311571,0.0
26,23.750327376299552,67.49868078981842,49.90694838154886,47.24355777963984,0.0
27,37.04128128989773,86.00321257144047,58.575164629535415,60.790639033397625,0.0
28,33.8869373541859,78.84140012617453,65.7301570884855,53.84266358486874,0.0
29,41.49895994679136,95.85352895572684,50.76350712293061,61.778812798446246,0.0
30,24.3635317196606,59.73056724121071,71.10143007843826,50.27014933517152,0.0
31,42.922511108953536,105.01329662699325,68.4504683421144,75.58311020131796,0.0
32,19.795625613322887,59.988710120117226,69.73008410379056,68.85655168671283,0.0
33,34.634820343202826,72.77036955933043,41.99143313154533,17.914935828441465,0.0
34,41.13950318563034,86.30864609288061,64.17305324883691,22.554389121177834,0.0
35,22.63992789101176,55.94077396380664,30.930115176493246,49.244048082947145,0.0
36,40.4688082882466,86.02651718973901,55.142332745933835,53.78270188968747,0.0
37,33.587083817270404,79.13075915663352,46.095517922119875,54.76264931256414,0.0
38,10.9185886459537,54.08267512283494,50.277028771698774,38.6354177295,0.0
39,23.77923830680731,69.04095498304338,65.73925307061819,44.44124213457096,0.0
40,30.93172384113358,68.5375162831769,24.176168450088994,40.12667182376556,0.0
41,29.483311157163822,77.61905140104025,56.28724780739729,32.16588888001209,0.0
42,33.87760059917151,83.04727038941498,44.23053653779023,42.643473500099056,0.0
43,24.743624553337366,74.11538621204387,81.78353136791587,38.966837835852225,0.0
44,33.497894660492356,75.43897407421402,56.95435084773964,56.50950621641593,0.0
45,20.987633135020324,65.91008792435035,47.23650530376956,55.84121913552734,0.0
46,43.21425876258394,91.40575573874484,47.10078674990483,76.13894278528315,0.0
47,23.112131201027914,79.55741067759236,34.56177490419407,41.923755294709345,0.0
48,35.290231395581976,81.88400741990613,51.36600199280193,48.37928630464196,0.0
49,31.411923819088138,76.8088712285214,52.84607535642509,55.6822717639405,0.0
50,26.306032076681756,67.18775244351545,43.701972219044876,65.75330101269887,0.0
51,34.58479749663329,91.92132431712552,63.78720215794823,43.87267099963798,0.0
52,28.0613290247874,79.75725053343221,65.18724877820974,41.98300174723077,0.0
53,35.61059586985817,83.10080508952059,50.3143168191069,29.930695081762043,0.0
54,30.64046247992778,59.942448917980734,38.829581963824914,38.487891052138174,0.0
55,21.00915868613676,68.78153247712554,18.271199359756558,29.234024243915155,0.0
56,33.25727060936333,75.91542202817355,55.47002230515554,50.118897973162035,0.0
57,24.76782867256528,71.47447110292663,51.73627583702634,70.0677861924497,0.0
58,26.598558540248003,71.52548951772818,65.28801087351627,43.91223396728752,0.0
59,25.1271657884517,75.10626875078486,22.601687394365378,57.086774078045536,0.0
60,26.15573126529748,73.45024042847058,32.908108184208984,45.77176740622926,0.0
61,34.55069736498395,75.28198605965791,46.34185862239922,35.66311712617313,0.0
62,36.10958990393721,82.0590426176131,51.41173595260058,49.69355706796544,0.0
63,29.758877471350726,74.85994923188365,36.19259951000798,37.95155675433393,0.0
64,27.450962049024426,78.0412367672388,76.16529698790123,50.32019360989835,0.0
65,24.08814371237625,68.39973867654233,67.99241494287529,41.43518482739812,0.0
66,31.431642681352518,79.02014603962694,41.29718073685797,16.298903657384685,0.0
67,22.647521505417416,65.52360192826663,29.631650245562735,47.289614507570434,0.0
68,18.1736189475937,58.2557730376362,33.4488162728032,55.48922116169523,0.0
69,34.11716111705548,82.87175447343074,52.96599129122894,48.091694631771944,0.0
70,29.520541708691706,74.1262557402589,45.49485806058188,65.95390911292236,0.0
71,24.27401990136053,73.17557790632752,55.93130763260497,52.91839065016261,0.0
72,17.97385117881576,52.977449500916606,43.833000702860424,51.454295784351274,0.0
73,30.297969696057613,89.79974575802309,43.55183373226025,26.447783434904412,0.0
74,27.057421238729166,79.20138160186258,43.87776571725434,46.59823152852205,0.0
75,24.14429812083572,59.36557771559465,47.610053483584686,58.35956022561791,0.0
76,42.925591795208064,93.213392230376,39.213641875802516,47.39582774367872,0.0
77,36.93535688436022,92.70936339426417,53.198972353134074,55.83010126673403,0.0
78,33.0170814821672,75.17123836210513,43.2872637891246,56.49569041473865,0.0
79,34.39402978690866,88.53757422251597,48.39382288452549,43.28902297232507,0.0
80,31.495862975218337,73.26148278324418,54.04843727221211,46.34136953397247,0.0
81,31.56142040745688,71.41487514551076,51.730185682901244,50.5338428652246,0.0
82,35.16155350086911,71.41841724613445,52.71467260955851,43.583374332654174,0.0
83,23.902198949504577,63.846604964930805,62.044124257859785,57.0241419975729,0.0
84,28.834787930492233,73.97483596700516,51.232057036143274,63.80833140615487,0.0
85,17.142496529820857,66.86536043292814,56.37249293948929,68.99922889523118,0.0
86,34.36817073520243,80.54185573800991,44.84701650471572,74.63570944950888,0.0
87,17.89439780730876,57.42200319719128,67.04859653873031,46.91900751024226,0.0
88,25.68549661006826,72.6011377539705,38.38029315950691,44.596561469189496,0.0
89,26.00102958990777,63.89797474370069,58.21558928099778,50.16212859505524,0.0
90,30.542853997168514,73.28133748595187,68.58611722706254,56.29727623529146,0.0
91,24.982346024147855,69.43134777292371,18.271288837487127,49.4920317451571,0.0
92,33.135459896768694,77.65043166772679,42.20711144316288,57.63827499925256,0.0
93,32.78658999867474,78.492733171387,60.411051023411225,47.18049770831571,0.0
94,26.30639045639116,72.25525072303662,53.82015592329717,66.48325682378986,0.0
95,35.19516551408276,88.91752535779801,43.91586078694417,57.47843266010996,0.0
96,35.39566843983183,88.01442453660422,51.35680131639521,36.3334281511426,0.0
97,21.778614999428832,81.60247393026307,52.06928867716386,57.213768562407104,0.0
98,36.17334340279262,84.81727117785535,34.14177711707258,52.85377383573049,0.0
99,35.754593107092866,87.84595264286224,47.225367428265976,54.9654719444729,0.0
100,41.39095300189303,88.06709510319534,44.511123419391694,47.39824963304617,0.0
101,15.685106850401038,54.96549544326663,52.66033142390267,50.41424955805117,0.0
102,12.943250477184797,58.39619212053662,56.8844741315289,50.95387249446548,0.0
103,31.24835934810581,70.65421288093943,29.023041588566834,45.52425737017682,0.0
104,33.676899659189644,74.36424077258069,35.37201968334515,31.108649509985835,0.0
105,21.6433292711799,67.1349326339436,39.768900130229376,30.27435779097798,0.0
106,30.994013974866355,71.46448154937218,62.84612224562323,47.143525822049696,0.0
107,29.028239722731403,71.1702191516859,55.726322689611976,33.09740270720838,0.0
108,15.987360310607828,63.16498432505758,46.70133219806492,35.598442395945305,0.0
109,28.810279882270738,70.01959426990881,52.022472916427056,56.91272215623705,0.0
110,31.326308538730597,82.50040628738792,31.14539813039178,50.648952822788516,0.0
111,35.8785872249097,83.12552425602578,62.97461226110632,47.94618298741088,0.0
112,14.328569903826684,58.77677695331776,51.92070913172425,53.73604020868788,0.0
113,36.82391952028664,84.87608765910817,50.771347134997825,33.267796797495485,0.0
114,36.19907106785557,75.89194334814468,29.914611358601764,39.79277624393876,0.0
115,30.21324179915875,80.52045416741035,19.291086383209016,62.43905069574539,0.0
116,30.871595143997926,80.10054000663473,54.974372098802974,39.99755525314808,0.0
117,29.027638844193458,87.5633437954599,71.72159576104139,54.19422299514605,0.0
118,22.168090619130737,60.80860645037551,50.88036835267489,52.3471637942629,0.0
119,32.218878236838435,67.53495026681297,66.53989473442583,41.39152600793512,0.0
120,26.944849515370525,66.61413382383992,32.70446351924698,51.7706697691631,0.0
121,25.06428223359745,59.936964379071874,46.23342625051126,31.95495336018212,0.0
122,41.04605751863761,109.01023067931908,27.050223040033327,67.39012977037639,0.0
