unit_id,WaferYield,HumidityFab,SlurryConcentration,do_set_GasFlowArgon
0,10.460997978024317,59.21685147026785,62.72002650901933,90.0
1,35.71961882557787,52.13427903637703,58.85947981488705,90.0
2,-11.263192281048498,47.59257412307548,63.43280483508581,90.0
3,0.9237237814278707,50.77376552765425,33.667783768014246,90.0
4,11.310125895361699,66.81337390369005,38.57054113547188,90.0
5,-15.263042969445426,35.70738019368375,26.28904741965684,90.0
6,-1.9007260855632975,66.33352565885681,57.981604670805424,90.0
7,33.56035166667457,49.65533361247132,70.28942088083315,90.0
8,17.929797952085426,55.73689219797696,66.2696669645298,90.0
9,-13.054695746305667,38.168552377569505,53.11867874888033,90.0
10,-8.414223046073305,65.1554348956823,52.90527246254931,90.0
11,6.864570068384598,51.10853200023247,56.67439574289047,90.0
12,18.087665288526704,60.63448929512575,50.803366400474765,90.0
13,-7.0099220435416205,44.52546790054733,54.7986104990389,90.0
14,12.416598927607794,61.027875652572156,52.64931936489124,90.0
15,3.352076941230076,35.46967641957259,45.23322917981341,90.0
16,2.4630089533457995,56.90225869838004,46.85891540901444,90.0
17,-0.8467238032292825,68.57707825079454,57.777232888132716,90.0
18,-4.163466239908075,85.07981246153653,54.890739431179206,90.0
19,2.1685495206300818,68.42777981252642,39.1191155976524,90.0
20,18.46564690366311,59.27033416934566,41.07110164544646,90.0
21,3.2113258425094195,47.88761434583523,55.876334431621416,90.0
22,9.357197839502463,44.69784272177595,41.16766508671653,90.0
23,37.19002769394166,72.5423109404416,38.06916943743938,90.0
24,12.25603508468005,52.078798676001966,56.57527885187491,90.0
25,2.4930851621497587,35.41704442099271,60.61785076694902,90.0
26,14.756098488280887,53.06784050199433,47.708005596901195,90.0
27,-0.5338733483540203,47.13501965045832,55.99175980863394,90.0
28,8.048153797236845,48.98667240827099,52.12751117652691,90.0
29,7.6858115638540765,46.99607565728091,59.86662771539453,90.0
30,9.090350428811576,24.426346667898866,60.036912864563945,90.0
31,23.098535992669763,64.73606161480919,51.28720287308409,90.0
32,8.64936954312148,29.861525348973245,45.50778647649366,90.0
33,-1.4352058250939201,68.47710557124081,46.36606572286368,90.0
34,8.614422144123534,48.44703369771487,49.021231600305285,90.0
35,10.254620139397467,53.83794723788455,56.26252994516974,90.0
36,21.108212749374292,64.09833837743743,38.10312923150566,90.0
37,-0.833030662194485,44.73351299095017,45.36961139904789,90.0
38,10.317279803966008,42.82825294291635,33.09911134992747,90.0
39,15.081809504174851,59.77440471147231,71.46189787873368,90.0
40,-0.25476832117965675,39.42951873461388,52.03936260643154,90.0
41,10.76500363014522,45.8629145451247,52.404603080794885,90.0
42,4.164397442015108,55.09264560250611,39.73947726315352,90.0
43,2.602881093123463,56.26154495586195,45.73445988779555,90.0
44,2.420257576265338,75.62761371809144,38.419055687511324,90.0
45,5.998581865781204,44.16935281524212,41.14733818381476,90.0
46,4.201537719205942,67.1439313851482,47.511783902423986,90.0
47,1.979324380813376,36.04408162817738,57.91638663202928,90.0
48,1.9850162463864878,21.950865794372255,49.74516675405667,90.0
49,9.934912952026117,45.753622654669755,42.67226259507501,90.0
50,8.236935523777346,61.204891262284846,55.19641568124295,90.0
51,11.5227994363336,38.02120764105694,51.29928435005553,90.0
52,10.902837833374102,38.055459856162706,31.6196619766227,90.0
53,11.31599412602248,41.11284371271835,37.91043139639083,90.0
54,4.2501753371872315,53.636164212142816,66.90359217144014,90.0
55,13.584709310824385,38.82089833314912,35.94094138016375,90.0
56,-6.626426024500329,47.25824896050534,47.93036223303353,90.0
57,-3.6692475991177966,43.767554481825826,55.13688068599564,90.0
58,-3.881079734472751,48.96814228140932,49.47788901036352,90.0
59,5.945797912961001,59.13283266180317,61.58548002859733,90.0
60,1.2188919524600816,47.69826902562972,50.23799073495056,90.0
61,17.442309601830043,70.68965228538369,53.59227256615997,90.0
62,17.96357573430481,64.04766232087333,64.97218154963731,90.0
63,1.6999127649562444,42.30622092731903,54.669510632024206,90.0
64,-5.798889962838052,58.43652116587213,38.648808775016256,90.0
65,3.1227868212264362,48.899611753957835,49.0517487146848,90.0
66,4.156042934403084,45.58149873459062,21.36360708019486,90.0
67,2.213047611058183,44.239643595558995,61.2272670827485,90.0
68,-10.088277351130916,37.303459630642536,54.590297082087545,90.0
69,-8.728790422309672,49.16496469562498,43.056728246064324,90.0
70,15.50059970511126,41.991592750085,49.80053650192161,90.0
71,-5.839509506053956,65.45865778237099,43.344269100411424,90.0
72,-4.015868551937646,45.92902279938757,65.32477980844111,90.0
73,0.8481428776540065,53.933236647270014,53.16523789560131,90.0
74,11.627155854894829,31.887303475132338,61.85906922192924,90.0
75,22.843740825494983,37.3331597610716,31.045375725900314,90.0
76,-0.2202823454680618,56.24811044580536,53.780054336598326,90.0
77,2.3275933361207795,55.31659453892933,65.3660935142145,90.0
78,-5.769416389017227,44.602532614761536,39.492643417987516,90.0
79,40.906844580667524,54.251487987892524,62.703432409483945,90.0
80,15.224470060694884,39.184828907944286,54.57850925003315,90.0
81,12.750477453421617,44.63231759308298,39.87169468712907,90.0
82,-2.6876529339594564,33.85425517133801,41.50611833873516,90.0
83,10.311594243182276,22.4590326348062,48.26770675019849,90.0
84,10.995351926448622,47.01686360436139,52.96831554112066,90.0
85,3.2932701342306294,49.944196215147436,42.39793768251912,90.0
86,18.159837578748736,43.89724472770432,49.52838184530552,90.0
87,33.73649310851057,56.103278416097005,45.409486633035556,90.0
88,4.58606597600995,50.221101555543875,61.17607936945642,90.0
89,17.133668368088124,45.77417746611975,59.54691102854624,90.0
90,9.329202354803982,65.94614590864468,38.712196606099404,90.0
91,17.782535457107727,69.00974270073448,68.18459311739593,90.0
92,13.563674078685315,60.949705176155085,37.429611222567196,90.0
93,21.418912923451344,41.60389713866859,61.328075391788474,90.0
94,14.77227926451137,38.0977865071353,46.54527261112376,90.0
95,-0.06730506768896549,58.74499337481757,43.98671909711034,90.0
96,13.119872715742819,55.264771748692766,34.982686754042255,90.0
97,2.189436950140311,76.712213230009,58.48753284493703,90.0
98,11.223785011771303,55.36309583410268,54.862004682416156,90.0
99,5.179803313987993,45.036855976168326,45.589676231282624,90.0
100,6.809802028009009,75.30053212982847,52.37926668579634,90.0
101,2.4073014618533555,41.98954502926871,45.557429866666006,90.0
102,6.059610656231513,34.77532045859466,41.102878829497264,90.0
103,-17.673151644068618,39.53766551059215,56.73144184283092,90.0
104,4.468031059516085,51.194282217813104,42.00579322007168,90.0
105,14.262352406753529,38.98315465208324,66.9873750396256,90.0
106,14.305636216663238,28.345608707146862,44.84724104312937,90.0
107,27.228212317884633,53.79624854841429,56.28680971683763,90.0
108,9.398125896212598,47.70737654814291,66.51494667373291,90.0
109,16.287154309806276,48.07018121384851,53.59768333585777,90.0
110,2.3016453259160787,49.4827534726528,56.27669144067165,90.0
111,8.184111532314333,49.88160098465493,58.49351024137005,90.0
112,4.229092136668254,25.757231162901622,53.85289052391938,90.0
113,9.966716944171612,47.92829661229344,66.44366347124037,90.0
114,3.6479472333334946,66.01719878818457,34.89689159927794,90.0
115,4.879403334020873,75.39080719863014,36.366646367220746,90.0
116,7.961245605329834,52.163641105160934,65.86564483017041,90.0
117,6.22867048480051,51.955711388449274,39.20936724650215,90.0
118,13.86887416994163,28.844778930028706,51.18687864263608,90.0
119,-2.78325304985971,45.34062351715693,41.00974790098549,90.0
120,0.7266233073474204,51.52828002673372,48.57246694235636,90.0
121,13.940992812619509,43.53419997142642,56.06802328604526,90.0
122,10.809813781818471,52.91598063246208,46.90759360718373,90.0
123,4.8607519522280205,45.63877622915206,59.722639398317575,90.0
124,2.927247745253518,39.58793011073247,56.147865183878615,90.0
125,22.18519127398715,54.83468642904883,45.906367582674754,90.0
126,-5.879595193088876,58.01291507889356,60.34715921677062,90.0
127,0.9696304208577473,51.28014481163406,71.7083665561226,90.0
128,0.8086762583388922,34.1429469357474,58.941922447646434,90.0
129,10.86254126028392,39.28902416929735,53.965296951010224,90.0
130,12.64953540331208,83.9256110617242,38.79282163978061,90.0
131,14.29114641178848,32.88349004808203,62.306926871446784,90.0
132,0.6010159782597979,40.64677150916085,40.78608699760772,90.0
133,17.332333057967663,47.23238662611633,66.43556258794412,90.0
134,-9.698146114020037,42.8074612315788,38.18525959840075,90.0
135,-2.183193983970461,67.34720421086617,59.18191422620397,90.0
136,-13.533469784062968,47.35803711690052,56.0972194737667,90.0
137,-7.761965758042406,62.10388241541204,53.44643072324137,90.0
138,13.79240567066433,58.20438984676994,33.93537470924826,90.0
139,-0.5089749832410597,64.23629714938895,53.23455636694806,90.0
140,14.517111521371735,50.966787459079,42.96566364592758,90.0
141,3.2889289121450807,58.95562838684417,44.394998869743425,90.0
142,6.356031414157757,38.04296973708549,45.5484476597238,90.0
143,19.023036797923154,43.39293839845802,74.85600913067093,90.0
144,13.662621591193151,28.01881203420964,69.70260037062314,90.0
145,21.206018730437275,57.99306093234164,44.715652157051544,90.0
146,10.000899693464529,36.702813074623855,59.56391289940479,90.0
147,8.04507115803359,55.84697155073172,37.0299710032248,90.0
148,9.43910994468821,54.036889264000145,50.048178250282966,90.0
149,1.4049192755111704,63.41739876804552,60.88105088015456,90.0
150,7.377621492719886,64.37025121403174,53.5762346010612,90.0
151,-1.5695022937284755,54.02517243451557,38.41461562758324,90.0
152,4.697130331245946,45.52132736442649,37.575435591987926,90.0
153,18.686332574936344,59.498416865771354,55.30034742698798,90.0
154,4.285096540214672,76.52631184691549,55.2251217417183,90.0
155,1.5306742869290035,72.22733730113767,59.91652799359493,90.0
156,5.273973428892011,64.03316261058377,34.513934322110444,90.0
157,-8.869797898847303,31.85285856154822,51.312308953331836,90.0
158,8.163666790516576,53.14995504062524,60.099451321554,90.0
159,4.385162229346808,54.80988307779765,50.93708002069252,90.0
160,-2.502319823533358,58.14362753864461,66.34904720489283,90.0
161,5.646342154110592,65.58116821960975,55.63552338832039,90.0
162,-0.7098663158311767,50.486020267221924,49.745595977360416,90.0
163,0.9721278979523236,74.96078688477542,65.62649485209297,90.0
164,-3.8339156457430885,56.20443112042068,30.820410651236973,90.0
165,0.47190464213352834,84.08501664512661,55.05941744308094,90.0
166,5.995680230201331,47.87934388125021,81.53951564825174,90.0
167,-5.154885459688509,40.23361873143438,37.088814915015924,90.0
168,18.166424046641414,38.81115783527863,69.40397718835933,90.0
169,35.042317642731646,71.57495492794583,48.3210586093785,90.0
170,13.412324492239621,50.65860995238412,71.1253255136522,90.0
171,17.11307077647665,35.58470667635852,41.620588095040084,90.0
172,11.097298009274308,52.42938327727988,61.78262794701349,90.0
173,5.034529435266351,64.48245036229633,45.336338418774574,90.0
174,8.443399086563819,59.62536263471053,57.515642671465194,90.0
175,-12.081082831953546,19.4007647325966,57.64471368638793,90.0
176,13.210940893978025,51.10421457168772,36.818035423736426,90.0
177,-4.859045252330029,56.197436699896954,54.45464473882816,90.0
178,10.84086602412113,61.891015586260814,42.94378049321831,90.0
179,13.410962622711068,70.56045316512642,50.86463747392978,90.0
180,2.5942006602736316,43.22915923137717,81.11279983875495,90.0
181,4.319715274730316,48.54210322692027,43.01910584753885,90.0
182,-7.720171304630917,45.523354824707674,45.934319026192846,90.0
183,-1.2660151685659162,29.282216135084685,46.66317872943736,90.0
184,-9.059156268118887,39.38098455225722,32.128633781715486,90.0
185,32.84695939397069,39.69494316460835,52.68071819312597,90.0
186,0.2549807339629784,56.41857184146554,64.07793038764079,90.0
187,14.304975415683469,67.05546429590518,52.04410385051231,90.0
188,6.745594363300903,54.94156764877734,56.88921467562934,90.0
189,-4.006272197002549,38.52744892051082,41.11100207186691,90.0
190,16.667382874660372,51.14394883301593,54.31062099555784,90.0
191,6.790678074055586,55.2049014572149,52.29422842158622,90.0
192,4.53788614698056,46.518192936987155,55.01620737240659,90.0
193,2.5729544411204404,55.49060609912903,63.76073865155149,90.0
194,15.906142406595185,64.80937935441015,69.32142607519945,90.0
195,26.545287452441578,33.02296707775197,43.89647356134824,90.0
196,1.1079420072966943,59.019437219249106,51.99683497928876,90.0
197,-1.8339470832921607,34.536472752588864,50.84203060845861,90.0
198,11.278335358027926,51.93393549272481,44.999210883763304,90.0
199,5.533585486498326,42.98937671694672,43.52266841438679,90.0
200,3.399127885956712,61.983546600411835,41.32307162361837,90.0
201,18.546367911436896,62.433233671299135,70.29230197628488,90.0
202,20.96744949516429,45.60708100516754,61.79634932956507,90.0
203,3.083752238717964,32.797757988830114,71.69547617973129,90.0
204,1.1507794129832534,41.0936872203207,50.73057307077303,90.0
205,-3.0098438011221362,45.23281020118919,37.97504159737546,90.0
206,5.84935239886965,40.865929411557765,33.056673833611534,90.0
207,-8.445706113034607,29.452098577710476,26.74315227302217,90.0
208,1.3923359237685484,49.804383828904804,51.72247162377135,90.0
209,11.543960701217305,49.353263625893064,48.58430819896609,90.0
210,20.12344346428143,50.352956061139,55.77600219066204,90.0
211,-6.0660853453200385,60.47339147838847,37.900280977891654,90.0
212,9.334501960122836,60.1221274495949,56.79326242923118,90.0
213,17.794845856065727,69.71658691299568,42.618862992091806,90.0
214,-2.4631550886488003,29.12142997254292,51.881871975817894,90.0
215,-0.21237763860862513,30.989888001960892,75.33471561284173,90.0
216,1.584730920935667,67.08205679576385,63.372692972276205,90.0
217,14.615064372975917,45.1166957920688,42.042189209605475,90.0
218,14.147030797701015,46.466608016552094,45.837217983059595,90.0
219,-4.4913112566047575,55.01685214449891,68.15838120167817,90.0
220,10.205785221563747,67.51320449886714,70.19848608769061,90.0
221,11.134050059565027,44.171162506052696,32.07599335647137,90.0
222,-10.90159623516927,51.282934636283635,52.72178916170405,90.0
223,0.27153045667613895,49.01090165147151,48.675030836507375,90.0
224,-0.035575570318581384,39.19214911677472,43.635579564831616,90.0
225,13.785956253121384,43.00153755621383,82.98949250382496,90.0
226,14.74113221566015,62.1941197857786,39.942930689369504,90.0
227,16.93742388178167,27.03157355796472,48.334332073721555,90.0
228,19.094214000600957,50.01620991749309,55.317893383004744,90.0
229,0.04477995747575392,57.456995183638256,52.241099087746456,90.0
230,12.551572055914036,49.468929909838735,47.33437304829378,90.0
231,14.705785366356322,43.330144276419404,38.494017832821044,90.0
232,0.4815440441750076,50.52356558549057,50.27662919231215,90.0
233,3.2418338574242664,57.055041283892564,62.642442682529044,90.0
234,14.102012526014729,89.16599891833197,39.575266213456786,90.0
235,-3.0579627351277625,33.28026981419522,65.23802523567613,90.0
236,23.28072555668328,28.164764753692367,50.52581415342551,90.0
237,1.4023806943786719,59.44143300385823,47.46533325003351,90.0
238,13.307536857831616,52.96217671514228,54.36162756548888,90.0
239,5.542107293375788,61.51737820235901,55.17265396163381,90.0
240,7.867938687962677,34.665820123719506,50.424599825898305,90.0
241,-8.07379557190308,48.196510351398594,69.38289422890368,90.0
242,1.5048381650821678,46.20112301838447,33.199190317470766,90.0
243,-4.391902514953675,38.9945813106371,51.73953832500212,90.0
244,-1.7301398538936965,52.566845867270104,30.34478274201889,90.0
245,-0.21451983519447326,44.039768910467814,42.98902571731394,90.0
246,8.688615955166265,60.090607101873296,20.97065594229937,90.0
247,8.574487101421314,55.207324364965125,54.46149921703456,90.0
248,-0.5782411675990495,80.9755579352199,29.211024344203157,90.0
249,-3.789281050393981,44.08041807901699,29.701643736084044,90.0
250,-7.834994706664966,52.26510665643813,57.74637397342599,90.0
