unit_id,WaferYield,HumidityFab,SlurryConcentration,EtchPower
0,23.7933542115386,52.42213533296581,49.611152620928436,101.66103090443598
1,-7.920542923444962,38.19829688078924,43.28838635411972,18.86172315369125
2,18.43301661341185,51.41000482664889,51.18163712914798,80.86098920115434
3,12.70199668644931,44.66682631476397,54.57605262234468,81.88119249990518
4,6.191302097816132,65.89155397693393,41.39798129925565,80.69950511487836
5,-2.239949337574935,58.43366612235336,49.115098201941734,56.351508380594616
6,2.1977143586353423,58.29690320148822,23.70963826094383,66.13172360684055
7,15.229982297547066,40.753532657622074,79.40146299903628,93.61166548166939
8,7.311224131435222,53.10425896460003,37.70833132698056,67.30249389378298
9,-11.63720895772224,20.498241275087466,40.735608019238,41.94284735263424
10,-8.803479795082382,57.47793801479437,46.18285510123902,56.656272213420394
11,1.9816433321255458,46.66105922535735,68.82681694696429,62.72683191518672
12,10.876271321720145,32.90481595566473,55.62598421889676,52.68468874535171
13,2.721233746167904,45.31116188486913,53.80345089311408,46.610245835563596
14,8.720829256264118,57.26712311600294,60.843200480535295,60.07070587026361
15,22.85398426129789,64.4122161477195,36.09034228207499,54.295512980956694
16,6.817215798334825,42.72213618918513,24.838634937224512,81.38628463403427
17,-6.846492910356005,62.790333775766776,78.42784354447859,33.614593285164126
18,6.800918270846208,64.7793358680745,44.107719775692935,46.70477140260082
19,5.20362933741595,54.22490826290591,47.491679377423075,52.725171686768505
20,28.427655531066364,53.116658708354315,44.02054108720862,52.09506853307528
21,-13.32594860462229,51.7055692129511,50.77977562556726,42.7524844404452
22,30.43920685543212,40.974922729793946,34.43126398065324,93.38218449930864
23,17.909107145055156,38.12415592173796,62.18993567166433,93.8815485298828
24,23.13102537500342,34.265563730520995,50.55180585418647,54.074311794805865
25,12.708825610581634,24.46498975357908,48.51802791903824,85.0666980309263
26,1.5919428736324965,42.49886948042763,49.73277098581324,39.02959764723102
27,-5.7142696366733485,51.282355531118306,45.03557344635185,56.526632676922546
28,2.842466816394028,55.98323056271958,47.0486023327729,61.61979384760783
29,-4.8631786210404355,54.74550722368872,53.92004573811717,33.366073343447695
30,11.958355414762648,49.46202328237451,56.15244668588493,90.74534216428353
31,-1.4721184384642356,59.382687170436604,43.787599469220034,63.597852814887624
32,8.564472015110669,40.89184789165966,45.05300937427391,74.33585721100484
33,0.2965190469985881,56.70537400864322,35.08816448594192,29.809293617950612
34,3.7584120488212402,45.95824158740669,55.077855752536934,62.0966363754563
35,8.01363522578167,47.15220026959647,51.57538911666356,53.266269625085926
36,11.226848030036747,48.499234958456206,44.50840671755716,63.32580953228445
37,19.57876501579261,24.11107751195898,29.338670813290022,64.95237080899538
38,-5.05225514643464,38.40391058323064,58.56757005713399,43.25987678005674
39,6.625893687252659,41.79706741037096,50.18606702058254,58.42125323441149
40,0.2428125000158129,26.60074516602313,42.00261223953641,64.53028017061283
41,14.38514868435885,43.35338362671828,55.13566836620844,82.20765961680196
42,11.263086896853114,56.3751985574731,37.15843931156325,89.59450317619392
43,12.348029938838904,29.690580858845653,17.01449044740766,73.40708611840586
44,17.17119957516035,39.27631226788,54.66070805218613,79.14004312596849
45,2.9245635281868814,48.23769286719158,51.05804264222189,46.54049818756087
46,12.650133251580998,33.256394652822976,28.99163817157933,34.568853952811246
47,1.2531883857944321,87.62461469505767,34.00577011889141,38.22097260853086
48,4.854414660839197,56.2882710416683,67.66112405913475,71.05845273897378
49,-2.173901996745487,64.62973549549828,23.602793252989336,52.92965422804055
50,-3.2018582297304032,47.868221770141986,32.10017518136276,34.43547848741729
51,-1.127812962676372,39.7659203790885,42.347170471445104,55.17405102072078
52,1.466849948194442,30.424639959014232,58.11450114174996,62.22192306277266
53,-2.4301848655448675,68.09245251713781,33.945599214640566,57.071753818702284
54,-1.911495678440151,22.525937610552788,49.398853942361676,38.66518546695616
55,2.4869746687940477,53.71305642963398,50.18104177914765,65.96793786853138
56,7.592760026703233,49.34961582014734,40.942774289674986,69.42507280844589
57,0.12054594072839026,53.658532798551434,38.569610006218355,64.38727689518551
58,12.665160109546182,53.991392349889935,66.97370227943861,8.02584223060828
59,2.407936949437449,40.216155770919016,63.47487684077226,37.05595974419724
60,-0.5185062713214812,40.07343214989049,22.656777564192364,37.34707582673252
61,7.526872345570961,88.39705985923116,43.248637679570685,74.3717825477022
62,6.727608044784279,48.59171499785775,47.595437963878325,63.33951754360238
63,19.32031155093729,53.77651805176868,69.68113501428223,97.92429697191768
64,24.223058666143395,51.1855401798636,30.69563090093875,80.43478473745948
65,15.751864841109352,30.404830361274467,47.4989853838811,73.39261547106402
66,29.396592572400102,38.763447698761716,48.633741549669786,117.0240208085781
67,6.243353245042567,41.37847919716065,28.987326837237404,63.50551633830729
68,-3.086202727423496,57.857531487649815,51.85049211261051,43.27267908734789
69,5.0896910354238685,38.347811706416614,70.11924859135807,67.4226443488249
70,4.3048036588704885,60.08922779326966,44.69786461767917,63.117620449782514
71,5.694777294794461,36.52687659426114,31.542688416705563,58.75693274924387
72,-6.844230852963084,50.824494751531965,61.547091159457516,47.72956662696421
73,11.154186015650883,44.47520724562067,46.20431265300221,95.96976413497633
74,-0.6661509314240517,47.81710474654702,50.77814320586846,34.40868441663317
75,14.988297238162438,38.20706327949244,49.14799556762436,96.24825376269204
76,-1.6038322927564561,67.93653788210983,44.810155493092246,67.83872825162975
77,-18.907616297808637,41.647103358611446,55.40623637447405,34.7192875002047
78,23.653689357406495,61.60035976920466,47.19969618524709,85.61297813575693
