unit_id,WaferYield,SlurryConcentration,HumidityFab,EtchPower,do_set_GasFlowArgon
0,8.758543589621011,30.792651712515266,57.90224886644812,78.34038172526272,80.0
1,4.214516243634958,55.769741152203515,43.29147185280295,61.980613208572414,80.0
2,1.5561158921513314,55.15502009395803,33.49995053865125,56.457139900492784,80.0
3,-3.55732292667786,62.19833495050935,40.971918002845314,69.36861626252316,80.0
4,10.328612442915162,51.2931049408477,75.3102367874958,81.0738434347347,80.0
5,11.45294072118953,45.35947545921655,43.56603073362347,66.67106851794908,80.0
6,3.9050473930783474,44.52087157111666,64.74590789589898,56.423128201167614,80.0
7,5.677188632527721,52.1329604875642,39.88590058478608,85.31567933753995,80.0
8,29.51614028434937,37.92152155911661,69.05646261439345,55.286295773938896,80.0
9,1.7648663747915208,58.413153612320265,33.133123236396706,45.16210175492684,80.0
10,15.588255840096291,37.99340946303432,61.378125429680495,104.7728476123476,80.0
11,18.1939472383758,53.22029278215404,42.00192636253213,71.98833785840534,80.0
12,4.826383677009251,43.27982582938805,43.22680382748847,59.58012541903018,80.0
13,25.62992239118506,38.90499574259653,62.70759343821794,73.13955207788489,80.0
14,22.10617743645411,57.67958448324053,38.52441464318056,57.0547390437014,80.0
15,-13.673803162245957,59.569221291298625,43.897113069901785,36.96742811272566,80.0
16,24.15027197113504,34.03012455463105,44.07648535884671,113.2403244883414,80.0
17,-3.945484759002469,49.777978998791184,69.71033056758438,56.73925026591815,80.0
18,2.8032211393796596,78.06371988745536,55.767288717540396,67.13398352421379,80.0
19,14.382023373049947,38.234683849248654,47.824223158195366,60.06849777394058,80.0
20,12.393491394270143,60.68117941115457,45.668120997262974,78.44948956344989,80.0
21,2.517527384404287,49.135859882663496,46.38190688029352,78.3930438789267,80.0
22,21.445160715607923,36.1117778525762,46.01849664405806,65.30902604631416,80.0
23,0.531416797820317,49.41856723995154,77.33733634003244,60.692664162299145,80.0
24,2.6174439974146706,54.49989675683155,45.1645672827265,42.08509534395643,80.0
25,5.980261437561768,55.83082553214855,53.03168004962414,60.274296163636876,80.0
26,-3.908845532225091,61.79315012992523,56.31134991589009,21.35536916688597,80.0
27,8.030582851951536,66.73720026045123,76.21279139168142,83.79868635009873,80.0
28,6.118441255011884,31.808671026274787,55.61196392814391,58.4468875660234,80.0
29,4.330291072870443,57.381795573789326,47.1168987296589,69.43086736976501,80.0
30,15.626126317077926,29.718187978332306,67.41456773187268,75.1281702303387,80.0
31,1.3846156702903882,51.33935894219703,52.13757506138922,48.304075402233956,80.0
32,3.1144023030824135,44.12053795114883,39.59229013960151,57.341926809846385,80.0
33,-3.1395116988220604,82.55902993125831,61.9170803107895,37.314715255523325,80.0
34,-3.831536631505541,41.0823512373726,48.34593662369229,56.17189808147627,80.0
35,13.9405821902218,47.4706753861232,48.002320659737954,73.68532131059611,80.0
36,4.9564022833171375,57.86944627174981,51.4790300166874,61.51458511021277,80.0
37,15.917524513849875,33.430497407595766,59.51143333266071,92.79787081901294,80.0
38,-4.392725508197792,42.30004801924493,67.5404789699782,61.88574266347661,80.0
39,26.009131510763158,54.43430918110082,40.85021426705402,39.19407915302993,80.0
40,5.980640247744059,36.44342088239892,69.51737418948431,68.34161537882147,80.0
41,26.559010118513797,66.23347266369238,41.66131973192238,72.27868063243226,80.0
42,4.974792311721342,74.76835504504146,50.12558395412754,67.64113703029274,80.0
43,-2.49047785734576,50.05529875788258,45.73508194268922,48.54073245341426,80.0
44,9.30943104922235,63.33401999386215,43.081008053724595,70.44284303425258,80.0
45,13.885812124723774,43.80956774252609,46.564271049971495,68.56493853182008,80.0
46,-11.701209409930257,40.08532443546651,33.45398417412063,22.43309438504219,80.0
47,-0.48601720720224206,29.58883189693888,67.77147277792633,81.27864820461255,80.0
48,6.838506637602057,33.392271363070144,34.49723768605458,56.73486099963803,80.0
49,-3.5981105169556136,65.47762172167282,37.865100413822205,52.109309447764936,80.0
50,13.49212886170508,12.885831095508832,63.46424951069805,74.70966923705438,80.0
51,-4.5101135976432,56.2218130583922,78.12139303655348,41.277546143367104,80.0
52,2.5163670476995943,63.12038770351494,55.660628789342354,61.077007546798455,80.0
53,8.137115824131165,53.052490024176876,51.678458691179266,64.48673840943987,80.0
54,21.123741454691444,60.36145262518588,42.58434352300751,81.90420552067475,80.0
55,32.730989171728275,54.049086665378326,48.545527208641296,123.20434240639557,80.0
56,25.475477936043113,52.33595171620544,44.56987033340279,105.49503680228749,80.0
57,4.845233080964546,54.74037528201404,50.75420975673992,55.23207653682093,80.0
58,-0.4827384443154803,35.99294704862181,7.531275130704586,34.908468974746725,80.0
59,15.956600188701872,63.165932699694544,29.616507773466562,88.5406709608507,80.0
60,3.981911076367363,50.30572792453475,40.46682565345023,43.27015833649227,80.0
61,4.017605986410036,70.71398388865917,61.30199000135884,49.9499306687295,80.0
62,-1.3641459505155578,62.734002017166254,62.700092475123135,69.90835460441374,80.0
63,11.600873210765988,41.85337829734351,56.13142491054767,76.61693390183572,80.0
64,3.6021727880007157,71.56875113570418,54.224440475834456,56.065551867145714,80.0
65,8.599021689772838,23.360986975026627,29.11406976487251,67.85384300225094,80.0
66,20.791105302719362,66.68927812311924,63.79331709564012,90.14753730506607,80.0
67,12.314224370963279,37.831027831861995,43.372382303616206,53.275952236060995,80.0
68,6.939706156448994,49.916234935259965,56.173503258376535,66.82714334313647,80.0
