unit_id,CropYield,do_iron_fertigation
0,17.475489332848717,100.0
1,19.606805274514308,100.0
2,17.23482414497391,100.0
3,22.854272343662387,100.0
4,22.876809497041997,100.0
5,25.65382719036483,100.0
6,22.244846842389418,100.0
7,24.88794407947502,100.0
8,21.071387521238147,100.0
9,18.23792069493701,100.0
10,21.234342293152675,100.0
11,20.552868129204988,100.0
12,18.368961287458013,100.0
13,21.2967584589046,100.0
14,18.270709178577093,100.0
15,26.17300040783494,100.0
16,18.04858516667739,100.0
17,25.466901321893555,100.0
18,22.095925140855645,100.0
19,24.724730582419973,100.0
20,23.221243060188765,100.0
21,26.680326314388815,100.0
22,15.376696767443494,100.0
23,23.502416296268173,100.0
24,27.932278709218608,100.0
25,20.13465520827569,100.0
26,20.09020312343393,100.0
27,19.955361783544674,100.0
28,16.32256238722781,100.0
29,22.182689357204914,100.0
30,27.268218530998215,100.0
31,27.858743781749105,100.0
32,20.910287264527856,100.0
33,16.683239898119854,100.0
34,18.368195352185772,100.0
35,20.507983597165552,100.0
36,23.981090027938045,100.0
37,22.384851820421552,100.0
38,12.41419076495814,100.0
39,24.58790157403066,100.0
40,20.552326879070655,100.0
41,22.43438467520466,100.0
42,22.988463326587315,100.0
43,28.493914902754995,100.0
44,25.049905442290598,100.0
45,20.224080212299224,100.0
46,16.18584678998301,100.0
47,20.85671204409753,100.0
48,24.514585156993704,100.0
49,21.573759261013247,100.0
50,17.608670364689228,100.0
51,19.022249422222963,100.0
52,24.227780055983864,100.0
53,20.710002564497252,100.0
54,19.326871795281498,100.0
55,27.630711511390192,100.0
56,25.2284409193023,100.0
57,20.862916113678693,100.0
58,20.575238613526434,100.0
59,14.861075954993774,100.0
60,23.360554420069917,100.0
61,20.662028805149127,100.0
62,22.266555355247377,100.0
63,18.341369797116872,100.0
64,21.135926033711687,100.0
65,24.981242701692167,100.0
66,19.825608433681722,100.0
67,20.536245193693233,100.0
68,19.377364772527542,100.0
69,19.368696759719437,100.0
70,19.32375836203881,100.0
71,23.429275887425234,100.0
72,13.12313477674518,100.0
73,21.52941885410338,100.0
74,16.89063067695287,100.0
75,24.99582407573474,100.0
76,26.48224894963543,100.0
77,21.317051363549208,100.0
78,11.934302832749188,100.0
79,17.878962149104094,100.0
80,22.725291156538088,100.0
81,20.7449457160837,100.0
82,21.53502349555448,100.0
83,19.043090616631595,100.0
84,14.963986728021599,100.0
85,22.254107677562512,100.0
86,19.16765362907793,100.0
87,17.10336217639311,100.0
88,20.01263943539673,100.0
89,25.57193535497258,100.0
90,15.332445106560185,100.0
91,23.655870212184887,100.0
92,25.21200326229817,100.0
93,15.941396176574324,100.0
94,25.05745000741985,100.0
95,26.909803600582975,100.0
96,18.848021292294735,100.0
97,20.363426444482347,100.0
98,19.275981207317173,100.0
99,22.21728315007163,100.0
100,20.520801250495587,100.0
101,20.52489890280029,100.0
102,19.890607702955236,100.0
103,25.157084209573128,100.0
104,20.424568869938145,100.0
105,23.3863567006871,100.0
106,16.863045577039244,100.0
107,18.295097499836203,100.0
108,20.379547520392915,100.0
109,25.63403371125746,100.0
110,21.918448214259524,100.0
111,30.55106252824403,100.0
112,24.451742015992007,100.0
113,19.67547625234085,100.0
114,25.304581420437717,100.0
115,18.310180270124782,100.0
116,25.33134436417911,100.0
117,25.273860664673215,100.0
118,18.979617132830153,100.0
119,19.626782230844352,100.0
120,17.023957910861554,100.0
121,17.788942824308684,100.0
122,19.13532954471411,100.0
123,22.821608559797987,100.0
124,13.988583462358905,100.0
125,20.801889615276146,100.0
126,22.753554970825355,100.0
127,27.355674786187514,100.0
128,20.975967375230198,100.0
129,24.856761973088567,100.0
130,19.044232774123977,100.0
131,22.017877469329555,100.0
132,19.663415355794026,100.0
133,26.922066819760698,100.0
134,20.08416317073036,100.0
135,20.771029603131282,100.0
136,26.203845020923964,100.0
137,25.752624147936345,100.0
138,23.09852756403487,100.0
139,23.151683320676273,100.0
140,21.711737303509484,100.0
141,25.238947886101343,100.0
