unit_id,DissolvedO2Nutrient,LeafGreennessIndex,NitrogenPPM,PotassiumPPM,RootZoneTemp
0,37.34160558937299,6.390159417696459,62.04651147200038,48.506134245152474,40.05855161037621
1,39.60551156284421,6.92049690415732,47.245039416871684,59.57746405937656,58.41948260210162
2,66.76955245754888,6.994432013126901,61.790891706703235,42.65954517169769,51.22608617092237
3,50.21651051619916,6.504240083572792,43.62078186545784,58.17859115757176,54.88671323351582
4,24.652605932103437,8.085471377196741,43.92994708684157,66.72127794160757,63.21073575270256
5,53.07450332588925,8.035823573914426,43.01271414771236,46.52785369956817,54.07936441573662
6,46.90745097773531,7.572954861332678,69.34362701080964,46.16239767372375,45.2366768220704
7,52.11215366369136,7.697432481260762,42.94030068437077,80.9071531761186,56.476903282120645
8,42.779470431640476,7.264799498236949,48.774238505882906,56.40045569675054,82.78816719099245
9,57.68409432952252,7.3918555192051745,53.15854617733092,58.783106613293036,50.09816412495415
10,62.007798696880414,6.662548448691885,36.900376572537255,49.35419948294095,49.31366943531869
11,60.45029062724293,7.000798086463977,50.32781141340348,51.020163044475396,51.40543666822197
12,41.91994380157361,7.239279432730844,54.14976040959274,35.54268033215497,35.930402828086734
13,46.2096333711902,6.534508479009217,44.29871874287726,54.166202327950856,33.38665578409961
14,50.941271554319854,7.286969285011753,56.346902338305746,38.60901446279345,69.16693337878023
15,39.005909344705024,8.088515973601206,60.316378995153464,32.89924625002833,65.28634120307512
16,37.36254877779735,7.058650993447503,38.115089452149704,54.97570209474923,50.256562152753816
17,56.822028092455604,6.619183235596993,33.93249082405334,60.323245872991365,55.14123006300041
18,44.53853307718223,8.031259020155177,61.01192970696539,57.68423104239005,38.20470197120946
19,44.47321606364486,7.753272452843686,41.5730432692159,27.726705963792476,45.045341108729616
20,36.973011584267596,7.463318200833393,70.12371486554007,45.6157196016352,54.7777877392641
21,37.89011577577179,7.915190648991919,28.222063890660074,65.30516713288772,35.34371384842841
22,28.806797305097277,6.904392613686123,64.44628677820127,39.047196927133356,51.222718535050035
23,51.07847931347459,7.277947025859845,41.927650791091814,51.69678472321086,23.541208591013348
24,56.3173402495729,8.446212807730976,42.046689627258694,34.85385469309799,41.778696983914216
25,75.83781945413747,7.452582222902685,44.16458938568674,57.294406606108424,43.83242156483105
26,60.79603937099719,7.538340753490341,31.3679655753529,41.316080503378096,58.80337127496195
27,69.18562093045213,7.148869465455307,46.42617931836325,49.50169638413549,40.50881702108
28,51.79500032622633,7.842412055344598,59.46936561637036,36.67596091054445,55.721455708418745
29,41.6968577246228,7.701394172799282,49.876257279286804,61.908490104566305,41.4803631657503
30,35.26477118113353,7.746693909896341,57.886143905612805,28.807284680844433,63.55818562981239
31,54.35584563214342,7.372512394286739,37.413258844043284,39.674617159245834,36.336792609473335
32,36.46753039272015,7.838018178056796,32.42689786316967,45.963263687005245,51.37295386139977
33,47.890074173996155,7.146121088501433,42.489167888867726,48.412808388669134,57.31378349352373
34,48.88505046687008,6.757861218585145,29.418523918407466,49.04552911766991,37.07304064584764
35,61.4266230850138,7.28497399779602,43.778761873468966,55.55605798099179,69.57512316910226
36,42.75276560958661,6.680320995334539,34.566104716893044,63.97687198568445,53.98655359732845
37,33.70764851987793,7.442660568390483,75.54054522817202,49.17059574796272,75.93292182375083
38,39.32230363567822,7.000776285154521,67.5103128509126,70.91964123414088,59.42140941587009
39,55.10598467879721,6.936003323009894,73.2396990874919,29.25445040085738,47.42194909264716
40,59.53211699831745,7.04075186783734,53.790995607565456,67.33389139632531,60.92748217290634
41,35.05872186232758,8.292439688213623,52.87219440262662,36.42780053086537,44.215993736547716
42,64.70396033406865,8.412803104785041,58.364076088207426,52.192519624099305,65.3865572971361
43,43.117977878628544,7.385739729621167,30.44946163742849,51.47516023824095,44.14721548680811
44,51.33471608093941,7.709525156555868,50.06523259982733,42.419462429237406,55.11573216505986
45,48.89811011062863,7.478319615782024,58.24016956539527,61.62080128086277,41.31550764732192
46,33.644857140284614,7.499360806659742,62.546949613884806,52.813678402402346,77.20911277672054
47,41.59481156112649,7.608043013196797,53.83638967892498,49.83953224525183,55.11849889649513
48,47.390934279341884,7.560428467689711,25.518315296621026,69.46798008630458,42.56262568379631
49,52.511346969145094,8.7874248495376,36.12429815314522,40.8503821548945,38.1320726978915
50,41.100652088880295,7.408126857699509,51.17700294937776,53.135568907598824,34.95092317735266
51,52.05650279701146,7.3041797750053865,27.62729017182507,63.24252432251027,55.53530208701934
52,54.91822049484832,7.8929097492866,51.30400162850456,45.794948524800915,31.345354318319952
53,45.875097004116604,6.785898602162066,50.7622419695924,62.38511035901825,32.01263758947334
54,45.96967480558345,7.57310669327357,20.74026067097929,57.34627601892963,39.909103296348235
55,31.416507112548206,8.638260822102158,50.51703517412081,49.552047087371015,54.63438919047195
56,60.61285498698274,7.463359528189661,31.99974967479791,26.46824293429476,63.21998498915269
57,62.91965099147014,6.9244067676586765,46.21710496541634,57.95092832185235,35.9694172606563
58,59.949799665452225,6.4464360874187285,39.060479374275204,71.0431755518682,38.11147200838962
59,27.69447952217972,7.966153379712516,50.451994529698425,37.44752774798803,70.06858488452836
60,65.48763232308033,7.825385173330634,82.42099402026103,36.252640972844524,46.32839109321423
61,29.894561567324725,7.07186376538259,56.035341161977115,50.40756697593777,65.81816644648373
62,59.447561321178085,7.1583975078079884,59.34060738478912,75.29144390439674,42.54729329267189
63,38.260367932701655,6.738194269737985,43.01289074063165,47.01667604129844,42.399117302496485
64,32.760648636498985,6.92792731683816,52.10239719578895,68.48880508023878,46.04137839901651
65,50.22276715504458,7.7205780792301475,49.88615843015804,34.47339717577447,41.1164837073352
66,49.01883728544068,6.761053551478617,52.04886545048051,54.33645192774175,41.3251874733383
67,37.04196973354184,7.059309035370584,51.31866935390038,48.08671219409011,69.07806520318314
68,30.565715392969896,7.200617983066716,52.58016867741657,45.977380847256455,54.57806478433591
69,63.143963145175945,7.334472801608074,36.19036632890647,56.43199818705834,47.32540820687066
70,48.507389147800545,7.725078274385508,39.40826604596074,40.26131381747455,53.58627367601664
71,46.591105250020384,7.620748684168446,67.08123104423605,35.61289824837238,38.528267852797946
72,54.02642433247085,7.2314205414705,52.439301382375255,45.47794774838005,51.90287507174633
73,41.582877772224265,7.806187913690077,31.01697732992447,45.196257035556805,41.965836596971386
74,49.19714261770488,6.764194874299924,49.608967833046506,35.717994251473804,41.92295992841331
75,41.93326233558816,7.57174164488409,31.9340911306795,57.15231961394712,49.09729091352192
76,56.944906088178996,6.902913211365337,70.07862403781124,39.321465059808986,46.51526824544895
77,52.5227360233945,6.509798292694074,46.97618599648244,45.14459523267453,40.86586065773675
78,47.777076169433926,7.5218873589636175,40.64587925640582,69.86238546763549,61.19456419322119
79,40.93253654432382,7.045621517874863,52.45772469144844,44.28878800147697,38.58782922207469
80,38.981104793351584,7.506193369476878,50.61202546440724,42.19208058176001,53.98923521341031
81,62.971208126773774,7.499933071741722,42.348881963468315,45.70445817542478,52.686064755102926
82,39.38487721777335,7.760115106636276,53.74746855550613,19.65390727712442,42.73427632470583
83,53.031091115608035,8.373772819682777,61.33008103878261,52.60982461516449,46.164864368008956
84,68.24584293585812,7.539052363496601,48.49808452420365,57.44449392572315,54.77317400540475
85,33.06965862864076,6.702438475714115,21.472684715379465,52.66380225710033,54.69758220954794
86,45.226694105244576,7.0926504288497,41.13437191122512,30.07401107984606,56.6070097725504
87,40.985243757156645,7.528160608478064,49.35336372859251,45.27489791069106,55.63568470549176
88,50.69547578527783,7.8559880071942425,50.52462067307085,54.48156116890226,52.59742415075129
89,45.741672541184215,7.817110541225114,44.87403198377176,53.32899042123226,64.60236676543589
90,25.297906899441756,7.5522959457056595,63.2636979204371,40.14984283828284,56.65702683308324
91,38.80121309218224,7.262115391621843,68.68501479636365,42.418252775074976,36.84516258475277
92,30.599245700691476,6.844294137732739,42.48565856237305,66.7299489782869,51.812661022512785
93,49.037832894866504,7.875378235958556,42.56859752798038,64.46314945460017,55.09221706620443
94,66.22945194812918,7.681952664421937,44.69872511824673,72.67553534279301,45.346811701266475
