unit_id,LeafGreennessIndex,CropYield
0,6.90857769443307,19.476128778579522
1,7.996461638469653,16.88856456052138
2,7.207705807652,17.590316563390346
3,6.5370572083067735,21.983214240100633
4,8.14872272379804,17.4649612817393
5,8.1037719512979,20.557914253136442
6,7.377895073463143,21.169806243067224
7,6.421577908900724,24.957502184489964
8,7.8727574747466855,13.704891431144045
9,7.077239167023149,19.299815426727594
10,7.473850141196119,20.30911955112054
11,7.676148183775232,15.174752204048414
12,7.15899981178885,15.190359180133704
13,7.133435347547443,13.29051380984094
14,7.805004296722945,17.209892916801806
15,7.154992762135375,20.241507929087206
16,7.738522989917218,21.638436255332532
17,6.904440344817401,17.21389443756023
18,7.101618659887707,23.00676567615042
19,7.361418659851079,14.816849663674866
20,7.304830006922779,16.430691803658647
21,7.412371867201899,16.068119973214742
22,6.136488252508369,15.445389598078938
23,7.137466241695256,22.122949846136507
24,7.747505151737922,20.37386022324049
25,7.678662962176347,17.444607640221193
26,7.1506306450692,19.30545867564681
27,7.694654653986757,18.68813606828372
28,7.5851325368334015,15.797480771163281
29,6.64697654432499,16.542396118498637
30,7.307284951643303,11.515136587020237
31,7.7470996175514095,20.595594694365097
32,7.691197733622859,20.738212645719837
33,7.372596417378531,29.387473196513817
34,6.579362740778099,19.858397511899867
35,7.46680065357577,22.22034242047121
36,8.459562873109892,19.542662009702575
37,7.159479288973109,22.778168664383383
38,6.828107224102083,21.87567625191011
39,7.518345813812355,15.92016622500173
40,7.520752808813609,15.598626983052648
41,8.402101082266784,18.95098227035949
42,7.252349668486744,19.208127099603104
43,7.683416075991234,21.978256978371757
44,7.836773352077201,19.230043927607912
45,8.395195583787292,14.88769357672355
46,6.440930487066922,21.93876268435064
47,7.386262663328263,21.471911883233904
48,7.181598114096438,19.381170402963395
49,7.174510450441563,15.826468041159227
50,7.7341101157036425,18.058342149932653
51,6.538632314262346,15.981194483489965
52,7.187416831155002,22.852612457878564
53,7.8578506950539735,21.215606973225004
54,7.627120930794441,15.986452869876281
55,7.724687470976221,24.990994845802433
56,6.899317366424334,21.634792319501628
57,6.562337186884951,16.708878519426907
