unit_id,WaferYield,LeakageCurrent,do_EtchPower
0,20.811280494961743,9.42744878764679,0.0
1,17.476721166186145,19.504209454110242,0.0
2,14.905951601935518,4.599777800918944,0.0
3,24.30845516752646,13.766018698655346,0.0
4,15.442966323142175,20.814304193819527,0.0
5,19.00576552605475,6.575803106070422,0.0
6,14.990447568497274,4.5485730723479305,0.0
7,15.9545800933268,-10.49973846992489,0.0
8,12.745669784533,4.287367539528744,0.0
9,13.88924315100774,15.581494692346546,0.0
10,9.343215918317444,17.995051370142846,0.0
11,18.872567703539648,1.2654565089950154,0.0
12,19.989849124657862,10.890994359329715,0.0
13,16.447560587203803,16.088185565355207,0.0
14,19.891104286203955,22.305537216732304,0.0
15,19.67760604059743,17.39673778123283,0.0
16,14.001235596010002,1.9155699766196381,0.0
17,14.162236888624264,-1.5309172605430792,0.0
18,16.720699615041102,2.7955548370174084,0.0
19,9.40060549718844,25.399966530518633,0.0
20,14.42985316305513,9.450932920380769,0.0
21,19.053982925381973,8.559645196462323,0.0
22,16.80634586615694,20.82022119526797,0.0
23,20.137346437385307,1.7774152426037357,0.0
24,13.13254081436847,21.758268597006882,0.0
25,9.776903571739176,3.6870672447144495,0.0
26,15.300040930436335,11.629169069399623,0.0
27,20.316236877056816,20.63334836356737,0.0
28,13.067596888090351,-1.6201294522800982,0.0
29,13.66823202471555,13.86263459470889,0.0
30,12.949667006966136,9.885011864523785,0.0
31,13.57871110330767,-1.372391050673352,0.0
32,16.85342708464382,-9.020105036959972,0.0
33,24.394149940036005,11.871731453948959,0.0
34,24.437969410886794,9.891443476650977,0.0
35,13.303521396068422,7.417156700885748,0.0
36,15.589361764574411,12.02728668665575,0.0
37,18.776720005109674,15.293093544045,0.0
38,18.554594971245454,8.074131965083959,0.0
39,22.427686488147767,5.356437173544766,0.0
40,10.425598703186367,17.883767000902793,0.0
41,11.06930415100575,14.178414709411161,0.0
42,25.990794122798256,7.780016844196295,0.0
43,22.436828552671987,6.973085239405984,0.0
44,20.20881124632226,13.743910352900807,0.0
