unit_id,FeedMoisture,ReactorPressure
0,58.74691423503088,73.45526296540878
1,62.9703552245857,58.53243750038425
2,54.27601036990808,63.904698807419805
3,39.995518914908395,63.30340168206772
4,58.882834411792714,63.49626957003873
5,63.94831974153683,66.97686377675917
6,59.08235747294467,75.12284941433353
7,45.12276223777963,82.76337465329243
8,48.43294908678383,76.24717444602541
9,33.142405236160954,76.04287670330258
10,34.46321960251968,61.288853671881796
11,73.85074151906886,92.29341713953282
12,41.502542109771426,72.22205249691304
13,53.10915717492309,84.68561845901249
14,57.57662888600046,63.84693867769342
15,52.11643826443253,54.42765120170801
16,57.79372696572718,67.61287700188262
17,49.71061318432381,65.95684467652694
18,33.850989600803416,72.19956341653467
19,47.39594494890685,63.501887645905484
20,50.54288585939203,76.54388125227909
21,51.172467499755804,58.60259452290816
22,26.931330392631953,85.26411429096369
23,44.63658280076281,79.09504428463678
24,44.571066881914916,74.40854848594915
25,53.80456789925158,83.9719070875073
26,48.38532797395106,63.65920123859238
27,40.978183427059605,61.82253406537914
28,48.244554243813845,78.55384824091075
29,52.230915786307264,72.20018586058868
30,50.798165740701215,85.43492019138168
31,56.59031429318156,84.90771316863326
32,37.11881395489891,79.9686252838767
33,60.38410207254391,86.23999301730498
34,29.707187006038488,74.80586137079965
35,49.960714472573066,93.59064559973106
36,49.17044282685271,63.5443021718801
37,42.79113076057324,82.862333822603
38,38.66626053638887,74.31238870021389
39,52.23102081761484,100.49181885756973
40,41.857035676308776,76.33728457011337
41,46.63298708671675,65.58784302361916
42,71.56432644265882,78.32707064465228
43,70.22544499031686,68.03307864425074
44,52.15589881048831,69.85343640235703
45,54.439261786572075,69.87941972753144
46,42.33360076926499,66.67268387960145
47,54.33688110048572,44.867854655622125
48,37.39706540897525,89.90849183879747
49,28.3082548166165,63.562291311852015
50,47.46139687428262,59.34094016634574
51,56.02967994259552,61.71866680531879
52,31.889982584462643,81.7696775235612
53,33.390131110263034,84.8039611365584
54,54.42263462205309,86.55247504024388
55,34.98292938003174,84.88544608209568
56,30.200667782540236,97.89979350130571
57,59.69294776188491,82.77056624935611
58,26.10635546997418,96.78000952650133
59,53.998515752822584,77.41599516927974
60,55.460949699110216,76.9255872670094
61,52.40773261918645,74.62946271887617
62,62.23322610141685,55.4830232029923
63,41.95879165501262,93.4006749694235
64,56.5893173015553,74.32285443464555
65,63.22079530414556,76.6259574760675
66,59.87625682639215,80.97548837621521
67,45.63740305549778,97.54793178364432
68,29.17034223927558,68.8839051949768
69,70.81327437483114,75.1977781745446
70,27.156736677090706,73.50537387402989
71,25.40809777900777,70.39581788815069
72,51.552311256638234,87.80071473273358
73,47.36265272631662,77.907901005092
74,58.471508265491664,79.85207266024477
75,53.17245381406996,74.05112263523094
76,54.662346759960194,83.78659173637318
77,26.38055269292451,63.08545715780508
78,72.50466156802071,108.99883841934593
79,49.45277355023415,61.65612625408022
80,52.70934786792926,69.93406857839737
81,46.39698607561008,66.46317153201942
82,55.1827020658079,66.48229254716537
83,42.5208496055175,76.31893597594171
84,42.2731532739851,77.12569842683106
85,58.24847308428793,85.75603562987494
86,60.25570732493651,55.97358477587797
87,61.50080688642394,78.49292532244017
88,29.337543793626676,68.13794062368434
89,50.21116437941126,64.19505534563643
90,48.9503311321235,74.60129281285616
91,52.44553987634248,80.104054714402
92,54.26695832902724,98.52131962568929
93,40.311019883808314,52.47921814478732
94,48.804024830736594,77.4463872514356
95,45.45218510114052,59.08768500372752
96,67.08831468830627,79.1102828787063
97,40.730013161146644,83.61051605335093
98,22.23544310907978,89.15106129075485
99,48.026981430740626,83.79917949073835
100,15.074555873012294,68.59752508649113
101,44.781593972261604,78.25390979945153
102,38.64687206680242,87.69710766381651
103,54.104995373435784,69.96247512283178
104,30.503486983084372,81.77551392272117
105,26.93905235651115,70.66285105784314
106,45.732775340805816,71.75932765602265
107,35.502798794890666,90.81804114621073
108,65.3400965069051,76.33334149744334
109,50.73159923114574,68.40273784055003
110,47.81514832754948,70.17594569607114
111,58.36939706767025,91.87648310296873
112,52.38340642239246,66.14701717782476
113,56.62874404856697,79.00812519780956
114,30.12783176103153,60.97215331674641
115,48.504794411373005,66.10341013778896
116,40.53072409885357,88.51917517380605
117,49.1227220734226,82.99533287126438
118,54.34607395317071,69.63361338801249
119,20.265391005145865,69.64882115204232
120,49.08484237137991,80.0871788169189
121,49.132232414117674,72.75941758720873
122,36.027603966645835,81.2569699891104
123,74.73431579180817,87.05081043222023
124,48.93296381895947,73.84213650021768
125,68.6450064077395,87.19921277566692
126,63.04263362126688,77.03663315774749
127,64.30391872396218,86.7753252564417
128,58.26804972756133,81.36139559565527
129,20.70443036904944,71.47877638172508
130,40.40028686211639,85.33158432076635
131,54.62203827633082,70.949155607115
132,59.213670668633696,87.36097902813796
133,48.47250191900842,82.67657476023143
134,54.90226877694103,66.22978023587781
135,57.73137889743035,59.96710174628942
136,49.773681340375845,82.70831255063173
137,31.22678970913874,64.12847788382214
138,32.214306360759146,46.27616331726342
139,37.30548317206389,77.42043117402423
140,60.69493412814394,74.7038792408989
141,66.19457695754154,93.60860241537053
142,53.70651956430672,61.94073071103237
143,54.98925741150035,74.43389519148857
144,47.10859137900893,90.20414684389507
145,43.499072434302484,85.81144507434833
146,58.48769453571083,90.75469270360213
147,50.44961667903688,68.62325608497659
