unit_id,ConversionEfficiency,EffluentByproduct,ReactorPressure
0,-50.83689459546565,58.82721384248916,79.4497345392881
1,-40.1004908474214,63.48867149043291,81.01880046116398
2,-24.2794553708012,15.670358451966406,79.06154958630526
3,-21.349255433137703,30.272717600408033,68.65642734538318
4,-21.20211814959356,54.001332271947334,85.34207160068182
5,-50.20841938740096,46.98880633472726,81.59737534671143
6,-41.38985708944089,50.592016051944924,84.57927861564531
7,-41.64407052107913,63.347209310821405,76.75414660325416
8,-43.95336820928792,44.70976335536327,96.19062550804475
9,-43.91979643570808,61.560079503821115,75.59566576512367
10,-58.03127089721403,30.869838892216723,76.26476793698849
11,-58.594058314079966,56.645081241398636,75.26780805558992
12,-44.39792098752973,48.04475840065011,70.55293923235412
13,-38.0635107914856,34.35915049966004,83.33823056350302
14,-60.55832206268175,39.94323521850285,88.56819852062308
15,-52.53165465925054,53.697270709454784,77.92611062678276
16,-47.071108199885,66.6415867404612,66.10091050384497
17,-37.06108528831501,37.54506410280764,81.8283303670165
18,-38.105390462775105,55.12318807043432,52.32821590759437
19,-27.39336031795286,37.66832496863913,82.49787984800804
20,-38.57572488345452,39.86083848622006,73.14524377936048
21,-43.98111065236453,56.92398003109654,79.44151446066768
22,-40.42909519676962,38.73251305163213,52.94089914654296
23,-53.454196409550605,62.34787659859398,73.32691310997724
24,-29.724148169033107,31.551213822596136,100.39095308999075
25,-44.60319488552995,34.49374834916947,92.05535334535656
26,-54.458288713337225,51.831160805565794,54.778250513763226
27,-28.033375139746163,44.29959922482278,77.16144341391868
28,-53.444835941650545,35.400094678271,91.38037179766626
29,-26.497167965322276,20.597934674703932,74.79313323028245
30,-53.49555982426698,62.961299907555635,72.70218859902465
31,-46.56468115051081,33.56411553182292,58.73462237214379
32,-30.204668263527097,42.366603712770214,88.5097830422205
33,-57.036017751194535,45.41591573061698,61.20295824346084
34,-34.06059175893681,56.09656263788827,66.28681415296948
35,-29.23689198515717,20.47630284331578,83.5927797830581
36,-30.420619063528875,35.145995324895225,66.2753652362126
37,-44.12173780908213,57.57193253498817,70.7867153874048
38,-35.51192419179392,44.374101199590925,87.26644680964031
39,-48.20483974903368,61.454424485693835,82.27232796443596
40,-40.605651379516004,42.725279511283645,81.7770338555701
41,-43.77814685215495,49.30656116785637,62.43815276935518
42,-29.202751960227204,29.48524916910097,65.36312494057873
43,-25.135237461285396,46.131059786763466,72.4910923565949
44,-36.23150646474892,68.37756648806155,73.63642018883813
45,-44.616148619979256,60.467235207596595,80.83808004187941
46,-45.4955314645736,68.35482710976645,72.65519698130124
47,-49.83939982673328,37.36237803404212,64.26535937943135
48,-46.26157386681378,47.00908263586019,81.91900573961728
49,-46.15109814476139,43.53567359903559,69.31293944165228
50,-32.55870771266011,42.91412548937775,73.1409060658756
51,-37.44226386633912,76.60477702012999,92.63181773113602
52,-39.94495248833376,30.797453441790616,74.89847465016219
53,-48.22414626713475,32.577571640717764,56.59215925113895
54,-44.97778620870981,60.29658093889189,101.60729985567738
55,-32.182592412694056,45.076305975665186,58.93479868623793
56,-41.22900678745331,37.59754970765443,71.7276528560611
57,-45.15394108742257,52.25942309047452,74.7070822306162
58,-27.623515147786073,47.42661133674846,88.10866041037931
59,-13.619518252104362,-0.024528881731422203,76.80653484182679
60,-46.1019339460025,48.833550682967626,71.09760959080889
61,-26.632381982280428,35.69236623484446,64.45282666079288
62,-72.50872728890839,56.553374160656006,61.49203409784042
63,-40.643961910133406,60.7078744577436,77.8354794248978
64,-33.04019020446575,35.54625781601648,77.56540736273618
65,-45.695031746788075,39.461809130842276,90.4251026273009
66,-31.61063543687555,24.949600009611558,80.50908938377947
67,-51.36527889066483,67.21662630477816,96.45645144385988
68,-51.45231557979078,53.64245028341754,62.01938155349733
69,-49.20665022984922,19.120341248699702,80.84606752564491
70,-33.56300704543415,10.813196861595717,81.90985484017385
71,-25.49601813154941,42.631346858935814,74.6858490688589
72,-48.679573600094024,55.678512125747446,90.76938182302077
73,-40.02285384692124,32.68097049153814,82.43499846573324
74,-34.43406947325384,39.16555273014264,96.5513022093752
75,-45.171837607650204,61.17190734250028,74.6457524802087
76,-53.84614575158049,65.42637663292007,77.92731949969728
77,-38.95235170788206,45.08595088246101,102.12204244282066
78,-29.310744017837237,42.561033400087126,83.69327453213543
79,-37.50922195598534,39.094732432431115,64.44956486400055
80,-67.40952980866884,45.91712693146897,54.413802360130376
81,-33.8548098069308,57.80882903519415,66.09831951065762
82,-43.283099613202836,45.302070394625524,86.79310963768309
83,-66.65468733452376,55.9553390621634,45.90854148334502
84,-36.528276858392175,49.86773298776476,84.23916169388315
85,-44.978283129811466,77.48580948580637,82.86200722800966
86,-69.3126507181914,45.71185624820797,76.44360173354045
87,-47.152717809822576,51.51922764034135,69.02917261047708
88,-37.44927606103795,53.147281948851074,86.2933734319527
89,-37.00738068837518,55.985497086845136,80.1643695025139
90,-48.97316465959517,39.13795843829985,56.3012073796866
91,-73.45120401151331,64.24867813615612,68.96631181402307
92,-24.770953510361764,26.370901239608187,85.0628910037157
93,-36.6092623067553,45.46268447334856,76.91737296707913
94,-44.26941964868789,58.97859592218363,53.81394257094253
95,-43.912551740611754,45.529933550532895,63.67303070259032
96,-21.992513655429608,35.920553875799165,98.33146420215063
97,-32.14577151629017,37.709193670532535,64.77628587330717
98,-48.04401392818841,67.3279015003288,64.32484164656417
99,-49.78285042595401,47.69388559250187,55.809664521409196
100,-41.81097770411108,38.57150329979041,81.18111711306912
101,-28.84019752089285,55.55268702444053,96.34669531350058
102,-29.55541053573814,51.867852736189576,91.14858302615096
103,-46.740755376021134,58.36360260554346,88.44717769362028
104,-42.306168552018526,35.95082633166866,72.74335966253801
105,-35.408630571650185,60.442435807930295,73.77576632165005
106,-45.35790824727487,57.63707747134782,83.46042799866493
107,-48.279470327081,69.08653871224732,70.44842960273262
108,-39.50798516442668,51.333509252899375,65.12312062721377
109,-52.44611724100223,60.99116155951042,73.05953604035308
110,-47.49493497728748,55.553748565671896,93.3857350697901
111,-66.07062432444638,43.26102898888345,62.4924010726144
112,-57.17517786129205,34.00751045376883,63.71222957145695
113,-39.20915239147,37.71879000098738,62.12324351153404
114,-26.741228866129774,47.776787124651236,85.79258316408692
