unit_id,WaterClarityScore,MetalColorimetry,ResidualChlorine,do_MaskingAdditive,do_LineFlushRate
0,24.19273535931924,7.041856744075572,57.072764502378014,60.0,0.0
1,37.7024900382141,15.355326525576976,89.5690835895432,60.0,0.0
2,21.30839711024951,13.33712232600457,67.20420891155527,60.0,0.0
3,28.054063936143876,25.210814836034785,67.31256543408466,60.0,0.0
4,28.200359855560677,5.440008652248327,50.75822607847725,60.0,0.0
5,19.231238467468135,5.929405169044248,56.38953850920595,60.0,0.0
6,24.50044288633584,23.45707757165774,76.27684560080759,60.0,0.0
7,38.94173391713735,7.163348341143198,87.11293239079001,60.0,0.0
8,31.80274550717655,6.240984182309772,75.24837102618696,60.0,0.0
9,20.840264949184856,2.7220139519196245,65.81695692294886,60.0,0.0
10,23.923231697155803,6.865466762935648,70.3188592908564,60.0,0.0
11,31.193676326869564,7.73825863091156,83.38202698131774,60.0,0.0
12,28.66495317674912,-0.18237322804597866,68.540298350799,60.0,0.0
13,26.07061892791881,9.694610376358053,78.01154745125065,60.0,0.0
14,29.070251895938483,8.148084563345893,80.17475369958382,60.0,0.0
15,25.135716242982603,2.469826780145599,63.6733621406166,60.0,0.0
16,26.53659915392677,18.894669753596528,63.028176052723445,60.0,0.0
17,28.072467313021296,22.82537269036054,78.49567939239213,60.0,0.0
18,26.047682507118086,22.187992231989483,76.88928178323663,60.0,0.0
19,26.183835033274022,14.269292128848235,62.17212594260709,60.0,0.0
20,34.65366791356875,12.781121542602186,74.13128848282926,60.0,0.0
21,27.235797439401146,13.096886700074709,67.16705859468516,60.0,0.0
22,29.25462775286046,13.362050459891071,75.43794667404835,60.0,0.0
23,33.286653389257516,12.052891878716704,63.73818685154688,60.0,0.0
24,33.81453226321188,16.04829973931588,101.29980722413106,60.0,0.0
25,30.76595533314953,7.161564202834571,83.5572263594916,60.0,0.0
26,31.8127912367544,21.95058020798435,66.10924395780994,60.0,0.0
27,30.119853198610315,18.40266562848368,83.59632889014364,60.0,0.0
28,24.85724478747069,14.549334837831783,58.52099761603046,60.0,0.0
29,32.024253729943055,6.9689638949813695,83.89756026346598,60.0,0.0
30,31.987409176265572,5.715370740145423,88.25362383990837,60.0,0.0
31,35.46077891294027,9.223480455858967,83.23940431321284,60.0,0.0
32,32.68488973538668,1.4057591487466148,81.04405527022062,60.0,0.0
33,21.887398775478488,24.76082065079609,73.73012189271941,60.0,0.0
34,26.437205190592532,17.628563315088655,68.72060625204605,60.0,0.0
35,31.74166922710635,6.796074399355501,70.86702071896087,60.0,0.0
36,35.86220494979296,8.204843092708915,91.1691540969329,60.0,0.0
37,26.21302310907159,16.132329919870486,69.58226175309646,60.0,0.0
38,29.963452312698056,19.79724188853818,72.99014292511607,60.0,0.0
39,35.01027804142614,-0.34043587497037997,77.08227215301767,60.0,0.0
40,28.127044486971464,16.997666975153574,83.44323307223864,60.0,0.0
41,34.1653485672141,11.770370401648584,87.69619970355895,60.0,0.0
42,30.200930846367143,20.01421756296496,91.5611692270148,60.0,0.0
43,26.332119256601448,2.607015391072327,62.344894512973184,60.0,0.0
44,28.82448904972086,14.24648567146778,73.81340668037957,60.0,0.0
45,32.512714115022746,23.669661491531215,81.02311178916224,60.0,0.0
46,33.92382839619347,11.609473309201913,84.33068388707066,60.0,0.0
47,26.293366182617458,0.6320032730960925,74.21768199375246,60.0,0.0
48,31.144485149293793,-1.5819557860517541,90.14771954864219,60.0,0.0
49,27.932381584799653,17.89551134491235,67.5541457358363,60.0,0.0
50,33.187435177809256,20.896941605420572,88.57993585210299,60.0,0.0
51,34.178748317898815,6.729833187781991,86.62052458869884,60.0,0.0
52,30.14300036184993,0.9446336179320429,60.992236334836974,60.0,0.0
53,27.752380202099637,14.96269677886055,72.2622786129016,60.0,0.0
54,27.182078464394333,8.17016033325827,71.65370580651833,60.0,0.0
55,31.847482898424012,8.036753943855517,73.65923586186004,60.0,0.0
56,22.585001884006495,17.175874533089747,57.270882734989094,60.0,0.0
57,25.206739958220123,15.514040154098739,53.399950355770244,60.0,0.0
58,21.776773398020183,16.12178722457093,71.53590766235737,60.0,0.0
59,30.111729815235194,4.640441856215316,86.34574863663644,60.0,0.0
