unit_id,WaterClarityScore,MetalColorimetry,ResidualChlorine,do_MaskingAdditive,do_LineFlushRate
0,26.372771013098795,-8.905473691456717,73.86147960710898,50.0,0.0
1,23.878332192042848,12.526213854011871,68.26088687798405,50.0,0.0
2,25.664903972626718,9.388685388629417,66.95331143958691,50.0,0.0
3,28.981444528292513,7.570108556667553,68.27013534501513,50.0,0.0
4,25.77358546184523,7.146244850294372,70.19010464375208,50.0,0.0
5,32.925725531414855,12.734230704227151,68.68506693079603,50.0,0.0
6,25.88579212852932,7.485930698916897,76.12377490902236,50.0,0.0
7,21.875238859255205,22.079205755067967,70.23047131807425,50.0,0.0
8,28.56218330582766,12.177723235743787,66.32192684396885,50.0,0.0
9,29.764570985454405,12.944865442725796,79.65261526528468,50.0,0.0
10,29.16379872175732,7.868455479850637,80.37123377146138,50.0,0.0
11,28.685062563954183,8.26960701099172,67.36593599515435,50.0,0.0
12,27.16400199623098,22.658515087176994,92.7314466639849,50.0,0.0
13,25.16169728480834,16.96132084750579,63.73397302360159,50.0,0.0
14,26.662159897925832,7.5312617422576205,80.1407687606823,50.0,0.0
15,25.14834668483301,3.01668336816304,61.718825346874,50.0,0.0
16,29.506606912648415,8.109222825589972,80.1057547618002,50.0,0.0
17,25.39551385402485,4.680589661257274,63.52650799440406,50.0,0.0
18,24.100192249177898,20.961175773492748,63.41609280670464,50.0,0.0
19,19.73666201204193,5.040569092805749,63.7597431926835,50.0,0.0
20,33.43114790465001,5.4123846141930905,96.28516623810795,50.0,0.0
21,30.398286392306648,16.426444404380206,84.04386706978961,50.0,0.0
22,25.351516881252692,4.360553873632033,66.78820012454113,50.0,0.0
23,28.41569393603875,27.22339270150062,71.03022182307706,50.0,0.0
24,41.85192274614083,19.790659072196288,101.53545878853186,50.0,0.0
25,24.84655453047054,22.47686467387107,67.66673414408658,50.0,0.0
26,25.326530983960136,-0.5522013590469168,73.29849089718482,50.0,0.0
27,23.635117116226912,33.129404980714334,74.900220861524,50.0,0.0
28,25.26888624344851,12.179372318185258,64.98195113365948,50.0,0.0
29,25.997084612613985,15.945445594010536,72.1681521022048,50.0,0.0
30,35.35188122699688,6.150540628183029,98.41305191694212,50.0,0.0
31,32.279162158791046,0.35614551012435136,85.57879425700034,50.0,0.0
32,30.203826987326707,23.376246014872237,81.33640802274212,50.0,0.0
33,30.310234591328054,13.347172040926122,99.66734281788051,50.0,0.0
34,22.892054217058703,6.22674717733493,67.85569946196718,50.0,0.0
35,25.468402382454833,16.3631886122003,75.46194842396962,50.0,0.0
36,31.48312389381159,4.115085920403489,93.65953381796905,50.0,0.0
37,29.461172227569087,0.07431524083341401,76.13043869667742,50.0,0.0
38,22.45829791369102,8.965662866369195,56.25204367316415,50.0,0.0
39,33.76664898719325,8.774668216247225,92.23586492258214,50.0,0.0
40,24.745760694181406,15.509121628128568,66.71367330285138,50.0,0.0
41,28.802399069481936,5.934635948918386,88.37369855452108,50.0,0.0
42,23.086258396589074,1.6749034821314073,66.0029010938593,50.0,0.0
43,37.350297550518576,1.9541360566600119,80.28258404144609,50.0,0.0
44,30.494416994357096,14.262461546163518,62.887206964793094,50.0,0.0
45,26.742722363460178,13.581889374473331,64.53330641384305,50.0,0.0
46,30.346014547239932,9.958877238019966,86.17998649950917,50.0,0.0
47,28.31322270003481,9.543445913307659,70.80452404493131,50.0,0.0
48,33.33330556019603,6.118436030643954,88.65697143609584,50.0,0.0
49,30.544488340464166,22.523240173581208,93.90698651485945,50.0,0.0
50,26.12531977996015,19.700363916827516,71.14730780931598,50.0,0.0
51,32.82144580644712,8.595718959779237,67.69419600332931,50.0,0.0
52,29.816104461148974,4.450648495576624,83.8089843133313,50.0,0.0
53,28.698324199221588,0.7954183038486207,77.10962925132074,50.0,0.0
54,35.195923860028905,8.255707134666501,81.56796225218517,50.0,0.0
55,27.292797813128736,13.98853448433967,84.65227249174919,50.0,0.0
56,27.834516307055363,11.139656259494393,74.05988153068301,50.0,0.0
57,27.970315334060494,14.433892527142355,78.62343944391982,50.0,0.0
58,28.19534204706313,8.956072364091852,66.25604100198196,50.0,0.0
59,31.295552831984732,6.782911689176213,89.50849934254352,50.0,0.0
60,29.867345075105714,12.145064406906346,70.55955948684104,50.0,0.0
61,30.113641622278532,3.4981097017667073,79.43234052233096,50.0,0.0
62,22.03289555911997,9.499607670262261,70.27551029447383,50.0,0.0
63,31.34429412125127,24.48302031230319,66.9719707238288,50.0,0.0
64,26.94375394100258,27.666882623565183,64.97327599338759,50.0,0.0
65,31.255479281624964,12.564602912320431,72.24559424049771,50.0,0.0
66,20.32795986281765,1.9736663147094422,64.03636302831194,50.0,0.0
67,25.87210520130791,24.741410910985408,62.90178433145051,50.0,0.0
68,24.051601250552434,15.624011481858387,60.55695429717545,50.0,0.0
69,33.334206490370605,12.49681822930594,89.42628715552965,50.0,0.0
70,25.417331929592294,6.6567939209917,67.45385464460924,50.0,0.0
71,34.75641312654669,16.48370626408744,81.84250500069466,50.0,0.0
72,33.695659922442545,17.661427291737358,95.17520896698971,50.0,0.0
73,29.516934584926595,12.092162594874297,64.24772450673082,50.0,0.0
74,27.220590472992775,16.215052871299527,66.01527030617945,50.0,0.0
75,28.590412611368095,10.507675231247319,87.52921574274013,50.0,0.0
76,30.251922360147024,-1.8169496407015373,78.71077690314789,50.0,0.0
77,32.206068068002736,5.336457591200594,76.95746076983673,50.0,0.0
78,31.89467873244812,18.556185266319122,91.33953196282548,50.0,0.0
79,31.039457426939773,1.308556081540802,77.33729141202899,50.0,0.0
80,16.601497023533963,-1.4830319699621768,62.610639228654136,50.0,0.0
81,29.454141080759992,-0.7084651144721867,75.83157767232386,50.0,0.0
82,30.54783335306304,12.12714113267996,86.95001299112094,50.0,0.0
83,28.218104838990115,9.193688851585577,78.99810587325058,50.0,0.0
84,21.291254278161674,11.891737478582824,66.30230672347466,50.0,0.0
85,38.230951218350825,9.695257143392242,95.75629894439611,50.0,0.0
86,26.004509094849777,15.10813420505648,73.96623778235909,50.0,0.0
87,32.39976262742281,8.721171522101127,73.32663127773064,50.0,0.0
88,29.176946932489194,2.085425323536379,75.52365520915842,50.0,0.0
89,29.64629742536664,6.924848712741374,82.16472007223867,50.0,0.0
90,20.984971283342645,6.337960873159503,74.82202481348641,50.0,0.0
91,28.671423155863938,-3.2375331896364603,97.47211593020515,50.0,0.0
92,29.034930956262535,7.412730816928621,54.6644072889632,50.0,0.0
93,19.96310333760492,0.24047660482870548,81.83927929099362,50.0,0.0
94,32.17407390968154,16.942948422270213,72.23051937555458,50.0,0.0
95,31.392842417561983,16.909130659217677,80.58217714632883,50.0,0.0
96,23.071177010153853,20.488316007666587,73.54081002600893,50.0,0.0
97,28.718462895722904,8.104154914737931,80.99089688327024,50.0,0.0
98,30.96713595806055,8.107543136245127,83.16561142448349,50.0,0.0
99,33.58452211432832,16.858232984306735,74.96225492418269,50.0,0.0
100,28.654336146548985,12.581359393267142,65.3228845034083,50.0,0.0
101,26.170418818701723,7.046929262917526,80.61471665902117,50.0,0.0
102,34.003540818771654,6.817144867988677,76.83119616927479,50.0,0.0
103,26.125838098310876,22.668278126115986,79.8539209230768,50.0,0.0
104,25.012192859755693,11.056868181421256,82.36408224988216,50.0,0.0
105,28.0902955699886,21.232208766762668,74.30598412096141,50.0,0.0
106,21.471456023937435,5.075237960642313,83.72885490190343,50.0,0.0
107,34.059591772234135,15.804819252603558,65.7815641577494,50.0,0.0
108,25.31262522930944,11.002001862466994,67.14303882020138,50.0,0.0
109,26.74351771613712,3.386038747128187,61.400316510390226,50.0,0.0
110,28.604045147606353,2.4344495740007233,77.50073172717,50.0,0.0
111,30.570426415688324,8.254208542789746,103.97766715316698,50.0,0.0
112,31.816318070210016,11.12659570197821,66.77080698437794,50.0,0.0
113,32.451163435293,15.453138966965216,73.2115807359704,50.0,0.0
114,25.707818776822172,6.0081080380949,63.9082274430822,50.0,0.0
115,27.631493034798165,3.1790493158495137,77.33172887430413,50.0,0.0
116,36.621782509843655,11.183941604198377,93.63744204785903,50.0,0.0
117,28.615334574557966,14.348491337957302,80.48412571550851,50.0,0.0
118,32.04371855865785,4.264521178737286,92.71076910466884,50.0,0.0
119,19.689991563592255,7.324087193851168,69.80576651855682,50.0,0.0
120,26.585823389234513,14.57989400296451,87.58322306621977,50.0,0.0
121,31.89935696838319,9.273693938489888,83.27995878363575,50.0,0.0
122,30.82228965225639,17.142332701372954,76.54252406586407,50.0,0.0
123,22.458317862466686,27.126237171086995,49.1513674935972,50.0,0.0
124,23.48291853033302,2.7222327197629026,56.580841372005686,50.0,0.0
125,35.301033847510425,11.522464509303306,76.7021357354033,50.0,0.0
126,31.96748059287996,14.651117974047706,75.61941964290327,50.0,0.0
127,25.860839776539898,15.19426350950842,58.260502889355394,50.0,0.0
128,26.065364321112888,25.752506086019256,65.67624872933276,50.0,0.0
129,40.01813076204094,25.318709195084367,98.56874128087502,50.0,0.0
130,42.64360997739375,23.255552212319962,101.48778016126201,50.0,0.0
131,27.807026154241335,5.439398111195926,80.96974909791165,50.0,0.0
132,25.87383768334804,24.261014713996133,77.21990949680254,50.0,0.0
133,28.42215138658884,9.513700358096587,79.52901528501002,50.0,0.0
134,34.3206673132928,6.909165843348334,72.5173788465533,50.0,0.0
135,30.845210615433327,32.811160271590836,57.20568178634256,50.0,0.0
136,29.096985588774345,11.073309798801928,91.44925705884637,50.0,0.0
137,30.813922049037224,6.109099100276528,69.31570580896661,50.0,0.0
138,35.15692691353514,16.64457303007172,84.34228348121738,50.0,0.0
139,31.08145768253004,9.95265700990643,63.0626380806302,50.0,0.0
140,23.99449040880887,15.826140900615176,57.908204029795115,50.0,0.0
141,33.03014524040113,10.029451351888627,84.89949974476201,50.0,0.0
142,20.862621285173773,25.016755219494108,53.731901620060526,50.0,0.0
143,21.23697846488305,6.069721977420275,66.43179022477904,50.0,0.0
144,32.95555713131838,-4.96268589518362,79.76963812695656,50.0,0.0
145,29.62142787312553,26.726245868494477,76.04335004088917,50.0,0.0
146,20.12434996776572,9.550891469317149,63.96464235168464,50.0,0.0
147,31.018003394613082,14.671086085471957,85.79653128958573,50.0,0.0
148,32.76974148889102,19.401843107700728,58.382640627950344,50.0,0.0
149,22.62996929459908,0.7377955852872482,57.9797095197167,50.0,0.0
150,31.254861270291308,14.954314765812274,82.68817728590696,50.0,0.0
151,19.60863681360166,11.516515095851423,62.434227342783316,50.0,0.0
152,25.007526140483474,0.7010627683709689,72.58697550551416,50.0,0.0
153,28.195057338606688,15.086288842521911,59.18189989856643,50.0,0.0
154,27.249785500014912,11.621873052370969,66.15222475854162,50.0,0.0
155,19.13239072528301,9.419290658925735,77.16758285011842,50.0,0.0
156,31.26024247772715,8.625744207606665,74.63226196504758,50.0,0.0
157,28.157980876953957,1.4647425625101764,70.37025913567801,50.0,0.0
158,30.037147760110585,9.155830350792977,93.41806603644837,50.0,0.0
159,31.699571987499695,14.599003180481649,77.66496669962295,50.0,0.0
160,26.45224149554896,21.42378041803152,67.8952920336612,50.0,0.0
161,30.059714766966742,21.62408372286523,79.50063506289156,50.0,0.0
162,26.445817580572253,4.468447600374161,50.678003911659026,50.0,0.0
163,25.745655499252365,12.917879750252958,58.433803189481,50.0,0.0
164,28.048902022983956,17.096615600540122,80.66920245909625,50.0,0.0
