unit_id,WaterClarityScore,ResidualChlorine,MetalColorimetry,do_LineFlushRate
0,26.28684681753516,69.04676931854192,14.124505654960625,10.0
1,28.415851254616936,67.92053067696096,20.896158547093467,10.0
2,21.498625660443683,62.646857348941566,14.123069808846546,10.0
3,27.94791508958275,72.758794155448,16.694146781488598,10.0
4,20.720735974763848,78.65457011741438,28.888773570160385,10.0
5,24.603807097853934,91.58591258344478,8.512888260680537,10.0
6,22.94762659818916,67.8797321488198,22.030056326755464,10.0
7,26.54528014110672,69.89415471769746,11.25904028479556,10.0
8,18.37765222572365,70.88224436707821,26.207510275235883,10.0
9,17.06704497026546,57.90006018746184,3.9427014332354346,10.0
10,28.312693882217356,84.55230238377723,3.3005268179423277,10.0
11,16.8764687038821,55.58299718011824,17.731900357421317,10.0
12,23.321950130161223,76.92144890686711,12.294254607503579,10.0
13,28.248596430951846,78.39188961201019,9.007857313948502,10.0
14,26.537582637808406,81.28326796250353,16.6422692694358,10.0
15,25.012137833356352,87.69158571160608,20.869562564782775,10.0
16,21.632219738068866,64.69018874476322,-3.6529653323511653,10.0
17,26.10380480472691,77.87912504325001,16.781580107666393,10.0
18,29.348463353910486,94.42654775283108,1.141561541150546,10.0
19,23.004909827776466,69.3982570559301,24.10203651334697,10.0
20,21.822312503278237,67.46523655369579,3.5983055294418325,10.0
21,28.964683240178644,70.02364269543709,0.6345174987803404,10.0
22,15.605259734000947,44.8909598105784,16.142906981576232,10.0
23,32.160782526933716,108.91352035601905,6.956960988319867,10.0
24,18.854122859554014,81.01175410232864,18.27219358832595,10.0
25,31.501732892077133,90.15318285502549,13.165594284245273,10.0
26,13.887937415581359,75.58857045636671,-2.7883049771813972,10.0
27,28.208792394257394,73.76275873479929,1.5074145691271674,10.0
28,12.268264279476536,74.67174764512538,13.899825495972703,10.0
29,23.588209083684355,80.65889651921307,5.188653824401614,10.0
30,20.655252306585847,57.460480204268784,9.598699305848967,10.0
31,30.480496004806703,64.77900958319773,7.568305864224734,10.0
32,22.37216139858953,81.8532743351793,17.192989245030198,10.0
33,15.443901788262036,64.42053845987682,18.022236869055156,10.0
34,12.139601916172237,41.15524372302593,13.847471574834957,10.0
35,16.29391902573291,51.53621177384932,13.664672403893734,10.0
36,18.04327076516108,63.7649681347477,4.610829387844565,10.0
37,18.375716732962907,66.07828737064884,13.664257505463581,10.0
38,21.923902503239002,68.46185381019869,2.1896959340074122,10.0
39,28.753043356096008,76.74813367365536,16.813718815095942,10.0
40,24.41851057799705,73.12359704327143,15.131150904028928,10.0
41,19.9041893564302,74.09381152649233,27.87415337838086,10.0
42,26.29522578157952,90.42502603685487,3.505212249116358,10.0
43,20.334693357917534,70.57623979934074,8.727759515468376,10.0
44,32.65475353862872,87.1641731159023,5.445088592070138,10.0
45,20.958699156287665,67.35617286421076,18.099768019085584,10.0
46,22.115446379226587,78.0710539699526,17.697166191862546,10.0
47,24.568541832984987,90.56480005697992,4.501367037692023,10.0
48,27.99570479143596,97.37014263027386,21.758126896706315,10.0
