unit_id,ProductTiter,DissolvedOxygen,ViableCellDensity,pH,Temperature
0,19.67422087998692,93.61831346741737,92.1004321330196,47.78839881021722,45.78596146736777
1,23.807668821764587,73.27191051309008,72.17736760580668,45.53750674260884,64.6899311582438
2,27.78265337401782,76.325964772695,76.57750725208821,67.44997045154476,46.72472986010025
3,25.414225219581063,62.330186837686895,66.17675569073758,51.52308102012392,42.39195311583034
4,21.14168842134466,85.34322273755505,75.4416421414072,53.478646645462234,44.408563753426876
5,26.645265704895934,79.45848820768981,77.29718069689278,42.63814051845757,54.510952617870274
6,22.317431147359105,66.99979707379165,66.54725892371192,58.53101576165207,61.02754488085645
7,20.35854493170693,72.34423889522881,70.8923242456055,47.293924529243405,55.37891167467077
8,19.90199760315395,78.02001289642556,79.73063462146438,51.28156228220577,50.115926044080375
9,22.467681758739474,64.29944837261748,52.222744615441016,74.46241594091835,34.62153932767319
10,22.85185722141952,72.36228374985667,70.6995748591817,46.00210767804106,52.68456692656153
11,32.527742192157376,80.10959029303515,89.66524323809334,50.09413257606474,40.84992056523577
12,21.464193233180833,81.50593287534987,78.5359199076561,69.03456937002225,60.84542582184383
13,22.928280865118904,71.0183445484036,84.20477294590087,29.858344932546828,62.81686921403403
14,19.704148031036546,63.78565639658004,66.52570077742622,52.798277207652426,62.837984009828524
15,16.468607495025665,58.85295588897257,62.05130823343645,21.557097939963292,57.71866234472358
16,18.39474863893378,73.7156380012654,78.68282792947844,58.45358162502715,49.874636086747955
17,14.523675690131302,68.0201379406945,64.0877049015861,63.221711108009245,52.49527947105219
18,20.994012653843605,64.2032156456114,58.5825452377059,38.582325542420016,41.28758828053619
19,23.745651441756184,85.6434474062604,85.85077418434231,56.61176556529462,52.098056209001925
20,24.430981667725963,84.36906313967737,91.40688549522842,53.87596463968697,47.08854567701471
21,16.853398501530343,65.7870039719062,62.194173877813284,45.12927458583867,36.832023735008164
22,22.916928601138682,81.49916339486612,84.68300734147572,53.54763942266825,57.378575756715435
23,21.297455076716822,68.11378385857688,70.4133753721189,80.64526392811793,48.6434659475127
24,20.967118453697786,77.42923137367342,77.8953757319245,92.1698229106354,35.878580251402234
25,20.70502358048776,73.49544560040832,80.37473502729732,50.22039601493071,45.8126172630968
26,21.491102828321527,76.2228918845941,73.57987131928762,55.24364809283008,30.986428419892377
27,24.187871816655914,83.36088298007077,94.03693431981041,43.2393705787936,57.072927281485406
28,17.39594312002883,73.35199160173268,66.69976979853409,52.836033164911754,63.978555017365274
29,22.216891301374083,92.95212858065884,96.64488265961512,28.544956442883183,35.769366838226084
30,24.684815407484496,81.14295189506505,74.86166837019074,55.57305023742376,74.77294626650689
31,27.408360757721702,71.11290222421916,65.94799043414024,48.31801870705762,44.09175805188597
32,23.1004498226971,80.19055918718526,76.95414070814519,69.64057460929345,54.121694293474164
33,18.486012920640224,69.21426162518377,69.76674142670436,46.43369843261914,29.184402451770364
34,23.146913218572227,84.54867183890445,91.58656464321717,48.312846818485234,56.78024914434844
35,21.694480177168256,63.35424701151083,67.40850863228371,54.45745056538652,50.25938014930212
36,18.667190378250154,60.61674899203321,51.887234760954044,25.991205903068412,46.19534510662978
37,24.464290707451823,79.07449680672605,89.02024594510452,33.4734591072407,42.72269146566105
38,25.924674280699513,82.72717619652818,72.63835782412164,75.77993570284472,56.999971722464764
39,22.88132242810686,75.54497449492702,71.7547855562245,44.9470265210198,54.82642855566163
40,23.745082369563978,73.39085122856501,74.10499174847443,60.95418590173036,65.5360849299847
41,25.33678103612435,93.34664813198184,92.31192472013868,34.910213147000576,39.20788335193632
42,24.842565905858493,82.89573009071312,95.86812963575173,44.157707928967945,40.95903000017646
43,18.47646036556381,80.03855383027239,87.11999141548411,41.971705859947,67.21312407450382
44,20.652230912641816,56.66408328990581,52.104632956971635,49.898732418076506,30.312568905126312
45,22.737605995883555,79.75205201222138,88.59681645765848,32.73000912450645,54.390278857852174
46,21.494832995463817,97.79765169482754,90.87224157220813,63.80034864551718,52.81299674624421
47,27.530101082535637,106.42629692855132,92.41305355454332,43.20915327266097,37.01078300806864
48,17.96223172248951,67.32946192310071,64.98251363138598,50.89397794906255,51.012655016473005
49,18.39126607796232,60.404305650971,51.2386040206946,20.259858427516697,51.56293443710182
50,25.49257283823981,78.7311905091861,83.19661206701612,43.20364185122568,48.97213592045729
51,19.288532196746466,67.46195345155708,58.36830035115376,49.15323101965062,45.53960158841997
52,21.120528867061843,70.38836386802055,64.36064173014695,30.683904336363483,55.86795533683704
53,26.04058365083415,81.66099794160056,73.73973744198814,46.6149053631572,46.00167807442464
54,21.164729098705852,67.31077363560809,74.41458404756196,40.72326444339892,59.97682543373807
55,27.875269479392497,89.6818756960107,89.09041855886207,40.05846029539852,43.04774683018554
56,16.57705140977614,74.56272826942038,70.73307031953203,45.3025752076746,49.259918365150696
57,27.516509783527507,72.61269405811687,66.30002056418105,58.99532595790454,50.26289779568503
58,20.542302497499676,72.96224580115468,75.3070301571117,62.47366699107054,52.46650063659281
59,18.427759008536746,74.0786260145058,75.60608654527918,46.20296681725705,52.832798164141536
60,31.115031285646403,86.67660776239444,86.63144263740485,49.59556967101283,46.98590308078914
61,17.907835226830734,66.28732736181915,65.75642558492913,45.38961588118005,32.14541338088538
62,20.02707236016362,65.72852550404964,75.5270959294346,47.08612520175963,41.83902941031848
63,24.003818219700918,69.68571254487685,74.99126074329482,45.22268846300141,44.542083880483155
64,20.405968190312947,78.8161081205898,83.48899642472263,24.993287879479418,41.12255332197412
65,16.788025993917696,67.17405653688074,61.48145136494335,34.11633821600131,55.846393062286296
66,21.049829944825504,69.47997132637262,68.02613862784533,36.44284032120379,70.17824024428698
67,16.920979418451147,75.70690128576383,68.36536992865732,34.23191158996486,45.58932360465507
68,21.160937490926962,64.51750545397373,63.21078730785332,53.251016923254866,49.41717953325924
69,23.762447300011146,62.99972429302772,69.86153245182992,38.70325135476262,55.06970026947319
