unit_id,ProductTiter,DissolvedOxygen,ViableCellDensity,pH,Temperature
0,22.341169593546695,65.2382107374582,73.86147960710898,47.009469111472626,53.7345632147617
1,19.519363682728116,65.49602679519307,68.26088687798405,62.64073911406362,26.249277004176754
2,22.679908862890727,65.23444905989321,66.95331143958691,31.095729974669837,49.99947229993154
3,24.382020059837163,71.7599290454949,68.27013534501513,21.380912421935054,59.077585415341396
4,19.684505842004768,68.16711801326655,70.19010464375208,51.59590746718361,66.30806178344827
5,26.36126870161692,68.22383871592939,68.68506693079603,58.163809600211934,38.20621679358669
6,20.66351268508573,77.28462326614749,76.12377490902236,56.90668702262095,56.28248286586033
7,19.510959759662203,73.28980525911601,70.23047131807425,40.50422570635162,75.4094183290878
8,24.194433114956134,66.04875169570454,66.32192684396885,33.64471210653578,57.96494355663971
9,21.625473866191456,85.43857690734326,79.65261526528468,60.97693375978235,40.89571006457764
10,22.47330532622864,75.23792376532816,80.37123377146138,63.47941703312858,37.272276921871224
11,26.45018318280865,63.23826800057867,67.36593599515435,51.58063612825837,42.56481890813031
12,22.382239495648605,91.87467755690099,92.7314466639849,49.076897372939214,45.99398741383991
13,22.8393140018102,57.645032855868195,63.73397302360159,46.572925159720185,52.590307107378955
14,20.591774709314343,78.89487434987912,80.1407687606823,55.47870329702407,37.15854257932831
15,19.86474786150485,60.24656800714674,61.718825346874,38.78437098182777,50.143752008800284
16,24.273868299411358,78.59781526711566,80.1057547618002,50.862892543482175,39.47572623831378
17,20.643025256174173,66.45093832776571,63.52650799440406,40.49849287536255,53.807599709426
18,19.854248335858063,73.06251085251859,63.41609280670464,46.04975960018188,42.24057338574539
19,17.164116576977104,68.00640738703287,63.7597431926835,47.77297740903784,54.05162078365165
20,26.305959913019564,86.7965654176949,96.28516623810795,68.39489417163588,56.705985103777145
21,24.935206329839676,82.98317512959433,84.04386706978961,49.535180970090536,37.965056267539374
22,20.151753092626276,62.953184224397724,66.78820012454113,29.028568140781832,47.54964284678221
23,23.90085961784817,77.6972911884906,71.03022182307706,55.95246072000839,50.69614730143708
24,29.85431944868527,107.83057556091717,101.53545878853186,47.545056213209506,57.96979497989693
25,19.867023319478296,77.69748709745153,67.66673414408658,50.48651834602464,52.508620231623766
26,18.007504406399324,66.73345664794009,73.29849089718482,74.0326960115257,43.06449565129602
27,20.171807272355895,82.7245150971886,74.900220861524,54.627869588263046,33.33519877969784
28,19.98024678586763,70.37451096795836,64.98195113365948,39.758201861805816,49.533855974537545
29,23.78545068583882,71.52538084057575,72.1681521022048,54.9169722346983,36.01662612201733
30,25.031219750245498,94.07798954855375,98.41305191694212,57.433049323840294,57.814866416169295
31,24.36710653661676,79.78388120680515,85.57879425700034,51.255369726480154,43.493212093334414
32,21.810359410568296,91.074082273196,81.33640802274212,54.05952013067474,61.3517319769053
33,21.25710175946663,96.49711242335458,99.66734281788051,43.91835312574221,46.881178578170285
34,17.3213490441556,66.76813457293588,67.85569946196718,47.98110512203306,47.39693436519859
35,18.251155624756628,72.17231984852108,75.46194842396962,47.24227497684767,50.354277248805616
36,20.748488814559526,82.5154234571938,93.65953381796905,55.558159546158755,41.20524812735111
37,21.767177395173306,71.2218709469142,76.13043869667742,73.88360504169113,51.24223781212309
38,18.5591738605171,59.035332511499874,56.25204367316415,71.37698673471613,35.98980825629851
39,24.657925252136252,89.27932872625782,92.23586492258214,28.60511966472428,41.76628360728747
40,17.42946151931321,74.0955406811855,66.71367330285138,39.011359206208176,55.119884573258986
41,20.526982891112848,86.6325176537603,88.37369855452108,45.566431507440676,35.96981863650913
42,17.09900448425143,60.12036852463279,66.0029010938593,44.553202625096986,63.6448466937384
43,27.540864028759206,77.45246333126755,80.28258404144609,42.635768313372125,65.8494195048792
44,24.762008712534005,66.769490051901,62.887206964793094,48.90411978976591,57.44301886011513
45,22.3607061616641,64.32348449245318,64.53330641384305,47.300778367954784,50.996769770370385
46,24.915038598242337,90.23193451513414,86.17998649950917,55.03014583309758,39.56441161495339
47,23.128882473612773,67.64513617109705,70.80452404493131,60.71081510886173,58.79530586477448
48,23.495655798576905,87.5041837821485,88.65697143609584,63.66264645116638,61.083492647461355
49,22.13820063589119,92.49755069799802,93.90698651485945,40.2213781379723,43.20669794526429
50,21.81481794911824,72.37840388008078,71.14730780931598,46.86884811442282,61.26399111137889
51,24.9399141878005,76.85408860545326,67.69419600332931,45.618602437893834,31.655295740076507
52,22.715005285611046,79.84655864342946,83.8089843133313,76.14011421517559,39.27297303243485
53,23.899458112015466,70.81530129092468,77.10962925132074,50.09308432871845,34.99447391472393
54,26.66401775617813,76.76460664989449,81.56796225218517,60.64993430999498,45.17343427195758
55,19.42534760214636,79.89002051836214,84.65227249174919,50.805154585494265,64.15790384281159
56,22.214139949270066,78.80982436912896,74.05988153068301,47.13363794167137,30.003110542930568
57,19.926822185736466,82.13588119908071,78.62343944391982,52.09590924710208,49.78181417668361
58,22.64095848632944,66.91147086749504,66.25604100198196,53.14866401674084,49.87648892991366
59,22.352670555642806,88.07780183345773,89.50849934254352,38.842310565882535,73.95310631252303
60,23.443325497362245,73.03636961608836,70.55955948684104,35.93022636433255,26.459786007961245
61,23.317289269830678,79.10017012771951,79.43234052233096,60.04078330027599,42.40376522107082
62,19.499208062719504,76.57436067713984,70.27551029447383,39.44767072666221,58.77506951730015
63,23.68414533533476,75.11796541636836,66.9719707238288,27.692463991130992,52.820757764334324
64,21.171172905358524,67.13809462009593,64.97327599338759,37.07093855790471,61.2560002918174
65,23.813621532369908,80.83464037438424,72.24559424049771,63.16527974951244,92.46168218360194
66,15.793000795622552,61.64539086188196,64.03636302831194,48.27754600972264,43.34161282395417
67,22.473123347472963,74.92681682994458,62.90178433145051,62.36206556202594,39.46587585733492
68,21.14736774356893,61.58460090567177,60.55695429717545,43.55090919256654,44.122234041788744
69,25.931280289426123,87.64407043022086,89.42628715552965,60.77164344304829,33.81454995584242
70,18.939841094767072,65.10589343476775,67.45385464460924,68.49539873330477,61.35188616724869
71,23.448596261304193,84.80701778844397,81.84250500069466,40.11305488894757,52.72270337204994
72,23.995018891615473,98.99013506859865,95.17520896698971,48.890275804893186,34.145430433850784
73,24.38002978085505,74.6548662215644,64.24772450673082,44.59057297113599,28.23139990463036
74,22.935737948521385,74.13631627647361,66.01527030617945,70.77792536326677,60.49781725303599
75,22.231043503739656,83.67517184067106,87.52921574274013,45.46642314532179,49.978041669850874
76,23.9502399626311,75.70788598928084,78.71077690314789,41.01586599804445,52.64030581901743
77,25.265664385991226,76.85271803338624,76.95746076983673,48.1120439150162,30.247941694943762
78,21.506117290221468,96.02829335412002,91.33953196282548,63.69647069449804,42.470012586002284
79,23.984109729719947,71.81382015942033,77.33729141202899,52.979658879686134,53.748512240890534
80,16.76829330262515,54.89520864319843,62.610639228654136,43.680158168941254,44.31473537522035
81,21.06993063003512,75.47787107333595,75.83157767232386,68.20170021807725,50.43573473941275
82,21.78588460064831,88.68794582915696,86.95001299112094,68.13928359558862,56.172840040854595
83,22.463055206709527,73.62257077963423,78.99810587325058,48.12911665391706,31.54860091962768
84,16.531822673540034,62.382332771533804,66.30230672347466,43.4830307783209,35.98481109824517
85,29.46880618274462,94.43291399178732,95.75629894439611,33.48825077542655,39.900564745264575
86,22.992327520670155,75.19548567997205,73.96623778235909,52.3725473009594,42.733917626470884
87,28.820351283889742,66.16389678791231,73.32663127773064,62.02336823497692,44.40834039467679
88,22.42216593287022,76.87598576068689,75.52365520915842,50.31892593090427,58.66243826607224
89,24.840047783104076,84.32138749470248,82.16472007223867,33.80437577904187,50.89599619201733
90,14.757662237239252,71.86619959075851,74.82202481348641,71.23899192212075,48.78312516566046
91,19.30940892357471,84.68748519189654,97.47211593020515,43.51042025614032,49.11233968314154
92,23.655770725295042,56.634957123168405,54.6644072889632,59.27832162741632,77.90166490068637
93,14.325569834740325,69.85782917993747,81.83927929099362,64.46284928209064,52.26332230547186
94,27.752023644158797,70.86353253949248,72.23051937555458,61.35999238379524,39.56891869433656
95,24.652061942635694,80.98526597058,80.58217714632883,39.86297420906537,66.3323197562213
96,19.547953159683196,75.6216874195551,73.54081002600893,53.939482871600084,46.7451349010509
97,24.193977584886586,79.02369810487335,80.99089688327024,65.92563794715683,61.3426381987291
98,24.766037170210687,81.76326678587711,83.16561142448349,32.54022038872418,34.745985850034884
99,27.80285484910479,72.70236448998806,74.96225492418269,19.332933542275484,55.89611509804225
100,22.128151591524258,68.39582370546373,65.3228845034083,67.47660967329364,42.7948369119267
101,19.772837545712296,75.10642314144752,80.61471665902117,50.857604613054946,60.02827609683026
102,26.567555033652315,74.8822427506386,76.83119616927479,58.029969973302414,59.96454879580547
103,22.628080298816126,83.69206915112993,79.8539209230768,64.698848805765,48.465696857409185
104,19.924323316313362,80.92481302038888,82.36408224988216,58.850137065095176,59.0094744067394
105,21.599849992896043,83.73825640742265,74.30598412096141,62.39323579008781,37.70215551965552
106,17.56598125956162,72.54226852140926,83.72885490190343,59.69649277496099,46.406418550419716
107,26.515872145968004,71.45179603701764,65.7815641577494,57.116331541303055,45.76403430201693
108,20.733992398092738,65.90938625828733,67.14303882020138,48.666598122923666,57.00637380968081
109,22.530480137735537,56.833020722445504,61.400316510390226,57.018347121630555,61.87279115143901
110,22.662887388405014,71.40649704159446,77.50073172717,46.04163475247204,56.104590089719416
111,24.407866392303518,92.88190474867518,103.97766715316698,70.18273722719464,35.29553936289285
112,25.047428092071893,65.15373847188948,66.77080698437794,40.83048963509366,55.16474676254192
113,24.18787161364945,79.11437637073152,73.2115807359704,49.902157001614974,57.30210545585141
114,22.913120326863954,63.641408564888124,63.9082274430822,55.008213489490075,51.96373072728456
115,21.459697270272468,73.61281774085784,77.33172887430413,64.40354280827731,68.23923702996204
116,28.207982936960565,96.6398609931074,93.63744204785903,42.995274646093634,59.72212935085512
117,25.003470779225598,82.97136976863518,80.48412571550851,37.8929328100078,55.51766051451004
118,25.079745320589662,83.31130173993058,92.71076910466884,37.135511932951076,67.41619860482734
119,15.911865419517564,62.2866269478549,69.80576651855682,48.63352884131986,35.23040619639436
120,17.97376439290108,84.33762584298567,87.58322306621977,32.82882997332102,47.02132673396647
121,24.788631647037757,81.36248404686037,83.27995878363575,47.66532771388528,55.418505626968816
122,23.695066603745154,80.43611434572233,76.54252406586407,49.46597061566131,36.606594230575816
123,21.28497203325273,57.386934187469016,49.1513674935972,29.052355821250764,35.30565589441804
124,19.418572441403636,53.686188687892546,56.580841372005686,42.23100664752615,57.16203184039826
125,29.036677820053395,79.93896664342921,76.7021357354033,65.89460978667304,46.26259488848093
