unit_id,ProductTiter,DissolvedOxygen,ViableCellDensity,pH,Temperature,do_GasSpargeRate
0,22.106170347199843,71.91556919108082,64.47218829799777,47.79415497718167,47.7922657468213,25.0
1,20.411394854933203,63.005291711565874,63.0822918338374,43.27175035235446,62.882471633307716,25.0
2,27.545283099121164,62.464121375052386,73.3216316465103,39.44995171059199,28.131710997419425,25.0
3,16.372035409406845,66.8438011459594,72.62004228695393,50.597072166173525,60.42081128909112,25.0
4,19.049485951246123,64.74387396509914,56.01374466751733,50.51780038835395,51.769140740904184,25.0
5,21.137631448913336,66.57564504351556,77.22705097830962,30.04051627630227,47.81600969296051,25.0
6,25.77808771305653,65.6377425030433,69.38655650096571,37.050563499713284,54.04204471604487,25.0
7,24.54060599028218,78.99287127234658,73.52616575203966,43.40517098925132,38.35767911026685,25.0
8,27.398547464708216,70.66856112768528,69.55445871417925,51.699614380952745,60.194952416784936,25.0
9,19.979769441852504,75.44268082718202,84.68090694597828,53.85399897616918,48.86560522862787,25.0
10,20.437475964015636,74.03705652763459,73.39456726642595,55.91235208639978,55.44065655227533,25.0
11,24.807052140999474,98.28822844771558,98.96407418591788,60.092177560213855,64.7141248445279,25.0
12,20.051570451403716,73.02799666960064,73.48260089944439,31.377221209041437,32.217457709888826,25.0
13,18.21168368453746,79.61755937698483,79.26824816939867,27.625939190447923,62.49220613293822,25.0
14,21.882406852852338,78.07998984587621,68.6369810809194,46.539971199179774,34.42757484863758,25.0
15,17.124736008321186,79.85369920031904,79.88501877476098,51.68890839218571,26.830260940648873,25.0
16,26.529066108574742,108.69347042993634,97.52381230192383,30.168260805857397,60.29110608475325,25.0
17,21.716963809943802,81.68851929759802,84.10922596272673,26.301818386325515,43.17817459540823,25.0
18,24.576628989095184,86.21954291745851,89.15085693787638,35.15225304795002,62.31602908586294,25.0
19,20.378173619230342,85.98222718762207,83.68852883317206,65.65952954275727,52.48126969345467,25.0
20,24.77704026614867,80.18403147015853,80.59374859161274,10.975875884620157,30.425915798721142,25.0
21,18.047450460702812,86.35805944448634,82.00596774841762,24.602632082080866,46.74374326203624,25.0
22,24.13981951970899,73.4716992342687,79.35357083522827,56.346061776721946,48.9049332045449,25.0
23,21.63506207907544,73.18032809202563,73.95377201786508,40.81639353481853,76.0715418579106,25.0
24,23.21658085292124,72.3288583551107,69.80896107524858,52.98540157493957,49.10763076900702,25.0
25,23.621641274873213,78.79969308152675,83.63896824371704,42.01810739556323,79.10508679262962,25.0
26,19.2582011505663,67.49868078981842,66.03192553894387,57.52999991520201,52.819276959636156,25.0
27,24.902055321612803,86.00321257144047,87.5011474143265,34.672611316401046,62.812266533269565,25.0
28,23.896626895619246,78.84140012617453,85.97779957395451,58.8059945853924,49.17960318123915,25.0
29,24.46148758504612,95.85352895572684,99.16462250345289,67.25256558916499,59.71672913537224,25.0
30,21.64025652319764,59.73056724121071,58.60285643312726,61.033094038614614,47.271030407197,25.0
31,26.71613587230839,105.01329662699325,88.9851103627556,66.00365646093874,72.76304280833008,25.0
32,18.74260948750606,59.988710120117226,59.90664353415535,50.45282674501861,73.01923153091364,25.0
33,25.811830678730658,72.77036955933043,77.61779276795211,30.46893262564764,22.949936337532563,25.0
34,28.265460248842466,86.30864609288061,86.00770186415221,37.69405631024442,25.512716888217547,25.0
35,19.81093390317824,55.94077396380664,64.11949664064706,57.168354684154565,47.24031686218816,25.0
36,28.99009984154724,86.02651718973901,81.28389675784398,82.05430788250808,47.51202425379844,25.0
37,22.913632813850974,79.13075915663352,80.65958717643491,43.071859340456584,58.26068902804703,25.0
38,14.725564797827884,54.08267512283494,44.45534534104792,53.26155597938151,45.47339467612631,25.0
39,18.303440330083525,69.04095498304338,67.15452487713391,63.604772180355226,36.62498778289233,25.0
40,26.975494299535175,68.5375162831769,58.4839422869537,42.01401546298084,33.15732204694582,25.0
41,22.07119880429628,77.61905140104025,73.28846197002053,34.19602241170121,39.68170050346226,25.0
42,24.934644329605533,83.04727038941498,71.67706938122126,49.99587285455497,40.98557952992773,25.0
43,19.32596991165653,74.11538621204387,71.64135631045964,53.1021584915407,38.70198154552404,25.0
44,23.57680631964673,75.43897407421402,76.4414477989893,57.42192910071152,59.53932056624809,25.0
45,16.931847459452122,65.91008792435035,67.66819579506723,48.0745010393191,53.39903164389583,25.0
46,28.04870782638009,91.40575573874484,92.88400015246732,44.27527767705674,74.09956722735652,25.0
47,16.43875930009935,79.55741067759236,72.04107417982284,51.5074821783405,46.46026056007924,25.0
48,23.179824784751286,81.88400741990613,86.55441288159409,31.52360418123376,48.95306899117238,25.0
49,23.729257898561794,76.8088712285214,77.30456672444,35.634387213911694,60.9893676185524,25.0
50,20.076522852154373,67.18775244351545,72.89725718584552,52.24688056886897,59.39084888254507,25.0
51,20.51460435215092,91.92132431712552,86.4786944406541,55.853419237952686,40.137678174343954,25.0
52,20.877815459404268,79.75725053343221,74.52713615014659,57.26728599768671,42.30836059598927,25.0
53,22.42136696815451,83.10080508952059,93.01321153333006,63.53031260929362,35.164311216214024,25.0
54,29.36922329520402,59.942448917980734,61.532332168616186,39.23759238228006,39.27310691820622,25.0
55,16.789526396909086,68.78153247712554,57.18367789634706,76.10842236729576,25.878035681733266,25.0
56,25.052413497391964,75.91542202817355,78.13763294840125,49.7603185979976,51.97110392767379,25.0
57,19.438592242689758,71.47447110292663,73.88679315118172,40.07784347503126,68.78876107117799,25.0
58,21.333803680595324,71.52548951772818,68.02131122178672,44.67201570137361,42.299462925728974,25.0
59,20.671033463821146,75.10626875078486,64.61542846179249,41.88637228159534,53.20836073137982,25.0
60,20.876261761347504,73.45024042847058,70.46182367575538,59.81659420969425,40.27945496728311,25.0
61,24.053614522974403,75.28198605965791,82.89785206413688,63.05008840770603,39.5425784461547,25.0
62,25.76487344776615,82.0590426176131,75.22046080402968,67.62386093491668,48.591039740765545,25.0
63,23.514644645091135,74.85994923188365,72.90512639614656,60.85618290099446,42.285348290510214,25.0
64,17.6931696465617,78.0412367672388,82.39943689801724,57.79210761378748,46.29439504406208,25.0
65,17.03288093780906,68.39973867654233,72.71517680093082,42.83796755592091,46.87520334132012,25.0
66,21.97538222970681,79.02014603962694,71.79505553187659,44.62304060266825,25.629664325450854,25.0
67,20.664977816660542,65.52360192826663,56.16552759281824,62.86086320176322,42.86906533476874,25.0
68,16.527521481464344,58.2557730376362,59.32237516904441,49.168282382360545,60.16630221293267,25.0
69,23.351388112879697,82.87175447343074,78.10570372776529,53.45024759777065,44.508120216862345,25.0
70,22.839951553823322,74.1262557402589,69.61038165573174,64.47160480033989,62.80272905002932,25.0
71,18.264871727723893,73.17557790632752,73.27620828817757,27.00362383140093,50.555243145957945,25.0
72,18.868439674163614,52.977449500916606,52.41320457153355,65.90359008814762,48.50339096840783,25.0
73,17.505331948924507,89.79974575802309,85.36052266989053,38.849771658261076,33.42364580861104,25.0
74,19.39725769352946,79.20138160186258,66.04163999021327,50.67392433295816,49.890655913253724,25.0
75,24.51359028859789,59.36557771559465,53.53160168629264,54.958296561012084,54.16826507982782,25.0
76,24.223666051692028,93.213392230376,92.93911644924762,53.130709103238416,45.67159932629729,25.0
77,22.700490926703374,92.70936339426417,90.21094185994627,38.37641751473667,51.31646561598265,25.0
78,25.95549025045297,75.17123836210513,70.22087156464123,70.51853529764344,56.962732480099504,25.0
79,23.077912472876307,88.53757422251597,80.84305847030895,29.045422328618436,40.09070406652872,25.0
80,23.821007626406494,73.26148278324418,77.70032047789459,72.69647560644948,44.57483284489245,25.0
81,22.532450367114635,71.41487514551076,81.36836887299518,46.29450411116419,57.1425363408805,25.0
82,29.48338198212781,71.41841724613445,66.07705293646642,46.53172535485389,49.71323844490454,25.0
83,20.233243978435333,63.846604964930805,66.62792554706671,55.129914456634104,49.738173000729674,25.0
84,20.18878518364633,73.97483596700516,74.57769826999265,59.35550476120649,68.51038334698204,25.0
85,17.411128881342265,66.86536043292814,57.03508663708565,51.44389815285719,68.65331156614255,25.0
86,26.656001543823887,80.54185573800991,75.45372899957451,43.2084039128056,71.14786578711072,25.0
87,17.257530110798815,57.42200319719128,57.07004225501757,58.64659324701061,53.838857714752514,25.0
88,17.544439801239776,72.6011377539705,75.85144103351294,63.92124168361979,45.83937965132662,25.0
89,21.998031356658515,63.89797474370069,67.85938222479021,53.84043766760206,54.48215908568803,25.0
90,21.79499427828381,73.28133748595187,77.31170171337565,15.457808244861045,54.328704779658025,25.0
91,19.798649632716028,69.43134777292371,66.42158509402208,49.51546181898873,50.16825564042347,25.0
92,25.72515483405252,77.65043166772679,74.68182208520899,44.03045539786136,57.403891059839744,25.0
93,23.195930123449813,78.492733171387,76.57532616968649,41.32425807864338,47.03365308963593,25.0
94,20.806168239043608,72.25525072303662,74.1599505004965,36.15016254387681,69.91176432034736,25.0
95,22.75236314576607,88.91752535779801,90.36879885616432,58.45007137124793,58.92237772801338,25.0
96,22.65730214140086,88.01442453660422,85.76050391738578,51.829298248074956,32.885805523290124,25.0
97,13.663331755816628,81.60247393026307,74.89838016125692,67.3140364016432,57.273975890108076,25.0
98,24.80482505283872,84.81727117785535,81.17217582823736,50.18922500553435,52.606210805080714,25.0
99,23.617242944370375,87.84595264286224,84.62184676151314,67.96030934221058,58.262737782866665,25.0
100,27.35854606123792,88.06709510319534,84.67010461451262,61.418146717857674,51.46793556216108,25.0
101,16.27446807158093,54.96549544326663,51.07339788603916,79.77615025038031,58.88638528971399,25.0
102,13.021581609821578,58.39619212053662,57.25836806284734,49.261386800329966,56.75651367607892,25.0
103,23.407837881676553,70.65421288093943,74.2691494972431,35.22601207285077,41.544499094633444,25.0
104,26.070621427863806,74.36424077258069,71.30726945784582,54.044923475690545,41.39879240871729,25.0
105,16.64031708011794,67.1349326339436,68.71417704277626,75.19491817391734,39.0290168145225,25.0
106,23.204704757048674,71.46448154937218,77.59609327043017,34.16364332105894,47.62178599900861,25.0
107,22.53293144939919,71.1702191516859,70.65632827751912,59.47888673489032,44.21414730911029,25.0
108,14.493392371430156,63.16498432505758,60.65933627100067,64.70677402243086,20.196031457813902,25.0
109,24.092560400181927,70.01959426990881,70.0732700978213,69.34714481098355,62.73719602652738,25.0
110,22.743303143305607,82.50040628738792,75.15914383940842,41.090354148617465,52.19776184711097,25.0
111,26.177930374675398,83.12552425602578,83.74565325787685,44.68349538190445,43.111004880636685,25.0
112,13.76427011688432,58.77677695331776,64.3008697314389,48.22712855669103,54.77605202600422,25.0
113,23.519996416251175,84.87608765910817,83.83657335672702,60.640074633341435,35.553696938420075,25.0
114,29.680616244733123,75.89194334814468,72.83809530584884,58.65292428158047,34.56610468103341,25.0
115,20.78957581794308,80.52045416741035,77.09183376922128,51.909929167227155,58.95294595335984,25.0
