unit_id,ProductTiter,DissolvedOxygen,Temperature,ViableCellDensity,pH
0,19.52498701274899,84.45696686026722,44.90325997689527,80.86897928665623,49.840092073929675
1,23.035752791053397,87.60303280324769,38.72611407812858,81.55286514143498,49.10940488579857
2,19.45548799096913,84.44536385312335,39.44195799379743,86.32606003584615,71.27169401071909
3,16.46843127189652,72.84667505074378,41.958436677161515,76.57722878874253,31.010172344862376
4,23.79918316156706,89.09058633503815,38.91395361800977,76.24978716145625,55.28301949272638
5,23.91737839497882,83.28531488365296,69.58207112958594,87.14022668898734,38.088951374118956
6,19.878501024611513,80.51616537500124,37.77508609504798,70.68090495184218,62.76190530501011
7,21.03573959398901,83.23607175477503,60.12307547397673,70.57246775062976,64.9101829328165
8,23.884825785283976,88.6819387448431,60.1286299164502,83.59156977569214,66.16629938737145
9,23.597028105560536,85.94554247447904,24.482572905694383,83.39251011131975,25.460245100787827
10,19.565211629694783,68.88124694907293,42.53389059026906,77.84184216209283,63.0995117201408
11,22.57193109428409,74.16975783654783,32.1227484894224,79.46953717280047,49.28806165003174
12,17.022341378195932,68.82854964092597,37.09463468417685,65.01971376797685,43.031315743757325
13,27.10130580803893,74.18147673512124,60.88403799187388,76.50916213982141,41.924095957300864
14,21.656471283264263,80.12603977649538,60.65152088364178,87.18983089381308,78.45978999273422
15,23.53963845988939,74.77527420435592,49.921378929218584,76.04577444213706,48.451921831900904
16,25.157377689361674,74.48970582147152,33.31895909256959,75.24656124425321,38.77998239138367
17,23.40626327857095,80.89368152986991,43.23424734387548,82.79616812766074,66.13035150961693
18,23.089926543444697,60.46371797189763,40.321688258691196,54.90252770042318,62.421928689939314
19,20.396491834063387,86.83903527956774,84.00440006599415,87.09355308947201,52.82237819992311
20,23.794082913236917,76.39237500734001,40.66659649750747,84.11648514431785,69.87928852604229
21,19.774883986622992,85.59247345821271,45.03796442488845,75.36450409251812,55.44662553666654
22,15.86724741037585,45.98777755978065,46.08339303320063,47.625826656536695,26.147985614855607
23,21.76824163797121,77.88134578509019,40.12493358079651,78.40308295638683,60.62236985308258
24,29.252092009107677,94.86161801998416,55.563035037705035,96.91797906095746,50.64675864607424
25,17.81332934484428,86.50523401316595,63.95271335330849,84.24896538998878,39.94530821901958
26,20.052008755571602,55.04604979150841,42.15356212194186,52.19019583279584,52.448074699087584
27,20.162660173176494,74.75822857640513,65.87443410010958,76.98903775675487,69.70434267444996
28,25.941185484724414,80.58647208734656,56.914630291028814,78.57745820138629,50.535346496934835
29,20.094020228867294,76.40587970927169,50.7750164168536,78.38390979504629,40.44731937037115
30,21.32586739710553,79.2218024026911,53.99942006441258,78.63990300725425,39.168230048690035
31,23.54283096640092,54.626290084309126,38.91918121818491,66.87702792589505,36.021550132522506
32,23.225953058965278,86.89002924576457,62.696323724033086,88.99632008344216,64.78193486866824
33,19.165963781745546,57.31758223924696,35.37509747439804,58.315105385754556,46.56919155241404
34,26.94425396114628,72.94020249502101,45.54845670187899,69.07319024152913,60.66365822997834
35,22.690166612521647,83.69935862797726,52.870696325305644,82.12783533913466,50.69564883202428
36,21.334441768937854,62.759895178675,63.14163749568916,65.49197542658536,56.72253175086643
37,20.502638666238045,67.30097945835601,44.021346586586375,71.14723809157995,49.03711188493023
38,22.941863911660256,86.31525578197643,44.414766691157666,79.9479138041741,58.26018009917219
39,19.97704173008597,81.99398688958499,55.24922503764039,77.1623903343988,29.61006745815509
40,18.298556816495793,82.81459508724754,29.92158749013269,83.09970292234294,63.39487967520705
41,17.41623514589097,65.46666317570204,49.12430239202775,68.38862374936309,64.54717069817534
42,20.683227073467418,56.69279563155195,57.13521434326313,54.93374949368268,23.91802799222271
43,19.552674429119755,77.39300048783404,41.15934466847556,73.59124992807317,44.17234947220763
44,27.17758490292627,83.43219328399407,30.84997907793538,74.69660433980603,54.23284718386489
45,24.482547276636186,80.04770542583648,49.91655285101393,70.83488538646412,65.14527020258414
46,22.94024059104775,77.12033584964584,52.841622224534774,66.95815655540481,73.11143909492277
47,19.200199543929532,58.569454697154015,64.29098966211802,67.44449413656932,49.07339968711249
48,23.805739693520994,79.25018950146318,47.16077901344554,78.43549067609761,39.12309527141891
49,23.255111902737482,63.59135209278407,75.38578110054941,69.41528000092488,39.06040031288629
50,25.181881337291482,74.27353058802737,37.05493898360976,79.08399465743912,40.99992270954097
51,26.96060636278544,100.0788032786024,49.659043234670015,92.238814127376,39.137403476179095
52,23.604991046244795,68.16395819312166,57.62523140226397,76.16076765904585,50.66359221288293
53,14.572440950190744,52.90234093794577,36.48578154685641,53.86062038687083,52.266185361668974
54,23.0547396011531,99.07227965105874,61.46724867573223,100.18929005801036,26.020332411516666
55,17.80665100576097,69.02435120544868,60.716753212361944,60.33191692137976,47.129667256068224
56,21.049530389275816,65.12957001747932,59.7648205071635,71.35177416262107,48.6382447639775
57,26.20425317974074,80.71411227422095,68.43569735636291,76.9570445295295,55.7479017130891
58,26.339431706080905,91.2768892442658,31.435869374640212,97.63200473602727,45.041578697770845
59,20.296907180695282,76.04662115246003,68.1172023842126,79.5492031637126,44.20473289843262
60,23.82372503683781,70.1801114575689,30.07961830175754,72.01009476149163,50.68845248138805
61,24.258299286885737,67.55827500252518,50.130614304838545,61.77913434237505,48.420674895865304
62,19.038284748620303,58.81578604432237,58.69676340216439,55.620364308367975,60.40440178488026
63,25.302485710251272,82.02564973447161,38.1921006492683,69.68006910699168,52.78918142048769
64,23.74800582693435,79.02492976487913,51.55374470671286,80.67795483783945,46.22019133170236
65,24.600988722929987,94.34974416378918,73.74804351227074,99.52066528672297,32.58660136007949
66,21.388562440867464,74.3389212506527,45.4502085100594,74.28805225628946,70.94714613909507
67,23.172327436251575,97.64450299931976,83.14972986470379,99.23556890317872,41.703617403284504
68,19.73613436309451,61.79054984639477,52.515822199656604,65.257325915401,48.046204311820595
69,19.464146456906125,73.85290792132226,59.2724094248835,84.46770231586304,33.2333394550157
70,24.132180664562064,74.67800516006186,45.673129549763146,84.061955436591,59.224041173815664
71,18.14327971964637,77.28717627830957,59.62233495777357,75.59805516715332,18.824995939916423
72,20.982419161749743,79.6924408691158,41.51067491189056,80.30500362902184,53.93893534108462
73,23.455068482901734,79.18970403396659,51.021746003885326,82.60324718913861,53.85503626972928
74,24.589767652599125,90.9754256301437,36.88201886176852,95.00071658815541,76.44963739047046
75,13.89040562129642,84.56406606354899,46.87326533017937,74.75715463611289,56.77501486030759
76,24.764556718545315,89.6114712037859,60.171049274785034,84.73013057617852,49.8201295975875
77,24.525665311749584,105.51982974893662,31.354217265446813,102.16266255501677,70.13223955888215
78,30.788624882298965,83.10647228000464,43.01362295874229,89.59475675299667,58.02874115781264
79,20.898322652248932,64.1106564802797,50.945578304799206,71.2295025996644,33.09600655837918
80,20.15587120431356,50.10258554986719,45.07791069044055,51.18635349917723,57.74589375662353
81,22.004333021458784,77.5273880664059,43.54932012847282,62.27239279573964,38.922374636970225
82,19.87649020247845,83.00353876548957,51.55118806462554,77.85612095282222,49.94901786938705
83,14.933638933831594,47.92789559001752,50.89446545401814,43.78099102763013,58.43831253714499
84,24.01212439259132,87.09744858746133,60.039332127322155,85.0425326492085,74.53287221108639
85,22.263619763029343,91.01650246111787,56.384668600757756,80.75675789272121,65.97427383694713
86,19.41311550094506,74.35005030142543,41.77644648947219,78.84768686202862,55.86165798518603
87,18.74127223220772,73.24156677526422,52.203646224335074,70.54349397063602,62.726317169467066
88,21.3458010311569,87.63443551192846,75.61208763146897,84.84773948543025,43.252042431135784
89,25.38021789731924,79.9294401626496,60.73250990614053,79.17503499779778,50.10346490725652
90,18.883064923844163,57.407277168624255,62.19364564251448,62.86895290569731,46.75964129392078
91,21.223534680045038,69.9787252403614,33.88799795017156,64.76611691294111,59.929344263297274
92,26.52787863160276,84.74964117954407,51.042182628203854,88.34689002309392,59.27402115434244
93,21.822174676991306,75.26020552193607,37.02684103483676,75.35641220675026,47.459192830418004
94,20.716677662483846,63.317076891471345,52.736449652778795,63.87584117567973,52.50168016643217
95,15.872110939929229,55.76644698999566,53.72526885595032,53.6687576951794,31.861782544059714
96,28.437049159990227,94.20912633905701,49.311387400641394,97.0814804371571,51.13115403956432
