unit_id,JobThroughput,NetworkTopologyHops,RackInletTemp,CpuClock,DiskIoWait
0,15.2989818320615,26.415935969931358,56.759175384143205,66.83354263128702,14.591569982161875
1,23.513440635443104,30.396658673631805,59.20194669408963,37.676493050697616,58.80654352891058
2,26.545044899650943,64.56122807446933,59.156280179287734,46.4209079305813,49.032707022094414
3,15.750126127799348,40.424290849003995,58.34749714323324,45.83465028452243,65.21144553349913
4,14.255603872406446,32.23440733601143,75.65538766014535,37.076178684447974,45.425119113265666
5,2.2764886604576535,58.3815265262723,68.214156616999,52.526200603146876,58.19327838348214
6,34.31042202568038,48.30627572180763,60.43246647032602,59.56556866481869,55.82786853830272
7,34.67370151879879,50.83489481288988,52.45887488452229,55.28109155101799,58.06448710136489
8,18.61323992578972,48.251103871615236,66.95564073774302,55.629287589486104,48.018521115229
9,37.866771795620544,59.128572565294284,40.93546036156237,55.25450154134446,35.794480712332415
10,19.94999160815212,61.33663280583473,54.222967824136056,63.76843002003861,59.44583215514888
11,38.55417203144329,60.408640321397,48.11326211430347,50.114275891641974,38.042667429918836
12,9.675440002976725,40.34940717625806,60.87905445093609,70.55709398596089,54.56106790364293
13,15.049609232217245,39.243788251010095,50.62006681808896,38.39250914715515,52.873502379951056
14,10.46449438725229,47.70998988589134,62.8719100908793,45.41666850975466,38.62690436577885
15,13.818594063827184,41.56697422693871,55.00572405545824,53.28203369831848,37.02661433204361
16,23.703695415883836,35.530953230074644,47.3574688322393,56.36896467092203,65.38791987003225
17,6.0741719635858695,52.015481586568434,71.27890741913598,51.714904700635365,53.3882220687689
18,9.985277691176869,45.18640750123429,53.98458722629662,43.988158447489454,49.92964476502345
19,34.33649078117998,47.45200509993001,60.57799918969628,60.67872031025138,19.714148502324267
20,25.098485664770315,37.26208535581503,51.10843547785789,62.1135313234401,39.49827639658285
21,31.288240100857735,32.657532122570586,50.86468074756959,38.12600468832076,44.32239542985013
22,69.51589651037015,28.98549083862067,36.82707567071368,41.59363827444786,42.01052690880366
23,5.616559284740326,54.4059792688991,57.321963645367795,49.474208825018934,71.12223755273807
24,12.746011332492113,66.73261094149625,63.11705437107995,64.13526378603022,49.22806375391607
25,8.940607037637193,71.1764038668461,66.135376717445,43.867126631990125,49.494464170402544
26,-0.4984949404827903,67.20273051239406,59.3249140080942,60.04781499469212,29.941479279266098
27,33.57428772443562,65.66716924295987,31.54498843369114,47.04807653723051,42.40297294361974
28,1.3339907968626106,60.2044293621797,65.55520931444643,52.551914035278884,31.334527708887972
29,14.200633237232566,45.116971964486616,55.702828678376854,52.45090591987382,61.339210295405785
30,54.12825471713018,36.98221322891258,49.727429681686054,46.64084351197455,50.96031482237483
31,31.660481131043994,44.46324446748787,59.21399537990194,62.321120379115,61.846237164206606
32,7.6500523158816875,41.147865180854375,71.03419170887882,41.1133385751369,49.47090855797054
33,10.304468683293432,49.65477702010633,65.75403330517743,55.904382405368914,34.971950770155786
34,56.40327740685551,48.982578189078154,61.508734885843715,49.99975989149211,39.56072264963282
35,42.7444829374452,59.24700148166317,62.52802481776488,43.73578845077757,62.909800563861005
36,15.622324979136614,41.39595042648402,47.70722422957621,61.671997050254724,43.390863264492545
37,24.284577030852866,37.474081704917445,66.55843334455946,43.59833120568182,42.71223106783276
38,13.329826696578055,36.90236159438519,60.34951492126331,46.663932373801345,42.98218107121145
39,19.688613368179453,47.083669445977215,50.5720133856516,43.42113600827754,42.5086919912524
40,19.747503328682807,56.14946077583322,49.181661895160055,61.089671346031594,41.2087577058548
41,21.407336726088225,41.22034165912384,61.982032112354275,65.37155729177479,43.11329780264153
42,21.280707340376416,69.53534443548824,34.768245684814445,53.765005044070854,53.11741090346624
43,7.8193323702594055,42.701985929066176,70.61829154843028,62.395417757499025,50.710808657591755
44,23.229374682056886,49.466804445044986,50.2494975418471,42.27412270620236,52.254718284385525
45,25.991320662782915,48.981674680991,47.98635839654933,58.251585992532256,34.92919433166579
46,15.312476853206986,35.37099440824198,51.72549957579055,45.621341638780855,68.92535653182368
47,11.169227808548511,43.68308977782028,44.97473377066976,58.402280526104576,43.22465134177887
48,6.858868623398258,50.05985075273632,61.83268195518864,61.71103470271942,43.55400200838951
49,13.89671775803391,62.428595243330975,44.762205741277995,52.59073483194025,56.83358154940031
50,30.94222715104807,36.6830086093817,47.484141426457306,51.644505869738474,49.64667927832131
51,15.969391974255087,50.85840465846727,71.17915242841856,43.048199740509205,62.82829829324693
52,32.64244396741738,54.090101134495946,32.075381360687,66.94387791138375,71.213289153746
53,19.937278635947926,35.12055986803742,64.88977106568306,44.917347626135246,43.388559219659754
54,1.044043273565555,49.47277702208207,75.75775904011364,30.95063411417727,45.798531611241856
55,5.332658022361805,37.02777998050719,70.93843079277784,69.147863448981,41.06383730524606
56,34.61949739983566,62.74765567488818,39.296530893295774,49.03926204114219,58.08299410891611
57,26.90024505056313,62.24705775671607,46.840626217810865,59.36366456336973,58.158062150683776
58,8.62432134111185,54.07614099784906,52.089252485709466,56.495628537786935,67.3713509040032
59,9.299959606288471,30.364265276127128,61.71340394066321,56.75775156258949,43.01123371944655
60,32.553655307877676,69.41428334064891,43.066415443917364,47.263721451017545,60.375371144945674
61,28.853316453526467,24.065767742231426,66.79156222076179,55.572344715262645,50.25609598317644
62,15.25550061857503,60.21301811851911,50.40111442766633,48.534536753409355,33.03543164016746
63,33.69051438886493,36.03835600294545,62.93536440986802,44.63840727224066,39.35138810222658
64,18.728791004362257,25.50941966844629,60.48547229246532,49.78120938642373,48.77061935046342
65,13.109293318383084,46.801411002451715,70.20149611752164,63.629447764864054,49.989503365150036
66,11.794295792005189,42.46937290463377,48.30028971278128,52.46134696892143,29.5585631185809
67,23.237139859064413,36.51737133262044,56.17964364476223,49.75628290869515,51.192192537344006
68,21.722178957448136,27.22308990387382,47.25740454245602,54.09372319868471,49.24302618595022
69,13.52003906715517,57.54784690072446,58.68574217239212,48.97232657922388,45.36784674010298
70,1.6436785941077172,54.31365731904801,67.33962447375518,56.270697097391924,43.83976449400307
71,14.918632340373874,45.3262716503359,52.83221858969118,53.272169562970895,50.63178847225549
72,46.91537388296065,54.70419610968373,56.253874114958776,51.4711977140588,41.9856745743436
73,36.12276051458119,38.53767460666831,61.75891863469062,53.135525792528796,52.55438400419992
74,22.388210413507807,41.74890227743555,70.44366564263198,49.43845016329827,39.50431582575598
75,34.77443528056075,41.865791508870785,44.529543544929574,39.72399306611549,66.15003347707525
76,14.38038979464017,56.61977251796075,42.49003415726557,61.63744173004596,64.01320310371703
77,2.3629845272168613,55.6992251019674,61.166388301666345,52.0620381679358,48.20004744080064
78,13.76918282690529,52.01225145624916,43.4421791772358,51.01988998485694,41.27308323169931
79,21.66177964931319,37.13938038531462,45.0532388712169,57.53610904955073,20.80474920476317
80,29.230138080639534,36.89631575402155,52.04127899644827,53.06145682444237,36.13230594452128
81,16.15099680359488,57.96523726327099,64.65872398318525,56.05547705098859,36.49455011377652
82,31.179996498785474,44.32921419597451,51.4928265231016,49.25971890433475,48.59255160232214
83,22.163785106452984,60.66624228228136,55.35233984414768,49.26049704487252,34.100974504166665
84,10.232545028086125,72.46704956912077,54.31875095331789,34.675372230330254,57.0265178013089
85,26.918093223745576,33.30632295226479,47.55607894752247,55.35343559648608,49.65141385849553
86,11.122754520832158,40.924841836567005,67.73005778342764,33.22916367130836,41.22489260821478
87,15.915100055727805,42.44685585040815,54.68853305800196,42.1066108685472,58.673287398999584
88,45.237739889111644,51.252450400504564,40.17518778849968,47.226613977399566,50.94620413542931
89,18.11285364835782,47.13984435686091,48.333540594268655,43.287831224256834,42.86632617003545
90,33.024783322874846,24.30004549174253,43.33015904285628,55.965591598048064,32.759873601812124
91,16.03955731604897,43.13852479660057,54.617323298400066,56.5751058794659,57.299805645001825
92,13.136418654383247,29.77303342562675,47.17285492337519,58.67248912432678,37.28080443308723
93,52.354771239419286,54.633444788559714,51.812567110888985,63.40409220604107,45.371347642168175
