unit_id,JobThroughput,PduLoad
0,24.892185497777973,49.38379015012735
1,35.155551930926386,66.08640136898832
2,26.572247059709394,55.61412822136272
3,31.26223774218218,39.1148107275603
4,24.78738137247497,44.49301144532629
5,39.09643055259622,30.391257673550246
6,21.043579800261263,29.26721166433573
7,2.3185655359106443,45.43903947886432
8,27.227041705064114,46.472011943396275
9,15.78291023717075,34.76593826810749
10,39.88698213983739,81.83499351813013
11,15.44167213144209,49.15733395774732
12,16.917148681649685,35.11739595769067
13,21.4708561527128,70.55242355154382
14,41.35462736230979,52.967450387830155
15,26.2031580848639,45.83802352596173
16,37.424165162649686,54.51910254433346
17,14.19548757951399,67.02554190903977
18,26.661808521882637,82.68266884679306
19,33.02263644747018,61.92392348920696
20,18.73926466342063,51.41530370549925
21,29.31154022245953,45.32925051109458
22,16.373635513264777,36.01944266032401
23,11.342648629013883,48.15824362023593
24,18.72477976884939,42.30407364796112
25,3.747946557096788,41.11938861813082
26,12.629935234198815,64.12007439595712
27,29.878522507996493,57.60242191399131
28,14.090820712429004,55.46917512805161
29,17.905445937683645,39.57643331587414
30,15.178452377887478,48.663709717468144
31,4.277011430621938,55.953375248530094
32,11.555094954265765,29.157232012954218
33,12.957455380322285,75.41453908639535
34,11.355057580138853,44.40114071621483
35,14.640068084321648,51.83670967172685
36,26.4567380255697,35.7922111307569
37,13.10860623598626,51.51209461704471
38,3.3764710295528393,42.224891124596105
39,17.910749847654706,59.20118749608457
40,12.79045137936238,35.3809650415954
41,50.62033805730751,60.830492560481794
42,15.14340841707985,55.53126909334759
43,20.293358499818616,46.83183233754269
44,28.059142348639632,48.340817434655555
45,25.569826461749678,53.47585414797068
46,9.346622334778106,58.70136595450481
47,56.22079622896408,72.56396389418204
48,10.98024055835913,25.202751879675258
49,13.001677941711417,47.2228795493682
50,50.02870843127692,71.68386473252416
51,19.219050996433424,43.830951578854595
52,8.347714214728478,44.739873060676416
53,10.896685586207163,31.679617343663555
54,19.989837058148055,57.59870758539626
55,39.80280351237208,44.74685892616954
56,21.72422700808419,33.547980054792205
57,11.038235653141653,27.795289025972693
58,0.8226983215018921,51.59213938192959
59,23.62859978136483,27.748942842304285
60,17.68346833188724,30.067766430647186
61,20.214829343520204,54.286249022689496
62,50.5316606965381,47.47742159492439
63,10.125404882850928,51.85583507334295
64,14.214560934287647,23.763574627132414
65,14.692270695922476,68.25571205568467
66,19.619079214462136,42.827602659265025
67,14.132862285207457,54.481744881481724
68,23.2321950264122,51.75880832664942
69,20.66268971066919,64.2341013389412
70,27.426981294710735,63.99334919447295
71,20.857586452412466,36.20081553893628
72,6.110145484033763,48.82398237101812
73,10.791041768022623,43.84658349645614
74,15.13153517525503,40.753619190961956
75,42.89650257496235,58.884155517938694
76,21.903005878509298,50.02007508917164
77,9.832698770290442,38.98491728964381
78,7.298603369911042,54.57974861973602
