unit_id,JobThroughput,RackInletTemp,CpuClock,NetworkTopologyHops,FanSpeed,GpuTemp
0,3.2644197724490525,67.87168808333934,45.929419594010774,54.46272291136383,61.6178976877332,62.75636353013559
1,14.28688886145289,60.24379389296641,58.35240999989252,59.37939034937045,58.67815869182228,45.35643514916807
2,10.567127179605137,41.56512244216587,53.01266639654162,50.988355269944655,69.66924893551412,46.780725208726565
3,0.18868082065082703,69.68758846169999,37.41690227638322,49.45375292822968,52.22950804994076,67.78528145558008
4,24.012239159940172,47.964846749837925,52.890781171567426,43.88067011793365,54.61871266267729,37.639441864392595
5,16.69392229189356,51.967155471152736,46.86002737934735,52.25087261372993,76.28229150644113,35.31645449124237
6,13.999420857337299,55.84392265050256,54.81921918001523,68.23878824508398,50.23352416239858,43.309573960912026
7,22.31993252108369,54.34329225963259,51.18266877161492,42.768259086127976,58.13308842522568,33.293625091177
8,12.281102483368011,51.28471087754955,47.20232789247196,50.1338709398801,67.85370089730027,27.958125820839797
9,8.595117194001661,66.69862033941118,57.02077958301654,61.238246573774525,60.85186132437895,62.40212495299856
10,13.419108077095299,49.905461993512546,35.11851775415651,54.66491578714387,76.21388753237197,41.470955690408054
11,15.971549306658176,77.02999509578255,60.239034976032244,46.14872061263385,66.11151130577163,44.277053453745395
12,18.222984119411336,55.524262003546625,67.00924048678995,52.721857996150824,59.07755247508564,42.1666315804515
13,20.864918631413282,48.61633868164845,47.895893913728834,61.54026776219068,54.99093775135469,50.99745030649762
14,5.7588360915015135,61.91687686409966,69.87566849069827,32.71748718100257,75.305763953548,58.18820667473386
15,17.377012488206688,65.54221236205692,53.62519860633441,65.90202524397864,62.70676097810729,51.79016415817563
16,20.753071381210496,73.69207582225205,43.90799801472503,46.40917569134937,58.11110209852605,43.92420846293957
17,15.467711166198304,49.42682679756145,41.69708407624096,42.26442115151205,56.54807736388499,52.046774612243034
18,37.98481241870728,67.64739285555076,55.20374330115787,60.7859948050414,60.040280955036955,33.73236980950399
19,13.454345470380733,47.29698572412395,57.54762146170246,73.27115839562846,63.118426857669995,55.60931135681381
20,16.541142834683928,50.64149507309586,63.660767585159526,65.70463429353303,60.31367111767008,45.20048592073404
21,13.995574499959321,53.25539205142135,29.170079328776456,45.39739778829338,61.53823795488434,39.12295248388409
22,51.18534989962637,55.446286020440695,52.03177126314987,53.87482400728451,38.49632786983197,47.20390181253408
23,17.277702956545415,70.0106527553718,55.34934740662622,37.673460611253496,61.44684384179724,45.666890131793096
24,12.196046092480344,50.7557007068435,44.29856805716242,40.72288693050641,65.92405536578488,60.30674469659617
25,3.0825633896789464,53.11022370080929,38.99559128744605,51.207374854589034,70.99311621233495,43.96902463935672
26,39.621006024103366,64.1428228824254,44.41829047800853,66.36638307821849,54.105536432999905,42.265591068223536
27,19.610063187711,50.014769916986445,38.50006733009286,45.16658831725153,43.6647050123749,50.068312534726324
28,5.539271516492812,62.61795791336178,60.36709827911548,71.50189116513381,74.18792919645061,53.355036674943776
29,23.737945683631622,34.88376221473046,38.068787492005875,56.17096669137776,63.637150057009,54.65023210825238
30,22.399025153492335,57.57175971393616,40.49547609886929,51.08357927332775,68.09311087219413,47.98666937997497
31,40.13000877129795,49.190672841001714,48.887352911946195,44.819511411986134,57.18113255379975,47.01001091336461
32,12.019890597362625,50.70657315057915,59.20331561975302,44.784465038357794,43.306859639585554,75.15063908770452
33,51.19745728109357,47.901083842328575,70.16367283210273,43.98927307655222,61.545643239117595,48.67339804521961
34,38.807087725888586,50.631677141974805,37.66834351825649,48.873592353110574,55.11497158397541,43.60951048163582
35,21.792329742879264,35.46099450598155,58.27201478136558,66.6481791139012,80.05902578428643,55.021077300989276
36,32.55681261733246,44.17677942314438,54.69319448932141,54.28396852840059,49.6806180890846,65.28559709419491
37,34.939721630695686,61.29925692069754,55.54567292400307,46.652715907854116,45.01927067681549,61.160831711796284
38,6.0879597225085496,60.755742501940574,43.50369665048558,26.987911846412775,58.49602552971533,38.868039467887
39,3.136478926130363,76.64453815281769,45.86592112933494,55.48412152609369,47.31992249091286,55.75766998145243
40,0.9677415897461827,61.30239638573383,45.09547165571163,59.25177471258641,51.39247217891028,54.07438152212932
41,7.782411848633209,73.77459460282638,45.79144530055233,35.75064730990042,53.05174807466918,45.555740613274025
42,40.077906330022536,45.92680108299487,51.796177671781,58.27580712319018,53.023833281831905,48.45396529858144
43,20.081077314995202,49.418643600543525,41.75659749547689,57.13910882849822,45.08053528913785,34.778233115340804
44,27.54774156922568,60.131498093995596,48.9172592797785,69.0533634376911,50.406215519077534,35.6054619632426
45,14.210322034696452,65.80469333579771,64.33518828984025,32.150364185665346,67.26245272724185,52.20834520197955
46,34.284708419165725,59.06780663574812,60.11197692529216,70.38474439237257,56.3151428706024,40.628265728607644
47,31.415818413724782,50.00346608212576,40.75051287632077,23.692377194716432,66.93592932463845,49.80621513776697
48,13.364664988309148,62.928359502713775,39.260878721597486,57.40683929219025,55.499897634244135,51.56501152719623
49,34.568790258782315,51.02163175757067,59.166578700951156,85.9801852588549,67.06480082961427,56.882558341136864
50,5.227519763701538,69.05297821156606,59.4962306678868,46.769537791429464,44.6267946837716,57.30863087109688
51,13.456753549170323,71.22084622113594,44.694193531751466,69.42372022460205,47.15037348922922,37.09286334417338
52,12.596653650670213,55.67628121527923,46.84381964115374,31.969935180350102,57.189774746852464,68.34240852518943
53,46.049877884856606,44.791835518549455,38.26398645976071,56.1635973201139,64.26671113354186,52.444949187137496
54,8.459537326634862,62.62082979245921,53.188396832442734,47.45862967413329,56.519524176161795,29.38915678397589
55,16.730562184065885,64.69921152694157,47.570585412803354,50.50634976469912,63.21671866678617,33.422736694477635
56,12.258332709597193,63.68146126590707,56.48575381964583,54.2014983183064,60.55894115569571,40.8721029040033
57,24.86000072607827,52.53262491056948,61.89075765407354,42.85752047566938,67.61176982438639,49.66435297088533
58,3.54656946556101,67.32442699233361,52.76733193567647,28.35603990350443,46.13701612859539,45.67624160048766
59,25.229611020249603,25.54266199815321,45.62632223206489,44.94558932994587,65.28321605810171,37.04533566439196
60,27.61186995083634,52.7588546690473,60.74674651277664,44.80763072040826,62.43423647877678,48.610085340328936
61,8.168979732026536,75.1345017146738,42.49409478134146,37.48319009799035,58.995699233895934,53.199819673392795
62,53.03427900406338,56.206731709838785,54.06624580982499,63.60347753084009,81.69076059975454,55.10348778881953
63,21.622725665488346,57.3064983086967,66.91659595086658,43.593378475140696,60.66228824966951,29.063239937116073
64,0.9319163976389659,69.9314416220481,55.41319429551417,40.50786262086121,58.36508176532222,65.17184444196602
65,11.565117406090181,47.34632798383375,41.90226371075646,38.88461004041614,61.54536915190364,65.69680755902668
66,14.392758780987974,44.37750389229109,53.10769459285791,41.79413144806641,57.91333703100745,49.864996998043324
67,13.68500880651083,64.02545906468367,59.20882456744362,65.55079130632666,64.2079582052989,66.79181026746913
68,42.499152946843935,59.254085169242245,51.53792206901109,56.233300375469064,55.641817587412945,28.647110590126125
69,4.734663236003768,48.691279611925694,49.76632247433572,59.06196645523911,65.74514064339802,47.6262432387423
70,15.00118174680665,38.922635401546756,36.80533257587409,39.58219270624012,67.1032992218735,58.576704823746546
71,11.727300722870368,55.145907339909314,46.630499635413834,49.91657522857245,50.35514059239609,48.993938262644136
72,22.340057675191982,53.80489993318246,58.61926853499293,57.35276888591783,63.53027802136209,35.56107524154387
73,4.584602108293044,60.088680344323315,51.121651336940346,58.64045136366277,61.38723182309727,65.27882884891002
74,13.48317702167083,47.51687261276547,49.5846078848761,71.66053676589114,60.75166076448855,38.81772443556245
75,6.63281273559954,59.68748334005504,57.0063716647477,58.93291442762756,53.01611508643245,53.462555027132595
76,14.299583699135264,61.4834046558037,51.628279213444145,38.18514199153537,78.59596586520746,55.377301409829506
77,4.398427650649447,57.29047781789655,59.61851432484367,48.81047371375414,69.90521454590824,61.60627928277065
78,17.427701605141287,55.038317476087755,38.332926585068655,64.10978073515057,49.088208675255395,52.371857335719994
79,19.375876055298527,54.66945715588258,59.784242872297455,27.690752264956796,49.28911955642606,40.22601106591883
80,47.27171753790205,60.43069674416597,40.0726049519087,46.3688366604542,78.89601800722976,53.88042211136782
81,27.508939297299342,51.76952539017732,46.367936579290536,53.11920023746017,61.49056680471089,56.35137573635957
82,11.489700474182463,52.75220874911399,44.40140109000792,61.59387385962073,58.72947069848415,46.17713998549167
83,49.60347233274043,66.72880936045868,48.63266184394834,47.602225148518194,64.12361871659192,22.380679138053836
84,8.308127633888173,61.23859589764941,42.99464998378026,34.91496043313966,56.37605982412161,35.68802285295374
