unit_id,JobThroughput,RackInletTemp,CpuClock,GpuTemp,FanSpeed,NetworkTopologyHops,do_cooling_setpoint_controller
0,11.166440389384498,55.60707536212539,42.340167365624914,65.11312893954643,55.88463188616945,40.700503648432125,40.0
1,24.940140641744247,42.93881104162395,42.93375729101819,35.81073884493143,71.48874711239525,58.02347168100981,40.0
2,15.92279259184282,65.53323421956375,41.67796673994081,43.376733798111886,65.3669308429882,64.1219444231085,40.0
3,22.25139198672033,57.60286462437442,48.193679003912976,54.83598621003175,62.43826667700718,80.67506781869204,40.0
4,19.169980152817455,48.30748544269107,67.98554523810046,49.73021029494675,78.0796088580587,16.199893471649432,40.0
5,-1.4768080432711903,64.86683207016002,50.19525029218377,51.621182807158405,62.10187606907249,59.05428517262241,40.0
6,5.238852599202996,62.0288018992841,36.4268014401224,32.75732682438811,63.501109708624604,44.03018281710797,40.0
7,29.933657985280263,29.285089502241,72.98151691963142,49.663254243001454,79.5625393350701,59.71980756715795,40.0
8,3.7165518542103047,63.206703712110794,59.94028527168255,37.08844839169796,79.82243916560779,35.65586537965352,40.0
9,29.406150180580912,51.41322981177304,49.51328661157506,65.18827899710698,65.36617987522727,43.783644407305694,40.0
10,32.50252986435347,48.88691605274856,58.69444806287386,25.968194933091333,51.93753532117594,38.564488438963224,40.0
11,3.838600545858103,57.7979645006497,42.81550727166353,27.06830751812177,60.84359020087287,40.31789546707245,40.0
12,16.557276437333048,47.709900296648435,57.043250909774486,49.19319290482039,69.01177570687477,50.6092232706878,40.0
13,17.367535665059734,42.81571464151402,35.59477105624864,39.70060389127285,61.90121922691662,43.18008618608812,40.0
14,19.838606754712895,54.967095330035036,48.60614414196311,57.038746208638884,57.81015372180083,73.759984141253,40.0
15,13.295681154931696,54.0930492365127,50.247462139468546,50.07633439013582,44.8975201611301,63.46919898963316,40.0
16,16.099300578567203,50.196796456237465,53.471674003885454,41.918474650623224,64.82580943556523,61.57059765047566,40.0
17,21.784673846886935,40.48544199765723,57.772837146015036,42.35984010340247,78.78966314479175,52.39056087659098,40.0
18,8.78340706995319,53.127242969032835,41.11951480145962,53.94318804085341,42.90116962992754,43.22716786490938,40.0
19,1.8613193992030324,65.90979200284681,52.33716549965262,50.60912610534931,64.67973818909041,48.77574639978636,40.0
20,7.802861031248442,54.09190313905212,37.0098347461102,49.217875369989734,52.85389358218493,62.65428412337833,40.0
21,11.66464028378134,53.60771361500682,49.06661239889359,53.93607324533011,70.64864259946108,58.300128020041356,40.0
22,26.869480458266768,33.73338110806354,61.10448453852997,59.86995793910043,44.554610172912525,57.108362758808376,40.0
23,6.368233501941699,52.55410437705561,31.652095394682394,41.48288559276611,59.7881933727225,41.75181325820595,40.0
24,10.98659879730124,50.35543696320149,52.78715843396869,69.96436882555045,73.98861904093951,37.32336037165935,40.0
25,43.01925349318427,34.52608965388517,62.555827373326366,39.83517102816085,58.753533781801565,35.551981151089805,40.0
26,7.328524375624138,53.724925940845985,47.441704607528415,52.36913395172227,54.33882966366485,43.131050770782714,40.0
27,23.21695871593195,42.61372194236573,54.393758193408374,44.08616406598689,54.993411247320964,36.26310868104933,40.0
28,8.572077201495134,50.03935502771144,57.789910563156525,51.67787845730199,61.65062450532337,55.04581480908639,40.0
29,5.419192503583576,74.70431678382202,41.43323447577082,47.194389468208534,57.74219978664549,33.21225174911668,40.0
30,7.363481855339224,66.5969204099601,53.562401896649924,52.54125993822122,46.153392026227664,65.02221007050281,40.0
31,9.52200289218589,45.01042535478473,39.01796188232482,36.3850314629993,77.90582995386855,28.942834510615093,40.0
32,26.77061773939885,30.810484278176435,50.07498116111249,28.437936657726183,59.597120594595864,43.727470434577,40.0
33,6.236023849357596,57.212933022241465,43.63878845885836,34.701020822583764,55.70542622105269,45.73992877041358,40.0
34,28.195705735428806,50.705658949106414,57.8982335418394,44.23968640351409,63.22915026347905,64.05147637845465,40.0
35,3.5514548229577256,61.84051327158213,46.831662545958665,44.70548911912948,61.679604363036084,62.482909733716426,40.0
36,11.888883636584866,47.01051497647784,37.054924608942365,52.08495016775631,59.58146356039533,60.86414788150874,40.0
37,6.14008072011476,49.850602559347955,27.10141094480268,38.841954480198076,71.249049792145,43.27705297505279,40.0
38,59.588125277755104,47.41159985423437,53.88592901123242,42.18355989389747,74.84824625471747,51.25496832284285,40.0
39,0.2499896366875427,63.95331705035085,47.86070976628595,49.254018276647905,60.27860924993037,34.863779870155234,40.0
40,0.22110842805819697,69.6713409514443,53.658030427673914,49.13911216125133,73.21254274365832,58.950192515316814,40.0
41,23.222516611869818,54.36392096689141,60.096807334039056,61.34132747312763,35.873105739773486,52.04578796695259,40.0
42,8.150061924675574,61.13840491090439,43.75440491564907,62.875438592127736,49.83177691848165,43.098239565398345,40.0
43,24.929189562327984,47.51213255181887,57.31066561351293,53.66612880786876,67.81644779325767,59.644483897542656,40.0
44,25.638132421125118,59.24665564024596,47.08744281343974,34.43659441686592,53.17783827029086,50.30605555605538,40.0
45,13.263130667198148,39.74831236244816,49.17175064625088,36.341756405090024,47.92867657517289,39.14677963607972,40.0
46,16.77724743197316,68.93882117999186,48.89551239601734,39.89110928850745,65.02629824481461,68.89191575693172,40.0
47,15.125478991936564,48.66868049613788,48.19934780258494,63.763589582264224,48.35722369666879,44.07108450305554,40.0
48,4.646040993481604,54.99938005119109,27.062276032710585,56.32985369691461,64.06423374397494,72.26283224093604,40.0
49,15.212921111697081,51.94589063066904,47.06244541763039,42.95400887843445,45.946342180740274,51.06369364003118,40.0
50,11.086124301115525,53.4572654537236,29.129562084547995,42.72270275895497,65.08675515480788,49.72821084848384,40.0
51,28.96378227158112,62.43512670517531,49.825389776687985,25.544989068123932,69.29731212973147,35.48906454037102,40.0
