unit_id,NetworkTopologyHops,AmbientRoomHumidity
0,43.72891507357222,47.055213691502225
1,27.639260927707486,44.94447153290348
2,64.71159475739029,32.69689212479345
3,59.99199606713688,46.197691707003834
4,51.30294871586693,55.255512043059035
5,57.22017261683624,26.73189529472959
6,56.39160847119824,33.44100681345805
7,77.59969524057664,46.59712302583969
8,55.35625824323908,56.788374083360424
9,33.983856709867446,48.198090932449006
10,43.64794774805691,65.54748128225076
11,48.0928724387844,59.12184368004951
12,65.4079040118251,28.525915945926
13,19.044315024750166,31.784173414280183
14,64.95639310799055,52.73884124139852
15,39.49409920905754,47.17409595428772
16,65.67523490791616,45.150094853279924
17,53.00716657058057,33.69893152802602
18,32.871382513080555,32.78754252193775
19,53.26245639916866,65.52967107216395
20,56.386709618217274,15.691107197498484
21,42.70562951155558,31.43209731537409
22,52.05828818838916,48.90410374468842
23,38.05420361731427,41.19510944988128
24,61.2437810208256,56.54340662230517
25,55.46826171825523,44.32622605989299
26,32.74136006041588,62.261399179436104
27,45.56435862064563,37.83004648304416
28,53.16326838380388,54.03246863520117
29,41.99737579982488,67.09229345458876
30,63.704527060057885,55.64573061292164
31,50.91874467023422,71.1298649487188
32,47.76196001534298,51.88609412103968
33,52.63170738924229,30.90699855903645
34,53.76922078648295,40.01790665539149
35,39.11837403729975,50.669606734397334
36,70.42577125693722,79.58858915094707
37,68.43919833056032,41.7426627252749
38,39.47835266733387,61.29147141213183
39,46.549332335540484,58.764728182840024
40,46.651151082460565,40.86674929912801
41,46.38325937535325,42.73952225663325
42,29.328016499501608,53.885365724168366
43,54.05242481448481,56.370571436613716
44,61.09340071228249,54.369265816988275
45,64.43549217516117,44.555214967336994
46,42.76744273511221,41.87043968686151
47,58.492399969571466,56.8462432450232
48,34.00862684984561,28.381321766897774
49,66.00273968027669,42.4306805303328
50,41.07808595827879,44.00152427734621
51,43.84743033788521,59.66380792671798
52,49.680630286979586,61.56101050728302
53,48.64172270129631,62.11621648904461
54,48.06920584396174,38.7466207781969
55,47.7956622257916,77.77510630612538
56,70.85735653478054,52.1941239083165
57,41.94446400785269,39.27087435232379
58,41.25091593805638,47.689253552403045
59,65.37380342429714,45.50453538022485
60,46.51305724673045,61.16587859181511
61,42.856483921052316,63.325382608464054
62,49.96344004616863,68.97238480521547
63,84.70507982128494,66.38983078730566
64,42.035764034003286,53.128232444975545
65,44.44434242561537,39.62174704260981
66,48.985786986698926,51.859872238305854
67,57.31782398506563,61.39451161790329
68,27.498285765839782,50.75543719196933
69,66.59217550405512,52.43316849020947
70,48.9802271228449,66.52203410558326
71,35.469215380188075,27.35095303647864
72,63.70512931895425,60.604496065138136
73,68.58281586667184,46.76477746395468
74,39.78125283566104,58.62137582984376
75,58.847884406927804,54.66890789717847
76,63.334015426868326,51.6275335476933
77,48.25508722575395,36.85693242750765
78,48.11718762385668,71.37057916069708
79,66.51497218205984,34.35716812116458
80,58.89852455183924,68.89048420202337
81,65.81575788469544,44.3357813157452
82,40.099712037510436,49.9753403887537
83,39.26524089572165,53.66356095128548
84,36.87183471102292,58.44728311658761
85,44.50038062261007,59.489883628645906
86,89.75416852960706,48.21192786980587
87,62.92482167183422,60.3261179370353
88,40.65461985152274,59.090954365948534
89,52.9294245362395,50.95381853105381
90,28.57764907895737,15.765660568716116
91,44.73542114201678,52.1764931289934
92,41.773541286536066,47.706183238168826
93,72.66585309039165,35.55549922434015
94,48.32101079652648,40.76165081737269
95,47.529229023228815,64.80375096922526
96,74.567997109813,52.27715017208065
97,21.576929917431595,73.28990595389449
98,45.71691982813843,49.90339877331077
99,39.06880988415667,73.6764402124789
100,52.84413765285203,61.37566019188427
101,36.65432268235288,83.09417322142967
102,23.074124476790345,53.9207714607356
103,43.06604793449272,33.46923008745148
104,62.49281628998676,59.192588501943284
105,57.016255272502036,78.26331624561203
106,43.286107452817795,32.25006339279523
107,61.35091770582092,63.257539598610215
108,38.4542267134821,60.91364830612642
109,69.99580133052203,73.99445388155625
110,32.77278107668387,45.07287478399619
111,71.47970225136146,46.780325489154926
112,35.815611439830946,48.5204482373434
113,28.929757679420266,57.751566834231184
114,60.94494039917299,56.61451430634044
115,41.07192216957874,50.478556963375304
116,62.9591242180095,44.270689354723146
117,52.03053985447501,75.23475962509437
118,51.359638358492475,63.28085251368302
119,47.5005380583553,61.49824148660572
