unit_id,CapacityRetention,AmbientHumidityBatt,FormationCurrent
0,8.622032573119913,47.5692436388963,80.05609515362109
1,9.047858612700079,46.103490453700665,56.667360173085505
2,7.554300965029924,31.407782188851744,64.19321268280787
3,-14.289877970660651,53.18041697552339,40.625631305871416
4,24.176263631054084,80.47468312434059,63.48600919938022
5,8.65237525425432,44.54306436456418,48.10272505565967
6,5.481932291301927,34.2440068130544,47.98729388364267
7,13.921820493333879,55.144732073922675,61.857283638936956
8,19.513170792698553,20.148944267471375,83.56570845873706
9,14.590388512583948,33.72228078051273,72.1968005200207
10,5.485694942376728,47.04874767152132,53.55243711502985
11,15.54305383677379,34.59121172271134,70.48203425542789
12,3.0959325621216642,61.45704752670636,61.64741860056043
13,21.51285406093091,49.00139520122457,72.90858069058883
14,9.305244171758346,31.311766531481634,66.9319187691881
15,8.44769411569959,39.96764661336731,59.46165988403543
16,7.4729845330484075,39.3113749535404,51.50524428622952
17,11.81144645610141,42.430329173788685,19.549469268149203
18,0.8482152457697261,59.3432361297782,52.190294150375
19,10.742517611754504,34.4417017268904,67.70595923864552
20,18.60461119814827,32.765617492512796,85.62405083033879
21,20.04121716645689,55.21772896723442,89.705754617214
22,-1.3207572579492175,29.845371311918843,53.47791079625225
23,4.172458740966278,54.86294230556648,17.261982545456803
24,25.58976840263245,40.636997440717295,90.37739836531577
25,3.713847945604841,54.486577916090866,67.86728314236893
26,15.755339139936117,16.23851160939709,83.42137089282654
27,7.181564955677969,54.61408444433718,41.81714616488308
28,3.6568034822492037,26.484869833278527,49.34402818913716
29,23.488214161405587,68.42628025015267,54.1451803509859
30,10.621891337758516,50.85150627481805,59.87288016031471
31,11.680552051599108,41.18711828395571,56.7020265299006
32,19.164771965760316,45.16694391340513,80.08809460546539
33,16.76778853778506,49.688389999836055,65.91221449112533
34,18.682996034168404,63.736240834878984,41.01020542223405
35,25.38918946432237,52.73896281752699,61.57242211592154
36,14.094788535469169,27.201805718389387,67.03788288444794
37,7.913228452865153,47.03156740966567,51.87957293238267
38,5.219552237683092,53.229246906946024,67.71423291301524
39,7.721425818107854,56.04217915394816,70.51907138145941
40,-1.6890482210852937,39.59072623135421,53.986598393744465
41,-6.661002961970568,40.28154384379326,52.559933495660175
42,6.217534897977703,27.9219797023245,37.08298802231665
43,9.142696791907248,55.739276089403035,38.89045474791173
44,14.649874029339438,58.76384318784697,43.94787035282909
45,4.205055958787016,44.36227690246594,44.845846752622094
46,12.350266242128429,47.782113420515714,26.478981359989575
47,4.648105791514214,27.89988570417652,56.67172860902342
48,3.757133358474622,55.936234165967406,25.8947686450407
49,7.198663894911447,59.23365452189052,38.75817252486599
50,26.14525332617694,68.10158895722688,106.17732323014677
51,15.975824571629872,52.85450411854458,58.91209081888614
52,9.205867054053911,57.676483133984036,68.05596654284503
53,3.1456005603530155,66.28041434046693,26.90267649289379
54,14.724492451270347,28.895751305206275,63.608871119194596
55,-8.933258777189868,36.99520615521414,38.69847429995336
56,-5.500945302545014,53.83813182657216,45.07920259193233
57,12.95171378644517,43.66209565406972,42.53032073829965
58,0.682719175420452,50.345301988555256,37.06756919847801
59,30.44686239668648,55.32752448964386,42.056876897210074
60,13.28870873939686,33.08588951489684,61.06900427105813
61,3.4366202700389215,54.600693860547146,64.18083460469462
62,14.597874623071995,29.32252904612099,65.60601986603173
63,12.843847265548991,82.18121859179016,61.6199255256065
64,2.7319490300171068,23.441936337076793,61.96584537286433
65,26.724527722388444,45.165562443277636,93.1585044141814
66,11.917464928678639,42.45344460780488,79.50485993627233
67,7.808694118890246,58.787065073725394,30.177128117630183
