unit_id,FormationCurrent
0,28.72290485285404
1,56.654833388743086
2,91.6019751984133
3,74.38073590886873
4,76.9961050728631
5,92.01242205479419
6,80.62459492516109
7,70.70871539640291
8,84.22729708754454
9,91.90484938993743
10,48.72367154523382
11,29.83103204861651
12,74.16868807074796
13,65.60748888028847
14,59.67332373206353
15,50.20672406281051
16,66.25230847427554
17,50.00714492427742
18,55.04388922819634
19,61.22505538302602
20,81.06853596634971
21,78.7744534967143
22,67.11054779018451
23,69.51141920790617
24,44.93591921557658
25,99.27320916435151
26,28.739623027539196
27,79.97300076266099
28,91.68548842023039
29,41.03574758399469
30,58.7553661341551
31,59.52401926236216
32,87.07874617933626
33,50.665345282118864
34,13.481796321454574
35,53.07064478512636
36,55.040133415259035
37,43.049719271645394
38,59.571138227853226
39,37.34775512756779
40,69.25260779289454
41,26.759675565029823
42,48.40759047951602
43,59.970682939301895
44,23.668703305809792
45,85.3612516923648
46,80.0103950792598
47,55.871629076876864
48,34.92234250718268
49,54.01209576555061
50,36.4464353156295
51,23.769568645294612
52,67.33006445694546
53,63.98276996223138
54,64.26858899328016
55,22.3194297641991
56,38.94140139463991
57,93.46838365006367
58,47.92409923121757
59,52.406278372719875
60,97.39294932961009
61,68.75689824769229
62,46.544673683931684
63,46.707752415815854
64,69.75590161603931
65,60.227966408231296
66,29.943656390411903
67,93.7976447287845
68,69.34365374079245
69,32.65636463141207
70,39.71112031161486
71,80.5069093672969
72,20.288290108507557
73,72.71268109919261
74,85.00854172881047
75,73.6174465927396
76,92.81262462485319
77,66.325369158351
78,69.6836419710675
79,66.1335192529312
80,36.114616162675325
81,50.99159670690706
82,57.05603469271207
83,52.36125863746063
84,50.790696279839246
85,57.923960939513975
86,57.55051635757055
87,74.53858089354206
88,54.341892341569036
89,95.54443503375265
90,51.79756694687039
91,66.06316446520424
92,36.41413158244999
93,44.85242323773296
94,52.156189350994154
95,32.820533649200186
96,69.14258484591691
97,68.62178535083987
98,75.07989831471585
99,33.320994887468444
100,76.4083264883838
101,70.93900910701588
102,32.80786218042693
103,63.81503071996816
104,89.50784457276805
105,41.04372723224906
106,70.95916266703951
107,64.76404875526794
108,55.04667199162132
109,45.84900378233152
110,62.54567519083659
111,82.77286762020043
112,56.96426459113219
113,25.63629175809021
114,35.20140751452274
115,74.03710821891259
116,59.322032638145835
117,59.53423833750697
118,29.958936128305194
119,87.25810184484912
120,98.03987722439558
121,31.6787787405174
122,75.63813484080721
123,47.02692418257509
124,86.22962478500921
125,43.6353549513222
126,65.89504173162231
127,64.26981060510929
128,60.566169850346995
129,70.54437721607103
130,68.23447306001984
131,69.74943599289021
132,40.7062698407062
133,83.26876429805547
134,49.430982745732074
135,42.189171884366495
136,50.389105201317605
137,75.29383727960379
138,72.59631199353257
139,35.37334948011047
140,31.417555884358325
141,48.43903239933005
142,35.21606618790993
143,69.9603177125606
144,78.96594258622845
145,58.23077914163429
146,53.0145169642858
147,34.644040838861045
148,74.68273143069372
149,69.03569051795272
150,26.631562615384713
151,69.04806413074125
152,51.47070898401419
153,20.305335836677152
154,75.9422357007709
155,61.59686514713372
156,92.95755171726006
157,83.06231459084879
158,79.75075972190959
159,67.21964622464279
160,45.09225676509389
161,50.519103324129205
162,55.353504567533875
163,68.06654482324095
164,44.04594939655734
165,74.28839810934136
166,45.443586730485265
167,44.24231598169307
168,78.46774759366942
169,37.79391218948726
170,47.39205218320496
171,61.62098527626481
172,49.027926516011576
173,44.29935883563762
174,69.23317966233957
175,80.29902972822902
176,64.55978776127104
177,63.44769539425139
178,35.79528393780112
179,41.01208271181124
180,44.799318696024066
181,82.67050844890302
182,72.37558792065386
183,94.47334406931495
184,71.0135927103351
185,50.7883638814929
186,47.63514012704638
187,44.83596854241214
188,81.79752926842272
189,65.21922702977919
190,78.71683567322259
191,32.29469152472705
192,39.32949327715484
193,69.5559746105468
194,52.021713460446485
195,78.18715561475453
196,47.15332112833638
197,64.30955651228014
198,76.1356698531665
199,36.608358337522176
200,81.45811349261972
201,47.55457589818183
202,73.21537303634143
203,26.519243860875765
204,21.559691452638397
205,47.17996639787355
206,45.75902013743213
207,35.4650092730588
208,38.328873681021705
209,38.71707720490637
210,17.399648588631628
211,49.004652538765725
212,66.14388068165883
