unit_id,CapacityRetention,CoatingThickness,FormationCurrent
0,19.59265439753244,58.25018839896688,52.80099804335679
1,-1.5967944965148542,40.08493469543172,70.88457892688493
2,23.97633261998399,64.87273303237737,63.321822948070256
3,19.82559708932462,60.95877922808221,77.04798936633807
4,14.038328735331346,44.34813990148049,74.26610238901938
5,24.6792381368241,51.400551392894535,104.0523071090836
6,-2.2484986586621547,50.173846531801516,24.006451322384017
7,6.01369609104783,26.114203809931272,21.52178930216843
8,6.323620549141066,53.47566650878686,50.04506991215982
9,-2.582965497096432,49.769439736307724,58.28015223868113
10,0.7841968152431678,58.589769685884406,66.44199876775001
11,11.625895035222726,12.813318876273842,75.03320783443591
12,14.049042103295417,67.02095563773848,44.19138413600583
13,10.16773058663733,40.115543059988745,66.32840364810055
14,8.881260414148201,24.15188618055037,24.718225901229225
15,31.24257974055774,59.43135507147175,64.77988769395039
16,7.182349407847431,40.76329144480604,53.28253471179961
17,5.672857497342967,52.52621298351993,72.46355932915468
18,11.226343343179806,69.51003490049565,55.27101617021398
19,11.6854356605096,46.97932178694742,11.853127782945029
20,37.566193941075504,74.55546802670902,82.68814062502476
21,6.35682295330182,42.03319477456373,82.50036903472898
22,39.42116212376579,45.08435339531843,82.89655384088417
23,7.0598329948467535,62.65883445166815,43.30799310957252
24,30.006843875743986,52.8789916540339,67.88494700958555
25,16.782322526641032,46.25705479338318,54.30935802017735
26,13.627390492348415,32.85956881658807,77.61127863352569
27,-1.2769658923700131,45.78808824835167,49.81131920070335
28,8.389643737451276,68.98533722993032,16.64144724805822
29,-0.1236537754163286,41.256083754553266,53.34065600883261
30,16.153858415040972,35.28289976271673,74.09040685336598
31,8.790658924535851,39.95158468189895,73.67635364410359
32,20.945894571448974,57.55644410741756,86.50747724670424
33,3.2803130025625826,39.04594305660227,47.91310643500318
34,10.821436568083069,40.36658545988693,21.218627707758774
35,11.798547345664321,50.59782195710203,28.142260679436696
36,20.532821889477063,51.55380080374804,70.33379174909243
37,23.162837349157808,38.56334535351409,46.15303933112547
38,6.0181450499280045,44.155993862897475,66.77861014942299
39,8.202848185698734,36.243871840814215,43.460639183444385
40,9.944429911617373,50.856613546416526,68.73932281380188
41,15.923991483079035,41.30958715113648,63.071281666610645
42,9.499723225482864,49.665392929069554,64.69313142649669
43,13.434428083079885,57.408941198465456,35.157429136487046
44,18.441200784776346,57.612388627204695,54.527194287921326
45,6.731156528593475,61.88491681650789,51.02158440352521
46,13.5033531481392,59.11745469222202,11.938613768477435
47,8.429585594354505,41.58865485229466,66.45073790982913
48,0.7003537865828979,51.60455197960466,33.16439645493874
49,1.3639285495517424,55.7636654604519,61.145568454256
50,8.637351734651231,22.923695202040296,77.79902674449755
51,10.821906279872302,51.77362218962313,78.98877886079599
52,17.23929001154312,57.363112363475715,87.53782563274687
53,1.4726177205586053,62.8396847630417,53.53280722986949
54,6.269313045336748,37.72883535186741,67.78211509566192
55,9.425860314579523,41.0278698309874,67.19865984381674
56,5.231765913367339,48.506813928025565,38.45465426910918
57,8.367934961433377,48.7696068373272,62.070554814876786
58,-5.551509626823809,48.51961639523029,48.5148777520744
59,9.578986066466957,46.39288395580772,68.82402164623078
60,5.865228127607828,43.928021421972005,55.21328582104759
61,16.978026409465183,64.9979053848033,71.78092150774302
62,24.721298899045983,43.31684134570246,92.19294268112417
63,20.152152559193684,49.315013882567605,78.53848929553158
64,26.64437395430497,69.45162224945865,38.689462433219724
65,22.42045629004632,50.61103787394012,75.15244900680555
66,10.027310717055897,35.307610510704166,41.73316585036078
67,5.118580545440196,50.70362261295747,53.47856748977071
68,10.251585358423677,44.31971160896781,72.38233314252648
69,14.07706862565525,42.03369686643643,75.60101087834697
70,21.588377332564612,46.35220969939063,92.80176409173878
71,12.298110519174434,55.24274987448145,60.9584817567302
72,13.795783045582544,51.50231663690675,87.50871903887375
73,14.981047500735638,43.278768540250226,75.8947923023958
74,20.903571989256253,50.643816699439284,104.12316688552212
75,7.87461953888395,22.86191410107046,44.469600445109286
76,12.649740670589749,48.49830558627841,80.81368610096543
77,-8.442403147693927,45.20882453861741,51.98434076907135
78,23.021298128166105,32.81871344749602,37.55788302559203
79,27.585301169436917,69.00460467247848,77.77048569807589
80,3.0477386745844672,8.375246176423133,54.589661622954175
81,12.896361074242023,28.601154881329354,76.2430020671923
82,14.170637173273764,38.10666390542915,82.37086957453982
83,0.9449969192667322,54.22060284233895,22.464606014446066
84,3.8543382619634783,41.5626903850783,36.40872758530773
85,6.256114605594007,61.45979467785233,40.890596629374926
86,11.30217626857499,33.26643972472333,87.09056029540164
87,5.661191819693015,62.630432840880715,51.63111741642119
88,8.884365694336859,52.0917479885811,64.42798650630145
89,9.602015931289607,37.10434564337431,78.73413603223062
90,12.798222319679985,60.69836833760716,33.62762950024447
91,-6.033529859591239,63.92778441860529,37.157238135023604
92,7.371255898137569,55.340611929533296,60.231532472297836
93,-1.8999010327761177,66.73871085177802,56.11415863995127
94,4.692791213836678,51.22089114124104,61.56425485461378
95,5.269106551709021,72.2574442831023,73.50402652339864
96,21.5207237672112,62.637082703842104,58.93584478299741
97,19.246166064481837,17.124836101577195,63.34209956320985
98,-0.05999792215866151,64.26659626898676,76.25787046500359
99,8.834754699921522,45.1800631471417,60.268470247150596
100,5.036115004670397,42.451280256856315,58.03412993950201
101,10.568871189327972,43.60882042641244,51.147615989651136
102,15.56710640350721,54.74741451725204,31.235296222852483
103,1.631649192333557,31.661529886788177,62.91354324178112
104,15.303185035882004,54.374290743847844,79.4273201719877
105,30.19036114407118,42.02264115866847,71.74623413527559
106,7.317333046730608,47.867213242718414,42.5654402991106
107,10.06706470192821,47.32328587529476,71.5907043575585
108,-0.2528260622346412,54.041124309055036,34.75955017992773
109,18.87791085448069,34.944088916277444,72.09790528024472
110,25.88468796800854,53.82083777397882,66.67038626699676
111,21.01517865667281,64.6844352752749,80.48084393465608
