unit_id,DissolvedO2Nutrient,CropYield
0,48.27771929557728,21.89391021184248
1,57.847489070680666,20.7780257392158
2,66.04544103244017,18.257743505954334
3,56.747465032717805,15.816436628849424
4,48.55993058063915,20.444575741631045
5,54.70606848906142,20.540291163473373
6,65.29394016522116,21.64490305854658
7,53.07926775285786,20.493570804280058
8,55.449471773093705,22.577312489154615
9,47.34253544231109,20.092713766218292
10,43.067795718120436,21.15755710303533
11,50.80203680297178,20.522766132783573
12,50.922364613001065,21.62666817276256
13,65.77664134184954,24.081047362097934
14,49.30074448385567,22.657845165957905
15,56.31215049223879,12.025014658958941
16,47.2565007659079,16.063344103936004
17,24.80385238184007,21.55338166867322
18,56.75354718841686,19.08091776915319
19,69.44801632272149,15.884315733249057
20,53.69102835462696,13.648582282143325
21,31.08685752761694,20.198824895749645
22,28.079268191535533,17.73682453878208
23,40.4642419416262,25.785616519791713
24,56.85897271650751,20.33581525203661
25,50.05754584944433,16.325114329186405
26,44.95612266342832,20.837746745740745
27,49.31917060422765,14.64573806214037
28,21.371986341174992,18.313722149926164
29,33.09791234091012,18.62034225358022
30,36.90041440597942,18.54262043584054
31,44.743459924282575,22.07835852335959
32,45.709347007082705,22.385194250520637
33,51.439073316016696,15.26176338801657
34,37.784916968423815,22.146025800182304
35,53.67636433357597,15.366800066063188
36,50.04203281800474,18.102694069886457
37,35.068701292641954,22.559669824783995
38,52.48200202229921,18.391990440276683
39,37.89043469716874,11.517020044638649
40,53.5446664802276,19.537391360082005
41,57.90986472972532,26.49095263508214
42,54.95055205372741,22.679893051340763
43,66.23008904014318,14.364831002054354
44,58.5510755765603,14.581085880312209
45,36.60180505094563,21.545689502225695
46,48.24701656185758,18.726370107997344
47,55.40806372644555,17.01649619077218
48,52.06638086834835,20.023824613914726
49,38.61135307779418,25.16595274703559
50,64.7168074737819,18.16125235214545
51,46.231196295583196,22.84165142481596
52,52.07029230374196,21.33974349475872
53,54.99382782321338,20.738650451432658
54,31.38083835020778,21.205987094717923
55,53.91177710045461,15.437102594346259
56,56.11876576368494,15.823380319811315
57,58.93621343449192,15.41721762125967
58,40.859259416133185,22.886937705468384
59,50.33449665470792,18.09156583915749
60,51.895881697443286,18.515821040548747
61,43.356560568578324,20.580516690579703
62,37.16139604592702,18.694029784940486
63,68.54690702502809,26.00525722529624
64,55.413353886408785,17.51139383778147
65,46.32541321615343,18.49118834263991
66,79.31318525992654,22.634895885151327
67,51.2941953951929,21.140088663106297
68,42.86928245133631,15.635917030543624
69,46.45722058288447,18.780217842247254
70,60.942177790000045,16.579239452165343
71,36.63996581200218,16.32105700190208
72,53.17744670687136,21.78376378217093
73,55.99426298159421,18.973174112203427
74,48.70473683965569,20.70803395096857
75,54.324327672252856,18.51068758859971
76,70.7610229357727,15.469814632983393
77,40.182957387837035,21.030900319847774
78,51.84377079561822,18.938119932390972
79,64.35619088221304,21.02596747023739
80,62.07208206868486,14.944577204312345
81,36.07128599159835,14.338007541128242
82,69.36450492783977,18.65182674604308
83,59.39890846174035,23.438958567629665
84,54.80027109182478,16.798361600266176
85,51.42919272240974,17.85121713408066
86,55.930804696216256,20.871189146518102
87,43.805115910092375,15.734887846584282
88,73.03343374352507,14.258409270738849
89,33.843563129630155,23.67551293369112
90,47.74951043636554,16.848603888702087
91,62.17044641296192,19.70823080513718
92,68.36745230612036,17.938728511110785
93,48.29713649982365,14.979237826240087
94,65.00708501117471,19.13867541658925
95,62.6529373200078,16.441256554595526
96,55.1564884726671,19.263990490200598
97,37.10980237068356,20.060667734504715
98,67.66666293066307,25.79088668169566
99,68.22093780047544,19.150229609518075
100,60.19630276223123,17.590615260090473
101,41.35403792167376,18.219770312032384
102,44.48903046659519,15.375499364245016
103,44.981718531794385,22.38787320312835
104,38.283660251265744,22.458023329282426
105,32.339693532879735,18.72540184191595
106,41.04945244344206,18.651684733847635
107,62.659686589747686,19.30224360501924
108,38.74290314034283,17.202726144205485
109,50.3859837864725,21.513739399974817
110,54.635672626757994,16.390256465254296
111,29.213439236974327,19.86451189902354
112,32.71608969827403,24.166410325725778
113,27.613604649332633,18.297207365926422
114,78.47816617481071,19.471507550430477
