unit_id,CropYield,LeafGreennessIndex,do_iron_fertigation
0,14.048612334046037,8.420095360697031,90.0
1,24.00092459175969,8.118726971894379,90.0
2,27.80409411926982,9.358224292182369,90.0
3,25.03446684147643,8.056729704298697,90.0
4,21.202930049622637,9.249584421714372,90.0
5,23.181488851762136,8.492623673778366,90.0
6,23.017803295482874,7.558371919631363,90.0
7,21.480302491494854,7.874038316198161,90.0
8,17.497660497373438,8.550684275171253,90.0
9,24.74587138036879,8.837870620100237,90.0
10,21.479466872876554,7.812999137123767,90.0
11,29.861744847304898,9.013791549868508,90.0
12,22.578916184037762,9.518614899718147,90.0
13,18.600188838098855,6.877051555057989,90.0
14,20.705362447127488,7.835360839193987,90.0
15,20.419567830189372,7.924187588341169,90.0
16,18.746146865822364,7.805982965235198,90.0
17,15.333318176548708,7.780039530870362,90.0
18,26.04082266418239,9.343543405194033,90.0
19,20.010418274171716,7.462656499929479,90.0
20,25.6712160622109,8.698450177602245,90.0
21,18.704122765408314,8.583458087885791,90.0
22,17.56331976575082,8.130850193406674,90.0
23,20.934433870539195,7.997581554420936,90.0
24,19.032707255498835,8.697391964949386,90.0
25,21.323374737575854,8.988135576029942,90.0
26,21.33096330761428,8.480861237633778,90.0
27,21.991891602126977,8.58294775439023,90.0
28,16.743779501817194,8.76697386876176,90.0
29,20.43524918702913,8.955928912809664,90.0
30,23.90851567513784,8.319420823759136,90.0
31,25.030938568385388,8.482039491396883,90.0
32,23.571441546411357,8.811994913498449,90.0
33,20.02720184550614,8.335162968042964,90.0
34,19.78395846550127,7.9877015717045925,90.0
35,23.48713310077217,7.380151050884725,90.0
36,24.290655495908517,9.017891787728368,90.0
37,22.05760324221808,7.356935682762928,90.0
38,25.65692737839801,9.296969688866577,90.0
39,21.005323840073302,8.269384798624843,90.0
40,22.396494771051408,7.978501188534376,90.0
41,23.68878865724623,8.927885401988055,90.0
42,20.635953214370755,8.068560897633388,90.0
43,16.036399216267057,7.105352099655836,90.0
44,24.26072744483052,8.43538987032328,90.0
45,22.28574222817543,7.647589704237137,90.0
46,17.019078862199844,9.0291083825253,90.0
47,20.62933251682659,8.864965239333955,90.0
48,22.331132015955255,9.095346257044627,90.0
49,17.279024975308232,8.276065474067314,90.0
50,24.25783488073756,8.42608846302352,90.0
51,20.492185708517788,9.145278343855582,90.0
52,23.655784526308928,9.421044373537969,90.0
53,23.388614336093422,7.574376373905043,90.0
54,19.488831332529145,7.723498658538638,90.0
55,25.21089891235187,8.334915556833234,90.0
56,14.702106917988303,8.793399840409968,90.0
57,27.323539398530908,9.024099800528258,90.0
58,17.546943329062458,7.877748828460131,90.0
59,16.293706940941416,7.942972683189088,90.0
60,28.874020186045293,8.844954455549097,90.0
61,18.588528101525466,8.335107220274985,90.0
62,20.245753734395997,7.7500414177879,90.0
63,24.47630667255671,8.02489856906886,90.0
64,17.998537944913224,8.300952732543083,90.0
65,20.60276076648297,9.315888038291307,90.0
66,22.668825068174144,8.488411211876963,90.0
67,19.407102128283668,9.527823246758581,90.0
68,22.254028126153763,7.175037379132519,90.0
69,25.188285363150428,7.910546121670978,90.0
70,24.312350197284488,7.3125416817049445,90.0
71,23.764128204035938,7.49426757203953,90.0
72,26.06910413796851,8.550626114935715,90.0
73,24.518752025198523,8.048446129227651,90.0
74,21.771599577773742,7.76102929506302,90.0
75,19.076156285025892,9.108000989922765,90.0
76,18.922217569673496,8.046666720181246,90.0
77,27.76416901807782,8.062158046648694,90.0
78,19.935328461964133,7.177386013195226,90.0
79,20.21207508715613,6.742236587852454,90.0
80,20.191175432425588,8.422450655325123,90.0
81,21.072667235739022,7.607668518939471,90.0
82,20.871814359254735,8.984814789736387,90.0
83,23.646911882165142,7.932932546499575,90.0
84,20.60992603925982,8.804145847623758,90.0
85,21.420567922771458,8.057488736988768,90.0
86,23.92464602450454,8.313118453398603,90.0
87,30.24635996582297,8.39392757274159,90.0
88,23.912688285569885,8.996077609693671,90.0
89,19.900037676519457,8.65383246336949,90.0
90,25.684895588776016,9.272659621397983,90.0
91,22.950225869352582,9.512094397826994,90.0
92,15.802301369062867,8.61755438973451,90.0
93,19.513444979825984,9.012864043023944,90.0
94,24.5523193080396,8.136021762841661,90.0
95,20.716598526528372,8.401275394723937,90.0
96,18.21247017946239,8.318085494040004,90.0
97,25.109773617500693,8.059201959522342,90.0
98,28.00084538596677,7.949841406997835,90.0
99,26.484798249183953,8.106336711053702,90.0
100,29.619472386829074,9.32706258506895,90.0
101,21.04834750780668,8.31075177398505,90.0
102,22.36687119602181,8.181972714350163,90.0
103,21.85652202059414,8.703730110023015,90.0
104,23.732764796096827,8.308199664854245,90.0
105,24.560489526735743,8.27484364554188,90.0
106,25.14472867112396,8.52447344026558,90.0
107,16.04092324649884,7.356558325532075,90.0
108,23.236262699810155,8.442672524624642,90.0
109,20.71213789933431,7.228439283315161,90.0
110,22.465486281159208,7.869568480421469,90.0
111,17.718616607911407,6.994035699630596,90.0
112,25.871097212926184,7.762252936068051,90.0
113,26.44365171122693,7.354141483879011,90.0
114,23.546127708256417,8.125839891390013,90.0
115,23.646271380306978,9.611300944800211,90.0
116,27.171356042164717,7.795814926796524,90.0
117,19.52129249033419,7.786031139022275,90.0
118,14.331527235672544,8.903439682039036,90.0
119,19.866878069579446,8.425849208542665,90.0
120,21.729546597006216,9.096373122587325,90.0
121,19.38175073114142,8.487792779328439,90.0
122,18.87095926029196,8.961940602024788,90.0
123,24.421471322511273,7.449897460000578,90.0
124,20.755171074268983,7.5931840418581755,90.0
125,19.26693367078046,7.464549593403696,90.0
126,16.624545728485455,8.160782337526648,90.0
127,18.60402796162373,7.941415476288878,90.0
128,21.7403179131043,8.166914910868295,90.0
129,19.026225355949467,9.599170426833457,90.0
130,25.023427103376896,8.27744136618393,90.0
131,14.249588250656853,9.022561291119848,90.0
132,27.99641097075085,8.768422342826893,90.0
133,21.5746326937307,8.057081689920501,90.0
134,24.105834961575177,8.601496162327274,90.0
135,22.094978849180432,8.325422032784502,90.0
136,20.740396940903302,8.767855628042346,90.0
137,19.18267923732706,6.788070441591007,90.0
138,22.0156168907174,7.087448479359541,90.0
139,23.9441123999175,8.494008795385058,90.0
140,25.684619736166955,8.991208656524746,90.0
141,23.359965550343027,9.651570643820408,90.0
142,17.479557361010716,7.200464320014503,90.0
143,20.64608536136585,9.52074437297102,90.0
144,22.47679009942486,7.697009579603948,90.0
145,22.49086811221035,7.567469978904086,90.0
146,21.78724994719108,8.436043456768417,90.0
147,17.9063808410209,8.1020127760427,90.0
148,16.88040263280532,8.396991086641167,90.0
149,19.802038990889027,8.600245384003173,90.0
150,23.94967807869423,10.508252569450939,90.0
151,16.804586325232627,8.131698640849093,90.0
152,18.24642079378754,9.357161963276628,90.0
153,19.12861777268261,9.534982547095817,90.0
154,21.11726612779152,9.189577923305562,90.0
155,31.44619931747785,8.458608792516879,90.0
156,16.74235164782003,7.488551510965354,90.0
157,14.861974482527781,7.928699903126803,90.0
158,15.266125618198235,8.650534458776269,90.0
159,21.533534094574105,8.156792156456415,90.0
160,25.197229968036993,8.85702904284565,90.0
161,17.86860094076433,7.667755808181942,90.0
162,23.311312268517987,8.700790944090691,90.0
163,24.264189725305194,7.632075827146526,90.0
164,30.354915942543403,9.446135571079253,90.0
165,23.902507154106512,8.790939575231148,90.0
166,25.576205035788,7.68851663289311,90.0
167,24.647440725148606,8.043047857753656,90.0
168,21.698712899699874,8.0735308704994,90.0
169,13.821829085859664,7.4672504208439126,90.0
170,28.148542007546013,8.675339066949313,90.0
171,21.06318490241077,8.58200529118908,90.0
172,16.94496901041961,7.978233022334088,90.0
173,22.524836487513777,8.524831287759124,90.0
174,20.605733499115388,7.6772073241686325,90.0
175,25.474638781282447,9.098915405087627,90.0
176,17.862715914801395,8.263519669236596,90.0
177,23.20590361336091,8.11643597187872,90.0
178,17.9451672277996,7.395507080853014,90.0
179,26.35389771903093,8.259352945535262,90.0
180,23.336957060879108,8.787344637264356,90.0
181,18.77018844915448,8.521433556604586,90.0
182,22.476538389678414,7.30469275070264,90.0
183,26.76160056187837,8.339710181638631,90.0
