unit_id,CropYield,do_ph_acidifier
0,24.66545960988502,50.0
1,26.145238449964687,50.0
2,20.214247203307227,50.0
3,24.365321537204068,50.0
4,18.49267120846154,50.0
5,20.630538608783656,50.0
6,19.880040385826135,50.0
7,22.817053448974715,50.0
8,14.626328623695192,50.0
9,16.802328969161955,50.0
10,17.18876513383014,50.0
11,16.09022207025988,50.0
12,21.228453832242405,50.0
13,21.191549508478797,50.0
14,23.176738902732207,50.0
15,20.663430833589857,50.0
16,19.655084865500005,50.0
17,22.149334481558054,50.0
18,23.535688766667135,50.0
19,19.291653289341074,50.0
20,20.02486438854385,50.0
21,28.362763488997658,50.0
22,13.936803149047405,50.0
23,16.889135537172955,50.0
24,16.543900758547295,50.0
25,26.3871499393621,50.0
26,15.783027035601012,50.0
27,19.330109305204495,50.0
28,15.327028540532726,50.0
29,18.959828440423422,50.0
30,19.873620583922037,50.0
31,30.525582055847202,50.0
32,19.933458651271504,50.0
33,17.596416516614035,50.0
34,16.876607078549128,50.0
35,22.22776428733533,50.0
36,16.203063774639258,50.0
37,18.168299730241888,50.0
38,21.38318338997006,50.0
39,23.97445920920099,50.0
40,19.953846075670253,50.0
41,18.940229325017768,50.0
42,18.627283455841955,50.0
43,22.675944789682514,50.0
44,23.616957278102817,50.0
45,18.70269864375754,50.0
46,17.768822008879315,50.0
47,17.91830036390712,50.0
48,18.532213789817977,50.0
49,17.951415387137263,50.0
50,23.63876236763954,50.0
51,22.629200956494568,50.0
52,21.43839993888542,50.0
53,28.828072607478923,50.0
54,20.396052716350454,50.0
55,24.400442208188274,50.0
56,16.164980679457503,50.0
57,15.806889810849523,50.0
58,19.888224356712218,50.0
59,21.590011670722202,50.0
60,17.03102019210132,50.0
61,25.231095895266602,50.0
62,17.306083382986376,50.0
63,19.712696819817175,50.0
64,24.2279279555912,50.0
65,28.433319422500507,50.0
66,21.96245375138635,50.0
67,18.65269695263602,50.0
68,21.616176122487563,50.0
69,25.705778765829933,50.0
70,17.971814359778357,50.0
71,22.310635290398928,50.0
72,17.793495521788778,50.0
73,26.729089737145543,50.0
74,24.20448346931142,50.0
75,20.47264346772069,50.0
76,15.142144424670217,50.0
77,11.764768145378776,50.0
78,14.800259418214178,50.0
79,20.630539826551967,50.0
80,22.04297997946071,50.0
81,26.639110422630793,50.0
82,16.894837470399352,50.0
83,18.007691101359594,50.0
84,15.38077726665064,50.0
85,14.712326116130214,50.0
86,24.822381070525125,50.0
87,19.202385802510857,50.0
88,20.638560098874347,50.0
89,21.073249676420673,50.0
90,20.667524698259996,50.0
91,14.439805613133522,50.0
92,16.96291244313303,50.0
93,17.037107002006355,50.0
94,22.173671583092872,50.0
95,22.787951972346676,50.0
96,18.589546796202054,50.0
97,22.556169271951397,50.0
98,22.045271249556414,50.0
99,17.912653695361456,50.0
100,19.623645019821634,50.0
101,16.80800230554697,50.0
102,28.03085439484383,50.0
103,20.321901113657088,50.0
104,17.559521678998017,50.0
105,23.9815746534724,50.0
106,16.14090544798871,50.0
107,16.18850552623898,50.0
108,24.18458577994445,50.0
109,15.52600681698412,50.0
110,15.441247911380293,50.0
111,23.546573065727905,50.0
112,22.352760440638548,50.0
113,19.237451100721323,50.0
114,13.8818530671877,50.0
115,23.365960733850628,50.0
116,15.611380683675462,50.0
117,22.07499065694381,50.0
118,20.313540284399323,50.0
119,19.08105326268975,50.0
120,23.491790162545257,50.0
121,18.48314536979093,50.0
122,18.291950719124838,50.0
123,19.637615176878384,50.0
124,12.384221327752483,50.0
125,21.156567190528566,50.0
126,14.33891598801091,50.0
127,16.79458503324688,50.0
128,16.23838434263831,50.0
129,22.464437669635302,50.0
130,18.245972988438094,50.0
131,23.840057488119385,50.0
132,26.474161309219188,50.0
133,21.830010892055167,50.0
134,19.687489825259643,50.0
135,20.988872590688963,50.0
136,16.66144257790163,50.0
137,15.909426379954791,50.0
138,23.297511075528888,50.0
139,19.021711322855534,50.0
140,17.93434038588589,50.0
141,18.817711741003205,50.0
142,20.38702412581958,50.0
143,14.828312821846442,50.0
144,16.46354923638044,50.0
145,18.66589471389429,50.0
146,17.093859793226738,50.0
147,23.448741787808725,50.0
148,16.248949136635694,50.0
149,22.869995326706327,50.0
150,17.286863400451537,50.0
151,22.457333175416323,50.0
152,19.90634801010446,50.0
153,23.424536516407553,50.0
154,28.045037813781878,50.0
155,24.955796973250344,50.0
156,18.608857339948656,50.0
157,23.834255812230502,50.0
158,20.75329124000148,50.0
159,26.124554225319066,50.0
160,19.31428359619561,50.0
161,17.32437798490173,50.0
162,17.86256470043537,50.0
163,17.623139272333123,50.0
164,29.26954113535689,50.0
165,19.800674417921115,50.0
166,14.89301971210455,50.0
167,20.26819099430847,50.0
168,17.467311651078397,50.0
169,17.609591393137766,50.0
170,18.009984310297313,50.0
171,17.99049664381295,50.0
172,22.637670138422607,50.0
173,19.101710573092692,50.0
174,18.575230916148282,50.0
175,22.150652997589066,50.0
176,19.381513964199485,50.0
177,15.85089401917499,50.0
178,20.147352635567557,50.0
179,14.872165128866904,50.0
180,24.15457751983297,50.0
181,21.950557983496076,50.0
182,24.294626690285924,50.0
183,13.260593780115103,50.0
184,19.93617663756188,50.0
185,22.146682399912592,50.0
186,24.45886129517485,50.0
187,16.723252424756318,50.0
188,14.373807576536464,50.0
189,19.765357835061902,50.0
190,21.06573244445727,50.0
191,22.149144253076464,50.0
192,19.300230103725816,50.0
193,18.001810777006686,50.0
194,15.812444620129398,50.0
195,19.007217368931784,50.0
196,19.30344899621091,50.0
197,13.509267888163427,50.0
198,18.31473645984658,50.0
199,23.045104376329082,50.0
200,13.97331443757554,50.0
201,21.764666796893692,50.0
202,19.266336687065014,50.0
203,17.881214613462024,50.0
204,21.526085838956845,50.0
205,19.684350073154327,50.0
206,14.412304930821513,50.0
207,23.934851598698053,50.0
208,17.159943401168853,50.0
209,19.10783718550813,50.0
210,16.731367073869844,50.0
211,20.645292281653287,50.0
212,24.25639383717858,50.0
213,14.960281614715411,50.0
214,13.893616419292815,50.0
215,16.10867132098142,50.0
216,13.652042311230495,50.0
217,20.091608488491897,50.0
218,16.933273206638347,50.0
219,17.974319472788054,50.0
220,22.018509241482462,50.0
221,24.551319480288875,50.0
222,23.10602367134133,50.0
223,20.129055953780576,50.0
224,22.91363710050605,50.0
225,19.54726723561196,50.0
226,17.16834803821652,50.0
227,21.090319419228333,50.0
228,22.10525685606477,50.0
229,21.61468503936527,50.0
230,20.86390846802697,50.0
231,15.736212693450197,50.0
232,22.14801383546172,50.0
233,19.466533755332836,50.0
234,19.242691020797594,50.0
235,23.560501180625526,50.0
236,21.887489907719484,50.0
237,15.56556429997951,50.0
238,17.11661308676711,50.0
239,16.28436903426598,50.0
240,19.559815856955034,50.0
241,18.045041527138537,50.0
242,16.780284151597513,50.0
243,21.745221799511327,50.0
244,14.838544324956835,50.0
245,19.21800633527647,50.0
246,17.829642978164927,50.0
247,16.51985386397011,50.0
248,23.595609372774685,50.0
249,16.041975209646107,50.0
250,24.188485488535328,50.0
251,21.604621301122428,50.0
252,16.906529271319567,50.0
253,26.973933661650182,50.0
254,18.545232178842728,50.0
255,14.875171004996037,50.0
256,23.9332781810676,50.0
257,19.50201607173577,50.0
258,12.347461772679269,50.0
259,25.1085827768628,50.0
260,16.163296125791618,50.0
261,23.047192770985856,50.0
262,21.75425341739268,50.0
263,21.294127270911826,50.0
264,20.862189341513602,50.0
265,18.046157519467954,50.0
266,22.086922274167144,50.0
267,22.412602555249126,50.0
268,22.75903134044235,50.0
269,20.733570430463132,50.0
270,21.498710125763363,50.0
271,26.2035729177,50.0
272,22.533995297982244,50.0
273,24.0056279064775,50.0
274,25.19815679674808,50.0
275,17.457782044592545,50.0
276,18.322355041556506,50.0
277,20.977187194827305,50.0
278,22.636280127562035,50.0
279,16.83356932359726,50.0
280,21.455683716998667,50.0
281,18.64190742228516,50.0
282,25.85314845506211,50.0
283,21.634667797119214,50.0
284,18.327971640946426,50.0
285,21.732273832479105,50.0
286,19.128527537315694,50.0
287,22.154131159290813,50.0
288,22.127181359787862,50.0
289,21.879021603511823,50.0
290,24.704491744698437,50.0
291,18.441825046733836,50.0
292,22.265604023327946,50.0
293,19.185658059168595,50.0
294,13.570755620717122,50.0
295,19.380432225083833,50.0
296,21.6994206415477,50.0
297,22.906758919149098,50.0
298,18.455479425013884,50.0
299,27.37204609794254,50.0
300,22.641274300276045,50.0
301,17.69137567675976,50.0
302,20.72645442639654,50.0
303,16.691736083158233,50.0
304,21.676975263834414,50.0
305,13.041804058798867,50.0
306,13.970482590125018,50.0
307,20.519171947105495,50.0
308,19.633104146401127,50.0
309,18.195236015273405,50.0
310,19.66377352822738,50.0
311,20.078852774454663,50.0
312,19.624108646329532,50.0
313,19.505297013532978,50.0
314,23.141166828958955,50.0
315,17.63886033604339,50.0
316,18.967288162114208,50.0
317,20.202314836091713,50.0
318,16.906961503238747,50.0
319,20.999170478248043,50.0
320,21.945229664507952,50.0
321,24.08977711018478,50.0
322,21.46453950862204,50.0
323,16.527520064218535,50.0
324,20.553376502020665,50.0
325,17.840945390725878,50.0
326,16.833432754327152,50.0
327,18.16011734689625,50.0
328,24.720474917146944,50.0
329,19.236453063717953,50.0
