unit_id,DissolvedO2Nutrient
0,67.97044590145435
1,65.70741774080682
2,52.61440217112014
3,50.896879692116215
4,56.44418082741776
5,33.00971728460963
6,55.464868853873355
7,37.30329423366763
8,59.53002116370259
9,34.90977790726351
10,40.51735549947885
11,48.8918201229468
12,57.209175966695604
13,39.1774863140263
14,38.3440524153779
15,57.07650060089639
16,43.54311917294258
17,45.69219658249775
18,46.69134731821366
19,47.00676334099512
20,71.04124232709762
21,38.703091782807824
22,46.27113340877792
23,59.34994620799496
24,45.38912502312222
25,49.78318992456453
26,59.12760337758663
27,66.39809225193493
28,51.78570272784183
29,47.09928983679508
30,46.79041973670395
31,68.04454858701871
32,65.05173337679008
33,45.328129765446945
34,45.52640762449108
35,40.53671437194789
36,42.637125649756726
37,60.08957134006247
38,48.138824263193214
39,47.851542748409166
40,51.47457917128966
41,46.012358729622065
42,39.289391238895234
43,51.936915629214134
44,67.79765363988045
45,91.85223033262811
46,70.60691948710253
47,44.57016098151891
48,51.20832016292677
49,63.77166837690836
50,49.8593324181936
51,41.773547380522956
52,65.59521900665608
53,49.63587858980902
54,31.609045424550384
55,50.40383719240493
56,44.95057855325881
57,57.957369201848394
58,72.15094412206861
59,52.78154519593797
60,53.5190416922177
61,50.79535209732224
62,51.725815420064336
63,38.40925252274393
64,51.717242820080955
65,46.78018269294968
66,39.630725260439206
67,43.156835790350854
68,48.557411196680675
69,52.74954980993811
70,57.005108998782475
71,55.428055047830796
72,33.253006619259885
73,59.79756934072907
74,41.896917364765116
75,42.060087104707584
76,52.49126448646768
77,56.237250954290445
78,51.07440220025833
79,66.62723843514091
80,32.829670639756735
81,60.29372011212187
82,51.056524953600174
83,59.29483362236276
84,50.70424185429285
85,37.70582059550486
86,46.653864880294606
87,74.71564169900283
88,63.438834162188115
89,54.63719014382991
90,46.51357164138791
91,36.73918825922026
92,52.4386069808755
93,60.31275485192838
94,45.41553848043585
95,48.93714791070899
96,51.055808982680944
97,53.50147750099494
98,26.89534952049789
99,61.015001040990995
100,80.08754042985426
101,40.20699845915741
102,42.32143178065526
103,49.26860876751513
104,51.15200491506005
105,31.208183910334128
106,51.520616796601544
107,41.38914549169623
108,25.382254931137727
109,43.86355924039425
110,41.122857970816646
111,41.48410218106279
112,37.18625318695918
113,48.50954810677805
114,15.671107256264394
115,37.314384477088815
116,45.61411573223599
117,26.31289405168521
118,52.987711248518764
119,38.65187516560292
120,52.72920507481782
121,29.527513588349578
122,54.283566535482706
123,55.06428973266549
124,60.08878959789913
125,23.16258009534789
126,49.258805700964146
127,40.753001909516136
128,45.50747028592538
129,51.945812045439354
130,56.77360515413041
131,19.699409692938772
132,51.84254987859754
133,36.40595997560008
134,45.17857601936422
135,51.481856524765085
136,59.65198744800973
137,63.16492107190613
138,74.34083355414334
139,45.15449794811466
140,48.72668824806015
141,33.696706952462634
142,42.80819404239619
143,50.235139723690615
144,39.563908377860145
145,45.5288134362841
146,42.237283589174204
147,60.207732998071094
148,51.677202895794174
149,38.232142137952394
150,57.09566637579893
151,40.13877844644792
152,52.18454975765006
153,47.098075801851216
154,67.11624693922576
155,79.11078588412641
156,61.91219022483013
157,46.99742236029235
158,73.87793106330116
159,44.89887385632114
160,64.64577073113553
161,45.649864040245255
162,66.10076907929333
163,53.32636636102533
164,45.81918944623567
165,35.9268356837312
166,48.3195124545948
167,48.839969486696106
168,56.653337597822016
169,69.42303606005008
170,43.54346091480657
171,26.446892657396383
172,38.10979578134565
173,43.176349620717325
174,54.51290104230306
175,59.89535919940188
176,59.242928586015886
177,39.86075205102768
178,49.23912560107246
179,57.97450530486823
180,62.18387581233647
181,42.00312991062521
182,61.82817397061241
183,78.9890622748513
184,47.53552135211502
185,83.1497097099939
186,47.43639626077026
187,54.82273771279667
188,51.12846850292751
189,67.51801190985367
190,43.45946273885148
191,57.62214243738705
192,46.779177760491585
193,57.31936891604015
194,63.73526332279234
195,9.185018299993077
196,56.014903587779344
197,43.291953218711896
198,47.426974978469204
199,57.88408508241209
200,41.28757753948266
201,58.96998928566468
202,46.31504091837047
203,63.828583377363124
204,63.16884985609103
205,34.88998116869598
206,56.27212150561754
207,60.35528776295733
208,63.290878424704
209,45.52116732157299
210,49.609993070443245
211,68.54775621484211
212,44.99703726415162
213,49.42156532603998
214,59.08396688839574
215,37.04946130102729
216,35.61244208484285
217,54.63412380992625
218,42.55364148024732
219,60.832503081674524
220,48.26346482565898
221,47.67569796845364
222,49.60448114425946
223,36.36373311286402
224,67.4735492372028
225,27.064601345371543
226,73.45151616049385
227,63.3773779553587
228,28.50810687188828
229,43.30504863168308
230,39.200252346011574
231,38.97055403203887
232,48.12740263192511
233,53.62158498615395
234,31.96816732448103
235,41.917846595727774
236,29.1828151233076
237,56.325242331927306
238,27.178077218990275
239,32.546733307806484
240,50.22864575417021
241,71.35398447571697
242,57.18044374028072
243,65.961230275021
244,56.340404797601124
245,39.78453340073451
246,20.257706314089205
247,52.24620831679983
248,70.7773329334631
249,33.53279017517432
250,49.49792909708611
251,36.416569585836086
252,61.80555485155146
253,32.250687601800955
254,68.10416820987517
255,48.687173707914795
256,66.32586775699197
257,63.74731985097839
258,37.494688990247454
259,66.42243706778913
260,24.17222074851024
261,23.705943480365036
262,39.18479962398881
263,51.65767718789533
264,64.49786271230711
265,59.882811205417305
266,37.592323723364096
267,40.414816194781146
268,44.506991096188116
269,59.22663947859844
270,63.24471546483506
271,37.57646207337387
272,59.15332656835599
273,64.33278317157811
274,49.341643419890296
275,37.9115258463296
276,44.02874321339555
277,58.199316990907896
278,65.69462204162542
279,63.09473729602229
280,44.64366784414322
281,51.680292078100095
282,58.33248805445974
283,66.42814201598884
284,42.1069975203495
285,49.79653340811634
286,44.47970654755165
287,66.73305793941412
288,49.38619522577371
289,42.62537001964186
290,49.68886706302239
291,33.935941235133285
292,47.38792217210461
293,46.46591375435528
294,49.662553873461675
295,64.06383036992277
296,55.40047763716527
297,26.191125927612337
298,29.30884567616849
299,64.6244706346079
300,33.1324819091827
301,45.27638727412574
302,32.33668867474163
303,61.32352424209702
304,46.04116763267756
305,43.32361700022099
306,55.42330574243113
307,38.887944262976966
308,58.418574081511004
309,43.63895059095115
310,63.24680510894787
311,60.97236065931866
312,50.85759110546792
313,41.95155663937151
314,41.07656984493925
315,59.28726144997885
316,34.304517862500894
317,49.07462270635833
318,34.541741341952786
319,16.00681545822836
320,42.062305551876534
321,34.143532450144974
322,51.54261005857628
323,57.159690343737196
324,24.333745775671254
325,61.61929734030654
326,41.32171745395061
327,83.0265333873171
328,59.61295183167795
329,39.92228399693874
330,32.47430975368224
331,39.963157231307605
332,56.71053886754724
333,56.31000772487307
334,59.947481940370736
335,67.73333001229524
336,48.659393137937364
337,61.85231146168975
338,56.97765366067747
339,60.04324504164938
340,51.04734075019206
341,60.51622538899275
342,59.68301355171243
343,45.35847883059099
344,40.81002826666266
345,65.23296984192396
346,51.24086547770057
347,27.180256807409027
348,38.3727881520244
349,42.04786338117206
350,30.664196217715126
351,48.47315810907759
352,33.44749863079338
353,64.68606398639518
354,58.936473006755946
355,72.91939052474756
356,48.90204394153343
357,66.06252411857622
358,63.885983758968514
359,49.56089161506475
360,38.313259219569474
361,26.37887087572022
362,58.1501628247087
363,52.964709960782606
364,54.19417881386592
365,30.42225445653559
366,40.19194172073271
367,45.13464164292082
368,50.96238217219724
369,68.49133846904651
370,51.146194392781744
371,51.08115671637826
372,57.10447312479358
373,82.42347548164993
374,32.906001613729885
375,39.99682426260376
376,48.04564984246683
377,57.20052779657943
378,39.89478731314972
379,68.21075606958085
380,45.55182095032456
381,37.15870805131509
382,54.27348302413413
383,45.34706768866233
384,50.29707384045472
385,31.662797311391238
386,47.37625980449016
387,67.53232657435744
388,29.601696996102753
389,42.80159632581743
390,31.115652043498976
391,52.88389972101221
392,46.35490686898604
393,42.80835364442255
394,54.07203679389999
395,53.76306847074708
396,65.78874302959076
397,56.077566803452164
398,77.66892488849638
399,63.84769481100445
