unit_id,CropYield,NitrogenPPM,PotassiumPPM,PARLight
0,17.532928880245784,42.15901047004297,57.59921321330371,50.01427740387522
1,19.551512848786192,45.34504438158506,51.06664484704522,50.48583122303469
2,13.80926097492216,37.584114760997025,40.51618675670813,62.181417659885014
3,16.500339142202627,44.074552649623,55.15197887330276,26.69592294745177
4,18.313999914882757,46.844360486463145,61.445544362813365,61.95298124830481
5,19.881673471231586,68.88625518316341,43.42417712002194,36.342709950210356
6,16.733926252078927,38.33952576844108,32.666337722874225,62.95515338448653
7,17.184500650053693,64.61616014465693,41.52835622640202,61.560796835057495
8,18.772200359756937,58.4244184851459,66.04560892451887,68.35972186563323
9,21.227307151845682,35.78003964595507,45.25930264122369,22.032762673914014
10,17.26488684654367,45.53252719589694,63.011850551058096,62.01269848085464
11,22.705225665883447,33.46498462774896,63.03534915992604,48.53932833438462
12,15.569816812675011,40.659777444626584,45.55033867877427,46.94666279956162
13,23.547588747850885,59.84650883657997,42.15620777564885,44.57447247740793
14,19.298528307145734,53.83323610304517,74.43600787010877,76.50566627827024
15,22.532913941610037,45.28725004601454,54.24084024410387,51.828956033445955
16,25.415026985024276,36.77716852996355,65.11676991397374,32.46628391115781
17,19.381753597136964,41.72948794724448,53.66704170957654,65.25974648466597
18,24.594307128148678,46.952682992137554,55.03934718834072,59.859520629221905
19,15.212729273460798,82.44864656182531,54.822355301228626,49.70526684379497
20,20.456583742064304,37.7257120291572,39.33484441936616,67.2252741493962
21,15.166041952870689,49.05190062285497,59.68884727460412,52.64810938252132
22,17.649601473337153,41.12132884034699,32.63738221556731,26.772184790604925
23,21.097496364203888,43.57328600244722,21.06316635067954,60.24047859854034
24,23.367538571352384,57.61059717260569,57.096130702073836,57.118576425237954
25,13.50687584202592,64.8503563960316,44.279335161012405,42.66644630053912
26,21.112725407042245,39.891496773610086,28.792348354746967,57.43825363714314
27,17.08275773339801,71.55216907929902,28.552459315639084,74.56647233610086
28,23.82816784502503,50.08553543958886,57.42359211143024,53.89056027563263
29,14.59062054531138,51.47607640651505,63.92878636636567,45.34895161433409
30,18.542242726152605,56.88254577927041,27.870182805761385,40.29122650120342
31,23.0842806016249,36.33427651694488,27.76695121068974,35.788813056975656
32,18.126547392687343,60.48837635315784,53.05792605687672,60.81719872570373
33,17.58508205929234,35.28712510182711,39.86129616302144,49.932248664221305
34,24.15468299004523,53.39295106353013,28.280587273389532,62.83627642957232
35,16.2484491339915,52.35207818922345,57.85014550015974,51.61453275664075
36,19.062141936391008,58.256380844564234,34.175275616609554,51.87264128872783
37,19.909646896463272,43.092935663385525,49.58395256656676,53.440900723400794
38,19.75968646214123,40.69190735521119,53.46563694727976,61.85121115522215
39,19.4476149393251,52.89486489534807,81.25081842266732,41.90491603755793
40,15.689501872872398,29.497964273377793,36.77639841351785,63.95782747441878
41,19.080656106657585,51.457735124591096,40.67761174497482,63.07064578164911
42,19.622093386897017,55.55085053405475,53.471942226813006,32.34727618170919
43,16.022574240682825,42.75825673917895,61.51372801019343,43.1846309182982
44,24.20568334578396,39.33624524665521,77.24179193794234,54.83390420123297
45,22.914135796966377,61.66743353067046,57.68276344909919,68.3947082478195
46,20.7885685664421,58.44663763063821,50.952390718271346,76.92709842902512
47,18.4124560565145,61.8956867910428,60.01178043970462,47.48949804898724
48,21.906510537446238,49.263365825113816,41.520800243580084,41.479482172527526
49,21.923469253345385,71.24088463486072,58.738561480037845,45.78850118238887
50,24.73478160042842,35.13602583505753,54.664926466713474,38.01010367707741
51,22.99081339290594,56.899731234285284,43.91775678289061,45.60370737405329
52,22.265860433616048,54.365334912756936,65.81629740865527,52.292077103509094
53,13.88467606036849,35.911228444925186,42.885923786569194,52.95182881650629
54,17.873476838422285,65.65474298930289,61.514292534020804,28.93516412486592
55,17.671525610984283,65.68731599818592,47.62260077678888,43.47963338394341
56,21.32232453440422,54.30150751031932,28.60103630897883,46.843371921053915
57,22.597660866954165,65.52336848584969,59.89368780718292,50.81769839572152
58,23.39343494789571,33.768469317923916,36.8070202714393,40.550776262650245
59,13.54825273595107,60.86760993392408,79.50640383817517,43.69142998965735
60,21.658029147846815,30.467284130960024,57.296777871955925,51.121492518895536
61,25.823410845281124,56.576618894971745,53.741149574993905,46.32251429085222
62,18.498014661656264,58.416803744440834,41.618551485940515,59.41510717633938
63,22.16665895078482,37.98275533347738,75.13676970742883,55.008484429730046
64,22.928788138304444,53.47090200184688,49.085783644697166,44.73375759674919
65,16.793773902833667,69.35335224209201,53.25436728866002,31.68751153494955
66,17.54822484202526,34.9768415536656,49.17315370646851,69.84736976056982
67,18.774814952623544,87.43000310947855,45.923121012133095,47.353561032944455
68,19.811018307525224,53.2377837683567,63.99599383646128,46.198092547302956
69,16.286110736481245,54.21353673479002,34.896273633768054,31.17464571499063
70,19.478601870539997,36.21138912751158,40.323006539074015,54.0257159231941
71,15.451021079190483,63.11615066820538,65.75003762283448,23.594333593208454
72,17.729644623526852,48.567545949421735,22.970087753357653,66.00670837041166
73,21.19915530783653,42.50908333493791,62.58897467481677,51.56608628392509
74,18.749619867936755,40.31314223897434,33.349872860431944,77.09906961754777
75,10.791414852098413,55.88151104019488,34.71504290933342,56.63957369379641
76,21.027385326647618,60.09289726071647,63.79361979344425,42.37399867807937
77,18.098147465778062,31.31159815298194,51.29930390594788,65.95214203627307
78,27.040898780756013,38.773351141692565,52.278370445058975,60.877124190721815
79,19.91908366257856,49.27629928158001,42.796961913453885,40.29303244973806
80,21.971392610677103,48.55070697301731,64.16203918794986,60.968636548807936
81,18.72183570467056,49.70976109085371,81.606623687136,35.58674261684732
82,16.017046556996373,51.616208622679586,45.64202447338443,55.475787450935236
83,17.22067160282598,54.03513133943333,44.99921043374374,58.2665369881946
84,20.787131029169178,62.35091755977122,48.21988519582983,75.08551287260833
85,19.698994314485407,60.84707619541473,57.47586382745276,66.24078221736488
86,16.260520594276556,43.01438559443874,38.591000418079446,51.92409905596792
87,16.915008818016357,52.809835074206894,53.9973956182814,58.78123464736604
88,17.59714137190423,78.18525032115973,62.015972861168045,44.32322929582799
89,23.05097229849524,56.077940773149976,79.7291970884895,47.51488575624866
90,18.09607465281477,61.57461302475788,52.24252358302124,49.656304321781235
91,21.85598972398142,44.46674781535081,41.15732721814326,58.689280342972815
92,20.309248288190012,52.32623847491684,44.568711770828116,53.64427328804132
93,18.12107770336082,33.8919548941491,67.9954584256578,44.65747865172055
94,21.581504412423932,56.006681442762634,56.13127594636194,54.05229354998104
95,16.39010639218447,52.43575119608406,55.21249091366553,40.69236384489255
96,22.069106179515348,51.222211353813734,38.877624047750516,52.56341173522627
97,21.223626415599252,40.103853985258496,20.316366184779465,51.215992008510874
98,21.673685737335212,50.110334901491036,47.67668886036345,60.823404959543495
99,16.921287950381178,59.0900803127079,37.376587953570336,53.92483881275049
100,16.231101847991432,65.07897402291249,60.61325951161243,56.86525254378096
101,16.67353748791168,67.42304966121837,42.25937992247191,64.57315842383055
102,22.326888334012704,45.059703330878,46.04093904598333,45.449726460361475
103,18.76081654981744,55.36241832397371,50.103225322510845,55.35672040006888
104,19.360610491923836,34.58853053423431,32.56435951568255,62.96213833753789
105,30.65236552086742,49.15617727577395,45.16728540548937,55.57383274561288
106,17.885309972267706,57.27294944773655,47.4474817812278,58.71009014511509
107,19.231816800679375,57.47593658897113,40.76983025889108,61.94609820957142
108,17.44159560780869,36.70866218090315,48.76120185778596,45.516138038185254
109,20.101377270070973,44.58873522742441,49.49178151725836,51.465403460350764
110,24.075125353655245,55.382480793878095,56.986873572547054,61.14688562131351
111,25.622855619157523,37.19650812310475,30.675837888022503,60.00405840635004
112,19.41699931412124,32.252296915841,52.404190522570985,39.71414170367358
113,16.5998731274319,66.47828552982195,48.932679621318464,34.27207193866698
