unit_id,RackInletTemp
0,41.40984127058779
1,48.477649544261
2,39.19088429490349
3,48.984964772688855
4,53.61249573191799
5,70.30535111718122
6,68.88072679502014
7,57.13481338559108
8,63.80674528826014
9,54.358092066379164
10,52.24178322961559
11,48.73018367503607
12,44.10356693690284
13,77.86012248710682
14,65.29300961057953
15,29.362290337347464
16,40.96571465648073
17,59.90799475249169
18,51.90291819791831
19,38.48417072296257
20,46.676403306501605
21,56.45729012321079
22,30.74759418130676
23,63.81369536350619
24,26.87767249454658
25,38.01676105859387
26,58.773387956299985
27,47.29807042198658
28,49.9112148621725
29,58.58917841560348
30,56.50469547152659
31,51.31959929843296
32,64.76572314142808
33,70.96386859672455
34,55.317505985251145
35,36.31741342464369
36,58.685968122173485
37,36.760076098560454
38,55.88690397186545
39,54.52251398438909
40,62.04969589098093
41,40.802775730302514
42,61.71659291237923
43,46.24198126537195
44,47.74379282761898
45,47.137940949808126
46,49.8866488872403
47,51.570897245334706
48,63.582960242053474
49,54.634294816924836
50,49.47433507821693
51,70.7129156752601
52,58.743619285931075
53,67.20489442552804
54,48.04850482043625
55,40.46467167433067
56,42.427586667861966
57,66.24181982724978
58,77.0509617410696
59,49.021883307717275
60,55.335829901713375
61,63.842027593549055
62,60.70774089159289
63,50.73147485362622
64,42.43570441255277
65,40.955083772209775
66,64.98462731468675
67,56.18313526916312
68,51.752213287558
69,55.731318692786616
70,45.403126907305605
71,56.1399789916209
72,67.87288398429006
73,68.97580231009172
74,46.857753968156715
75,58.57432354857306
76,42.56153796522748
77,70.2513507648
78,47.40070237680891
79,41.78903908995803
80,57.671522519649216
81,52.49142931835662
82,46.5645511961623
83,54.71020034718351
84,57.27874725285659
85,54.57384865240718
86,50.44878833565113
87,51.9655938644799
88,49.767564217075716
89,68.17394280216179
90,38.58505906167627
91,59.624180084331286
92,52.5037173446048
93,52.02544601428605
94,53.213931160721536
95,39.90147460971273
96,33.05945744042325
97,33.555855100083235
98,54.511305587122344
99,69.64637464246272
100,54.5596786562634
101,45.48729199830472
102,32.57981548165674
103,59.161357637608695
104,47.29349970655785
105,38.90301362505653
106,50.0387209142991
107,53.48703045820297
108,42.66017851210482
109,62.83449375502044
110,42.720502322629706
111,41.04294389689646
112,56.23554312756961
113,38.444648853946944
114,48.24953689764984
115,51.95640988842366
116,55.70358892162809
117,69.77189142440656
118,59.462518447060205
119,46.51942783931087
120,40.486626495185114
121,42.79666587307295
122,62.3400693219499
123,48.05487078401988
124,68.36834691667171
125,62.56365061696899
126,62.01062645877322
127,51.721077434804336
128,75.87977808357917
129,55.32408767372429
130,80.45909323960728
131,47.19952329727332
132,56.48164213130702
133,44.923400183769694
134,70.04504424733348
135,60.28810962284573
136,63.36851196999454
137,62.84877868173239
138,53.9745693362668
139,61.564912799810614
140,37.952740997585956
141,46.2423705530015
142,54.52587040661358
143,53.8349164847853
144,38.989197936526104
145,54.085470293207806
146,63.89147645054742
147,34.55667742059758
148,48.85307701884861
149,45.5187465567062
150,49.28804270284834
151,58.56486321172535
152,54.57854150743847
153,68.51976331654132
154,57.04448930886161
155,43.45904536909306
156,59.57118814244893
157,65.77146432587234
158,45.9001851352843
159,60.99005061601313
160,73.61103239109688
161,52.83391648963986
162,59.9714576089976
163,32.67875970062777
164,45.09519684106402
165,64.88199489756595
166,41.643116198765526
167,51.06652458660153
168,53.920445899314466
169,58.34676520609659
170,63.442363644704166
171,53.053567699661116
172,77.21078514633768
173,36.65272331467492
174,56.14739794547881
175,47.671901122475006
176,58.784301970258845
177,63.50656755209835
178,45.084426032379675
179,56.8571542119539
180,61.16005257959595
181,55.664586095096595
182,50.57265521710942
183,56.1964722972175
184,76.61359097070459
185,52.34425660598626
186,47.387585903222195
187,41.57138099101853
188,33.271892306065965
189,44.27930017529979
190,65.09805518284631
191,44.00462552887388
192,40.76343239997391
193,51.76858517969702
194,54.53808513213193
195,41.17552435836093
196,32.863926100895554
197,55.63807935981273
198,60.555278753890406
199,46.5020336990442
200,67.12234915209629
201,63.422258298204795
202,63.67338745484692
203,65.51202598932313
204,53.07008427418353
205,46.680607300037835
206,43.8876393149573
207,71.81891596051628
208,65.8637100105204
209,31.11849930334705
210,58.139121423759654
211,63.84193074070068
212,51.72197801151286
213,55.82090010742336
214,57.464483733181055
215,48.612948671232665
216,48.91635713692902
217,70.66253706331311
218,56.420726173410706
219,56.24888891720535
220,22.78778301117371
221,69.87859897468327
222,39.63052993015742
223,73.78398632118814
224,51.0349556847523
225,59.39508444461006
226,51.829899076411664
227,57.67891722596096
228,70.58662351433598
229,59.207655875000384
230,51.904892934122174
231,69.43846498609427
232,41.367052204758764
233,55.3041276462363
234,47.757762144367
235,74.11051081927785
236,57.834326604525685
237,35.89977552623486
238,68.1412565931157
239,40.04099292624115
240,45.08764385732548
241,65.96084565906929
242,69.78591048054307
243,43.37126818447162
244,47.12365626270711
245,53.858527764926215
246,51.01879921640081
247,50.930989627272744
248,68.82518102563364
249,67.31677417381009
250,60.69324355080289
251,53.719431705294255
252,47.597096596434746
253,74.09621296419455
254,75.98253365626161
255,56.35012665687245
256,59.805778206340605
257,77.04520643726356
