unit_id,JobThroughput,RackInletTemp,FanSpeed,CpuClock,do_cooling_setpoint_controller
0,18.305331568767347,65.40165306728785,44.074439418335054,42.64676554515169,48.75
1,24.7136324084732,36.768150640698046,56.974649828856585,42.43495527938504,48.75
2,7.5347693860422655,65.37842753642508,77.40158381716584,50.26814456488029,48.75
3,13.62389752838413,80.48947250884905,66.433355192617,46.14432214189264,48.75
4,42.74197086626623,59.2633522976139,66.1173434639409,53.87078071462704,48.75
5,32.43831644037911,67.84374395782714,77.48181219694357,44.01929306609086,48.75
6,16.79059937778296,56.66782754875307,73.17183886017446,56.06944378690459,48.75
7,22.673762857169624,34.92155040535502,63.21777434104162,58.23289681677985,48.75
8,24.5298664673786,49.19435952638203,73.83908631676336,61.06494675479088,48.75
9,14.860309396257263,65.95972411289625,78.33261018908956,42.395313819738924,48.75
10,3.755548680103369,67.60955042337696,54.20462575115444,52.1742072468836,48.75
11,13.461679944625367,50.33931299943539,44.52064457708063,46.48893483091372,48.75
12,25.71052775552082,33.787000568956636,67.34131574629122,44.12872474752847,48.75
13,5.218350385752395,66.87909157009466,63.619514751945665,63.391749084402655,48.75
14,11.430830160106275,46.551259023585104,61.39190111263216,53.31433377620945,48.75
15,18.621780782649054,53.35130066701509,55.319132656099,43.5580523567423,48.75
16,36.69268085912389,55.02272590052386,63.31470936881797,52.13146703997886,48.75
17,9.135695011994775,61.95259904346265,54.26617304985479,38.03504083048617,48.75
18,6.918111962598402,67.46908458625003,58.30477414057225,51.21215206127724,48.75
19,23.082760115536917,51.11967477408194,59.173663843623125,36.357840363313414,48.75
20,20.659499827328386,54.76456408920083,69.313493488127,42.76474610335964,48.75
21,20.924852511128094,52.07380676004147,69.23533938205156,35.41744904765338,48.75
22,5.727562691048311,70.16219439438,64.1484803181725,35.21734164358824,48.75
23,46.798224412378374,32.54233464689564,61.80708986290711,28.664123302863064,48.75
24,6.34798407160681,57.71532488021552,55.26555814739385,64.34310022999694,48.75
25,14.984952678322513,52.79131292728054,80.98074836522991,50.17643557737932,48.75
26,19.68994210876725,58.17044890880472,41.14954509992294,49.733537171490106,48.75
27,4.052823574159832,64.75665028667628,69.35806642145153,37.68946621635849,48.75
28,30.922221539010916,50.06862056156515,76.91234570489137,46.59865507488287,48.75
29,12.945751326526008,48.18056695168325,49.21508709563755,50.88368863043398,48.75
30,12.14302675023958,45.16570220059006,58.26164816758321,44.61075986435186,48.75
31,15.364558234737629,45.04443248467436,58.80383244020552,61.032203601906375,48.75
32,17.89563716873709,46.848101932775904,73.64768285995393,46.26104955046799,48.75
33,13.846514017160082,60.06571156306939,59.537109560164374,39.71697097590922,48.75
34,11.653969700385765,67.34069250425243,36.97843128167787,52.39896211100251,48.75
35,20.858540865778206,44.083605968474416,53.10198706117297,53.326932821327034,48.75
36,9.895312636656046,51.59723549632825,57.846625361820614,47.94650997523933,48.75
37,9.217955975696455,57.91284238734585,50.01212898842033,63.89734937369293,48.75
38,22.790983021419056,49.52875791841317,59.308529254065554,43.23005035180996,48.75
39,18.45928316719028,49.18037305333354,46.22269787447601,41.63142218529606,48.75
40,11.327196542774594,57.61547541861868,66.23087786852135,47.02232541863341,48.75
41,8.82441409436884,58.12658638614638,42.13499910820511,60.06366057269695,48.75
42,5.402477209559827,60.26924480313704,55.87603176561005,41.08659544052128,48.75
43,23.02078618337423,57.50609965578128,59.56153821513323,58.49643409535197,48.75
44,12.695998092179885,54.680609129465154,39.39765346266946,58.63493043495247,48.75
45,13.13643731536748,64.38787216136707,72.38792963394158,51.30989578296203,48.75
46,8.297932898696565,65.02981474410117,68.56309492872717,51.35401951563257,48.75
47,20.04257782070785,47.52420683127266,59.98294484608391,47.63162107889622,48.75
48,5.570112781172027,56.50627928841181,48.02664418453268,45.06367132948314,48.75
49,26.458572924914765,46.45062344360452,55.25471111045753,49.05432364657421,48.75
50,16.686120473455915,58.637306188922054,49.01198446953023,40.81613741203012,48.75
51,13.450641607117634,48.271225084100685,38.140765986683974,66.65421653501757,48.75
52,21.62101818552935,53.75370816518315,61.06517591328109,49.94977814234565,48.75
53,21.246782917105737,44.82656644972432,62.880890286878135,37.8022048627592,48.75
54,19.263421134038737,51.8873060713856,63.317886881796575,57.00577661453093,48.75
55,11.882763080452795,69.55829724973232,39.78044536096437,60.13451652329191,48.75
56,18.409033539570245,76.95720241928768,48.39205231718187,44.10407573212969,48.75
57,38.38430404405774,70.16402715347353,75.3820987227684,44.72786903307334,48.75
58,14.722038802456966,55.56700861089552,57.03686800910989,52.506643802254864,48.75
59,14.374082147470839,47.46428368795264,57.95892680119696,40.10506126339477,48.75
60,8.359307264914838,68.96111971584524,76.73759867263038,50.490725255484314,48.75
61,9.905170259179442,52.29099693694519,64.55864611701692,50.57642738934983,48.75
62,13.208500389347146,52.26438932083028,52.05437963850119,40.00406457778689,48.75
63,7.939252392557992,46.68579986751151,53.80958837084335,56.41005684056574,48.75
