unit_id,JobThroughput,RackInletTemp,CpuClock,GpuTemp,FanSpeed,do_cooling_setpoint_controller
0,24.812833607568123,55.60707536212539,42.340167365624914,65.11312893954643,55.88463188616945,66.25
1,38.66923860907837,42.93881104162395,42.93375729101819,35.81073884493143,71.48874711239525,66.25
2,33.37115102631741,65.53323421956375,41.67796673994081,43.376733798111886,65.3669308429882,66.25
3,38.95350362045127,57.60286462437442,48.193679003912976,54.83598621003175,62.43826667700718,66.25
4,32.52031389035391,48.307485442691075,67.98554523810046,49.73021029494675,78.0796088580587,66.25
5,7.764996665586495,64.86683207016002,50.19525029218377,51.621182807158405,62.10187606907249,66.25
6,14.994127903359999,62.0288018992841,36.4268014401224,32.75732682438811,63.501109708624604,66.25
7,46.30760687965907,29.285089502241,72.98151691963142,49.663254243001454,79.5625393350701,66.25
8,17.65484512350262,63.206703712110794,59.94028527168255,37.08844839169796,79.82243916560779,66.25
9,46.691312476056304,51.41322981177304,49.51328661157506,65.18827899710698,65.36617987522727,66.25
10,49.19211824251814,48.88691605274856,58.69444806287386,25.968194933091333,51.93753532117594,66.25
11,15.521369887365157,57.7979645006497,42.81550727166353,27.06830751812177,60.84359020087287,66.25
12,28.76567151831272,47.709900296648435,57.04325090977448,49.19319290482039,69.01177570687479,66.25
13,26.950804599446116,42.81571464151402,35.59477105624864,39.70060389127285,61.90121922691662,66.25
14,33.09139324622316,54.967095330035036,48.60614414196311,57.038746208638884,57.81015372180083,66.25
15,21.29721824962002,54.0930492365127,50.247462139468546,50.07633439013582,44.8975201611301,66.25
16,31.78434022958867,50.196796456237465,53.471674003885454,41.918474650623224,64.82580943556523,66.25
17,36.968811303553125,40.48544199765723,57.772837146015036,42.35984010340247,78.78966314479175,66.25
18,20.62744074717194,53.127242969032835,41.11951480145962,53.94318804085341,42.90116962992753,66.25
19,10.223497546356285,65.90979200284681,52.33716549965262,50.60912610534931,64.67973818909041,66.25
20,17.30209905993745,54.09190313905212,37.0098347461102,49.217875369989734,52.85389358218493,66.25
21,25.32241955904075,53.60771361500682,49.06661239889359,53.93607324533011,70.64864259946108,66.25
22,37.31802902475026,33.73338110806354,61.104484538529974,59.86995793910043,44.554610172912525,66.25
23,14.056230957030476,52.55410437705561,31.6520953946824,41.48288559276611,59.7881933727225,66.25
24,19.908629900838775,50.355436963201484,52.78715843396869,69.96436882555045,73.98861904093951,66.25
25,58.81602699761788,34.52608965388517,62.55582737332637,39.83517102816086,58.753533781801565,66.25
26,13.492928400143722,53.724925940845985,47.441704607528415,52.36913395172227,54.33882966366485,66.25
27,36.62189162138878,42.61372194236573,54.393758193408374,44.08616406598689,54.993411247320964,66.25
28,18.17383567543738,50.03935502771144,57.789910563156525,51.67787845730199,61.65062450532337,66.25
29,19.487623803569218,74.70431678382202,41.43323447577082,47.194389468208534,57.74219978664549,66.25
30,22.32863534315537,66.5969204099601,53.562401896649924,52.54125993822122,46.15339202622766,66.25
31,20.39131285914128,45.01042535478473,39.01796188232482,36.3850314629993,77.90582995386855,66.25
32,42.035409577069984,30.810484278176435,50.07498116111249,28.437936657726183,59.597120594595864,66.25
33,15.235366627731192,57.212933022241465,43.63878845885836,34.701020822583764,55.70542622105269,66.25
34,45.74779529234303,50.705658949106414,57.8982335418394,44.23968640351409,63.22915026347905,66.25
35,14.893827412649141,61.84051327158213,46.831662545958665,44.705489119129474,61.679604363036084,66.25
36,22.03595008203316,47.01051497647784,37.054924608942365,52.08495016775631,59.58146356039533,66.25
37,12.903915472814319,49.850602559347955,27.10141094480268,38.841954480198076,71.249049792145,66.25
38,65.38565207999189,47.41159985423437,53.88592901123242,42.18355989389747,74.84824625471748,66.25
39,8.534873919413014,63.95331705035085,47.86070976628595,49.254018276647905,60.27860924993037,66.25
40,10.729850961920722,69.6713409514443,53.658030427673914,49.13911216125133,73.21254274365832,66.25
41,40.52803629387479,54.36392096689141,60.096807334039056,61.34132747312763,35.873105739773486,66.25
42,17.145684488286,61.13840491090439,43.75440491564907,62.875438592127736,49.83177691848165,66.25
43,40.23379106941596,47.51213255181887,57.31066561351293,53.66612880786876,67.81644779325767,66.25
44,43.09264081475207,59.24665564024596,47.08744281343974,34.43659441686592,53.17783827029087,66.25
45,28.345771343085158,39.74831236244816,49.17175064625088,36.341756405090024,47.92867657517289,66.25
46,30.734872887853683,68.93882117999186,48.89551239601734,39.89110928850746,65.02629824481461,66.25
47,29.895717240818772,48.66868049613788,48.19934780258494,63.763589582264224,48.35722369666879,66.25
48,15.172033203032226,54.99938005119109,27.062276032710585,56.32985369691461,64.06423374397494,66.25
49,31.159322067197195,51.94589063066904,47.06244541763039,42.95400887843445,45.94634218074028,66.25
50,19.997180647196686,53.4572654537236,29.129562084547995,42.72270275895497,65.08675515480788,66.25
51,44.05250074992352,62.43512670517531,49.825389776687985,25.544989068123932,69.29731212973147,66.25
52,26.98293325893941,46.443635209540346,64.06667015871683,41.378914316980904,54.41416922797671,66.25
53,29.341127434090865,47.86299510437201,44.60905486530841,58.69259622061989,36.27661084720031,66.25
54,15.517581150316555,50.97876137798181,58.75715119212532,32.1043195971103,55.81084673915089,66.25
55,25.203413142853826,49.299877726049885,53.017823653147346,44.37643805154058,61.08713000805179,66.25
56,34.86089710050184,45.17345585158863,48.11915843194445,61.312376533057446,54.644547676602265,66.25
57,29.327630078423677,60.68776002103562,56.39158454762742,47.34464140550775,64.42491185930353,66.25
58,18.554415802128965,48.89938555316068,46.526476398110866,64.49869572561278,70.02043592157308,66.25
59,15.629407529770425,52.75849009208057,48.07216949796894,48.64016477981857,55.17818432326123,66.25
60,19.709421845343105,54.515050809338014,58.36530397918713,56.18619027629488,73.68950362181566,66.25
61,36.7800265313886,56.9556514598357,53.39967643830202,66.15921071001705,64.91386379332958,66.25
62,37.73363565827585,45.183526005917145,58.19721160529592,63.32472792572216,61.30278321085972,66.25
63,17.06741489327432,62.30106285283626,57.36358865406424,51.738772058105624,51.58728525220665,66.25
64,25.266069453503448,64.19839179464611,44.37718140530841,39.89184348561195,59.53484783929309,66.25
65,49.73794702912224,61.295675443378876,62.456083995604324,55.63850782394181,48.7166865341713,66.25
66,37.25580980341539,57.96297587772453,44.42199805174914,44.39356054353102,56.62631062874035,66.25
67,27.099901553351344,38.099003255754106,41.97572057251411,61.66070218788116,64.158170358406,66.25
68,18.99252226444543,47.171455220391,35.07465473337542,55.58554673461519,55.26303506294673,66.25
69,25.336410391595866,38.47865801730537,58.675184903960336,48.34404147794241,74.04136507334508,66.25
70,21.889962843536125,57.70538712124087,55.80654403151846,53.13993180030997,51.9859032642415,66.25
71,55.57156465859394,56.436044472242244,51.97836251920159,38.603206218316366,64.20336807291862,66.25
72,34.33758392386687,37.93891150259523,59.14635390394965,39.33105691244777,68.74418777380073,66.25
73,53.365861238127444,39.678724969686705,45.89447845428647,46.134893587205234,74.08707293669539,66.25
74,22.443222102128587,41.67700994242895,32.49579715015158,44.56815316215377,72.34397656398981,66.25
75,18.966127273490677,67.4056743216322,56.471321269798,51.528756415664,68.9801110606792,66.25
76,16.615080022232302,73.47364345968052,46.744624529111206,12.704076725114392,41.41758138714948,66.25
77,18.17620951139965,66.82319557438626,53.48999656880926,40.81631946842945,60.01246764270949,66.25
78,12.112063655787114,59.01340426402842,51.123026664201674,38.563989354114035,54.09800434799367,66.25
79,18.197595258725485,62.51087578707446,55.7166589582006,63.94292627703007,56.53823976922788,66.25
80,18.483066131709915,57.577776102606194,64.73938384225306,68.41215872165536,71.66832252665219,66.25
81,29.370371320881787,66.58199069793426,38.98834753579002,45.73973743954037,62.1232610681451,66.25
82,24.816373683071774,50.6828857108536,60.13883200458436,69.82644587878768,54.46618402686585,66.25
83,23.721014229555305,62.72738584654796,41.54922525664314,68.70355630603818,48.948864622716066,66.25
