unit_id,HarvestBiomass,TankTurbidity,SurfaceActivity,do_set_FlowThroughRate
0,13.346575779947162,76.01265764105717,78.36001034174622,25.0
1,9.661255409675972,96.9044675724123,96.21161948581467,25.0
2,19.372579158735984,91.93472852796268,87.6406149997509,25.0
3,11.750326424196153,59.38418358232299,59.58811904168378,25.0
4,19.078125845455705,105.1721468766472,100.20966894112351,25.0
5,-4.513319184805081,55.05590938287382,60.7789201920529,25.0
6,10.553839877295598,75.18371264316906,73.7940971811952,25.0
7,-16.14756697412456,72.26702196115909,69.42140912920271,25.0
8,9.150141436864786,81.01245257456779,76.3431733162377,25.0
9,12.16890224712063,90.3540880734494,87.25201774543385,25.0
10,6.812113844380619,51.15458940066323,41.924305549624634,25.0
11,10.9464696353081,85.9124193480496,87.7921734312584,25.0
12,13.927962523732926,63.77026966219504,67.52508695254137,25.0
13,8.66689727414094,55.8744632123737,60.68480638376,25.0
14,1.4774185430538544,71.78315997233204,76.09891715894986,25.0
15,15.665648982236302,65.7710824818743,58.933272142126846,25.0
16,18.568028648919217,94.53100765842063,91.5605602116973,25.0
17,15.706415466220776,93.37640003065695,96.41191753210845,25.0
18,3.8784787894431023,60.7107864158292,71.41293277735005,25.0
19,7.289353343684069,68.60705445875428,75.5472890132731,25.0
20,3.515838789346436,60.11043353450237,60.344799755817704,25.0
21,16.352024883866946,77.49603772176515,82.38681082690327,25.0
22,11.006658401029,86.45069336550318,88.08073872383726,25.0
23,10.193894960423448,82.68957540018783,90.43490952306146,25.0
24,6.113036095238732,76.17755882633054,82.72145193051023,25.0
25,18.580823263561825,89.40568969237626,82.47394405184204,25.0
26,17.897939668545686,99.26752297907474,86.01664961428418,25.0
27,12.076396423714288,72.41049118110612,76.45989947581698,25.0
28,12.817407988264495,92.31827961456602,94.85710777121086,25.0
29,17.995833210858166,83.26922871889573,93.38801536861126,25.0
30,18.219714553201772,75.6909643336732,78.78745300529782,25.0
31,4.2197518122429365,83.2027609426773,74.81632125355522,25.0
32,19.36213771252474,86.51529520332306,93.06949225771066,25.0
33,13.001680381752573,77.84523990892036,66.13835706347294,25.0
34,18.94939216568127,80.37420706323026,80.68312060160378,25.0
35,11.323761680503333,73.87040004169049,76.3272653846321,25.0
36,19.84779271623246,77.40070331044187,82.05788321514648,25.0
37,11.362770746023042,67.47141266507064,72.76540577808274,25.0
38,12.250040936955067,90.67794603859576,87.34372275132174,25.0
39,14.349302811873713,86.46684989547138,85.99549508149988,25.0
40,-4.773090772886857,77.78678268573574,80.52426048539525,25.0
41,8.144339201106604,54.10757687567053,52.00084877675095,25.0
42,9.320288118099722,87.87077256072271,80.50649983045713,25.0
43,2.807706787547536,57.81263852289156,56.034239670428335,25.0
44,18.3759371589338,75.5738100604764,75.14878377774555,25.0
45,6.01357026421346,81.5351610960657,78.84176040910911,25.0
46,1.5860286079074069,82.83693267453863,88.44862604256971,25.0
47,2.9824818382934444,73.04721558867249,77.95765113723591,25.0
48,16.817496486731105,83.3762030107541,89.3627242322283,25.0
49,22.77823380153171,95.50304201051647,107.51991146052056,25.0
50,20.004853997163803,87.35942954669474,92.32457241873881,25.0
51,6.916117701806529,52.63649974624128,50.720449068826575,25.0
52,13.082668958169457,70.58667079573738,66.62671788013076,25.0
53,4.097232484973755,62.3671361619563,63.552903398453694,25.0
54,4.722304723475034,69.11336272641326,70.99781041601851,25.0
55,11.094819204529877,100.87830284959928,94.33721905855322,25.0
56,14.574459546179291,68.65043226454557,71.98350580413282,25.0
57,7.6745750607922,70.47193876680119,70.99683699269158,25.0
58,12.114753135032418,80.54140485279149,83.05219304385794,25.0
59,5.983054327324066,63.96688953331912,67.32198121561434,25.0
60,-11.432346817572435,75.20959564952867,67.49537523811101,25.0
61,15.670205209301258,79.96044896437418,76.33517556593488,25.0
62,3.5500609280000632,67.14177847741877,72.13400877556765,25.0
63,10.710220087374116,67.51224640577134,68.31105546455686,25.0
64,11.650044765675833,81.60247767074127,94.54987777764269,25.0
65,0.8320659990426905,78.43551404036512,89.28147093406693,25.0
66,18.272633186024446,95.37975066108895,87.1534767193115,25.0
67,9.411072567085181,78.19875217522102,74.39731011761708,25.0
68,12.366740836553685,75.24964428842227,75.22425628095391,25.0
69,7.351670623067027,65.59999209867021,65.11620026050743,25.0
70,-3.3153911206317006,66.88836964550238,66.52711094316896,25.0
71,15.01026902694483,66.00446531508297,63.80428770019735,25.0
72,11.829474388719808,80.62026510874747,83.90990345939223,25.0
73,11.915898509448162,72.7152894792506,72.29460826456997,25.0
74,13.041769963012905,84.62853434754872,78.81795025975089,25.0
75,17.703567203656135,80.25509058123583,81.4729555286242,25.0
76,17.324976540510793,83.38388833589677,80.48693471692998,25.0
77,12.993819806432585,63.163262863646,63.61989297938174,25.0
78,8.78673849083617,73.34784340975428,70.16584078520205,25.0
79,6.1751660759838565,76.44243481801693,73.29736556678904,25.0
80,23.25065253629367,96.6528048480468,100.5900555580912,25.0
81,18.424063407298203,84.98796744261307,85.77225102525837,25.0
82,16.42665932764904,89.97544088696135,84.0777762141648,25.0
