unit_id,HarvestBiomass,AmmoniaLevel,do_set_NitriteLevel
0,-2.1971325846995837,33.02753172400123,40.0
1,4.257360191572,49.24687453291117,40.0
2,8.962692279989557,26.791303184727585,40.0
3,-1.9119268643532803,37.529278618708865,40.0
4,-1.3442319372475928,27.895409987455523,40.0
5,8.869169183233643,60.4607107831192,40.0
6,12.673583876457958,37.16607462728955,40.0
7,-5.801302962589924,56.90037032045544,40.0
8,19.849112224562603,63.22678701323532,40.0
9,4.882344235822094,64.05637211601716,40.0
10,5.503038069460472,50.97969263366898,40.0
11,9.727991152692095,53.93601292227975,40.0
12,16.20739516565264,43.403800545165765,40.0
13,19.692968904589783,49.07750761030819,40.0
14,22.784710419152294,65.84961693536674,40.0
15,10.040420632952056,55.48243363824762,40.0
16,-1.710371763353601,48.71255328661203,40.0
17,10.860649967142795,53.46628624550539,40.0
18,17.01018984412115,52.49420512664269,40.0
19,10.310948315891327,44.942403673258845,40.0
20,26.057240421238227,59.06550602229404,40.0
21,1.416974503948615,55.09954365703104,40.0
22,8.83272681400681,44.75863089855352,40.0
23,-4.3294375293338065,43.80950779020986,40.0
24,11.712373522801368,40.06350889605534,40.0
25,6.04570303748484,42.89308042362483,40.0
26,17.235895598902683,33.93532789084054,40.0
27,5.771397439647751,50.19491256337749,40.0
28,14.018780116063692,56.27628792574661,40.0
29,13.14633899701525,63.888948007524505,40.0
30,-1.0802701540445816,55.44834021805345,40.0
31,7.288662837960391,32.05318718992411,40.0
32,6.933740963899529,58.54532664051312,40.0
33,19.142544414176502,30.083325266257628,40.0
34,14.522868651451839,60.59524374910951,40.0
35,11.94125397443256,39.1939453624474,40.0
36,19.03052521834443,45.6156569294663,40.0
37,15.095088982644427,36.374651799100384,40.0
38,10.616947860957993,35.977237097152056,40.0
39,18.182088470671204,50.58910199516298,40.0
40,8.92153943209021,46.94634078964415,40.0
41,6.814193186914239,53.45597088012667,40.0
42,-10.546233269931378,43.06254843462803,40.0
43,14.80385738158507,43.56438694625157,40.0
44,9.036857725099058,61.53356879353916,40.0
45,12.219166738360144,60.16941166180815,40.0
46,22.232302905785982,80.484484743583,40.0
47,15.960224549907364,57.01770194917916,40.0
48,11.067440841860213,58.77847956891992,40.0
