unit_id,HarvestBiomass,TankTurbidity,SurfaceActivity
0,13.624389165170161,71.91556919108082,64.47218829799777
1,11.95208177372372,63.005291711565874,63.0822918338374
2,20.06085126487843,62.464121375052386,73.3216316465103
3,6.760230828626437,66.8438011459594,72.62004228695393
4,7.547407225630505,64.74387396509914,56.01374466751733
5,13.540247939723724,66.57564504351556,77.22705097830962
6,18.845552516540995,65.6377425030433,69.38655650096571
7,15.818932839734657,78.99287127234658,73.52616575203966
8,21.51287152883146,70.66856112768528,69.55445871417925
9,7.769394660069759,75.44268082718202,84.68090694597828
10,13.465636713423123,74.03705652763459,73.39456726642595
11,17.397556849246737,98.28822844771558,98.96407418591788
12,9.459990666943208,73.02799666960064,73.48260089944439
13,9.136702325581957,79.61755937698483,79.26824816939867
14,10.53715966468232,78.07998984587621,68.6369810809194
15,8.676922986662413,79.85369920031904,79.88501877476098
16,21.389826618024788,108.69347042993634,97.52381230192383
17,13.877943212950985,81.68851929759802,84.10922596272673
18,18.00410429798786,86.21954291745851,89.15085693787638
19,14.738409457418092,85.98222718762207,83.68852883317206
20,7.087865798511121,80.18403147015853,80.59374859161274
21,11.114221388626277,86.35805944448634,82.00596774841762
22,16.83767256041058,73.4716992342687,79.35357083522827
23,15.025603439045504,73.18032809202563,73.95377201786508
24,13.939098418703457,72.3288583551107,69.80896107524858
25,8.377833147162558,78.79969308152675,83.63896824371704
26,9.902928476771688,67.49868078981842,66.03192553894387
27,18.915240308205846,86.00321257144047,87.5011474143265
28,16.385252215908654,78.84140012617453,85.97779957395451
29,17.811846573464997,95.85352895572684,99.16462250345289
30,10.471941837014453,59.73056724121071,58.60285643312726
31,18.632160344359313,105.01329662699325,88.9851103627556
32,-1.6167612505604463,59.988710120117226,59.90664353415535
33,-22.90614609257067,72.77036955933043,77.61779276795211
34,22.96901234852028,86.30864609288061,86.00770186415221
35,9.082627505706103,55.94077396380664,64.11949664064706
36,20.94087414734864,86.02651718973901,81.28389675784398
37,14.287891705885912,79.13075915663352,80.65958717643491
38,-13.188656558973252,54.08267512283494,44.45534534104792
39,3.9797405883379358,69.04095498304338,67.15452487713391
40,14.945742527084374,68.5375162831769,58.4839422869537
41,13.314111497439251,77.61905140104025,73.28846197002053
42,17.461310596222116,83.04727038941498,71.67706938122126
43,6.630277063775026,74.11538621204387,71.64135631045964
44,13.621263765916563,75.43897407421402,76.4414477989893
45,-3.543125678370097,65.91008792435035,67.66819579506723
46,24.06157835885656,91.40575573874484,92.88400015246732
47,7.746214972201912,79.55741067759236,72.04107417982284
48,15.186673178801433,81.88400741990613,86.55441288159409
49,7.692012797289781,76.8088712285214,77.30456672444
50,12.85587574478952,67.18775244351545,72.89725718584552
51,10.068909095203571,91.92132431712552,86.4786944406541
52,13.014421187127608,79.75725053343221,74.52713615014659
53,15.282880346006557,83.10080508952059,93.01321153333006
54,9.770359815807137,59.942448917980734,61.532332168616186
55,8.2072837419468,68.78153247712554,57.18367789634706
56,-1.741090422566156,75.91542202817355,78.13763294840125
57,10.593510566698514,71.47447110292663,73.88679315118172
58,6.1374757472024815,71.52548951772818,68.02131122178672
59,10.763061299717775,75.10626875078486,64.61542846179249
60,10.498275263800055,73.45024042847058,70.46182367575538
61,14.834031014188524,75.28198605965791,82.89785206413688
62,17.89581643197481,82.0590426176131,75.22046080402968
63,13.648568163182624,74.85994923188365,72.90512639614656
64,6.867254698212785,78.0412367672388,82.39943689801724
65,7.141294407669772,68.39973867654233,72.71517680093082
66,12.366745297164872,79.02014603962694,71.79505553187659
67,10.556812036302068,65.52360192826663,56.16552759281824
68,8.009987948730398,58.2557730376362,59.32237516904441
69,16.328746243744824,82.87175447343074,78.10570372776529
70,15.401554866169368,74.1262557402589,69.61038165573174
71,10.535569019247724,73.17557790632752,73.27620828817757
72,8.9032298416091,52.977449500916606,52.41320457153355
73,10.320153748240763,89.79974575802309,85.36052266989053
74,12.408153819638455,79.20138160186258,66.04163999021327
75,13.422255586041244,59.36557771559465,53.53160168629264
76,19.475418956455258,93.213392230376,92.93911644924762
77,14.165129954665836,92.70936339426417,90.21094185994627
78,16.832624203824587,75.17123836210513,70.22087156464123
79,6.344914213916827,88.53757422251597,80.84305847030895
80,16.157646370395188,73.26148278324418,77.70032047789459
81,7.643999564118587,71.41487514551076,81.36836887299518
82,-5.453174761285996,71.41841724613445,66.07705293646642
83,10.32091075042811,63.846604964930805,66.62792554706671
