unit_id,TankTurbidity,SurfaceActivity
0,57.16539409839955,59.6225364321725
1,92.38512919414504,90.2951838866142
2,65.75631506314467,72.55870490550431
3,69.79248183718724,72.93766101605448
4,58.589631868915305,51.83770783565162
5,53.98558296371969,52.47068976847864
6,69.08983330829616,78.4295408361045
7,93.6681762560667,88.14960405056769
8,70.38010387243492,65.850154613788
9,60.90224218560129,59.56633871253931
10,71.10118138459332,72.53160853726735
11,82.42062230787191,80.63528742204879
12,69.15112147400305,66.03978894592969
13,76.0162461918512,76.50714936087567
14,76.54592239233683,80.86353622617199
15,63.169327126947245,62.326346857279425
16,62.02917953965167,63.50363991291475
17,80.71333346038702,88.1141295137866
18,74.76547041924896,82.97277076009973
19,67.23641463908513,69.81496617351344
20,78.06906546605964,73.96523638177446
21,69.06971754086439,70.76075872051257
22,74.20513797090177,76.12261350554992
23,71.55668477022044,63.92818227772314
24,91.47502877715519,95.98300859570136
25,80.9938573151052,76.79864286204868
26,74.00012043334534,77.33027571709243
27,87.54505019489169,92.77275693351656
28,58.07789046639017,63.25886329211195
29,86.7552199519594,84.68892629272297
30,91.97883554877342,90.22312247169074
31,86.2830571553749,85.53881277608953
32,81.44779855342207,73.57155379389417
33,61.450189864288916,76.22012468706497
34,65.65291597696665,72.0542696300321
35,80.82522560364761,75.98382588570458
36,89.73850532716729,88.76542626021947
37,74.67508714027561,81.4733365607714
38,74.12790393373369,77.41201153574978
39,81.9388522974051,71.09533008702007
40,79.03938471783025,83.2016646745983
41,89.0710036634635,88.13624817986091
42,86.26509728141555,94.42032483391043
43,63.58097185593175,59.16602354064707
44,79.5512832136277,81.89831577664748
45,82.66826592370414,85.30903983651882
46,89.05043361346323,84.52640167518898
47,67.48143495475452,64.14756305790912
48,86.42145824020714,80.23741280685208
49,72.35772000356985,74.12840135933348
50,82.95399436988117,83.48297120401092
51,95.54823029100672,90.48952842165338
52,69.35070357789755,62.08904696935601
53,70.31928195019815,75.21382377782447
54,68.29880501250196,68.26823421574959
55,74.38255105631461,68.72240822254466
56,59.68370808806204,63.37495370244893
57,58.939109839237275,56.79997354219085
58,62.533442482347326,72.2176991529041
59,80.01812846396184,77.56585091050904
60,80.19287050349165,67.21247240763087
61,86.84054674455052,89.73860381566035
62,96.96022417042848,93.60850532044458
63,85.27358924232271,82.15030513381713
64,77.9138427473211,77.50175345025056
65,69.93773316488169,69.82035538893014
66,69.63390674487705,80.14640782052378
67,86.50329643078652,89.74083012812369
68,61.11749638353728,62.450189830306996
69,45.15493789277984,55.08632701330161
70,77.32888607794675,72.28614236232083
71,59.63808345376865,61.621622162316164
72,55.62607199019413,68.17669646181474
73,73.13177942979087,84.83685755680096
74,82.00911566191482,77.9850021468826
75,89.04094045641465,90.4659153825577
76,62.327472271263325,67.81532563693175
77,73.62639835325447,77.66613881705352
78,59.06901452655057,55.75851936972801
79,77.33021188303304,75.91307994678967
80,58.749696352645174,65.78522984522637
81,80.98687175927,78.20736316683427
82,76.61358255574318,63.13590566910574
83,78.84746362328991,76.73085401693818
84,83.45035542381859,86.62079951360005
85,64.22532004836584,66.01755507699022
86,101.16510387567345,101.85830276217469
87,84.74675042160061,67.10057530316212
88,54.51216021173935,62.74118261712151
89,86.21995329784285,88.45258003364982
90,61.136201901773696,70.12287969247119
91,96.85947198394504,103.18321153256781
92,68.70660087856217,73.03561474988138
93,73.32382175745467,73.98007700314972
94,94.56937438490824,89.40404465259334
95,62.35956714938555,69.14635144527293
96,69.76630878415824,67.91915461305258
97,69.28244668560787,63.59322004143373
98,78.24527788488771,84.31767417283602
99,78.1053211292797,80.31692876408786
100,93.71767708733847,89.1105781797758
101,63.79432975111238,60.354957516224054
102,58.207114125256986,61.20903385128452
103,59.146247843780046,64.82065304344843
104,81.65105760415777,82.42254475120053
105,69.42266356009502,72.03243055477047
106,93.18803353490945,81.01213441950402
107,55.302384403413,53.704890881436654
108,70.61116751677442,76.00377918341702
109,62.613664195524606,61.42474965774904
110,73.30929421954534,72.7927220639331
111,82.60225099982954,84.5142519467049
112,66.94857769529366,68.28782702276705
113,60.9264775917635,62.38546975958532
114,85.0801155418394,99.39675479847723
115,89.41645248056126,95.66164562169249
116,65.772380872108,62.80046377650092
117,79.40396297499956,84.98409584587534
118,74.58680877512883,69.60805048903156
119,75.79886931243132,81.91572045727267
120,89.4997555181819,87.90274124459256
121,57.88784170741579,64.8096649465632
122,72.3449888290997,73.15666312283531
123,82.6282438182061,81.89781836915277
124,94.29206167946974,79.90517138448108
125,78.02764393241567,85.88862758622977
126,76.21912422914127,86.41338552516342
127,74.29648586020714,83.70316318732364
128,79.42969496680982,74.33316942854482
129,67.12109497718829,59.49546134993609
130,79.36210554467496,79.36049224723686
131,92.89927618527601,92.2623496216435
132,53.796817246497774,59.28367992767498
133,70.67082702374417,69.21839299839888
134,67.77901364867859,76.59653486705365
135,81.85511477387536,86.68399076987836
136,72.34460012386539,72.18655589593949
137,66.72985003425413,65.71684892429467
138,78.23557938502552,71.95833146649277
139,72.58016023426362,71.75529752521626
140,75.95817040378954,77.87502867727798
141,92.14956056491265,92.43961190612274
142,52.00074535727422,53.602920203028056
143,84.13208345177524,76.37495157126783
144,79.40850884103939,77.6226083286657
145,88.25386925980638,93.86131183129191
146,74.33806394583806,78.75881371607399
147,58.62151252202492,64.44015042227176
148,69.95939461628417,71.28353250253689
149,71.49365819483292,70.9421013230383
150,73.76176665207052,73.88250269784062
151,64.64738343706824,61.52365970547708
152,76.66803215588219,66.04770824528973
153,97.1748515908697,100.5328943314122
154,96.69540362025964,99.82388491862031
155,69.77944561593345,72.84694254982766
156,88.08268200815908,86.13679897266823
157,69.49926134586175,71.14036513009381
158,73.35184672729801,73.8171038351438
159,84.18265617866443,82.88251819318464
160,53.821072347967686,49.06575165174362
161,88.42781739148639,92.14550612693039
162,55.8710381624917,53.82804302898276
163,79.69051761809715,73.69165567008483
164,77.85778439961676,77.56286932674116
165,82.89296455971423,90.92228019658569
166,96.83544931446852,83.20354381056677
167,101.15374560170399,104.88690079252758
168,69.25263049400283,62.55032764669906
169,58.590729061553525,57.84612920680695
170,71.74560553570691,77.800446508222
171,60.343106799535114,61.82291301514083
172,70.4769470126113,70.02901286470723
173,92.2450177406998,103.10423197389412
174,64.92584465914389,69.72045983706349
175,49.01995638114037,58.21259151618117
176,80.39409811490702,80.53547366187381
177,56.36177872097289,61.01259303302199
178,72.8772665198351,76.99085337844033
179,103.01194264563316,100.69582608692832
180,86.66076923001407,87.1156435414465
181,66.17197282744179,54.54034209869142
182,73.39915994541767,77.40517452291375
183,95.21860980739285,90.03255437608516
184,57.61047517859138,61.98437267080321
185,88.0399541679772,87.18140037444435
186,81.84494061939652,84.58718528640964
187,78.81759690818568,72.51489948268787
188,84.70111671812514,82.9208158365354
189,65.54758004821723,64.94305572346357
190,87.03043650306184,80.99667903994647
191,81.92883591771727,82.74347084393149
192,88.71081861707758,92.9119360967835
193,65.41072865456441,60.57041591722448
194,70.27098774299728,76.15030903278141
