unit_id,Osmolality
0,43.765930172188355
1,50.65877198047562
2,57.4784084204155
3,29.732405422686718
4,70.48441053588375
5,57.836749242843
6,20.313595050376875
7,39.18248215685283
8,64.53084488994847
9,56.38731733646478
10,73.21300490551646
11,40.348342375758506
12,64.23626846136153
13,45.19763812790196
14,50.106655298485485
15,41.26084612314436
16,64.28067751926476
17,54.31527811240367
18,23.534835528445896
19,28.494253999474743
20,43.4500033625257
21,50.77279949183182
22,50.03833994804771
23,56.64154766480022
24,39.39709055052272
25,44.06260650107453
26,30.904061891130404
27,55.877777139686685
28,82.72948803180132
29,53.604516153204735
30,31.589096247772215
31,41.73701400965787
32,51.44769627222502
33,50.3377320803119
34,43.2935903710796
35,58.15012432472225
36,39.36074915023642
37,16.502841820711723
38,29.712758115293422
39,32.03488367565652
40,28.27881251265701
41,69.05504714511031
42,45.45359713529243
43,42.048401237024876
44,48.672510978836456
45,41.57281255207781
46,63.74356662621915
47,59.339637998613995
48,22.07821197094122
49,35.212616768454936
50,65.84190551653144
51,60.24937024087774
52,66.03396355176831
53,39.78402743604038
54,56.41654408922927
55,38.817628426695045
56,57.89931991185236
57,67.96402325464952
58,49.468337997064786
59,50.29371487413048
60,38.53337306220702
61,50.8510545987894
62,40.756014604990185
63,45.109908580726376
64,55.392905837196935
65,50.270687543012954
66,9.533713436792343
67,39.548345083055835
68,36.59118824388726
69,67.36943691274178
70,42.468556316999965
71,38.07766686707048
72,56.50634303562346
73,51.82371160002971
74,50.62086504563676
75,55.68835745117012
76,47.78270753276688
77,32.05042938997924
78,45.966109669985144
79,40.42674215872317
80,55.923296052669194
81,60.98579781841014
82,63.02940083932521
83,72.4080126692539
84,55.088280935542414
85,53.70123846868037
86,44.31140496256147
87,35.79021498671707
88,29.44645562717836
89,38.57711057516373
90,53.07485754108465
91,68.9747172839628
92,45.36524917789777
93,39.46233733377873
94,56.34164229077538
95,42.199669585276446
96,65.25504620277901
97,61.918751367573236
98,52.123678788969976
99,46.494155342634315
100,35.81690363091595
101,59.1937643710021
102,44.88573964337024
103,39.27973500064212
104,37.87364445628092
105,15.237970689586502
106,52.23874881711492
107,59.80883811300603
108,46.13748781389833
109,55.6869342786786
110,34.15016899015487
111,50.60427408639668
112,47.88657969895688
113,36.81845706712102
114,50.266956381346716
115,52.104074125538716
116,45.53556404349076
117,49.83335349992752
118,65.12274578376852
119,56.13311620067952
120,48.78948366121067
121,42.97892690527185
122,33.68723731110835
123,62.079913956003466
124,39.317269384891425
125,40.03086059806971
126,31.58216159394447
127,56.92916151687172
128,26.356136429858317
129,52.24204746580313
130,66.37962253993378
131,50.86481105224416
132,51.98017408428503
133,48.58325504588613
134,50.518311326243975
135,71.98637117870227
136,32.76999854015188
137,57.74297498481405
138,54.30754016954423
139,65.45263472237339
140,46.796262431732465
141,55.52879439282318
142,40.60031357748635
143,29.577118379683007
