unit_id,ProductTiter,DissolvedOxygen,Osmolality,do_ChelatorDosing
0,8.423076938885943,68.655620770405,43.9755650746322,75.0
1,9.959641086838465,57.191083209554606,61.61628660366132,75.0
2,23.69076750087416,86.46923346918489,57.24678252574868,75.0
3,14.144787007719799,81.785913044897,48.13677656252468,75.0
4,15.764076421158387,60.12057020813274,51.01655077224245,75.0
5,9.47556728508493,77.14820578645724,27.75997323264286,75.0
6,16.695566596290206,91.69182596602627,39.33441683898513,75.0
7,16.185766242564377,83.90862342644436,43.43284935869048,75.0
8,20.30530647728545,69.10721508486046,59.34665386385293,75.0
9,24.156752734140298,76.26298177105684,59.957977786996736,75.0
10,13.108393621587897,63.14702337314237,46.36055120109826,75.0
11,15.833201735574708,85.25615082201026,40.82333350522388,75.0
12,15.798364215288109,67.18066673279658,61.28441492244735,75.0
13,15.33848663980908,80.30047857196674,36.10870755698614,75.0
14,14.244375408958659,66.30548699900478,59.892608402357006,75.0
15,10.559503452097253,72.62725264788277,45.84945969093598,75.0
16,21.05576214051108,89.24001596731307,62.34567687477808,75.0
17,13.584101824620427,73.9673376920586,39.662590666623736,75.0
18,12.451273774240793,71.85350953879622,49.15455909888944,75.0
19,21.43661155200902,70.09158392802681,67.94612013096773,75.0
20,19.963169456946556,67.97462106644919,59.04151195843815,75.0
21,16.560512582260912,92.58199195586344,56.216675226308986,75.0
22,18.35098468864168,84.28769115959757,60.169824618899135,75.0
23,22.136857532859274,77.96167756346934,61.91848659284372,75.0
24,18.066885426449645,93.92008064178293,60.89121535915683,75.0
25,15.977395801200053,78.17282933329665,34.85241632677706,75.0
26,13.007239597889198,55.18394349973046,46.67643457397405,75.0
27,17.697853691089332,80.3028440720748,52.37678291787635,75.0
28,19.156846085615754,79.19429565714523,41.40440618895763,75.0
29,11.238728035140666,63.90103145740469,69.41214802318838,75.0
30,21.51715939798534,89.03114081865539,66.04050443676253,75.0
31,17.25006331978162,78.94446947019124,53.98740386762951,75.0
32,22.455259793779412,73.719533661934,68.74995571721857,75.0
33,19.5387413716413,79.30553708603371,73.72408120675976,75.0
34,19.820480192425723,70.58630020150532,53.87930167078622,75.0
35,19.690551681178615,89.83945670867277,53.00519184840756,75.0
36,16.962145222932666,78.3065235358739,41.646290163884075,75.0
37,22.680769619033594,78.40767151570438,55.01808076121034,75.0
38,21.028122088923922,74.84739464249802,50.67118516343073,75.0
39,15.289411188007872,64.33170222957649,28.945079523695668,75.0
40,17.56934773282217,77.50298072761342,60.33732762685695,75.0
41,19.60569743173899,88.49877034426125,42.76772165412706,75.0
42,15.270643422054873,68.45436272423372,53.416085126155515,75.0
43,21.176972316663708,85.94787073614529,67.18429381200394,75.0
44,9.631178010272995,53.50893422478896,30.978129137040284,75.0
45,20.57170647962929,77.0334475887754,46.805157064789725,75.0
46,18.815383133055267,92.5033519601138,61.950875446466576,75.0
47,15.265690647324684,71.183659598006,67.79545033235962,75.0
48,23.273437001930887,86.59120246545378,53.74795434183852,75.0
49,22.549382910103237,94.22747789190461,86.03693584704554,75.0
50,18.110061395722184,71.71469548561625,74.49366709684942,75.0
51,15.713425912150223,84.969834795637,74.62766192821569,75.0
52,18.76600026668969,74.68046210596188,74.10350379904648,75.0
53,15.340590191010826,78.51418029273589,51.223319926087584,75.0
54,17.607357128057387,70.08077034173851,38.584391146502455,75.0
55,13.993916499651332,68.70060725027962,36.36953725717417,75.0
56,9.799575088338086,62.205635641475645,61.21489562271827,75.0
57,16.209700028708482,83.36095416106298,62.298135789904485,75.0
58,10.179859606796093,80.54090257542393,49.11228685960811,75.0
59,15.707633363487849,82.33528804092566,45.53360597883377,75.0
60,14.443278376089486,66.80675245493497,39.04398682108074,75.0
61,17.948278354867195,59.644077708199426,53.38274778335558,75.0
