unit_id,ProductTiter,ViableCellDensity,BrothTurbidity,pH,CO2Level,Temperature,do_StabilizerAdditive,do_set_CoolingWaterTemp
0,32.0994106309207,71.91556919108082,8.943131229204251,27.544257277250146,45.774816755802775,63.29317879496229,80.0,40.0
1,30.399611358712864,63.005291711565874,9.333539805501111,18.15908738818702,44.713329178900864,54.6449949810799,80.0,40.0
2,37.50671238785592,62.464121375052386,10.139005240928228,3.46808269596798,63.05666185045277,37.07862079823716,80.0,40.0
3,26.364861182043324,66.8438011459594,9.951354981659104,22.888464755599298,52.061935623364874,52.528999889004524,80.0,40.0
4,29.04032933787637,64.74387396509914,8.842742506155016,22.07035013975791,56.69212256537474,53.02443960924031,80.0,40.0
5,31.05029099647208,66.57564504351556,9.721310197273588,6.115299211489976,71.0726388480087,36.84453969573511,80.0,40.0
6,35.72556952259397,65.6377425030433,9.192037763576579,12.219204548180462,51.2748540659669,58.05671987130989,80.0,40.0
7,34.47337613703438,78.99287127234658,8.781383156332174,9.339613693994542,81.90788100933035,67.8849909481652,80.0,40.0
8,37.391062182031675,70.66856112768528,8.993581759973026,-3.248888828090063,53.15517523058637,53.38316228876765,80.0,40.0
9,29.99951315560554,75.44268082718202,10.07006201753983,26.44771488428743,63.79337423751147,41.310294791655004,80.0,40.0
10,30.392698163098224,74.03705652763459,9.759246325814662,-1.1614613988805296,50.89772626065229,61.85056256525718,80.0,40.0
11,34.75537155625452,98.28822844771558,9.754955466214806,17.89541434951606,45.179076902740434,61.65297640655381,80.0,40.0
12,30.121469896132485,73.02799666960064,9.34494765138459,31.775178308414283,32.84987456658514,33.009083304186774,80.0,40.0
13,28.192608370419595,79.61755937698483,9.689524311082629,20.67805951795628,56.60285033966606,30.291065803486056,80.0,40.0
14,31.89957817100313,78.07998984587621,8.955854010739818,29.4076735132124,58.86389464409978,50.649187846443674,80.0,40.0
15,27.014008951906057,79.85369920031904,9.575550587370882,12.36992902550421,65.32099283384797,58.85271517615263,80.0,40.0
16,36.41691852163591,108.69347042993634,9.083286701720303,4.266593185791107,45.60129927555922,60.19529697787664,80.0,40.0
17,31.828994666093873,81.68851929759802,9.948631785608248,23.703808644537254,53.76998232689934,66.1958168492315,80.0,40.0
18,34.55340358744009,86.21954291745851,9.290177332542793,18.53700162060061,41.13134606945499,41.36378578021107,80.0,40.0
19,30.37214406762935,85.98222718762207,9.841599758697168,23.697273125157665,51.16204342668066,50.79707309799465,80.0,40.0
20,34.6225972327468,80.18403147015853,9.441759617052595,15.871771758153711,47.19603532764204,55.97205704229959,80.0,40.0
21,28.03946396921289,86.35805944448634,9.421453080888597,17.261911115525013,40.95864423840333,53.264592678665615,80.0,40.0
22,34.35935611074665,73.4716992342687,9.692138497339197,35.51195183143859,56.835501862729224,45.50637086204054,80.0,40.0
23,31.639116331967994,73.18032809202563,9.4907329030676,11.050880211954677,60.925026568421366,51.338379295131574,80.0,40.0
24,33.260578825203794,72.3288583551107,9.924674710038143,28.83780980085795,58.833451741049316,21.630235781442384,80.0,40.0
