unit_id,ProductTiter,CO2Level,Temperature,BrothTurbidity,pH,ViableCellDensity
0,23.120537448357407,47.5692436388963,57.3951605092984,9.247774533622525,24.63216679893349,71.81263421148243
1,26.63651881107675,46.103490453700665,44.607337824924656,9.446304669609757,17.96827924701156,82.62284743090943
2,23.062294937874952,31.407782188851744,49.45407336622884,8.465703441304097,25.190613353981377,84.69211168727186
3,20.076067374271066,53.18041697552339,54.795659673197136,9.09396959687296,14.851160421657635,73.96756534514195
4,27.396243178443278,80.47468312434059,61.845378325123136,10.120602849609506,19.180392790022612,82.6345583311723
5,27.519787127646484,44.54306436456418,39.657587142872075,9.310807555622052,15.587174836207758,86.87757385190402
6,23.47472439351383,34.2440068130544,49.86318967987731,9.98023225320102,18.05107091018706,89.76247554833057
7,24.621047367883964,55.144732073922675,41.63521258404491,9.581226163747486,23.940627880227996,80.96790895520736
8,27.46499349981732,20.148944267471375,39.68284820520471,10.52425690797688,32.35578236709887,89.18524166691665
9,27.192743893101227,33.72228078051273,56.63116410584097,8.799927116033798,27.578517097719057,81.77636290360901
10,23.164486630054565,47.04874767152132,24.714865267065434,9.604005892153593,22.490514282641037,81.64988392826004
11,26.100475640558777,34.59121172271134,31.73263197802516,10.26087739735087,26.406103607953472,68.15268682299401
12,20.625582581429803,61.45704752670636,61.137337234096705,9.922821529317028,20.581786648928308,65.91780837683379
13,30.66815575311771,49.00139520122457,53.13094668450803,10.18808039354177,26.614178521705067,81.18168040933163
14,25.238350489470147,31.311766531481634,66.96692925290851,9.997621972684387,25.94936935592323,85.15744094301542
15,27.12872873450541,39.96764661336731,39.59544361170214,9.90660947654577,16.69285806692796,68.60735081342688
16,28.752691226349405,39.3113749535404,42.038046718799755,8.997493879706859,19.867310827848115,66.18762585694321
17,27.012440754593378,42.430329173788685,78.23851680524729,9.149407617902186,2.8622253878161583,82.36813885549631
18,26.696670938707957,59.3432361297782,58.93709171968132,9.080355643436642,18.487762819701437,50.756695757935105
19,24.001599780347554,34.4417017268904,46.246067949286335,9.267959265229056,23.881958861872995,85.74804216466705
20,27.385689268950063,32.765617492512796,36.04859525005827,8.96403366150656,29.119016778409083,74.95289264459474
21,23.33246844964812,55.21772896723442,42.44353713362346,9.668661546280951,34.24475640387351,86.1270585645206
22,19.46883590794363,29.845371311918843,53.93718139341843,9.792492312941716,18.036665971638296,51.224468125707205
23,25.372498953544177,54.86294230556648,56.4109105797355,9.181554729413099,1.8149897415052476,81.43828809685989
24,32.85129825388223,40.636997440717295,75.5028097854598,9.853748652650289,30.171625915119726,97.55738111396433
25,21.418253835686627,54.486577916090866,51.87406764488031,9.944578613902422,24.586025693083492,83.00653880194783
26,23.584416917264384,16.23851160939709,62.01186350034422,9.952785782792992,23.18519779120837,53.95456587621398
27,23.7668582286412,54.61408444433718,39.77468593579689,9.891250409661971,12.387347630044703,76.78750215606817
28,29.54527066678967,26.484869833278527,46.776956512849374,9.989986360701725,14.783048315208397,82.03311252279481
29,23.695257763254503,68.42628025015267,53.49647282295324,9.090739838447771,11.2517974687723,79.85863378426072
30,24.91461359778751,50.85150627481805,43.85663041517395,9.385111234664873,17.391273557595262,73.43036565803149
31,27.132483861415285,41.18711828395571,53.355333755418734,9.271752041057347,18.10329056237509,64.2388251373158
32,26.789799806586753,45.16694391340513,61.05105319343914,9.693871717935279,31.544223951791565,85.69693737956551
33,22.698196193686847,49.688389999836055,29.959456745432007,10.271890891151097,20.83136971146269,62.36724078301838
34,30.542328495019937,63.736240834878984,62.45182477408774,9.21628955853354,10.239221429893,69.11931782193922
35,26.293596079317954,52.73896281752699,30.591358267707427,9.428320911154758,19.549012280934004,81.12919480536563
36,24.930736173191,27.201805718389387,62.20160504871916,9.673420944056202,27.518725533185787,61.747629804008184
37,24.086645661556172,47.03156740966567,68.54095115319221,10.17626512079608,14.923682237459985,67.51115802612705
38,26.547440388372173,53.229246906946024,56.348189277162874,9.641610992940596,19.252138479824538,81.64982947141496
39,23.55801033610719,56.04217915394816,68.71337062735196,9.936042651781403,12.256814401072393,81.42773456906542
40,21.90367335938888,39.59072623135421,52.740709438924505,9.077290319146908,15.32254935048405,80.32141182373411
41,21.022915907276495,40.28154384379326,37.698034655952654,9.164550035922831,17.653660812890088,68.70215843218323
42,24.2899940813999,27.9219797023245,58.21665523908514,10.304440818668427,7.315231713360385,49.70795362607865
43,23.158208090755586,55.739276089403035,44.066046071821326,9.227720064307421,10.759193509066892,75.59715769053885
44,30.77136290890281,58.76384318784697,39.001553250912345,9.107514519509603,11.790984762217454,76.7378006471281
45,28.087936285503023,44.36227690246594,62.06077869906982,10.194700570873518,18.391706954490232,72.87762878798847
46,26.541561536726963,47.782113420515714,42.494025432706906,9.690654898085723,4.064715662931639,71.99093115231895
47,22.80224327022633,27.89988570417652,25.139898834156146,9.817483942967952,22.35533481575922,63.42603326698575
48,27.407639347998483,55.936234165967406,28.63115078446301,9.411108797584912,5.092175251292467,86.14050255339991
49,26.8604294814487,59.23365452189052,64.0501736078955,10.12839127069935,7.059724962597882,58.86151903537596
50,28.768382551233323,68.10158895722688,46.318911333584495,9.1102625395615,39.44061669962025,71.96598308491726
51,30.53310090314061,52.85450411854458,56.645447118519,9.790323144328159,14.029940396763925,91.31333798654538
52,27.207790120195245,57.676483133984036,44.913705319409594,9.544575743482403,22.921631682923344,72.31168242547547
53,18.17857940653095,66.28041434046693,43.14284987796158,9.585766910964772,7.144298366258635,56.33782683878743
54,26.614203301282785,28.895751305206275,80.10787974721703,10.43887902138103,23.20511390652586,95.11012299807706
55,21.414204073284722,36.99520615521414,50.14283490261848,8.926281887840398,12.140005573010269,62.302125014261954
56,24.656604078672324,53.83813182657216,39.409910873780056,9.932584014974134,17.31640548787675,62.1499878076924
57,29.804706714836165,43.66209565406972,68.43148084094643,8.891334667099093,12.640296575995015,81.5591200562386
58,29.946041814525838,50.345301988555256,80.67524077849083,8.961351442075904,13.455140134516121,89.3301254610297
59,23.902433715311435,55.32752448964386,48.525205535600826,8.93933008770308,8.676951577105653,79.52005032923914
60,27.413877920744195,33.08588951489684,47.71606789260303,9.67523225085208,20.927987190096015,66.27151820894255
61,27.865481176893347,54.600693860547146,66.53024761286956,9.164841904426579,24.825211637131535,63.05240674334177
62,22.57717847999912,29.32252904612099,52.64751838062556,10.4641321675145,25.501405450962178,54.669007261968645
63,28.90023657486724,82.18121859179016,62.75151615566206,9.612594031023148,17.569786186312705,78.80687970339238
64,27.35483907418774,23.441936337076793,49.726529757499776,9.002797218665918,21.33869648855798,72.85814124577621
65,28.04683033189124,45.165562443277636,45.96057523196489,9.966259387130375,28.15498175180533,104.373049987974
66,24.990770962667664,42.45344460780488,64.66149970570461,9.641096552761505,27.555702337650157,79.76102328965169
67,26.771219480594386,58.787065073725394,58.68242994508395,9.916248092564135,4.9490538936164405,89.82985972967116
68,23.33853133521713,46.73499339258324,60.22524762770517,9.43622624555354,5.750509643241873,56.046809651312934
69,23.063868397740624,52.07571494028388,45.76829270984188,9.040915801682315,24.668965427848548,80.0991517992179
70,27.736091434712833,41.66184035844977,74.2375349204114,9.137754874867964,25.27779497442475,86.58026081608993
71,21.7488619169895,50.896911373790275,44.911856040815586,9.62549323469771,22.918375561595397,66.21460706079388
72,24.585748451272064,55.133969028631824,13.940058342335204,11.156585530279811,4.598611182630779,80.6935769108704
73,27.061182072887217,24.436230963299057,41.97032259060473,9.210473015233463,18.642963019292463,86.41574921827149
74,28.184491443492714,69.284555748804,44.44109570879984,10.031141319728208,26.271136409426898,90.28468795902273
75,17.4946041924896,59.11926559000319,58.06903884247995,8.921345677201664,11.250122812998395,78.0217398548859
76,28.350131694913962,61.031557931165594,54.40537348416073,8.925536299935063,30.189395611406958,91.76597151978689
77,28.130534073096385,43.34645352674751,78.33859348233595,9.099441197219019,21.99286412698168,99.39149845209543
78,34.37213270835406,51.89493607274102,58.93339311646704,9.380387679256758,24.395825626796487,81.74544568088507
79,24.492638815345217,42.80185069429933,61.425447299061815,9.342605941139334,25.437717609499515,70.06239691518053
80,23.747628958053117,69.09403103585099,58.66283455854444,9.823818191340283,23.274965152055668,50.3970387547514
81,25.602092533938755,54.12458221985955,36.58021125799044,9.080716731395187,24.52073587381962,64.85154519718883
82,23.481617714997622,53.24905720406602,49.694373821965605,9.859014432834304,5.860126739330042,89.3091475490067
83,18.449705484342523,40.34192325111889,69.22032686625994,10.090945706049773,31.048356112988074,48.339903954262134
84,27.61789495319223,50.465709719416786,63.728387054491925,9.24314635679,13.036794741824563,85.21523699636862
85,25.86206989812197,63.16266491851572,64.15561361172009,9.666374769622275,18.595601960474827,78.92584063700737
86,22.980479862995956,56.81570171284967,50.895464865484826,9.766443998881817,26.485051420627773,77.44295095807556
87,22.346516174805924,41.21829311436069,58.73163106143985,9.13949868483282,13.329985002463893,69.15536177532053
88,24.93742564419208,53.29288247519409,42.99856567248459,9.434991491854857,17.645445093763815,93.37759493228744
89,28.825553708757766,47.07862076838407,57.71533727722862,10.972272640271525,33.16906299472819,80.09864337655125
90,22.489304176689355,57.9596144219817,47.19952155122197,9.09781277642424,-0.4114250957298644,57.27356126291846
91,24.82691718800446,44.49091661491967,49.41130793822148,9.782887518623665,13.116174028009194,71.03830142598007
92,30.11818756460037,46.2367773130142,42.547502328739085,9.055743072408843,27.012129223195558,88.00625224584867
93,25.400496039507217,52.09922783655875,63.52203782041787,9.642707612291607,20.653127906674914,79.75247590327317
94,24.32036589063602,49.30017016114775,45.51383964331763,9.137691539039796,26.852522349874768,51.195196419764805
95,19.4773439278606,53.09336938257347,54.928429219217215,10.368611994589179,9.200701049598912,52.832282918496965
96,32.03939224106174,38.348885044669444,72.81364783414833,9.816426298004407,20.874414702699777,97.40030971878659
97,25.54202063445937,35.05161351897834,72.63953103784692,9.633866606710601,28.604170742377832,64.0191154118612
98,23.799230842376218,46.198194492742424,49.76758133172793,9.725153262355276,25.95618337040448,64.05255206441383
99,21.502802864044877,53.009177764760395,68.09441335708776,9.515474560545877,21.734010533938907,51.165371761675985
100,23.803708644892843,40.03372579198485,42.47275868414365,10.09689914722457,10.75633590003973,75.84679313879447
101,26.11614324992584,76.80952912281082,67.19245249681927,9.870307786235683,18.760962107356868,84.20516274769626
102,29.96041548392504,73.50715992007203,67.129275195305,9.494876420855274,14.972090155254019,92.74262381316666
103,26.14068303865672,47.22216401331195,65.31666811518953,9.267820901601327,19.86705587748682,92.29057084195398
104,24.78948121840964,46.78033026923161,58.85325954766686,9.461287371736884,40.723948082304275,76.62741089097509
105,35.57982920556053,32.054829797700016,56.19792959245765,9.628172646738648,28.04970093300996,74.1035891805616
106,22.895798541226455,53.33412465860037,33.38907145015076,10.082753397552061,12.914940550038889,83.82639123138284
107,25.801049952903345,65.61557495364025,57.36471832519847,10.488729318851538,34.340502998954385,71.91720464988968
108,21.409909023758637,43.47153148659719,58.84301278503269,9.291055187071102,5.891730141924561,65.76339042180507
109,23.1520119093457,61.44398734564074,47.34543189911732,9.347524825375109,21.613380271063285,73.09895361493736
110,30.3265167761745,55.557280360160874,52.66802317110316,10.87391913702261,14.696830187352965,80.69607886437149
111,26.720861967936894,38.98241505905693,42.38969335640537,10.637691812826436,35.8205176969859,69.80656504975194
112,22.459207268583736,41.47636732169926,54.33289891606003,9.560692519703759,15.534874804423705,63.07466115796843
113,21.235472584932896,37.652631771451006,39.20685546307061,9.680923138823607,24.950782008025058,58.38767040781133
114,35.92582048421206,49.09738354941105,31.842250834696546,9.498246235647276,29.572184890176135,92.0799119396147
115,25.203189931827307,31.787250563816524,37.79598293742963,8.568732915071656,16.535016227796138,76.08286316147277
116,30.485273004189224,46.81843612708869,54.2889902692368,9.926435883273262,-0.7865105361187195,71.31163057551436
117,27.338871230953778,49.84939867926718,51.50408663252753,10.11380307898664,25.244189364361592,76.60152790083428
118,26.275933048415784,33.043004017120786,75.11817429721037,8.752557120602763,9.915440193189662,82.26419709612036
119,22.629746390285753,25.226381123003964,40.869512594687436,9.771610978358108,34.199063725971065,78.78881435626546
120,26.904658450534864,48.42359311709362,36.12448860200135,9.76360278002577,33.32908388790341,78.31866640623592
121,24.289778898307745,70.90013771768216,51.88073098595508,9.805125816350383,22.600318243537576,64.35041666698412
122,23.586566657000294,40.31660774437792,57.34178468357367,9.79346182749473,27.822391574137594,79.18077058136652
123,27.468563317323646,39.776721929019224,46.8623278900523,9.418740089903968,-1.698291337289973,89.43431335907388
124,25.014189334088083,58.64809556139499,59.976606508427686,9.582938973316438,25.4384356170671,74.95183747354768
125,25.303334314177835,48.34019611015866,39.51214352609,9.661356723554594,24.65512927093276,89.16860880105041
126,26.888638354191787,30.174950109250197,30.885213528246517,9.5297084967107,30.97049592775221,73.48009843940113
127,26.765454346035476,43.783268107474214,46.59688770127671,9.616020902163344,27.53701036405028,97.6563638635445
128,27.481601003379097,65.53736037576375,34.32470637667941,9.951373160253645,27.277465422272883,74.83423548372126
129,26.309198836452634,40.2966731804962,41.93566549450627,10.526306552254049,29.118834830928474,53.59405953257124
130,28.07546521968979,49.138719004982676,56.97343751523367,9.389702606191516,7.190864196593854,64.44083339663729
