unit_id,ProductTiter,ViableCellDensity,BrothTurbidity,do_StabilizerAdditive
0,33.94409214425941,65.2382107374582,9.325544169238016,100.0
1,31.12227491139011,65.49602679519307,9.85235818600671,100.0
2,34.28498859819754,65.23444905989321,9.529254979067625,100.0
3,35.98792155475755,71.7599290454949,8.785227674823496,100.0
4,31.289037195387564,68.16711801326655,9.440352575947214,100.0
5,37.89359211214955,68.22383871592939,10.275253961923951,100.0
6,32.26018880376801,77.28462326614749,9.1371344245414,100.0
7,31.115889654446303,73.28980525911601,9.630426484208382,100.0
8,35.79459301955067,66.04875169570454,9.59476368941425,100.0
9,33.224706570532256,85.43857690734326,8.885539532765133,100.0
10,34.01014944518018,75.23792376532816,10.532281783106495,100.0
11,38.05734434800047,63.23826800057867,9.74464401882202,100.0
12,33.98908433966217,91.87467755690099,10.217049767136936,100.0
13,34.43770068045325,57.645032855868195,10.624083172379597,100.0
14,32.18204391143446,78.89487434987912,9.524276034585839,100.0
15,31.46946832203648,60.24656800714674,9.146662529487472,100.0
16,35.877830367853804,78.59781526711566,9.451822788868252,100.0
17,32.248276153408554,66.45093832776571,8.728880551431285,100.0
18,31.454065019817495,73.06251085251859,8.862488141793195,100.0
19,28.77080065057357,68.00640738703287,8.56404287742019,100.0
20,37.90332123074898,86.7965654176949,10.367165883793321,100.0
21,36.51587762816145,82.98317512959433,10.121613953854508,100.0
22,31.75340339699444,62.953184224397724,9.572526413232474,100.0
23,35.50155513257464,77.6972911884906,9.620101273498367,100.0
24,41.43138760125473,107.83057556091717,9.468278285199972,100.0
25,31.466002411121305,77.69748709745153,8.895941271908283,100.0
26,29.57498022641553,66.73345664794009,9.961066725648012,100.0
27,31.776900779858185,82.7245150971886,9.728456735266006,100.0
28,31.576911865829235,70.37451096795836,8.906036696520687,100.0
29,35.3916729315748,71.52538084057575,9.744019192286295,100.0
30,36.636597329110074,94.07798954855375,9.711690632659286,100.0
31,35.95024939746302,79.78388120680515,9.72315272614364,100.0
32,33.40849830631571,91.074082273196,9.028442795475545,100.0
33,32.81224445118868,96.49711242335458,10.483841263610968,100.0
34,28.917681196895984,66.76813457293588,9.337449425775452,100.0
35,29.834672683637592,72.17231984852108,10.371634276016811,100.0
36,32.34197236691112,82.5154234571938,10.562670139592816,100.0
37,33.29464152599282,71.2218709469142,10.145861726688498,100.0
38,30.152157210501723,59.035332511499874,9.065904178434257,100.0
39,36.20479819712909,89.27932872625782,10.280618989977969,100.0
40,29.021757687609494,74.0955406811855,8.881314309547056,100.0
41,32.10874244157151,86.6325176537603,9.54556469656848,100.0
42,28.686611776411326,60.12036852463279,9.819765258440686,100.0
43,39.138303738969526,77.45246333126755,9.368471125973882,100.0
44,36.33644676026845,66.769490051901,9.437372795572427,100.0
45,33.96228444669721,64.32348449245318,9.66654300799992,100.0
46,36.52073132539231,90.23193451513414,8.848335234246361,100.0
47,34.5541395176335,67.64513617109705,11.546594658925857,100.0
48,35.09214301848592,87.5041837821485,9.408675290817898,100.0
49,33.7195942432559,92.49755069799802,10.519247871414901,100.0
50,33.42044826161429,72.37840388008078,9.819974565448424,100.0
51,36.53965579121775,76.85408860545326,8.234140494508319,100.0
52,34.3152648096059,79.84655864342946,9.59119630224257,100.0
53,35.50031852425309,70.81530129092468,9.651656866685048,100.0
54,38.24107438623861,76.76460664989449,10.181004748261547,100.0
55,31.014764526601162,79.89002051836214,10.388504170538255,100.0
56,33.80731890543374,78.80982436912896,8.93577649469739,100.0
57,31.51391759323392,82.13588119908071,9.367313355071113,100.0
58,34.23254112001724,66.91147086749504,9.35007477621597,100.0
59,33.95361658397269,88.07780183345773,9.435383801563257,100.0
60,35.0412077570081,73.03636961608836,9.247011675762288,100.0
61,34.91689694981294,79.10017012771951,9.088476705443181,100.0
62,31.10438224095509,76.57436067713984,8.479515798498248,100.0
63,35.266577164474086,75.11796541636836,9.463857555483736,100.0
64,32.763050088525226,67.13809462009593,10.30554233800651,100.0
65,35.412376914855514,80.83464037438424,8.5256638501491,100.0
66,27.391665811894406,61.64539086188196,9.232669746605724,100.0
67,33.973198860983906,74.92681682994458,9.776539992624627,100.0
68,32.75211965930456,61.58460090567177,9.646583510454914,100.0
69,37.53704403014282,87.64407043022086,9.735831700447697,100.0
70,30.538630058030414,65.10589343476775,9.528858779121034,100.0
71,35.003739879364616,84.80701778844397,9.899874869940453,100.0
72,35.601022497119835,98.99013506859865,9.325828734502736,100.0
73,35.97894645522769,74.6548662215644,8.25880488820428,100.0
74,34.541068497069865,74.13631627647361,8.696561009754449,100.0
75,33.83308241060847,83.67517184067106,9.841773364667588,100.0
76,35.546621263130085,75.70788598928084,9.10214264582211,100.0
77,36.87168215356645,76.85271803338624,9.110797535522627,100.0
78,33.08064552056824,96.02829335412002,9.635211069059675,100.0
79,35.583998136495296,71.81382015942033,9.619183791089219,100.0
80,28.37550370745254,54.89520864319843,9.643923025443227,100.0
81,32.65549499147385,75.47787107333595,8.994139392618871,100.0
