unit_id,ProductTiter,Temperature,DissolvedOxygen,ViableCellDensity,do_FeedWaterFlowRate
0,34.20395480016664,27.704923855125056,78.77783020446729,77.42742159525291,20.0
1,32.670832172658784,59.234659981446406,76.6751083557206,76.2937012970855,20.0
2,22.4574266103148,47.055678115673146,67.48077664285819,59.92619607366867,20.0
3,35.32271562146381,34.33617414621957,82.77110995811209,89.89039806866735,20.0
4,22.35394660908499,64.56506652517778,81.4962663584068,70.8972167431711,20.0
5,31.695699071200604,44.24802079232232,84.99843968806438,84.11822741093893,20.0
6,22.910570381226858,55.15795043641568,71.91100074034676,67.76386181580123,20.0
7,27.173781203853213,64.9593911240805,67.92336531067738,74.99118476752601,20.0
8,19.65968751909272,63.344942834935864,79.25063794310313,65.01525037400786,20.0
9,17.82977249176831,72.83572899376908,55.10096924529621,59.96199843302146,20.0
10,32.922758662442796,23.39304032935127,86.99619248594435,87.5218611474406,20.0
11,17.390635269900773,52.38921174635905,62.43019001067981,57.23000893104852,20.0
12,30.066629629168535,61.32534220248116,78.82508518840879,77.07327420481766,20.0
13,36.12948787749052,45.129749797420146,84.65397947493082,89.24378205346996,20.0
14,34.296604571700954,47.10218234838305,84.87108649147756,83.22887355574255,20.0
15,34.25120252865588,74.43504796474332,87.17392441037852,89.77485687112996,20.0
16,23.658579893864886,84.75880965795547,60.68087676741123,63.75062520011855,20.0
17,32.04971416813769,31.7110155286405,86.61675196821723,89.92465208046356,20.0
18,39.14385342357029,44.26054204605633,84.74846214302713,87.3337077120563,20.0
19,22.524810284350668,42.485031129334146,73.05582380664403,65.52554254105061,20.0
20,23.677035960366595,70.05176566031533,63.638037830299865,65.0716028339891,20.0
21,31.195542559415216,57.014153072495816,61.134979682060965,65.21307749352407,20.0
22,11.62157527715238,44.612432791853095,51.997479092978814,50.630668099821015,20.0
23,43.60352268762654,33.289475760975044,108.03671429031215,112.58066029195037,20.0
24,22.20275474885932,59.10909430455742,76.13388232373846,68.15849584256132,20.0
25,40.50392499549478,62.401088706440646,90.59596635819082,86.47790345909362,20.0
26,21.15102979583331,44.69337763885495,67.71711398177986,76.27676719337649,20.0
27,32.07044342353627,41.557108225057725,71.91077258004076,77.87611053774563,20.0
28,19.249247023374867,71.40597962429149,72.36005912390483,70.93013778646963,20.0
29,28.05566042529006,77.11438352385917,75.54179413675223,80.00191392624545,20.0
30,17.314045945068752,76.90446603090388,54.372698330909536,51.39791972454976,20.0
31,31.56191902164648,54.5363730877633,63.45034688888823,63.57695445677937,20.0
32,26.630390501479024,51.68688196337001,81.02771802629398,76.99263622909572,20.0
33,19.222566047119166,41.821014949119956,69.75537081320003,63.9866112120151,20.0
34,7.281994320812858,61.07261615214426,47.66533777663301,50.60976902047576,20.0
35,16.1314130508367,62.79561291442674,53.69126491866573,48.05564764102056,20.0
36,22.429788581120302,47.37061897667024,66.8655059823546,71.47911034860786,20.0
37,18.284023456992493,24.95416603588581,66.83164775296797,64.54638250328324,20.0
38,25.281442729864573,55.54015452059849,67.33614295478525,73.48722057744801,20.0
39,37.14238155223791,47.76042688502021,83.60851300700054,76.39843354554178,20.0
40,30.63309546265522,39.741162016776904,78.33975790923374,82.9368848111581,20.0
41,22.842275846087844,60.34110459470519,75.18500501036216,67.53727246626505,20.0
42,34.906733278124996,52.36677382677252,79.36610284187884,81.61503922792755,20.0
43,24.21115503945539,47.315925640379604,69.19889115173866,64.86682857687931,20.0
44,37.59228155866144,85.54814692755038,82.35806935934899,86.76663682432797,20.0
45,24.6961534236533,59.93437540713241,70.5769475943881,67.76925358850954,20.0
46,28.896560687663403,58.89229660097364,80.8112568062527,75.08695249029338,20.0
47,35.86912695293178,40.014475658215396,86.16734296838041,86.82017154778408,20.0
48,38.32879858386286,55.38477625999831,101.31433565178968,100.03031245982287,20.0
49,32.30243040125035,58.59216604210137,77.84295006415155,85.79939897462918,20.0
