unit_id,ProductTiter,DissolvedOxygen,ViableCellDensity,Temperature,do_FeedWaterFlowRate
0,24.436866763687483,73.45526296540878,78.0144405453798,51.57854059277961,10.0
1,24.655155805630983,58.53243750038425,63.802526075584765,29.384374339268746,10.0
2,22.275137982363166,63.904698807419805,61.06432843921954,0.13660195657863827,10.0
3,14.753746029723004,63.30340168206772,58.20744569926507,53.86817265627881,10.0
4,28.377834614843763,63.49626957003873,77.05142364995561,61.14458667767823,10.0
5,27.132067258279797,66.97686377675917,65.31901532818495,42.66336199411751,10.0
6,27.01519229515272,75.12284941433353,77.1733866761124,64.27525271388086,10.0
7,23.541225977225135,82.76337465329243,75.90304161471985,57.21867987574293,10.0
8,35.469950809928704,76.24717444602541,84.93371987145561,69.38004529064347,10.0
9,27.112465515125965,76.04287670330258,74.68567054245223,26.420298944608746,10.0
10,20.82248790447746,61.288853671881796,68.54039761163708,68.80822814918614,10.0
11,43.188677353617436,92.29341713953282,97.52719132987849,55.19326185301291,10.0
12,28.612763605294052,72.22205249691304,75.88451592064973,45.844275972596925,10.0
13,36.32834123933029,84.68561845901249,97.41172887951639,61.548339232926885,10.0
14,25.344450175347994,63.84693867769342,60.00702673940517,52.664169628703945,10.0
15,15.164625998879167,54.42765120170801,51.207475194040555,63.77477786606654,10.0
16,25.241595663059115,67.61287700188262,68.17806455080472,22.88491416053275,10.0
17,22.279316071707996,65.95684467652694,80.05659137316898,58.41748840510888,10.0
18,22.182508143435314,72.19956341653467,66.82134547279901,67.19257013153033,10.0
19,24.570888942734264,63.501887645905484,62.49116480537134,66.93058448369845,10.0
20,31.134809218065755,76.54388125227909,79.83160906738658,65.55136461314281,10.0
21,21.999812137661486,58.60259452290816,67.30472074472293,60.41477301546172,10.0
22,28.94396167107973,85.26411429096369,83.92466198204201,20.176098496982583,10.0
23,27.521598317562734,79.09504428463678,78.1697737517286,41.76670594188782,10.0
24,29.46064207971634,74.40854848594915,72.53365331455379,47.40652658191891,10.0
25,37.39270239049835,83.9719070875073,86.76538388527747,45.00937310276896,10.0
26,20.960264298173705,63.65920123859238,65.54000364837313,48.35028378267715,10.0
27,23.675889508525767,61.82253406537914,64.6635398090602,46.110273875255565,10.0
28,34.43949145301714,78.55384824091075,94.09670830806728,81.25573939669275,10.0
29,24.46345878815181,72.20018586058868,82.47650533698447,48.63070436184232,10.0
30,39.679199354289295,85.43492019138168,96.15849759737159,69.85696694711359,10.0
31,35.9280462020634,84.90771316863326,85.15539428206125,36.855464521359885,10.0
32,32.43520968332786,79.9686252838767,83.59421111322901,69.08271402241292,10.0
33,27.309507093641425,86.23999301730498,75.8829097097156,20.760980576880016,10.0
34,23.215908287319294,74.80586137079965,74.94540879083462,57.68930862092595,10.0
35,37.471414525648235,93.59064559973106,88.42215641216941,53.26772254909587,10.0
