unit_id,FeedWaterFlowRate
0,24.53550921233773
1,40.2597293841273
2,39.437628592698324
3,12.876194539399334
4,58.87561429784331
5,49.49912119235612
6,56.997578421679314
7,53.574938924290684
8,55.264335615429395
9,24.062448114027145
10,51.90268131393762
11,30.547677272250777
12,54.48339603953008
13,53.664540647672055
14,53.49655323272119
15,39.260157431838145
16,34.62856744852331
17,43.70134226021955
18,48.45850927739404
19,35.12412564505057
20,39.97590956377026
21,35.943687149234044
22,42.99469453127822
23,11.965920404691058
24,23.23603478039999
25,48.27125030943438
26,39.496061672538275
27,40.06389659951841
28,34.54521169843874
29,45.865488527101
30,24.039638578829663
31,29.630313658591767
32,53.97332826122017
33,43.33078084927715
34,38.66339265109805
35,43.7892126515579
36,28.69235579365772
37,48.41286432842095
38,46.79738485620434
39,57.28772648436155
40,32.9203793134021
41,41.462191806664215
42,57.200843917158494
43,63.40905616395928
44,38.59250942665517
45,37.94803520156762
46,51.22246273122994
47,51.06546105866591
48,31.402969422045018
49,31.43475792978606
50,54.871601240926104
51,23.34420021998923
52,29.046736425268552
53,54.78772756949166
54,22.21658865927255
55,61.48121611472783
56,50.18719497792191
57,59.70341696243839
58,45.77316617424889
59,30.696812107519694
60,39.75851454487268
61,31.029537176943972
62,83.02159612536707
63,31.092231021701952
64,50.85516174872953
65,55.76720205454299
66,39.87858153076414
67,46.7317206795666
68,37.4490878470312
69,59.39102460975233
70,35.37576329307677
71,45.50340688055957
72,47.280800912961865
73,48.473776768054215
74,46.89944561553711
75,49.1392520228434
76,44.317865688521614
77,12.066903817695444
78,66.42757117012546
79,44.39858466957376
80,66.0380681902318
81,56.09134197406925
82,41.2393021088007
83,41.31921029072995
84,31.13435960659877
85,43.274022245697125
86,46.95907868125409
87,24.718764630834436
88,41.24291107447058
89,20.76269242783007
90,50.979110240870334
91,47.57411077837804
92,64.99123773885061
93,74.42908162113808
94,62.255099970546986
95,27.11407749827872
96,38.82204339149666
97,56.0237315071207
98,39.435777046178195
99,31.158300114576363
100,25.97249943481236
101,50.19770289882716
102,36.095751936187234
103,36.042240186643845
104,57.35740214797476
105,53.43006598526943
106,32.19065519808982
107,48.710546937619995
108,56.064363113389135
109,16.20167530905731
110,64.92879964261567
111,39.09732051557342
112,51.332015099013226
113,33.8235326043238
114,19.349727228669636
115,44.18427309986901
116,53.78066704548675
117,56.298880559235926
118,45.6582712871854
119,58.84589099889999
120,54.84642119125919
121,50.1326291741714
122,56.53194768343451
123,58.75444520534973
124,28.07455113696707
125,44.113277259551054
126,72.04108372755107
127,50.65665053226101
128,38.857115366998485
129,43.49433079825101
130,43.63096711461834
131,49.80849321311797
132,30.93597614637495
133,35.22685906008802
134,48.708227306790434
135,52.45731376085791
136,49.1159933145189
137,36.56279631042584
138,55.91161011854142
139,50.95467548549164
140,38.1219719976568
141,34.58279033300162
142,38.89295349314829
143,68.80003722449139
144,49.81007852531848
145,39.947812459597316
146,56.984004976984295
147,40.342936085432825
148,46.07246504712921
149,52.94717491228138
150,29.018679787545054
151,41.70454939740092
152,31.90273645435638
153,52.70394825416244
154,43.84473469189169
155,56.70464273708696
156,53.09754935779132
157,41.01909390982604
158,37.95960974291447
159,36.45647052013952
160,57.33632982731835
161,36.059752366389226
162,32.07761392485084
163,56.11173053389222
164,18.7312865801904
165,34.94418869273795
166,48.844195361617096
167,26.896906962307476
168,52.791674107555465
169,56.67516419492626
170,60.08755598898135
171,54.43676755875587
172,19.195477960182707
173,50.624000014314674
174,68.0972404533288
175,59.56743065771562
176,52.26298454394111
177,30.93532971815818
178,45.88766965887838
179,45.69452904961736
180,53.453871125983994
181,33.52969977590217
182,50.62602037724915
183,19.870954240292786
184,51.90005607654261
185,43.89392000045968
186,23.168678551748233
187,34.071592928137
188,29.193866638626115
189,63.80992179101569
190,54.34822975218851
191,46.97161780821838
192,45.52464477319021
193,46.17796112699881
194,48.5150008890834
195,29.846796068352603
196,52.09095170704976
197,27.918697040462774
198,65.7364297926113
199,67.72155201773262
200,55.00052979607124
201,40.37208305641885
202,52.88899448692923
203,38.40412538062309
204,26.589714712250345
205,35.137227978367854
206,51.29996456194079
207,63.88727869565225
208,56.84043622482011
209,34.46646994878135
210,49.53769255487244
211,35.94791647692722
212,41.73931380158827
213,55.49631146036134
214,55.66429265064602
215,22.3366598815675
216,39.71782544903319
217,56.210476372896245
218,63.177676871545756
219,58.22600594972114
220,60.61428740125629
221,33.28984436555218
222,58.79560453177498
223,63.27685551943626
224,25.580534333212924
225,14.28715897996134
226,61.629646052826175
227,64.38840334297497
228,42.17105136144989
229,31.11969633052008
230,50.127393449067114
231,14.980693896147137
232,30.245372472333454
233,50.5104282072074
234,31.424435810539073
235,20.63718802483653
236,26.219980724061852
237,43.4891721148519
238,57.76249007799272
239,46.05682278819281
240,52.32004527446927
241,26.81001829498378
242,42.24042060366342
243,32.97093009259124
244,66.83311175058681
245,48.39036919275451
246,39.70578644915738
247,40.20855902862613
248,46.36017121234692
249,57.59930640645199
250,58.870736086782884
251,55.67084809549529
252,50.99825163251704
253,45.477855996144505
254,39.2739352588115
255,50.40154001990359
256,56.58872328991426
257,69.81035929760462
258,57.105064248044194
259,41.0784571719492
260,40.83382523800899
261,57.21810573298904
262,28.04098821864293
263,12.778649380482586
264,56.709420896632366
265,60.66732557292769
266,41.8021994167078
267,38.01081565350187
268,31.071109905315502
269,35.440663110841484
270,38.570839473723
271,24.34672806810269
272,49.675858037498074
273,40.27252720827498
274,68.32766055815027
275,57.68048521783566
276,57.76199458935223
277,33.654377184745336
278,34.23084380418699
279,56.10778303856512
280,49.306828945068396
281,47.674390084965694
282,75.76947812034285
283,66.46762333651675
284,73.28192549114279
285,49.55607847942163
286,40.35336821723903
287,24.812141566768165
288,35.26223592400341
289,49.821577414965525
290,47.32116571160288
291,36.089392613935175
292,47.183614428876595
293,55.75595604173568
294,31.073782085404545
295,50.3684390656754
296,58.294724859627784
297,36.97705506444345
298,19.12060968199433
299,34.16859341570066
300,51.488190039362394
301,53.33068405130339
302,39.9555480310126
303,25.481281157325146
304,60.81305529679629
305,52.62552973657369
306,53.7983181542769
307,45.601633923655626
308,39.06655856924334
309,22.676970635156902
310,45.27366129243629
311,53.58975776454755
312,48.67211945999426
313,48.81316811445224
314,40.94637536878782
315,22.78759759764397
316,57.9259839531465
317,42.2668861111011
318,47.697213886409884
319,43.37270064371095
320,41.50526852652199
321,40.98782743994269
322,40.04131911317447
323,53.467262725312416
324,56.36637332207882
325,49.33815075550147
326,21.521563944803987
327,48.04381631215487
328,32.292181893960766
329,48.559074976016
330,56.14446052187014
331,27.979143908109506
332,41.35717150447893
333,70.57601009367582
334,43.59561530998269
335,45.51795706710557
336,23.090022270071085
337,47.55203473861935
338,58.765633743440155
339,49.29073079143903
340,55.36314754078839
341,24.80091866720347
342,42.90989068181523
343,43.04588974003499
344,50.00369912406988
345,43.261103612761225
346,56.66011407091814
347,34.446496263934606
348,56.42921706363736
349,51.6309887050966
350,36.631138795151344
351,53.32968188856082
352,70.44367026211836
353,53.18232811547119
354,57.65202217738273
355,33.078772322234784
356,58.24182728135123
357,30.82177703221449
358,68.02973290312848
359,45.674862343758804
360,57.534750722211726
361,15.915820558484413
362,56.29408170862612
363,53.178800713937
364,29.177869922137926
365,49.6093637946376
366,52.72324418513254
367,49.91985397578898
368,39.479905348382886
369,38.31494035527044
370,32.56011990449676
371,63.59946246373625
372,29.641898730330634
373,47.87934913992137
374,37.48833876164774
375,50.5187647268147
376,46.33946770947104
377,43.346767639041616
378,43.44102476012969
379,47.34542739174429
380,60.72943728915048
381,42.139026986423225
382,52.11252552294358
383,51.68545934809932
384,41.576124584503326
385,42.7557795196535
386,39.30459621698846
387,49.51567104821661
388,22.483012353745544
389,47.849446241336466
390,49.87012024641883
391,47.77302891480687
392,40.23362369633816
393,60.33519771729551
394,54.570146591316416
395,40.64083771148138
396,63.29637408084601
397,38.7264903621827
398,53.10184194063936
399,23.47273723850294
