unit_id,ProductTiter,do_ChelatorDosing
0,-27.641282970748463,25.0
1,31.24276697614448,25.0
2,-5.685820360869167,25.0
3,-15.272533445338798,25.0
4,-22.29036999572472,25.0
5,-11.509931606907903,25.0
6,5.281933543392869,25.0
7,26.129763576890856,25.0
8,-10.24144364365403,25.0
9,-10.455707339980481,25.0
10,-6.5063444778181125,25.0
11,8.488358901770752,25.0
12,8.006270477964875,25.0
13,0.43774925349947336,25.0
14,-1.095071893708731,25.0
15,-14.457276909076873,25.0
16,-4.362744376868225,25.0
17,9.993013008076387,25.0
18,-1.5771672201095832,25.0
19,1.6541983564112803,25.0
20,-6.116671238980349,25.0
21,-1.4815325696618669,25.0
22,-15.84258031102945,25.0
23,22.94413823494412,25.0
24,3.897549815282726,25.0
25,7.141698933403527,25.0
26,-6.176489928694637,25.0
27,6.828063777800396,25.0
28,-12.978326149586877,25.0
29,14.556199064104018,25.0
30,24.69177176772984,25.0
31,5.207729181110388,25.0
32,5.486043282273002,25.0
33,-10.704445215317598,25.0
34,-19.476431496304077,25.0
35,15.561178686606976,25.0
36,0.11672430406905336,25.0
37,1.3403185002112004,25.0
38,7.813857550792504,25.0
39,-0.5158430863874219,25.0
40,8.2994546594945,25.0
41,3.154888594730692,25.0
42,5.083232057894605,25.0
43,-15.332137305682833,25.0
44,10.824409140677048,25.0
45,0.9293692339864519,25.0
46,3.633388677455419,25.0
47,-3.1256033172225,25.0
48,4.168407225811874,25.0
49,16.691841549135923,25.0
50,6.75340068336949,25.0
51,29.355108344226757,25.0
52,-12.988027249384011,25.0
53,5.580311342106098,25.0
54,-6.011582371855136,25.0
55,-15.72539078299197,25.0
56,-19.60826427619863,25.0
57,-17.40856259318313,25.0
58,-5.429670995608417,25.0
59,7.93348729730108,25.0
60,-7.063039768161074,25.0
61,0.48860885940693755,25.0
62,11.458549342274678,25.0
63,17.78581654215073,25.0
64,7.517936886280941,25.0
65,-14.464933820872007,25.0
66,-3.349302284464004,25.0
67,5.023724140270762,25.0
68,-8.305273378299274,25.0
69,-29.09621644094411,25.0
70,-9.903189247626578,25.0
71,1.7707276986569889,25.0
72,-4.79651193236561,25.0
73,0.8560270669290633,25.0
74,-9.74405718290262,25.0
75,13.610597681911772,25.0
76,2.530802045368388,25.0
