unit_id,pH,Osmolality
0,50.899052169154885,62.09203024268517
1,49.42976080828468,36.98116852304395
2,28.967751135229705,42.66670078560194
3,46.12679207448774,57.77937693359755
4,77.55425332524455,53.22290977381822
5,33.96593155189317,48.66300541833001
6,48.98721288465213,37.23959114489399
7,47.256352982644394,37.67363429391304
8,46.278472711624815,30.324087598811875
9,56.21514026514849,67.3806648479593
10,46.11781622109137,31.870337041305373
11,57.20546282315023,17.998050382713775
12,47.657705282014575,45.78458078814401
13,44.0862802432094,42.97100830902558
14,59.04056003107664,61.94903510386172
15,66.82627041923965,54.435742503651014
16,50.67990638580995,38.21855564502624
17,39.83909888699891,42.979923860887666
18,76.22080880382153,48.00659635312988
19,49.86155762433068,56.16400034510152
20,59.11519923714456,45.48402492755487
21,54.0091641302704,52.76720080316133
22,39.038427732914975,62.568062605284005
23,58.257734735836294,34.29065699391254
24,50.350360337432896,74.14711881328884
25,54.69334988934954,36.8569026218616
26,59.873675315509615,55.35536928095933
27,53.82538428587058,47.86879761139596
28,28.69043847154957,50.0217578883553
29,46.769028585460696,50.032909264374595
30,43.67090025540055,56.200508772931094
31,28.044788836484216,30.14885296237819
32,49.425614404490894,20.6379661459758
33,56.435019377360184,35.49863134454545
34,50.397985511427734,48.299284728891166
35,63.05660919662619,39.478184378343585
36,30.602475130215538,49.503827253064976
37,49.51591985796478,39.35673144473968
38,37.42175566427446,37.791090485204734
39,33.75770431865707,44.404612939228244
40,37.897274609220155,49.341164015485624
41,31.96861027274483,64.67371952385534
42,36.083933542962576,66.31363085874341
43,56.380633107844346,49.160281112956596
44,40.05762753627822,38.32009133873331
45,35.58070962332698,37.52225400865102
46,50.265020679516084,48.07341936977825
47,56.75258814209279,60.113318264873804
48,33.18545713933419,47.48908442187438
49,44.95416452529162,46.891933356451865
50,37.02902574712653,51.4290585137509
51,51.910848590176364,22.300209495719017
52,53.00012271017167,45.167862910963834
53,46.24946210183757,70.21793752318129
54,32.869314607600025,26.2875021172391
55,61.696857443271234,45.58571122213028
56,43.414638894148204,59.10879226888201
57,43.60289395212483,48.140036904394414
58,57.133945218418155,65.415883353336
59,40.05276992023716,52.02037327570304
60,58.965466157436396,50.8940115091686
61,50.993885163065954,59.77294000887749
62,65.72723528953445,68.95101646477904
63,58.176811911807505,55.13263187696481
64,65.76963205106934,38.611166292227345
65,43.51050290159952,56.081291115454036
66,15.768387458083925,42.582307739662205
67,24.303163812599358,55.42879333648078
68,52.637341240008794,54.12297168863714
69,64.21743071956278,39.36089361997071
70,45.08048936025662,54.87855116703951
71,35.20095386262186,44.36314321669949
72,40.5613078832242,36.50749377992459
73,41.82882317296622,41.51024279242207
74,51.70943584699343,43.30335668071878
75,62.72906019834274,48.42412696253928
76,24.516424487073895,17.770429617171928
77,40.74652683217584,41.85366815455156
78,69.15298617390745,42.40318692344855
79,44.323329721918185,66.34371110097989
80,25.10907298611976,65.0092012409928
81,44.92911559759751,44.644056587440694
82,40.05548602375403,62.59485610636616
83,48.347241334026194,65.15738598390209
84,47.86012476249787,52.52477429242265
85,44.311180195085925,56.9551989214047
86,54.26734005926207,59.99883692953904
87,38.27164710648418,42.794111663197256
88,49.18582369486746,30.794139254372563
89,68.54350763175962,57.965212745448774
90,59.76514618559824,59.971258644009886
91,36.87336514628377,50.742788314743386
92,41.5258296474757,59.39835830363381
93,35.568005223212424,26.189098950911035
94,53.385133002470454,44.9213851102286
95,46.5025148046625,49.614864588452036
96,42.03791573285899,40.084332836378806
97,50.08307832245576,49.33705857527413
98,62.328158203040644,67.4736811579487
99,51.00978759810312,65.93072624356985
100,29.598522431366987,25.31283483765757
101,67.2130138490005,43.54106875248061
102,47.58933325389128,30.8663502702629
103,54.46411306391309,37.20280835960405
104,65.44532181920763,43.448308594364704
105,45.36195407285639,58.54500196381121
106,69.37729676768045,56.22735887148773
107,64.89883538690127,42.18628871551515
108,62.81942239587909,51.34376384452649
109,51.67208487369749,68.77761778825581
110,62.64196526116608,59.74827755416303
111,53.905287255247494,60.12816947159867
112,54.73669405910572,76.44910638283069
113,47.37675976292583,62.3813930782586
114,41.992213285952765,36.04349744006142
115,31.58123928171832,39.14525210637121
116,41.891701307826736,50.01357969551933
117,50.72981140877802,59.25844190876593
118,42.792198353966015,33.52735894263356
119,64.40482977642074,54.381972044461726
120,38.11128912383557,54.16557475622711
121,57.192362011024784,52.87421121891692
122,58.88005270968016,52.1275253760972
123,55.764231375350036,43.794207391199215
124,25.61330184721533,44.98920363154231
125,45.73638771270143,51.04509648381758
126,54.25955114887528,51.28262473100784
127,51.56806065047181,46.094748002522756
128,42.595580861657936,65.02945694591462
129,33.53947617162883,29.35835593712424
130,53.986832363778035,38.6720760490454
131,42.380982450848414,56.1584491635526
132,45.849651119524566,41.04007377497927
133,43.971976184836194,62.27978801534732
134,55.97958475610201,49.08240960309747
135,27.84044201099063,66.59281722958279
136,35.73193075892589,55.83421773859879
137,51.50033001677437,36.45753944304399
138,37.63431950847167,32.42789100337581
139,51.97848446407328,39.66658715586511
140,37.71679755327925,41.176387948017044
141,63.35669452486881,34.023974568269615
142,57.15539052059138,38.66719425561895
143,45.61835064874181,75.06911246836944
144,65.35289716486213,75.9102845813476
145,42.597433738880376,53.358528643148155
146,54.16925827298373,46.012335690626905
147,33.65968541974691,40.29534394668841
148,40.72053812858184,39.92224615453677
149,41.72915058058395,40.298652376467146
150,41.58321254726241,72.83088825078933
151,44.323305794928295,47.20308509245371
152,30.791370624822793,41.058910584257575
153,79.83834275609713,54.74718925707379
154,35.5311463356329,54.07398671493999
155,55.67054722480471,44.335528567474746
156,37.29448647543527,28.074506349403848
157,41.49395040580715,40.472296268924126
158,43.02115956323772,55.739847972140765
159,72.69519785765098,47.117417923018515
160,67.12258557969923,59.775729799563784
161,45.76339731868826,59.177284653015825
162,64.33213118810131,59.05962514409357
163,40.087318541668324,36.1328297262495
164,48.03302317439247,70.1550116500018
165,67.70665644133317,40.208291120124215
166,40.592244697163785,63.63550294055419
167,34.9246542054889,66.68415373876489
168,81.54083923625514,39.44932920951592
169,34.50036589040007,29.34461264009957
170,43.75152854824739,47.72140826362794
171,91.60616625039482,37.59131342156741
172,49.088661589694446,24.625519854350127
173,55.95084168167215,73.83309860893537
174,41.41026027733062,48.09662910465279
175,45.76531730617177,51.91390527495842
176,50.27596961227153,67.20108490188373
177,58.04375515220522,33.9976546958334
178,39.518837259888855,58.531025640152066
179,65.90372679308864,51.82294475960042
180,49.18930740864067,50.68345267118977
181,43.57916006656986,33.7223231736853
182,58.76011500919499,52.115390294479546
183,35.645583792210914,37.31447219649603
184,64.06944391090721,50.08689700448087
185,61.64370554874725,56.22434202289688
186,38.424868659785574,53.46393753213684
187,41.18380045658475,55.690086554585925
188,73.69048340772139,53.04929537141973
189,29.188760519928064,57.529870952069835
190,48.806451100435694,45.84119964822613
191,58.41169856813353,48.48186894203888
192,55.717083313738456,51.04665474629758
193,37.01508744018553,42.3826832301949
194,43.09188411094115,53.27658356680848
195,66.58472339344499,27.617297050306252
196,72.04806882233818,50.16063178915388
197,45.483325750856835,43.28235725674128
198,31.531430421336516,46.478580903553066
199,39.027318116083286,35.871345847113794
200,47.07727935958123,59.9801670729609
201,53.336833551271354,59.50269840964318
202,49.715188595953656,56.31621088194431
203,43.211356617358625,41.74302512996743
204,41.965193153049064,74.09279199648266
205,89.56186546558143,62.694038079821674
206,51.748837697594794,49.50608556527852
207,55.96502596942782,34.60882768613765
208,56.39583023086532,44.435297868968135
209,27.53467762413291,56.18353807008977
210,53.90913222023195,43.721443810221146
211,53.34846052349915,61.8288310577268
212,47.62744336658825,42.27697645297588
213,85.4567569017962,53.925895497647325
214,49.601469311427536,69.80412168569465
215,57.668809858028474,42.788165358179775
216,30.742939706400993,54.54976746738239
217,59.38690258779312,44.12022244622368
218,49.342920834240616,24.66649514852047
219,51.81282712657378,52.98388308973959
220,61.79331424527138,49.95600616318572
221,57.166042924884344,55.57074058133141
222,36.17665298366206,61.07878611637138
223,61.88557617438306,31.365933305045875
224,41.84540208302491,64.38404952055727
225,23.42788568665343,65.04262118165103
226,33.85903435029968,60.020774959463566
227,56.08664247637829,52.5909937826313
228,42.46540732645305,46.38622039377465
229,77.13757919325714,51.808202282081986
230,63.43427328079762,76.13961068167251
231,47.74066672239789,17.376744046253037
232,32.17404226378543,35.575464586814306
233,60.16586775108568,50.850882415889984
234,73.02680277703627,59.50525844342255
235,69.4801478758321,53.311169733780595
236,39.63278467064137,45.45529647349016
237,39.147161899529074,73.7562586372702
238,70.76945967560918,78.85217677265437
239,42.52759418300306,37.921420118274
240,47.61869485364635,52.152861746931826
241,46.566724011665066,47.075963270013254
242,33.5494004622457,34.91479596066173
243,38.60107770090038,28.44039334086374
244,43.19763767242933,60.54931245425203
245,54.147273343204496,64.69623352425235
246,67.21544132760512,57.42033143083324
247,38.512352744865986,46.94671230250478
248,61.4647349041163,60.7837317580012
249,48.97832413375071,62.47838268607091
250,51.35114821484256,45.53401058589936
251,38.21113531723979,54.87641115677678
252,47.97750550945418,41.55037098888022
253,63.28395646689816,64.31211605272402
254,34.411291843926385,54.96663417007565
255,66.48533324191659,52.83089256931784
256,62.918165986132756,64.30764488803595
257,53.46811610709309,63.09383993604338
258,49.92791808970646,54.071743923901316
259,34.32132601799243,33.42945019893331
260,74.17839053970576,51.88412864213666
261,57.099498536083864,49.52618233837552
262,29.767205250360625,40.286542300232185
263,39.46698291617087,44.84143022495097
264,38.09992127373222,34.86222134083904
265,35.01156947531602,52.0388843870456
266,27.012292791754337,57.07222574253195
267,23.293821368993818,40.3085272335765
268,66.46922064115809,50.9018747238244
269,37.494943346395424,47.923593892757296
270,60.75204965511648,51.93063309758409
271,55.57788959276968,52.56219296623725
272,52.3753513161879,80.83701139770801
273,42.0144126824167,37.469988889336605
274,52.691148967167365,39.13724018973056
275,47.28073750407848,41.676963127122995
276,52.84855921117594,32.91375894949562
277,34.78688226697587,36.3413416828211
278,61.23552038778158,45.30220922604711
279,42.323459112249196,54.35957498921644
280,47.80164292141245,48.46455441589602
281,44.2960848466279,67.91186397593766
282,52.0335613806813,59.245008742549295
283,60.854039416552276,47.969516988775844
284,52.2825257799512,38.092001473177746
285,66.25378345755912,26.475564882201297
286,47.180957065388704,49.83313218095876
287,52.54650500017266,70.38641191205663
288,37.87365422594599,40.67833535041482
289,54.15619411480643,40.883586300993244
290,40.291839113170035,37.796619232889014
291,56.8079177613437,61.433914665385515
292,51.68356191437274,50.20751581237587
293,72.72638126414576,26.586610350220887
294,62.405375294219304,56.45609887601685
295,40.939087813501274,69.3446795448191
296,57.92494086960961,56.914275984680856
297,53.99698057769803,40.80985543212394
